gene_target,n_drugs,action_types,drugs,immune_indications,furthest_stage,furthest_stage_drugs,furthest_stage_indications
MAPK14,6,INHIBITOR,ARRY-797;BMS-582949;DILMAPIMOD;ITX-5061;LOSMAPIMOD;VX-702,acute coronary syndrome;atherosclerosis;cardiovascular disorder;coronary artery disorder;dilated cardiomyopathy,Phase 3,ARRY-797;LOSMAPIMOD,acute coronary syndrome;dilated cardiomyopathy
KLKB1,6,INHIBITOR,AVORALSTAT;BEROTRALSTAT;BEROTRALSTAT HYDROCHLORIDE;ECALLANTIDE;HUMAN C1-ESTERASE INHIBITOR;LANADELUMAB,angioedema;coronary artery disorder;diabetic macular edema;hereditary angioedema,Approved,BEROTRALSTAT;BEROTRALSTAT HYDROCHLORIDE;ECALLANTIDE;HUMAN C1-ESTERASE INHIBITOR;LANADELUMAB,angioedema;hereditary angioedema
DRD4,6,AGONIST;ANTAGONIST;INVERSE AGONIST,BROMOCRIPTINE;BROMOCRIPTINE MESYLATE;ERGOLOID MESYLATES;HALOPERIDOL;LOXAPINE;OLANZAPINE,Subdural hemorrhage;cardiovascular disorder;coronary artery disorder;diabetic macular edema;dilated cardiomyopathy;intracerebral hemorrhage;intracranial subdural hematoma;ischemic stroke;migraine disorder;peripartum cardiomyopathy;rheumatic heart disease;subarachnoid hemorrhage,Approved,ERGOLOID MESYLATES,cardiovascular disorder
ESR1,6,AGONIST;ANTAGONIST;DEGRADER;MODULATOR,"ESTRADIOL;ESTRIOL;ESTROGENS, CONJUGATED;ETHINYL ESTRADIOL;FULVESTRANT;TAMOXIFEN",atherosclerosis;cardiovascular disorder;cerebral small vessel disease;coronary artery disorder;coronary atherosclerosis;epistaxis;essential hypertension;heart disorder;hereditary hemorrhagic telangiectasia;hypertensive disorder;migraine disorder;myocardial ischemia,Phase 3,"ESTRADIOL;ESTROGENS, CONJUGATED;ETHINYL ESTRADIOL",coronary artery disorder;coronary atherosclerosis;essential hypertension;migraine disorder
FKBP1A,6,INHIBITOR,EVEROLIMUS;SIROLIMUS;TACROLIMUS;TACROLIMUS ANHYDROUS;TEMSIROLIMUS;ZOTAROLIMUS,Behcet disease;Glycogen storage disease due to acid maltase deficiency;Gorham-Stout disease;Kaposi's sarcoma;acute myocardial infarction;angiokeratoma;angioosteohypertrophic syndrome;atherosclerosis;blue rubber bleb nevus;brain aneurysm;coronary artery disorder;diabetic macular edema,Approved,SIROLIMUS,Gorham-Stout disease;angioosteohypertrophic syndrome;blue rubber bleb nevus;hemangioendothelioma;lymphangiectasis;lymphangioma;lymphatic malformation;tufted angioma;vascular malformation;vascular neoplasm
HTR2C,6,AGONIST;ANTAGONIST;PARTIAL AGONIST,LORCASERIN;LOXAPINE;METHYSERGIDE;OLANZAPINE;RISPERIDONE;ZIPRASIDONE HYDROCHLORIDE,22q11.2 deletion syndrome;cardiac arrhythmia;cardiovascular disorder;coronary artery disorder;migraine disorder;ventricular tachycardia,Approved,METHYSERGIDE;ZIPRASIDONE HYDROCHLORIDE,cardiac arrhythmia;migraine disorder;ventricular tachycardia
CSF1R,6,INHIBITOR,PAZOPANIB;PAZOPANIB HYDROCHLORIDE;SERALUTINIB;SUNITINIB;SUNITINIB MALATE;VATALANIB,Kaposi's sarcoma;adrenal cortex carcinoma;angiosarcoma;diabetic macular edema;epistaxis;hemangioblastoma;hemangioendothelioma;hemangioma of retina;hereditary hemorrhagic telangiectasia;pulmonary arterial hypertension;pulmonary hypertension;retinal vein occlusion,Phase 3,PAZOPANIB;SERALUTINIB,angiosarcoma;epistaxis;hereditary hemorrhagic telangiectasia;pulmonary arterial hypertension;pulmonary hypertension
ITGA2B,5,INHIBITOR,ABCIXIMAB;EPTIFIBATIDE;TIROFIBAN;TIROFIBAN HYDROCHLORIDE;ZALUNFIBAN,Non-ST Elevation Myocardial Infarction;ST Elevation Myocardial Infarction;acute coronary syndrome;acute myocardial infarction;congestive heart failure;coronary artery disorder;intermediate coronary syndrome;intracranial hemorrhage;ischemic stroke;myocardial infarction;myocardial ischemia;peripheral arterial disease,Approved,ABCIXIMAB;EPTIFIBATIDE;TIROFIBAN;TIROFIBAN HYDROCHLORIDE,acute coronary syndrome;intermediate coronary syndrome;myocardial infarction
CA2,5,ANTAGONIST;BLOCKER;INHIBITOR;POSITIVE MODULATOR,ACETAZOLAMIDE;BRINZOLAMIDE;DORZOLAMIDE;DORZOLAMIDE HYDROCHLORIDE;TOPIRAMATE,Cardiodysrhythmic potassium-sensitive periodic paralysis;brain ischemia;congestive heart failure;diabetic macular edema;diabetic retinopathy;essential hypertension;heart failure;hypertensive disorder;intracranial hypertension;migraine disorder;migraine with aura;migraine without aura,Approved,ACETAZOLAMIDE;BRINZOLAMIDE;DORZOLAMIDE HYDROCHLORIDE;TOPIRAMATE,congestive heart failure;migraine disorder;ocular hypertension
TNF,5,INHIBITOR,ADALIMUMAB;CERTOLIZUMAB PEGOL;ETANERCEPT;GOLIMUMAB;INFLIXIMAB,Behcet disease;Kawasaki disease;Takayasu arteritis;brain aneurysm;cardiovascular disorder;diabetic macular edema;eosinophilic granulomatosis with polyangiitis;granulomatosis with polyangiitis;microscopic polyangiitis;myocardial ischemia;non-infectious posterior uveitis;temporal arteritis,Phase 3,ADALIMUMAB;ETANERCEPT;INFLIXIMAB,Behcet disease;Kawasaki disease;diabetic macular edema;granulomatosis with polyangiitis;myocardial ischemia;non-infectious posterior uveitis;temporal arteritis
ADORA3,5,AGONIST;ANTAGONIST;INHIBITOR,ADENOSINE;AMINOPHYLLINE;CAFFEINE;CAFFEINE CITRATE;PICLIDENOSON,His bundle tachycardia;Paroxysmal supraventricular tachycardia;Supraventricular tachycardia;Tako-tsubo cardiomyopathy;Wolff-Parkinson-White syndrome;atrial fibrillation;brain ischemia;cardiovascular disorder;intermittent vascular claudication;intracranial hemorrhage;ischemic stroke;migraine disorder,Approved,ADENOSINE;CAFFEINE,Paroxysmal supraventricular tachycardia;Wolff-Parkinson-White syndrome;cardiovascular disorder;migraine disorder;orthostatic hypotension;paroxysmal tachycardia
PTGER2,5,AGONIST,ALPROSTADIL;DINOPROSTONE;OMIDENEPAG ISOPROPYL;SIMENEPAG ISOPROPYL;TAPRENEPAG ISOPROPYL,arteriosclerosis obliterans;cardiovascular disorder;diabetic foot;heart failure;intermittent vascular claudication;migraine without aura;ocular hypertension;peripheral arterial disease;persistent fetal circulation syndrome;pulmonary hypertension,Approved,ALPROSTADIL;OMIDENEPAG ISOPROPYL,cardiovascular disorder;diabetic foot;ocular hypertension
PLAT,5,EXOGENOUS PROTEIN;INHIBITOR,ALTEPLASE;AMINOCAPROIC ACID;LANOTEPLASE;RETEPLASE;TENECTEPLASE,ST Elevation Myocardial Infarction;acute myocardial infarction;brain infarction;cardiac arrest;cerebral infarction;congestive heart failure;diabetic macular edema;heart failure;hypotensive disorder;intracerebral hemorrhage;intracranial hemorrhage;ischemic stroke,Approved,ALTEPLASE;RETEPLASE;TENECTEPLASE,ST Elevation Myocardial Infarction;acute myocardial infarction;congestive heart failure;heart failure;myocardial infarction;pulmonary embolism;stroke disorder
HTR1A,5,ACTIVATOR;AGONIST;ANTAGONIST;INHIBITOR;PARTIAL AGONIST,ALVERINE;ERGOLOID MESYLATES;METHYSERGIDE;PICLOZOTAN;VORTIOXETINE,cardiovascular disorder;coronary artery disorder;ischemic stroke;migraine disorder;portal hypertension;vascular dementia,Approved,ERGOLOID MESYLATES;METHYSERGIDE,cardiovascular disorder;migraine disorder
KCNA5,5,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL;VERNAKALANT;VERNAKALANT HYDROCHLORIDE,Brugada syndrome;atrial fibrillation;atrial flutter;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL;VERNAKALANT;VERNAKALANT HYDROCHLORIDE,atrial fibrillation;cardiac arrhythmia
KCND3,5,BLOCKER,AMIFAMPRIDINE;DALFAMPRIDINE;TEDISAMIL;VERNAKALANT;VERNAKALANT HYDROCHLORIDE,Brugada syndrome;atrial fibrillation;atrial flutter;cardiac arrhythmia;ischemic stroke,Approved,TEDISAMIL;VERNAKALANT;VERNAKALANT HYDROCHLORIDE,atrial fibrillation;cardiac arrhythmia
CETP,5,INHIBITOR,ANACETRAPIB;DALCETRAPIB;EVACETRAPIB;OBICETRAPIB;TORCETRAPIB,acute coronary syndrome;arteriosclerosis;atherosclerosis;cardiovascular disorder;coronary artery disorder;coronary atherosclerosis;peripheral vascular disease,Phase 3,ANACETRAPIB;DALCETRAPIB;EVACETRAPIB;OBICETRAPIB;TORCETRAPIB,acute coronary syndrome;arteriosclerosis;atherosclerosis;cardiovascular disorder;coronary artery disorder;coronary atherosclerosis
CD274,5,BINDING AGENT;INHIBITOR;OTHER,ATEZOLIZUMAB;AVELUMAB;BINTRAFUSP ALFA;DANBURSTOTUG;DURVALUMAB,Kaposi's sarcoma;acute coronary syndrome;adrenal cortex carcinoma;angiosarcoma;cardiotoxicity;migraine disorder,Phase 2,ATEZOLIZUMAB;AVELUMAB;BINTRAFUSP ALFA;DURVALUMAB,Kaposi's sarcoma;adrenal cortex carcinoma;angiosarcoma
CHRM1,5,AGONIST;ANTAGONIST;INHIBITOR,ATROPINE;GLYCOPYRRONIUM;GLYCOPYRRONIUM BROMIDE;GLYCOPYRRONIUM TOSYLATE;PILOCARPINE,cardiac arrest;cardiac arrhythmia;catecholaminergic polymorphic ventricular tachycardia;diabetic peripheral angiopathy;ocular hypertension,Approved,GLYCOPYRRONIUM TOSYLATE;PILOCARPINE,cardiac arrhythmia;ocular hypertension
JAK1,5,INHIBITOR,BARICITINIB;FILGOTINIB;RUXOLITINIB;TOFACITINIB;UPADACITINIB,Behcet disease;STING-associated vasculopathy with onset in infancy;Takayasu arteritis;aneurysm;anti-neutrophil cytoplasmic antibody-associated vasculitis;cardiac sarcoidosis;granulomatosis with polyangiitis;hypereosinophilic syndrome;malignant atrophic papulosis;myocarditis;subarachnoid hemorrhage;temporal arteritis,Approved,UPADACITINIB,temporal arteritis
JAK2,5,INHIBITOR,BARICITINIB;FILGOTINIB;RUXOLITINIB;TOFACITINIB;UPADACITINIB,Behcet disease;STING-associated vasculopathy with onset in infancy;Takayasu arteritis;aneurysm;anti-neutrophil cytoplasmic antibody-associated vasculitis;cardiac sarcoidosis;granulomatosis with polyangiitis;hypereosinophilic syndrome;malignant atrophic papulosis;myocarditis;subarachnoid hemorrhage;temporal arteritis,Approved,UPADACITINIB,temporal arteritis
MAP2K1,5,INHIBITOR,BINIMETINIB;COBIMETINIB;MIRDAMETINIB;SELUMETINIB;TRAMETINIB,Kaposi's sarcoma;Noonan syndrome;arteriovenous hemangioma/malformation;epithelioid hemangioendothelioma;hypertrophic cardiomyopathy;vascular anomaly;vascular malformation,Phase 2,BINIMETINIB;COBIMETINIB;MIRDAMETINIB;SELUMETINIB;TRAMETINIB,Kaposi's sarcoma;Noonan syndrome;arteriovenous hemangioma/malformation;epithelioid hemangioendothelioma;hypertrophic cardiomyopathy;vascular anomaly;vascular malformation
MAP2K2,5,INHIBITOR,BINIMETINIB;COBIMETINIB;MIRDAMETINIB;SELUMETINIB;TRAMETINIB,Kaposi's sarcoma;Noonan syndrome;arteriovenous hemangioma/malformation;epithelioid hemangioendothelioma;hypertrophic cardiomyopathy;vascular anomaly;vascular malformation,Phase 2,BINIMETINIB;COBIMETINIB;MIRDAMETINIB;SELUMETINIB;TRAMETINIB,Kaposi's sarcoma;Noonan syndrome;arteriovenous hemangioma/malformation;epithelioid hemangioendothelioma;hypertrophic cardiomyopathy;vascular anomaly;vascular malformation
SNAP25,5,HYDROLYTIC ENZYME;INHIBITOR,BOTULINUM TOXIN TYPE A;DAXIBOTULINUMTOXINA;INCOBOTULINUMTOXINA;LETIBOTULINUMTOXINA;ONABOTULINUMTOXINA,Raynaud disease;atrial fibrillation;cardiac arrhythmia;compartment syndrome;heart failure;migraine disorder;migraine without aura;stroke disorder;thoracic outlet syndrome;thromboangiitis obliterans,Approved,BOTULINUM TOXIN TYPE A,migraine disorder
SLC12A1,5,INHIBITOR,BUMETANIDE;ETHACRYNATE SODIUM;ETHACRYNIC ACID;FUROSEMIDE;TORSEMIDE,cardiac edema;cardiovascular disorder;congestive heart failure;essential hypertension;heart failure;hypertensive disorder;intracranial hemorrhage;myocardial infarction;postural orthostatic tachycardia syndrome;pseudotumor cerebri;pulmonary embolism;stroke disorder,Approved,BUMETANIDE;ETHACRYNATE SODIUM;ETHACRYNIC ACID;FUROSEMIDE;TORSEMIDE,cardiovascular disorder;congestive heart failure;heart failure;hypertensive disorder;myocardial infarction;stroke disorder
VDR,5,AGONIST,CALCIFEDIOL;CALCITRIOL;CHOLECALCIFEROL;ERGOCALCIFEROL;PARICALCITOL,atherosclerosis;cardiovascular disorder;congestive heart failure;coronary artery disorder;endothelial dysfunction;epistaxis;heart disorder;heart failure;hypertensive disorder;intracerebral hemorrhage;myocardial infarction;preeclampsia,Phase 3,CALCIFEDIOL;CHOLECALCIFEROL;ERGOCALCIFEROL;PARICALCITOL,atherosclerosis;coronary artery disorder;endothelial dysfunction;heart disorder;heart failure;myocardial infarction;preeclampsia
ABL1,5,INHIBITOR,DASATINIB;IMATINIB;IMATINIB MESYLATE;NILOTINIB;REGORAFENIB,Kaposi's sarcoma;angiosarcoma;diabetic macular edema;hypereosinophilic syndrome;idiopathic hypereosinophilic syndrome;ischemic stroke;pulmonary arterial hypertension;pulmonary hypertension,Approved,IMATINIB;IMATINIB MESYLATE,hypereosinophilic syndrome
SLC18A2,5,INHIBITOR;RELEASING AGENT,DESERPIDINE;DEXTROAMPHETAMINE;LISDEXAMFETAMINE DIMESYLATE;RESCINNAMINE;RESERPINE,arteriosclerosis disorder;hypertensive disorder;ischemic stroke;pulmonary hypertension,Approved,DESERPIDINE;DEXTROAMPHETAMINE;LISDEXAMFETAMINE DIMESYLATE;RESCINNAMINE;RESERPINE,arteriosclerosis disorder;hypertensive disorder
THRB,5,AGONIST,DEXTROTHYROXINE;EPROTIROME;LEVOTHYROXINE;LIOTHYRONINE;LIOTHYRONINE SODIUM,atrial fibrillation;cardiovascular disorder;congenital heart disease;congestive heart failure;heart failure;intracerebral hemorrhage;myocardial infarction;retinopathy of prematurity,Approved,DEXTROTHYROXINE,cardiovascular disorder
FLT3,5,INHIBITOR,DOVITINIB;SORAFENIB;SORAFENIB TOSYLATE;SUNITINIB;SUNITINIB MALATE,Kaposi's sarcoma;adrenal cortex carcinoma;angiosarcoma;diabetic macular edema;epithelioid hemangioendothelioma;hemangioblastoma;hemangioendothelioma;hemangioma of retina;pulmonary arterial hypertension;retinal vein occlusion;thrombotic disease,Phase 2,DOVITINIB;SORAFENIB;SORAFENIB TOSYLATE;SUNITINIB;SUNITINIB MALATE,Kaposi's sarcoma;adrenal cortex carcinoma;angiosarcoma;diabetic macular edema;epithelioid hemangioendothelioma;hemangioblastoma;hemangioendothelioma;hemangioma of retina;retinal vein occlusion;thrombotic disease
C5,5,BINDING AGENT;INHIBITOR,ECULIZUMAB;PEXELIZUMAB;RAVULIZUMAB;TESIDOLUMAB;VILOBELIMAB,HELLP syndrome;anti-neutrophil cytoplasmic antibody-associated vasculitis;cardiovascular disorder;granulomatosis with polyangiitis;malignant hypertension;microscopic polyangiitis;myocardial infarction;non-infectious posterior uveitis;preeclampsia,Phase 3,ECULIZUMAB;PEXELIZUMAB,cardiovascular disorder;malignant hypertension;myocardial infarction
HTR3A,5,AGONIST;ANTAGONIST;INHIBITOR,GRANISETRON;METOCLOPRAMIDE;METOCLOPRAMIDE HYDROCHLORIDE;ONDANSETRON;VORTIOXETINE,coronary artery disorder;hypotensive disorder;migraine disorder,Phase 3,METOCLOPRAMIDE;METOCLOPRAMIDE HYDROCHLORIDE,migraine disorder
RET,5,INHIBITOR,REGORAFENIB;SORAFENIB;SORAFENIB TOSYLATE;SUNITINIB;SUNITINIB MALATE,Kaposi's sarcoma;adrenal cortex carcinoma;angiosarcoma;diabetic macular edema;epithelioid hemangioendothelioma;hemangioblastoma;hemangioendothelioma;hemangioma of retina;pulmonary arterial hypertension;retinal vein occlusion;thrombotic disease,Phase 2,REGORAFENIB;SORAFENIB;SORAFENIB TOSYLATE;SUNITINIB;SUNITINIB MALATE,Kaposi's sarcoma;adrenal cortex carcinoma;angiosarcoma;diabetic macular edema;epithelioid hemangioendothelioma;hemangioblastoma;hemangioendothelioma;hemangioma of retina;retinal vein occlusion;thrombotic disease
F11,4,INHIBITOR;NEGATIVE ALLOSTERIC MODULATOR,ABELACIMAB;HUMAN C1-ESTERASE INHIBITOR;MILVEXIAN;OSOCIMAB,angioedema;atrial fibrillation;hereditary angioedema;ischemic stroke;thrombotic disease;venous thromboembolism,Approved,HUMAN C1-ESTERASE INHIBITOR,hereditary angioedema
FGA,4,EXOGENOUS PROTEIN;HYDROLYTIC ENZYME;INHIBITOR,"ALFIMEPRASE;ANCROD;FIBRINOGEN, HUMAN;FIBRINOLYSIN, HUMAN",ischemic stroke;peripheral arterial disease;peripheral vascular disease;pulmonary embolism,Approved,"FIBRINOGEN, HUMAN",pulmonary embolism
FGB,4,EXOGENOUS PROTEIN;HYDROLYTIC ENZYME;INHIBITOR,"ALFIMEPRASE;ANCROD;FIBRINOGEN, HUMAN;FIBRINOLYSIN, HUMAN",ischemic stroke;peripheral arterial disease;peripheral vascular disease;pulmonary embolism,Approved,"FIBRINOGEN, HUMAN",pulmonary embolism
FGG,4,EXOGENOUS PROTEIN;HYDROLYTIC ENZYME;INHIBITOR,"ALFIMEPRASE;ANCROD;FIBRINOGEN, HUMAN;FIBRINOLYSIN, HUMAN",ischemic stroke;peripheral arterial disease;peripheral vascular disease;pulmonary embolism,Approved,"FIBRINOGEN, HUMAN",pulmonary embolism
KCNQ1,4,BLOCKER;OPENER,AMIFAMPRIDINE;DALFAMPRIDINE;EZOGABINE;TEDISAMIL,Behcet disease;Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,EZOGABINE;TEDISAMIL,Behcet disease;cardiac arrhythmia
KCNQ2,4,BLOCKER;OPENER,AMIFAMPRIDINE;DALFAMPRIDINE;EZOGABINE;TEDISAMIL,Behcet disease;Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,EZOGABINE;TEDISAMIL,Behcet disease;cardiac arrhythmia
KCNQ3,4,BLOCKER;OPENER,AMIFAMPRIDINE;DALFAMPRIDINE;EZOGABINE;TEDISAMIL,Behcet disease;Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,EZOGABINE;TEDISAMIL,Behcet disease;cardiac arrhythmia
KCNQ4,4,BLOCKER;OPENER,AMIFAMPRIDINE;DALFAMPRIDINE;EZOGABINE;TEDISAMIL,Behcet disease;Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,EZOGABINE;TEDISAMIL,Behcet disease;cardiac arrhythmia
KCNQ5,4,BLOCKER;OPENER,AMIFAMPRIDINE;DALFAMPRIDINE;EZOGABINE;TEDISAMIL,Behcet disease;Brugada syndrome;cardiac arrhythmia;ischemic stroke,Approved,EZOGABINE;TEDISAMIL,Behcet disease;cardiac arrhythmia
PDE4A,4,ANTAGONIST;INHIBITOR,AMINOPHYLLINE;APREMILAST;DIPYRIDAMOLE;PENTOXIFYLLINE,Behcet disease;Eisenmenger syndrome;acute coronary syndrome;atrial fibrillation;cardiovascular disorder;cervical artery dissection;congestive heart failure;coronary artery disorder;endothelial dysfunction;intermittent vascular claudication;ischemic stroke;myocardial infarction,Approved,APREMILAST;DIPYRIDAMOLE;PENTOXIFYLLINE,Behcet disease;cardiovascular disorder;coronary artery disorder;intermittent vascular claudication;stroke disorder
PDE4B,4,ANTAGONIST;INHIBITOR,AMINOPHYLLINE;APREMILAST;DIPYRIDAMOLE;PENTOXIFYLLINE,Behcet disease;Eisenmenger syndrome;acute coronary syndrome;atrial fibrillation;cardiovascular disorder;cervical artery dissection;congestive heart failure;coronary artery disorder;endothelial dysfunction;intermittent vascular claudication;ischemic stroke;myocardial infarction,Approved,APREMILAST;DIPYRIDAMOLE;PENTOXIFYLLINE,Behcet disease;cardiovascular disorder;coronary artery disorder;intermittent vascular claudication;stroke disorder
PDE4C,4,ANTAGONIST;INHIBITOR,AMINOPHYLLINE;APREMILAST;DIPYRIDAMOLE;PENTOXIFYLLINE,Behcet disease;Eisenmenger syndrome;acute coronary syndrome;atrial fibrillation;cardiovascular disorder;cervical artery dissection;congestive heart failure;coronary artery disorder;endothelial dysfunction;intermittent vascular claudication;ischemic stroke;myocardial infarction,Approved,APREMILAST;DIPYRIDAMOLE;PENTOXIFYLLINE,Behcet disease;cardiovascular disorder;coronary artery disorder;intermittent vascular claudication;stroke disorder
PDE4D,4,ANTAGONIST;INHIBITOR,AMINOPHYLLINE;APREMILAST;DIPYRIDAMOLE;PENTOXIFYLLINE,Behcet disease;Eisenmenger syndrome;acute coronary syndrome;atrial fibrillation;cardiovascular disorder;cervical artery dissection;congestive heart failure;coronary artery disorder;endothelial dysfunction;intermittent vascular claudication;ischemic stroke;myocardial infarction,Approved,APREMILAST;DIPYRIDAMOLE;PENTOXIFYLLINE,Behcet disease;cardiovascular disorder;coronary artery disorder;intermittent vascular claudication;stroke disorder
F2R,4,ANTAGONIST;INHIBITOR,ATOPAXAR;PZ-128;VORAPAXAR;VORAPAXAR SULFATE,acute coronary syndrome;coronary artery disorder;ischemic stroke;myocardial infarction;peripheral arterial disease;stroke disorder,Approved,VORAPAXAR;VORAPAXAR SULFATE,myocardial infarction;peripheral arterial disease;stroke disorder
MET,4,AGONIST;INHIBITOR,BEPERMINOGENE PERPLASMID;CABOZANTINIB;CABOZANTINIB S-MALATE;TEREVALEFIM,Kaposi's sarcoma;adrenal cortex carcinoma;angiosarcoma;congestive heart failure;heart disorder;myocardial infarction,Phase 3,BEPERMINOGENE PERPLASMID;TEREVALEFIM,congestive heart failure;heart disorder
CACNA1B,4,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;LEVETIRACETAM;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome;subarachnoid hemorrhage,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
CACNA1G,4,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;MIBEFRADIL;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;MIBEFRADIL;SULOCTIDIL,cardiovascular disorder
CACNA1H,4,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;MIBEFRADIL;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;MIBEFRADIL;SULOCTIDIL,cardiovascular disorder
CACNA1I,4,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;MIBEFRADIL;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;MIBEFRADIL;SULOCTIDIL,cardiovascular disorder
CACNA2D1,4,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;MIROGABALIN;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
CACNA2D2,4,BLOCKER;MODULATOR,BEPRIDIL;GABAPENTIN;MIROGABALIN;SULOCTIDIL,cardiovascular disorder;migraine disorder;postural orthostatic tachycardia syndrome,Approved,BEPRIDIL;SULOCTIDIL,cardiovascular disorder
NR1H2,4,AGONIST;MODULATOR,BMS-779788;BMS-852927;CS-8080;LXR-623,arteriosclerosis,Phase 1,BMS-779788;BMS-852927;CS-8080;LXR-623,arteriosclerosis
ADRM1,4,INHIBITOR,BORTEZOMIB;CARFILZOMIB;IXAZOMIB;IXAZOMIB CITRATE,AL amyloidosis;Kaposi's sarcoma;primary systemic amyloidosis,Phase 3,BORTEZOMIB,AL amyloidosis
