median_emergent,median_unlabeled,n_unlabeled,p_full_max,median_emergent_genetics,q1_emergent,q3_emergent,q1_emergent_genetics,q3_emergent_genetics,n_emergent_paired,n_full_higher
0.8153643168722063,0.4973881199849211,18435,0.0001999600079984003,0.7691582745435942,0.6594054607140933,0.8959960148634821,0.6269454467122624,0.8949997307340191,134,94
