gene,condition,n_sig,group
TACO1,Stim8hr,0,other
TADA1,Rest,14,other
TADA1,Stim48hr,22,other
TADA1,Stim8hr,17,other
TADA2A,Rest,0,other
TADA2A,Stim48hr,0,other
TADA2A,Stim8hr,0,other
TADA2B,Rest,28,other
TADA2B,Stim48hr,33,other
TADA2B,Stim8hr,28,other
TADA3,Rest,1,other
TADA3,Stim48hr,0,other
TADA3,Stim8hr,1,other
TAF1,Rest,0,other
TAF1,Stim48hr,0,other
TAF1,Stim8hr,0,other
TAF11,Rest,3,other
TAF11,Stim48hr,3,other
TAF11,Stim8hr,11,other
TAF12,Rest,0,other
TAF12,Stim48hr,0,other
TAF12,Stim8hr,0,other
TAF13,Rest,8,other
TAF13,Stim48hr,9,other
TAF13,Stim8hr,18,other
TAF15,Rest,0,other
TAF15,Stim48hr,0,other
TAF15,Stim8hr,0,other
TAF1B,Rest,0,other
TAF1B,Stim48hr,0,other
TAF1B,Stim8hr,0,other
TAF1D,Rest,0,other
TAF1D,Stim48hr,0,other
TAF1D,Stim8hr,0,other
TAF3,Rest,0,other
TAF3,Stim48hr,0,other
TAF3,Stim8hr,0,other
TAF4,Rest,0,other
TAF4,Stim8hr,2,other
TAF4B,Rest,0,other
TAF4B,Stim48hr,0,other
TAF4B,Stim8hr,0,other
TAF5L,Rest,1,other
TAF5L,Stim48hr,0,other
TAF5L,Stim8hr,0,other
TAF6,Rest,0,other
TAF6,Stim8hr,0,other
TAF6L,Rest,17,other
TAF6L,Stim48hr,23,other
TAF6L,Stim8hr,20,other
TAF9,Rest,0,other
TAF9,Stim48hr,0,other
TAF9,Stim8hr,0,other
TAF9B,Rest,0,other
TAF9B,Stim48hr,0,other
TAF9B,Stim8hr,0,other
TAFA1,Rest,0,other
TAFA1,Stim48hr,0,other
TAFA1,Stim8hr,0,other
TAFA2,Rest,0,other
TAFA2,Stim48hr,0,other
TAFA2,Stim8hr,0,other
TAFAZZIN,Rest,0,other
TAFAZZIN,Stim48hr,0,other
TAFAZZIN,Stim8hr,0,other
TAGAP,Rest,0,other
TAGAP,Stim48hr,0,other
TAGAP,Stim8hr,0,other
TAGLN,Rest,0,other
TAGLN,Stim48hr,0,other
TAGLN,Stim8hr,0,other
TAGLN2,Rest,0,other
TAGLN2,Stim48hr,0,other
TAGLN2,Stim8hr,0,other
TAGLN3,Rest,0,other
TAGLN3,Stim48hr,0,other
TAGLN3,Stim8hr,0,other
TAL1,Rest,0,other
TAL1,Stim48hr,0,other
TAL1,Stim8hr,0,other
TAL2,Rest,0,other
TAL2,Stim48hr,0,other
TAL2,Stim8hr,0,other
TALDO1,Rest,0,other
TALDO1,Stim48hr,0,other
TALDO1,Stim8hr,0,other
TAMALIN,Rest,0,other
TAMALIN,Stim48hr,0,other
TAMALIN,Stim8hr,0,other
TANGO2,Rest,0,other
TANGO2,Stim48hr,0,other
TANGO2,Stim8hr,0,other
TANK,Rest,0,other
TANK,Stim48hr,0,other
TANK,Stim8hr,0,other
TAOK1,Rest,0,other
TAOK1,Stim48hr,0,other
TAOK1,Stim8hr,0,other
TAOK2,Rest,0,other
TAOK2,Stim48hr,0,other
TAOK2,Stim8hr,0,other
TAOK3,Rest,0,other
TAOK3,Stim48hr,0,other
TAOK3,Stim8hr,0,other
TAP1,Rest,0,other
TAP1,Stim48hr,0,other
TAP1,Stim8hr,0,other
TAP2,Rest,0,other
TAP2,Stim48hr,0,other
TAP2,Stim8hr,0,other
TAPBP,Rest,0,other
TAPBP,Stim48hr,0,other
TAPBP,Stim8hr,0,other
TAPBPL,Rest,1,other
TAPBPL,Stim48hr,0,other
TAPBPL,Stim8hr,1,other
TAPT1,Rest,0,other
TAPT1,Stim48hr,0,other
TAPT1,Stim8hr,0,other
TARBP1,Rest,0,other
TARBP1,Stim48hr,0,other
TARBP1,Stim8hr,0,other
TARBP2,Rest,0,other
TARBP2,Stim48hr,0,other
TARBP2,Stim8hr,0,other
TARDBP,Rest,0,other
TARDBP,Stim48hr,0,other
TARDBP,Stim8hr,1,other
TARS2,Rest,0,other
TARS2,Stim48hr,5,other
TARS2,Stim8hr,4,other
TARS3,Rest,0,other
TARS3,Stim48hr,0,other
TARS3,Stim8hr,0,other
TAS2R14,Rest,0,other
TAS2R14,Stim48hr,0,other
TAS2R14,Stim8hr,0,other
TAS2R20,Rest,0,other
TAS2R20,Stim48hr,0,other
TAS2R20,Stim8hr,0,other
TAS2R5,Rest,0,other
TAS2R5,Stim48hr,0,other
TAS2R5,Stim8hr,0,other
TASL,Rest,0,other
TASL,Stim48hr,0,other
TASL,Stim8hr,0,other
TASOR,Rest,0,other
TASOR,Stim48hr,0,other
TASOR,Stim8hr,0,other
TASOR2,Rest,0,other
TASOR2,Stim48hr,0,other
TASOR2,Stim8hr,0,other
TASP1,Rest,0,other
TASP1,Stim48hr,0,other
TASP1,Stim8hr,0,other
TATDN1,Rest,0,other
TATDN1,Stim48hr,0,other
TATDN1,Stim8hr,0,other
TATDN2,Rest,0,other
TATDN2,Stim48hr,0,other
TATDN2,Stim8hr,0,other
TATDN3,Rest,0,other
TATDN3,Stim48hr,0,other
TATDN3,Stim8hr,0,other
TAX1BP1,Rest,0,other
TAX1BP1,Stim48hr,0,other
TAX1BP1,Stim8hr,0,other
TAX1BP3,Rest,0,other
TAX1BP3,Stim48hr,0,other
TAX1BP3,Stim8hr,0,other
TBC1D1,Rest,0,other
TBC1D1,Stim48hr,0,other
TBC1D1,Stim8hr,0,other
TBC1D10A,Rest,1,other
TBC1D10A,Stim48hr,0,other
TBC1D10A,Stim8hr,0,other
TBC1D10B,Rest,0,other
TBC1D10B,Stim48hr,0,other
TBC1D10B,Stim8hr,0,other
TBC1D10C,Rest,0,other
TBC1D10C,Stim48hr,0,other
TBC1D10C,Stim8hr,0,other
TBC1D13,Rest,0,other
TBC1D13,Stim48hr,0,other
TBC1D13,Stim8hr,0,other
TBC1D14,Rest,0,other
TBC1D14,Stim48hr,0,other
TBC1D14,Stim8hr,0,other
TBC1D15,Rest,0,other
TBC1D15,Stim48hr,0,other
TBC1D15,Stim8hr,0,other
