gene,pu_score
C1orf167,0.5846863277447529
WWP1,0.5845671220479278
PDPR,0.5845258131933709
GPATCH4,0.5845223809640432
CACTIN,0.5844402271754963
FGD3,0.5844376943629197
NAP1L1,0.5841620277190945
TOE1,0.5841260918853234
EIF2AK2,0.5841166264932565
BMAL2,0.5841013752308089
MAP3K6,0.5840872655808925
TSHR,0.5840220975543037
NOMO2,0.5838122046505562
DCAF13,0.5837874450744727
MYO1D,0.5835732086276522
STK10,0.583537440324567
FBL,0.5834901077513719
PIWIL4,0.5833897904790554
MED13,0.5832811361368822
PLCE1,0.5832158376009037
CA11,0.5832033319906755
PDLIM2,0.5831856846508353
SNRPA,0.5831455089608018
FAM169A,0.5831329300625241
CALR,0.5829901346052536
RBM8A,0.5829750764550585
RPS6KA2,0.5829721762209522
UBA52,0.5829344668666724
BOLL,0.5828910930590196
BCL7A,0.5828294618563219
UBE2J1,0.5828136961267452
SSTR2,0.5827760876715183
KIF21A,0.5827217071640248
PTGFRN,0.5827205494428292
XPO6,0.5826552472817592
KIDINS220,0.5826322672644046
RIMS3,0.5826038172096014
ADO,0.5825153226931084
SDK2,0.582501242106611
PIP5K1A,0.5824766834477084
KBTBD8,0.5824080743850806
CDYL,0.5823472521661484
SLAMF6,0.5822561256396465
SLC35E2B,0.5822318649476337
BICD2,0.5822129397063839
EIF2B2,0.5821376768301945
SLC15A4,0.5821176985135446
SPATS2L,0.5821015581412969
SOX11,0.5818465208341628
CCND2,0.5818310485878572
ITGAX,0.5818077529495086
ARHGEF11,0.581735995097376
KIFAP3,0.5817240362391254
CSAG3,0.5815171390464625
ATG9A,0.5814373927171698
PLAGL1,0.5813470678498046
TMTC1,0.5811541128865222
NEK9,0.5810494617308457
BST2,0.58103639830896
AGPS,0.5810226642901135
CLSTN3,0.5809773987892902
LNPEP,0.5809768196195364
DCAF7,0.5809156784248836
STXBP6,0.5808669662655298
RND3,0.580781547118671
ZFYVE9,0.5807128077528129
RAD23A,0.5806329532755607
APPBP2,0.580427164353695
IFI6,0.5802672716415473
SLC25A28,0.5801961114159738
PLPPR5,0.5801483475919907
DCAF12L1,0.5799072774089112
RCN1,0.5798672648127546
RAB8B,0.5798078037911866
CA7,0.5796461501702439
FRMPD4,0.5795980888057728
SVOP,0.5795032016395294
PRNP,0.5795011967420578
FRMD4A,0.5793453248763325
ADAMTS6,0.5793395774553016
VRTN,0.5792000521810687
HSPA4,0.5790901109201825
ZBTB34,0.5790641447719262
GABARAP,0.5789399144008075
USP13,0.5788969003458313
RADX,0.5788622909631485
VPS51,0.5788077307168884
KPNA2,0.5788005296954044
ZBTB47,0.5786981050457273
SNX33,0.5784961716557036
EGLN1,0.5784535543346891
KDM3B,0.5783509290492048
RPS15A,0.5782461787760258
NLE1,0.5781126242093365
ANXA1,0.5780877595899081
HACD3,0.5780471560313617
SLC2A14,0.5780138945338702
FGF18,0.5779976108760545
NFE2,0.5779437399589954
PURA,0.5778576430648265
RFX7,0.5778565425045636
CD109,0.5777344206462101
ANAPC15,0.577702317176721
ZBTB8A,0.5776479452544329
C7,0.577644807281833
SNU13,0.5776300792510692
SNRPB2,0.5775528058485331
BMP7,0.5775197637502594
GNE,0.5774946355759495
FAM171A2,0.5774845480918884
RPS8,0.5774819886684418
ZNF367,0.5774248012431382
ACTR2,0.577309187331478
TSLP,0.5770956409722566
LMTK3,0.5769573757328939
TCF7,0.5768132159851261
ORAI2,0.5767878807929098
SPIN2A,0.5766806575108547
API5,0.5765671946033083
CCR8,0.5765600656064189
FOXD4L1,0.5764985470915559
ARAP2,0.5764558370688453
KCNN2,0.5763509015447086
VEZF1,0.5763353471779943
SSR1,0.5762376546705325
ARRB1,0.5762263119220734
DRAXIN,0.5762182302547224
PTMS,0.5762136042269353
TTC7A,0.5761906273854085
RIMBP2,0.5761856105592515
STRAP,0.5761771585152606
TREML2,0.5761380336266391
RPS10-NUDT3,0.5761254598395993
GPT2,0.5759388964793404
SLITRK2,0.5758719656926891
WASF3,0.5757706200646371
AMOTL1,0.5757229799124861
CLIC4,0.5755030559946079
ITGA1,0.5753462583129176
PDXDC1,0.5752176174960161
ANKRD44,0.5750913016267658
GPR158,0.575056177392906
DDAH2,0.575042958792091
TMEM71,0.5749913758886647
LRRTM2,0.5749637302679893
SOX6,0.5749267490987245
FERMT2,0.5749132345722179
CTHRC1,0.5748139492433924
BID,0.5747325003911288
FUT9,0.5747213520340084
CEBPG,0.574709957928827
UQCC2,0.5747019817330399
DDX41,0.5746369165729504
RBMS1,0.5746177751190809
KEAP1,0.5745842295885086
PDGFC,0.5744839868484399
KCNMB2,0.5744362297106762
AK4,0.5744106111427149
GARNL3,0.5741702183551595
NUDT4,0.5740667809637225
LPAR6,0.5739290879749174
LIN7A,0.5739254937249811
PPIAL4G,0.5739100984253809
RPS6KA4,0.5738634868019123
RIPOR1,0.5738242269318721
CUL5,0.5737147517693348
ZFP36,0.5736771281903166
FZD8,0.5736525824436775
STAU1,0.5736445822776892
NTNG1,0.5736120730487223
UBR3,0.5735863619413807
CHST2,0.5735837448425968
WDR47,0.5735709716876348
ARHGAP12,0.5734993488655478
KL,0.5734291309729601
SOCS7,0.5734198279869862
CACNA2D3,0.573397902995348
MAGEA11,0.5732791637954999
BCAT1,0.5732568698097961
ZBTB26,0.5730825551230498
SYT2,0.5729815394294505
GNAZ,0.5729648026854101
DACT2,0.5728665731695234
ARL1,0.5728062897459748
SNRPB,0.5727787190768385
COLEC12,0.5727712803894711
HBG2,0.5727541263635993
PRSS3,0.5727260628630062
SHCBP1,0.5726521311700344
PLSCR1,0.5726164054049521
OSTC,0.5725941295476303
SART1,0.5725903408649641
CD300A,0.5725055405375908
PIEZO2,0.5724562778316363
QSER1,0.5724045724905643
NKAIN1,0.5722943806103643
RPS15,0.5722003518044949
ACER3,0.572171361014551
MTX3,0.572094413242778
DTD1,0.572052073693767
TNFRSF11B,0.5719735703685067
SYT14,0.571962311789019
ANKRD18A,0.5719487028244215
CCDC88B,0.571913098118135
ABCC4,0.5717432932488283
TNFRSF10C,0.5716037461251924
PPP4R3A,0.5715526182148325
CPSF6,0.5715162929051961
USP44,0.5714345194664098
GCNT1,0.571431598309333
FDXR,0.5713142183693972
PTGES3,0.5710544059372912
CALD1,0.5709939106553793
CHN1,0.5709090701819677
PGM5,0.5708103347569704
PTPRR,0.5707511305809021
PLPP1,0.5706826290258995
KLHL12,0.5706388973040024
HPCA,0.570588679325701
HINFP,0.5703044871694034
LARGE1,0.5702376807401628
MAPK3,0.5701831109821797
SELENOK,0.5701415252286134
ZBTB7C,0.5701200234766451
ANKRD17,0.5700794225416813
TSPY2,0.5700765879928763
EPHA6,0.5700315424799919
EVL,0.5700122363071152
PPP1CA,0.569869560156113
SPOCK1,0.569802948878598
PDIA3,0.569783132429698
GAGE1,0.5696628478603747
SNRPD2,0.5694424594059969
CRNKL1,0.5693278454887081
CCT2,0.569313325943091
ZNF460,0.5691903218400055
PROC,0.5691086684689304
PLA2G6,0.5690450154396952
MEX3C,0.5690067404260238
KIF16B,0.5689826971534545
PCMT1,0.5689511228468
PMAIP1,0.568936550105461
RGS14,0.5687898850625324
RAB44,0.5686768333816049
DYRK1B,0.5686395337082901
SLC24A3,0.5686223681788055
TTC3,0.5685210640962959
RASA3,0.5684420165358758
ALDH6A1,0.5683277360903911
RASGRP2,0.5682260037666589
KCNN1,0.5681562188899878
SERPINC1,0.5680636386573314
CDK2AP1,0.5680125935041175
RFLNB,0.5679824998488232
PRKAA2,0.567981853634119
BBC3,0.5679472472096226
BMF,0.5678725228243068
FGF13,0.5677769664006356
APOL6,0.5677524522328988
MSRA,0.5677464801042819
CRYAA2,0.5677320128832108
FAR1,0.5676923440052912
IL7,0.567448049481145
UNK,0.5674363464881212
TFAP2C,0.567363797466165
SLC4A1,0.5673550821916021
RPS20,0.5671391725540161
TBC1D25,0.5671285732338825
LHFPL4,0.5671169574212547
CARNMT1,0.5670003873593916
TRIM16,0.5669012509055973
HSFX2,0.5668452949095995
TAF2,0.5668353019940733
MYO18B,0.5668081166510729
DOCK10,0.5667410804535532
IFITM2,0.5666468145743925
ZNF705B,0.5666301002105077
TARS2,0.5665292151424349
SHC4,0.5664992190289254
MYO1F,0.5664113193750382
FCGR2C,0.5663358021022087
AEBP2,0.5662862773474098
SIN3B,0.566283924022907
SLC9C2,0.5661882162094116
SFRP1,0.5659437522743688
PRPF18,0.5658521508451683
DHX40,0.565836342912035
IQGAP2,0.5658225521220633
PRELID1,0.5657318229973316
CCT7,0.5656270214489528
THOC5,0.565493409343334
GRK2,0.5648363010967197
SMG1,0.5646619207479737
SOX9,0.5646026592871864
PRAG1,0.5645998797973796
UBA2,0.5645923497098865
CXCR6,0.5644930619182009
GARS1,0.5644885376477853
REEP2,0.5644662844739399
FIGNL1,0.5644417844637476
GALC,0.564417150646902
UNC5D,0.5644131164465632
RHOA,0.5643395960028401
RAB3GAP1,0.5642794593034057
DOK5,0.5642281962832824
KLHDC3,0.5641992528523717
ALPP,0.5641970324019591
CCND3,0.5641612024331579
CADM2,0.5640630053751396
FOXD4L5,0.5639955286853876
ABHD17A,0.56393762966808
FANCL,0.5638900974727407
SUSD1,0.5638620165205493
CTBP1,0.5637827345303127
WDR7,0.5636619360623311
ADGRE1,0.5636227893345247
ROBO2,0.5636012915502558
ZNF618,0.5635804699439751
AMMECR1L,0.5635268724325931
C12orf75,0.5635227872775151
ZNF791,0.5634417088352485
SEPTIN4,0.5631745186582882
DUSP7,0.5631655416427515
B3GALT1,0.5631275951247854
GMDS,0.5631044711255785
H3C10,0.5630648791790008
BIVM,0.5630296667416891
RCOR2,0.5630109078871707
SPIN4,0.5628702675866097
GALNT17,0.5627809719083273
DEFB106A,0.5627787719825803
ELAPOR1,0.562705526964701
DAPP1,0.562591475263542
NR1D1,0.5625516547984684
RPL23,0.5624496328830719
PSME2,0.5623770645881062
BAZ1B,0.5623688080696144
ZNF777,0.5622287534102045
EIF4E,0.5621531654392654
RPTN,0.5621284615569914
MTMR3,0.5620399686694145
TMED10,0.5620204912204492
ARHGEF6,0.5618623959622822
MORF4L2,0.5617996615916491
RPL24,0.5617546939849853
PDIA6,0.56172231094516
PPM1L,0.5616613136763549
RXRG,0.5615102778375148
TMCC1,0.5614842090207308
PSMC5,0.5614703129231929
PCDH10,0.561377408086951
ASPNAT,0.5613752022536114
DENND6A,0.5613745966841122
C3AR1,0.5613033631085101
RNPS1,0.5612487166818946
PLPPR2,0.5611495476961136
BAZ2A,0.5611200093319921
TERF2,0.5610545945890022
NEO1,0.5607380450072915
FLRT2,0.5607081114640696
IL19,0.5606243451636042
B3GNT3,0.560328988134861
PDGFB,0.560118422976562
GSN,0.5600576932081068
MID1IP1,0.5600416098707285
SENP3-EIF4A1,0.5599474132061004
APOL4,0.5599446033055966
MGLL,0.5599045591056346
TXNDC5,0.5598448741930137
RBMS2,0.5598230521703503
CDKN3,0.5598148502371638
MYH11,0.5597988450285142
ATP6V0B,0.559752065482451
RRP12,0.5596364570819602
NCOA1,0.5596104569846604
STEAP4,0.5594585382021391
KRTAP10-6,0.5594535996568017
AMN1,0.5594493305743343
C12orf42,0.5594145468622446
CACNA1F,0.5592942647635937
GSK3A,0.559204901009798
SRGAP2,0.5591634258474272
LPCAT1,0.5590398811868259
MAN2A2,0.5590379599368933
DEDD2,0.5590189996438149
F10,0.5589765703678131
BMPR1B,0.5588153246497609
KMT2B,0.5587741828444016
NAA35,0.5586925077562531
INF2,0.5586433304314637
NELFCD,0.5586333827552746
RPA1,0.5586252239617434
SOHLH2,0.558588234897779
EI24,0.5585303457883688
NPIPA3,0.558479747430763
B3GALNT1,0.5583926815615625
CLSPN,0.5583736489837369
RAB40A,0.5582866903507349
CUL4B,0.5581862405695096
TMEM178A,0.5581839199017997
SBK1,0.5581694454105978
MBD5,0.5581531552027683
TTC39A,0.5580659108284193
GASK1A,0.5580053290530066
DNAJC2,0.5579740057136807
SAMD3,0.5579076826572418
RLIM,0.5578949747933555
PFDN6,0.557838648557663
SFT2D1,0.5577388645579973
POLDIP2,0.5577387458781906
BTBD2,0.5577175019673966
POTEC,0.5575940900919388
SULT4A1,0.5575685555284674
KIF5C,0.557563935340655
CRYAA,0.5574222665336264
ZSWIM5,0.5573455295501611
MCRS1,0.5572546700838253
ARHGAP11A-SCG5,0.5572082356672095
NEURL4,0.5571403136620154
AARS2,0.5570251848928782
TEK,0.5569779063761234
DNAH14,0.556944255296349
SPAG6,0.5569423589893062
REP15,0.5568266110069255
BRD3,0.5568204425275326
IGFBP3,0.5567552130955916
RIPK4,0.5567380604999406
KLHL7,0.5566983004712095
SEL1L,0.5565737595210722
TXNL1,0.5564740144393661
IGFBP4,0.5564512273079247
PCDH7,0.5564414450917581
RAB11FIP5,0.5563579366071937
UPF3B,0.5563361693401726
ALDH1A3,0.5563343265637528
ADRA2C,0.5563233539462089
SNRPD3,0.5563172797866279
MYO3B,0.5562398687387125
RMI2,0.5561728893342067
NEU1,0.5561559896703829
MCM5,0.5560510138872311
TPSAB1,0.5559459423476999
SV2A,0.5559081825104402
CCND1,0.5559003196656704
PLEKHA1,0.5558844819969061
SENP2,0.5558679869127034
FGF7,0.5557624273693439
ARHGEF10L,0.555744504687762
LRFN3,0.5557426371678864
LGALS7,0.5557281876628722
HMBOX1,0.5555645334966404
FAIM2,0.5554458687500078
HAT1,0.5554300805135649
GPD1L,0.5553846800236533
IL1RAPL2,0.555366823167512
HVCN1,0.5553644655017078
IPO11,0.5551876306987656
ANGPTL2,0.5551619287772277
OMG,0.5551609637823747
SLC30A9,0.5551094778903245
ICA1,0.5550870033085044
CTDSPL,0.5550797209143639
MBOAT7,0.5550082009850126
JUNB,0.5549679797406148
RPS19,0.5549159173667431
BPTF,0.5548912872819557
PSMB6,0.5548679576814175
SLC43A3,0.5545410048408607
CEL,0.5544837800102618
SF3B6,0.5543692530405642
HEMK1,0.5542936030091071
VPS35,0.5542074726875296
SLC43A2,0.554002182567539
USP43,0.5539873352417579
PCDH9,0.5539224740817462
LAG3,0.5539201807230711
TCP11L1,0.5539151358665252
MLC1,0.5538265430368483
RBM14,0.5538042386372884
BIN1,0.5537862721085548
SEC61B,0.5537511751968034
BBS12,0.553687364323852
ITGB5,0.5536687722802163
ADORA1,0.5535162898898125
SLFN13,0.5534394562852626
PPP2R5E,0.5533600706739474
ADARB2,0.5533163073111553
ARID3B,0.5532892159538566
XPNPEP1,0.5532353984564543
H2AX,0.5531987879869233
SDCBP,0.5531269593202338
SPRYD3,0.5530525616885442
YPEL3,0.5530016748424695
NACC2,0.5529720501684064
RAB13,0.5528547131835516
TCEAL1,0.5528117495052742
RASA2,0.552720372463755
TIPIN,0.5526905414385673
UBE3C,0.5525864095259936
ECT2,0.5525456545304279
PIP4K2A,0.5525302507660605
SETD1A,0.552440919549332
HS3ST5,0.5524224166316215
CCL3,0.5523861970656957
PTPN12,0.5522680124458001
TMPRSS3,0.5522193686679157
SNX20,0.552183048867191
NUCLEOLIN,0.5521797832816538
ELOVL4,0.552138461287205
TRIB3,0.5520930769782381
SGF29,0.5520870160964346
CAPG,0.5520835666335778
TRIM14,0.5520712353897338
ME2,0.5519097800552845
ABHD8,0.5518272662041138
DPP10,0.5517919396385929
FBXO30,0.551736302749075
CLIP2,0.55165639799561
SINHCAF,0.5515566732810468
MOGS,0.5514962951543972
ZNF32,0.5514316871989197
DENND2D,0.5514277486187039
RCC2,0.5513791046081445
STIL,0.5512962543047392
RPL18,0.5512240205705166
TULP4,0.551218970626744
PIR,0.55119706977745
LPCAT3,0.5511290234114442
LASP1,0.551117309307689
CCDC136,0.5510396178367842
UBD,0.5510284219901573
FOXO1,0.5508876867019213
ANAPC11,0.5508597640639142
SHMT2,0.5508248445512068
TMEM63A,0.5507449872639715
KIAA0408,0.5507365451409266
TMEM11,0.5507062774438124
PRPS2,0.550701639931841
IPCEF1,0.5506845393020254
COXFA4L3,0.5506346101562182
ERCC6L,0.55057519979966
NR6A1,0.550548339348573
DCTN1,0.5505345293025875
CACYBP,0.5504907723896357
FES,0.550370902425111
KCNC4,0.5503464598953723
GRAMD1A,0.5503171051339227
PTH1R,0.5502554167807102
TM9SF4,0.5500691969479833
KBTBD7,0.5500604024695867
AOAH,0.5499780893176045
RPS27A,0.5499006514251232
MMP25,0.5498569281291716
NUP155,0.549702040735304
SLITRK4,0.5496892358618554
CPEB3,0.54967101806342
PKIA,0.5495626331128255
ST3GAL3,0.5495483098608075
FHAD1,0.54953725499158
RPL34,0.5492628706991672
HRNR,0.5492480003408023
AFAP1L2,0.5492256613391818
AMOT,0.5491496736601907
STK26,0.5490048504792727
MPPED1,0.5488860327095243
TEX30,0.548861774620671
XKR6,0.5488470965471023
RPN1,0.5488349681880873
AIM2,0.5488254271295606
NTF3,0.548692870505002
DND1,0.5485860865733345
NUMBL,0.5485832078247955
HOPX,0.5483876165607213
ANOS1,0.5483416081076921
CREBBP,0.5481901750341058
DNA2,0.5481654354656229
KCNAB1,0.548157768719124
B3GALT5,0.548125635246335
ARHGAP15,0.5480586290359497
GABPB1,0.548049677607309
SWAP70,0.5479193580937265
TC2N,0.5475841312840277
ZFAND5,0.5475749965738411
CPLANE1,0.5475336501032723
DLD,0.5475299727886614
USP54,0.5473262021174797
RPAP1,0.5472363679048916
ZNF267,0.5472271450733776
CADM4,0.5471921113103327
HYAL3,0.5471709005804877
CRYBG1,0.5471376742483401
EIF3B,0.5470243712064579
YAP1,0.5469508421968441
BTBD10,0.5468638787666956
CYP2B6,0.546827314026428
NCAPG2,0.5466646607389155
SLC9A1,0.5466133302389667
PPP2R5A,0.5464989334193583
CKAP4,0.5464875602511444
SUSD4,0.5464813520713728
SYNE3,0.5464407445229206
KPNA6,0.5463572489944372
UXS1,0.5463352687467778
TMEM135,0.5463177002966404
LRP11,0.5463097539451933
NETO1,0.5462713055501734
PLEKHA6,0.546220304004511
FOSB,0.5461636730025162
UCHL5,0.5461507778690786
NR4A1,0.5461002339919409
ZBTB44,0.5460466766357421
EEA1,0.5460278709628144
BMP1,0.5458991300967551
FOXN4,0.5458147100688238
RIOX2,0.5456302901920007
SIX3,0.5455352944441331
ATP11B,0.5454737050884266
RARB,0.545457429587841
ROPN1,0.5454553519189358
TEF,0.5454191680728775
RPS27,0.5453212189674378
TBKBP1,0.5453072568135602
ZNF282,0.545304611701556
ACSL3,0.5450715472300848
FGF14,0.5450633384135305
TRIM26,0.5450351451556694
SVIL,0.5449382395633144
GREB1,0.5449252045816846
SMARCAD1,0.5448284112677282
SLC22A23,0.5448217294155023
AFG3L2,0.5447878713153073
ASCL1,0.5446215163577687
ADRA2A,0.5446046504378319
LITAF,0.544526178009656
MAFF,0.5444678403060845
KLC1,0.5444566934388511
GZMA,0.5444131867232056
NKD1,0.5442653848338372
ZNF823,0.5442360295871993
BCOR,0.5441365273016964
SLC31A1,0.544023353890114
TBC1D2,0.5439720711049935
LRRK1,0.5439088844335996
FAM50A,0.5438768496417036
PCSK9,0.543787381798029
MAML2,0.5436980697589043
RPS6KA5,0.5436113509700526
EEIG1,0.5436079602199372
PPP1R8,0.5434987423094836
MON2,0.5432577022180265
RAP1GAP,0.5432124906625503
NUB1,0.5430633821080079
PDCD11,0.5430332496384074
CENPV,0.5430107730991987
MORC1,0.5428271989027659
SLC48A1,0.5427511390009074
GALNT10,0.5426904173369335
SLC38A2,0.5426462237171981
VAV3,0.5426447003315656
CDK17,0.5426440311968327
CDC42EP3,0.5426323132466544
MLXIP,0.5425226986408234
KIAA0930,0.5425019594175475
GSPT2,0.5424579866990751
PRKAG2,0.5424239565432072
CA10,0.5423919779784752
PGM1,0.5421834628344798
PSMG2,0.5421656294522552
TMEM200A,0.5419627264815958
PRPF38A,0.541912682892121
SCAND3,0.5418745109561792
ABCA12,0.5418714698817995
CXXC4,0.5418055242452866
IGLON5,0.541772134155035
CPNE6,0.5416854287162045
SNRNP70,0.5416329840216974
ASH2L,0.5416214420245244
BCS1L,0.5415217008346166
LIF,0.5413521779130916
RASA4B,0.5413472379999932
SAP130,0.5412920779652066
GGNBP2,0.5412210788653822
GJB6,0.5411722048293406
NPAS2,0.5410571794975833
SSU72L4,0.5410062647899803
TRPC6,0.5407013909853234
GLIPR2,0.5406675056769298
GAPDH,0.5406595723969596
SULF1,0.5406495893612886
BMP10,0.5405828289687633
NACA,0.5405279043393257
SLC34A1,0.5404415752510635
CLIC1,0.5403771824273632
PRMT2,0.5403746919972556
VDAC3,0.5402580028285786
RNF130,0.5402316444863876
PCDH12,0.54017852852121
AGTRAP,0.5401453570504884
H4C11,0.5401042788004389
ID2,0.540074768707837
GRIPAP1,0.5400338243171958
RAB42,0.5400200787201599
MICAL3,0.5399760494982531
ACSL4,0.5398277600606283
CDH7,0.5398277004762572
RBM33,0.5398096542593112
AGAP6,0.5397360974673143
RNF24,0.5396995965619477
IQSEC3,0.5396361676405887
KDM5A,0.5395988828722557
EPN2,0.5395517054276588
APEH,0.539493470485486
SERPINF2,0.5394669944916538
NPM1,0.5393622050434351
PDP1,0.5393428856951331
SLC44A3,0.5392775554590079
ZNF658,0.539230330334026
ZXDB,0.5391107501119984
LTBP3,0.5391055879684595
SIK2,0.5390326363332381
MYBPC1,0.5390241365043484
FGF2,0.5389578278143394
GRM2,0.5388548790800328
SLC30A3,0.538739629698043
FOXE1,0.538615992786933
EMP1,0.5385084945936592
CHMP3,0.5384887287459398
LIMA1,0.5384178482336441
CCL20,0.5382855355438559
SIX4,0.5381503910662568
UTP20,0.5381203220417751
ATF4,0.5380837235486868
CALCOCO1,0.5378637522154924
ARPC2,0.5377894413047636
RERE,0.5377672898587842
GCGR,0.5376544095575809
CREBL2,0.5375917917307542
CLK3,0.5375710683639603
HSD17B10,0.5375693959330544
TIMP2,0.5375643985055799
NBR1,0.5374421128337248
MDM4,0.5373982677255014
EFNB2,0.5373182557523251
NID1,0.5372875814839285
SGPP2,0.5372049364508414
PHC2,0.53709967941353
CASD1,0.5368898223499357
NUCKS1,0.5368455896774927
WNT5A,0.5368376154490192
KIFC3,0.536722864575532
REC8,0.5366479529784276
PI4KB,0.5365301685369744
ZC3H6,0.5365272198789682
UEVLD,0.5364984150747864
PUM1,0.5364433927367432
DMC1,0.5364431425854189
FTO,0.5364261173456907
FLRT3,0.5363939801352707
CDH13,0.5363719922609819
FGD4,0.5362645110698662
SRGAP2B,0.5362073196606203
SLAIN1,0.5362027185884389
LYPD6B,0.5361648911237716
HOMER2,0.5361391471660867
TOPBP1,0.5360816161947202
MCOLN2,0.5360618505722438
WWC3,0.5359891393050855
PRKD1,0.5359242042899132
BIN2,0.5358890086566847
GNPNAT1,0.5358864439623005
BDKRB2,0.5358435481332885
BRD1,0.5357692088048482
DESI1,0.5357050593129269
CENPI,0.5356953260226127
LHX9,0.5356693735280013
ZIC3,0.53556141060621
ZFP3,0.5355049731639715
FRMD5,0.5354775777368834
CHD4,0.535469398890831
CSNK2B,0.5354028864174473
UBXN7,0.5351426483410869
NQO1,0.535031652284993
ASTN2,0.535011939288396
DOP1A,0.5349670767784118
TMC5,0.5348264860863589
ADD2,0.5348132356549754
GOLGA8A,0.534719505501752
KIF4A,0.5346472393533196
ING3,0.5345986803271332
CCN4,0.5345964499210056
CDK14,0.5345840070396661
LUZP1,0.5345146275228925
TRAC,0.5344047604335679
TRPV6,0.5344005764728814
CTIF,0.5343648212752781
RGL2,0.5343054679006037
NR0B1,0.534272937988392
SYVN1,0.5342349354083162
PKP4,0.5341267164437299
MERTK,0.5340812508761883
ARSG,0.5340090590409744
ARMCX1,0.5339880144717742
GGT7,0.5339134822040796
ARID1A,0.5338738313590994
ATP8B4,0.533867248128622
LGMN,0.5338074626066746
CDC6,0.5337403180951975
IPMK,0.5337217720513491
D2HGDH,0.5336639214383097
ADAMTSL2,0.5335691610370019
TAF7,0.5332605960694227
UBQLN2,0.5330827168929271
LRRC4,0.5330547426406502
CD9,0.532999489017022
CWC22,0.5328772370608486
PLAG1,0.5328423912708576
MMP23B,0.532815122482728
PEDS1-UBE2V1,0.5328047598019624
SIGLEC6,0.5326949008787522
TES,0.5326842118282707
ZNF585A,0.5326477435942228
DCHS1,0.5326206208187707
BCORL1,0.5326124358600771
LUC7L2,0.532564464303636
MYRIP,0.5324280007841623
CCDC92,0.5323170345991549
RNF17,0.5322589781880379
SLC44A5,0.5322341874017188
FOXO3B,0.53220858222399
TXLNA,0.5322044558331446
GNA12,0.5321212223510152
TNFAIP8,0.5320891806078916
XBP1,0.5320212976987829
NEK2,0.5316594447278734
AUH,0.531625163478729
PALS1,0.5314898083005288
SYNE2,0.5313745138019023
CACNB3,0.5313051438331604
RPRD1A,0.5312297373558535
LPGAT1,0.5310119368551951
ACO1,0.5309568591902604
BAG6,0.5309531294336223
UBE2D2,0.5309438842166331
IFI44,0.5309272049193455
EPSTI1,0.5308719369197132
BOD1L2,0.5308134832767525
AP2B1,0.5307775863794365
ARHGAP25,0.5307684656308622
POTEB2,0.5307418611280772
MAT1A,0.5307061446388972
CCNL1,0.5306720910641143
IFI35,0.5306619973663165
MAU2,0.5306588302613521
TM6SF1,0.5306033306952679
KLRG1,0.5305897257845811
LAIR1,0.5305801549841305
ZWINT,0.5305792106070903
NCOA7,0.5305022059806755
ALDH1L2,0.530430195156974
VSIG10L,0.530391369458925
BAZ2B,0.5303670220114858
GPR161,0.5303663469349165
ZDHHC17,0.5303565739673011
IQGAP1,0.530334609565396
RHEB,0.530284690081465
GLI2,0.5300875971359866
CCL5,0.5300396647550127
PTP4A1,0.5300027720478117
DNAI7,0.5298479828737714
TPST1,0.5296984284035282
KRT6C,0.5296354534066453
RFC3,0.529578627384815
ST3GAL6,0.5295766707923677
RPL17-C18orf32,0.5295237201933909
SPANXC,0.5294720270131764
FNDC3A,0.5294625301446233
FSIP2,0.529434825009015
TNR,0.5293796384454372
TK1,0.5293394330220345
RNF144A,0.5293167224153876
LRIG3,0.5291913892938683
DPP4,0.5291839438676834
RPRD2,0.5290986752662903
CPEB1,0.5290726146101952
TRIAP1,0.5288032431042555
USP47,0.5287943973305261
HNF4G,0.5287665869945135
FKBP4,0.5286640345442052
NSMF,0.5286385152075026
SMARCC2,0.528631613418764
TBC1D2B,0.528395330364054
KAT5,0.5283842238813939
TM9SF1,0.5283426012399901
TG,0.5281695814887483
RFTN1,0.52804326027939
GLA,0.5279548053914401
TGIF2LX,0.5279241145560236
UGDH,0.5277736834490422
KLHDC10,0.5277724741026759
DNHD1,0.5277447364095486
TRIM11,0.5277385872262748
ZSCAN23,0.527659150258619
GLS2,0.5276107682504846
ARHGEF40,0.5275950722244321
COL4A4,0.5275867665656889
SIK1B,0.5274561569094658
CEP128,0.5273987268130791
STK17B,0.5273179087477425
HECTD1,0.5273100040161732
EXOSC8,0.5272348618384489
CYSLTR1,0.5271540988236666
ARHGAP33,0.5271497969467616
HHEX,0.5271256602540308
GPAT4,0.5270955612768933
MSTN,0.527007847797447
RBM10,0.5268681137775532
GK3,0.5267156916221386
RAB1A,0.5267092448716261
LHFPL2,0.5266393492669623
PTP4A3,0.5266005757016752
RHOBTB2,0.526478814925903
CHDH,0.5264112339709616
DNAJC21,0.5263885552383433
SCN9A,0.5263385995477438
HTR2C,0.5262487617135048
GATAD2A,0.5261406564532812
LRCH1,0.5261404680050149
MPP3,0.5260866488685313
SHISA9,0.5260730104482904
ZBTB11,0.5260605041426841
FAM25C,0.5260388678071475
GPR22,0.5258110684032241
ZNF483,0.5257615867333535
PHLDA3,0.5257306822489217
APBB1,0.5256714810325642
ICAM1,0.5255741489678621
RBX1,0.5255181863903999
DIP2B,0.525474596562697
NSUN7,0.5252712538943218
EPAS1,0.5252173753885122
IHH,0.525156937274836
SNTB2,0.5250992317994435
ELAVL2,0.5250642718119942
