gene,pu_score,rank_pctile,rank,drug_status,pu_role,furthest_imm_stage,crossdonor_confidence,crossdonor_correlation_mean,lof.oe_ci.upper,mis.z_score,IEI,gwas_score,gene_burden_score,expected_n_regulators_residuals,zscore_Th1,zscore_Th2,zscore_Th17,zscore_Treg,polar_coef_rank_Rest,polar_coef_rank_Stim8hr,polar_coef_rank_Stim48hr,polar_rank_range,reg_burden_sig_Rest,reg_burden_sig_Stim8hr,reg_burden_sig_Stim48hr,n_sig_regulated_cytokines_Rest,n_sig_regulated_cytokines_Stim8hr,n_sig_regulated_cytokines_Stim48hr,n_sig_regulated_cytokine_receptors_Rest,n_sig_regulated_cytokine_receptors_Stim8hr,n_sig_regulated_cytokine_receptors_Stim48hr,has_cytokine
SUPT6H,0.7613439827703582,0.9213414008819608,1535,non-target,unlabeled,,,,0.0819,7.19,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
STOX2,0.7613053696277814,0.9212901240898368,1536,non-target,unlabeled,,,,0.631,2.03,0,0.330962,0.0,,1.785804070189877,1.421474393922712,2.620248134729616,4.220122359964653,,,,,,,,,,,,,,0
GOLGA8S,0.761081603741405,0.9212388472977132,1537,non-target,unlabeled,,,,0.553,4.67,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
FADD,0.7610400151841494,0.9211875705055892,1538,non-target,unlabeled,,,,1.34,0.949,1,0.0,0.0,,,,,,,,,,,,,,,,,,,0
OSBP,0.7609560642486963,0.9211362937134652,1539,non-target,unlabeled,,,,0.445,5.01,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
MLEC,0.7609160186684861,0.9210850169213414,1540,non-target,unlabeled,,,,0.458,3.32,0,0.0,0.0,24.01651272303252,-0.7664836141051773,2.4194006923577653,-3.293842749760397,-6.86964886812763,0.0979932238728173,0.6571574121242996,0.3958115183246073,0.5591641882514823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DCAF8,0.7609156503969309,0.9210337401292176,1541,non-target,unlabeled,,,,0.427,4.78,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
SPDYE12,0.7608421804941246,0.9209824633370935,1542,non-target,unlabeled,,,,0.451,4.97,0,0.042771,0.0,,,,,,,,,,,,,,,,,,,0
FNIP2,0.7608103735662585,0.9209311865449696,1543,non-target,unlabeled,,,,0.395,2.06,0,0.0,0.0,19.793661437965977,1.939041088823027,-0.7268546209495962,2.2963130303876937,-7.026811593421039,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TGFBR3,0.760772335408914,0.9208799097528458,1544,non-target,unlabeled,,,,0.669,2.32,0,0.665499,0.0,13.283111084050445,-1.4453612675516982,-0.8836157981949188,-7.4581422842333325,-5.18642795508652,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PARG,0.7607368261702938,0.920828632960722,1545,non-target,unlabeled,,,,0.411,4.64,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
ERBB2,0.7603573167324066,0.920777356168598,1546,in-trial,trial_heldout,Phase 2,,,0.507,4.72,0,0.221226,0.0,,,,,,,,,,,,,,,,,,,0
SURF4,0.760316628156249,0.9207260793764742,1547,non-target,unlabeled,,,,0.258,3.05,0,0.0,0.0,8.769284258657615,0.5132630090192941,1.7203654313947625,1.738942072905029,0.0866414536196738,,,,,0.0,0.0,0.0,,,,,,,0
PRAMEF5,0.7602714731465632,0.9206748025843504,1548,non-target,unlabeled,,,,0.641,6.26,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
POM121,0.7602545152872037,0.9206235257922264,1549,non-target,unlabeled,,,,0.528,5.06,0,0.0,0.0,-27.00716141344626,-0.2931399790850265,1.4757673327360792,,-3.091204637090721,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
APOL1,0.7601414730915657,0.9205722490001026,1550,non-target,unlabeled,,,,1.71,-0.717,1,0.0,0.0,64.69397532453978,0.247691108739005,-0.4922211252262358,-0.7164330057245443,3.66356033476698,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
HSPA8,0.7600845953822136,0.9205209722079788,1551,in-trial,trial_heldout,Phase 3,0.3713789421446264,0.3713789421446264,0.119,6.81,0,0.0,0.0,7.79631961695053,-0.752725420530033,0.4274016149093029,-2.604263885037829,-3.059785184904571,0.6307010685431327,0.869587366276108,0.2798429319371728,0.5897444343389352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
BAK1,0.7600245139925613,0.9204696954158548,1552,non-target,unlabeled,,,,1.13,2.18,0,0.837134,0.0,-0.1177264299086289,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PACS1,0.7598939645290375,0.9204184186237307,1553,non-target,unlabeled,,,,0.293,4.98,0,0.0,0.0,8.56903299475726,-0.2724912041972719,-0.6332254508011027,5.483438893751601,1.1228101797113434,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ANKRD28,0.7598755099066538,0.9203671418316072,1554,non-target,unlabeled,,,,0.447,2.43,0,0.579707,0.0,9.62695942423428,1.337466715560775,-3.077504072422483,3.671616170330625,0.4845083331038914,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZNG1A,0.7597963948442479,0.9203158650394831,1555,non-target,unlabeled,,,,0.379,4.94,0,0.388625,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
TNFSF12,0.7597274991869927,0.9202645882473592,1556,in-trial,trial_heldout,Phase 2,,,0.78,0.343,1,0.0,0.0,,-0.4670148798336198,-0.4169876392694354,-1.2683706213976584,4.631628975480404,,,,,,,,,,,,,,0
ANP32A,0.7597032555468797,0.9202133114552352,1557,non-target,unlabeled,,,,0.14,3.68,0,0.0,0.0,-20.44067869413051,0.5537309722598059,1.7646065082469646,-1.18816019022064,-5.688489070368895,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SLC5A3,0.7595171467686186,0.9201620346631116,1558,non-target,unlabeled,,0.2581505273839174,0.2581505273839174,0.393,4.07,0,0.215289,0.0,99.584152542781,0.5442547768382143,-0.3400822466043586,1.1732097296040858,2.485734654264166,0.2827729997393797,0.0241976566479877,0.3806282722513089,0.3564306156033212,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1
EDNRA,0.7589790779352188,0.9201107578709876,1559,approved,P,Approved,,,0.44,4.39,0,0.0,0.0,,-0.3024230273281789,-0.270763838951434,,-0.264303626852775,,,,,,,,,,,,,,0
DTNA,0.7589708383615852,0.9200594810788636,1560,non-target,unlabeled,,,,0.551,2.15,0,0.363095,0.0,,1.102822828225197,-0.096687635304352,1.2841547642122308,0.917418541651164,,,,,,,,,,,,,,0
DENND5B,0.7587719664501784,0.9200082042867398,1561,non-target,unlabeled,,,,0.322,4.52,0,0.0,0.0,,,,3.29365039386521,,,,,,,,,,,,,,,0
IKZF4,0.758579439140972,0.919956927494616,1562,non-target,unlabeled,,,,0.382,3.47,0,0.376024,0.0,-6.118586319849672,0.1529220246032633,-0.1700852196959263,-1.273072008938593,16.92551511330127,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
UPK3BL2,0.7585251733736338,0.919905650702492,1563,non-target,unlabeled,,,,0.421,4.61,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
EIF5,0.7584961690384933,0.9198543739103682,1564,non-target,unlabeled,,,,0.351,2.51,0,0.0,0.0,78.82834971918236,-0.7957468247875581,-0.2354393558962253,-2.8335597694592636,-2.4420571193316354,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
BSN,0.7584896832704544,0.9198030971182444,1565,non-target,unlabeled,,,,0.268,3.64,0,0.269503,0.0,,,,,,,,,,,,,,,,,,,0
PRKG2,0.7584684917769456,0.9197518203261204,1566,non-target,unlabeled,,,,0.454,3.73,0,0.040945,0.0,,0.5317385220466637,1.7284968091562898,1.5453459350236822,1.491752935357291,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
KCNT2,0.758403209423778,0.9197005435339966,1567,non-target,unlabeled,,,,0.534,4.4,0,0.04686,0.0,,,,,,,,,,,,,,,,,,,0
ACSL6,0.758343469915968,0.9196492667418726,1568,non-target,unlabeled,,0.4101089569013822,0.4101089569013822,0.61,2.15,0,0.414721,0.0,39.85682754263778,0.2234716900307593,-1.024079282113495,-1.9193204894534863,-7.65270347773077,0.8188689080010425,0.7473255221599593,0.6010471204188481,0.2178217875821944,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
SYNE1,0.7583041765750983,0.9195979899497488,1569,non-target,unlabeled,,,,0.593,1.72,0,0.620354,0.0,9.789448309956958,2.171292614942638,-1.006917352638507,0.0794598100152713,-0.8665700154594105,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CHEK1,0.7581897857785225,0.9195467131576248,1570,in-trial,trial_heldout,Phase 2,,,0.714,2.97,0,0.0,0.0,15.166403535318636,0.7259940172288475,-0.1929634340164418,-1.5627226530807503,-1.288130917047596,,,,,0.0,0.0,0.0,,,,,,,0
ABTB2,0.7580747887110099,0.919495436365501,1571,non-target,unlabeled,,,,0.672,1.46,0,0.390432,0.0,35.249733140021796,-2.3846480072345733,1.842116310294686,-8.779960489931574,-6.004563894645748,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NOTCH2NLC,0.7580538777204661,0.9194441595733772,1572,non-target,unlabeled,,,,0.518,4.45,0,0.038092,0.0,,,,,,,,,,,,,,,,,,,0
SSBP3,0.758037754248098,0.9193928827812532,1573,non-target,unlabeled,,,,0.151,4.1,0,0.0,0.0,8.609857039080467,0.5691495308750701,-4.410110587175092,-0.9309238932099364,0.4980849407029879,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SIAH2,0.7577542665615753,0.9193416059891292,1574,non-target,unlabeled,,0.224715581889203,0.224715581889203,0.449,3.69,0,0.0,0.0,12.313029234554213,0.1018151994666317,0.8336869559270281,-2.4467023242080623,-1.8754668620352275,0.9791503778994006,0.7862964849719817,0.6068062827225131,0.3723440951768875,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CELSR3,0.7577529207480197,0.9192903291970056,1575,non-target,unlabeled,,,,0.329,5.83,0,0.031208,0.0,-22.7779145793322,-0.6824485360986132,1.411367822296654,-0.999979331456421,0.4106736987876955,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
IGSF3,0.7577035408183402,0.9192390524048816,1576,non-target,unlabeled,,,,0.285,4.48,0,0.103792,0.0,2.831775177161374,-2.0572929707887493,5.588981157990197,-0.253767146136939,3.039946394632776,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CREG1,0.7576717979943932,0.9191877756127576,1577,non-target,unlabeled,,,,1.46,0.597,0,0.473174,0.0,62.62804225090238,3.7425564652767247,-3.2135447457613626,-5.774093639397864,-10.040234439146412,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
UFD1,0.7576568429217194,0.9191364988206338,1578,non-target,unlabeled,,,,0.451,3.7,0,0.0,0.0,-19.629505011226897,-0.2267967902900206,4.764148838393683,-1.0071194770654923,-3.3982066299151517,,,,,0.0,0.0,0.0,,,,,,,0
FBXL2,0.7576523307634859,0.91908522202851,1579,non-target,unlabeled,,,,0.72,3.11,0,0.0,0.0,,0.8837988127400955,1.5434732372226865,4.026442122959497,3.930018967914715,,,,,,,,,,,,,,0
TCIRG1,0.7575954450774438,0.919033945236386,1580,non-target,unlabeled,,,,1.08,0.899,1,0.0,0.0,18.31555169405448,-0.2633487105280569,-1.1370555111336769,-0.7050180391364185,0.0569785151138033,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
C1QA,0.7575146338056187,0.918982668444262,1581,non-target,unlabeled,,,,1.12,1.26,1,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
NPIPB6,0.7574614780632096,0.9189313916521382,1582,non-target,unlabeled,,,,0.314,4.92,0,0.167674,0.0,,,,,,,,,,,,,,,,,,,0
PRKACB,0.7574175828033023,0.9188801148600144,1583,non-target,unlabeled,,,,0.473,3.08,0,0.0,0.0,55.14495411455914,0.3600838308283219,-1.8795311259631224,0.1132287456927542,-2.685374764499946,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
EPHA7,0.7573830959200859,0.9188288380678904,1584,in-trial,trial_heldout,Phase 2,,,0.31,3.07,0,0.559796,0.0,,,,,,,,,,,,,,,,,,,0
CDC42BPA,0.7573405401355724,0.9187775612757666,1585,non-target,unlabeled,,,,0.431,3.32,0,0.0,0.0,-8.418600149806828,0.6431001381505491,2.6792183564185463,1.6503031892039617,-1.0585756376019009,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ORAI1,0.7571120318405482,0.9187262844836428,1586,non-target,unlabeled,,0.2772965185320869,0.2772965185320869,1.26,0.359,1,0.0,0.0,0.4102391192589228,0.3853149525044563,-1.5659068529153948,-5.115924325213853,-2.5028064736189704,0.0943445400052124,0.2404482934284258,0.4725130890052356,0.3781685490000231,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,1
POTEG,0.7570084076242398,0.9186750076915188,1587,non-target,unlabeled,,,,0.127,9.48,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
IFIT3,0.7569553223940042,0.918623730899395,1588,non-target,unlabeled,,,,2.6,1.46,0,0.0,0.0,80.92529930856232,-1.6579837106951638,-3.683737400795846,-10.361443516555864,7.1064917475264835,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DYNC1H1,0.7569545696532061,0.9185724541072712,1589,non-target,unlabeled,,,,0.122,17.7,0,0.0,0.0,,,,4.6143194459328605,,,,,,,,,,,,,,,0
DBF4,0.7569389960926431,0.9185211773151472,1590,non-target,unlabeled,,0.3815138597870744,0.3815138597870744,0.456,1.9,1,0.0,0.0,-15.426983602937137,0.3228085159440024,-1.393565405855759,-3.02793956147303,-3.2442518582423134,0.7362522804274173,0.5022924095771778,0.7549738219895288,0.252681412412351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
POTEI,0.756905787885189,0.9184699005230232,1591,non-target,unlabeled,,,,0.505,8.47,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
BCAS3,0.7566593630829049,0.9184186237308994,1592,non-target,unlabeled,,,,0.574,3.1,0,0.388779,0.0,31.37118490027109,-0.0023777446374147,0.845884029213074,1.1475987800673146,1.195639789919024,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
UBR2,0.756569760828162,0.9183673469387756,1593,non-target,unlabeled,,,,0.441,4.64,0,0.0,0.0,46.45424557927836,-0.1027720647631342,-0.5533831018894791,2.5749350657201773,-0.1641444742900757,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
POTEE,0.7565627554951585,0.9183160701466516,1594,non-target,unlabeled,,,,0.408,7.94,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
TENT5A,0.756445805984314,0.9182647933545276,1595,non-target,unlabeled,,,,0.52,2.78,0,0.0,0.0,24.57713932423884,-0.2467940187799269,3.4862817844165925,-3.355079278370464,2.02987386604599,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ANKRD20A1,0.7563841585929577,0.918213516562404,1596,non-target,unlabeled,,,,0.124,9.42,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
ATP6V1A,0.7562839167201938,0.91816223977028,1597,non-target,unlabeled,,,,0.381,5.35,0,0.0,0.0,-26.742510387576345,,,,,,,,,0.0,0.0,1.0,,,,,,,0
GOLGA6A,0.7561865063814016,0.918110962978156,1598,non-target,unlabeled,,,,0.0885,9.19,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
HNRNPA2B1,0.7561846715421533,0.9180596861860322,1599,non-target,unlabeled,,0.5040137189375341,0.5040137189375341,0.168,4.12,0,0.0,0.0,19.420024313442564,,,,,0.852488923638259,0.8155883851248089,0.830890052356021,0.0369005385134501,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1
YBX1,0.7561815692619844,0.9180084093939084,1600,non-target,unlabeled,,0.1100969905982222,0.1100969905982222,0.187,3.74,0,0.0,0.0,23.68188799605964,0.0052593000661108,0.6072458865424945,-0.9667489241021308,-4.997298875899209,0.3672139692468074,0.2019867549668874,0.4282722513089005,0.2262854963420131,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FANCD2,0.756100660622722,0.9179571326017844,1601,non-target,unlabeled,,0.4053981736820286,0.4053981736820286,0.788,2.0,1,0.0,0.0,-1.8388579164607108,0.0480088512045389,0.281386916078131,-1.1232484355883747,-2.546369022149193,0.1683606984623403,0.021141110545084,0.4787958115183246,0.4576547009732406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
KDM7A,0.7560536599889094,0.9179058558096606,1602,non-target,unlabeled,,,,0.335,2.53,0,0.0,0.0,16.543545541411262,1.3266671956844869,0.7424921149755913,2.9882945981336677,-1.6113467211038603,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PAN2,0.7557975719869137,0.9178545790175366,1603,non-target,unlabeled,,0.85274580988481,0.85274580988481,0.624,5.05,0,0.27612,0.0,-2.1632943900174744,0.3757746503959819,-2.260003329355427,1.0955707764533784,-4.777127280469227,0.0591608027104508,0.0007641365257259,0.0175392670157068,0.0583966661847249,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
PAK3,0.7557881548248157,0.9178033022254128,1604,non-target,unlabeled,,,,0.223,4.32,0,0.0,0.0,,-0.6433000378883433,6.551097782318964,2.0303300667157003,-0.0920381189535333,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
POTED,0.7557247907224328,0.9177520254332888,1605,non-target,unlabeled,,,,0.692,5.74,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
ELL2,0.7557235472093379,0.917700748641165,1606,non-target,unlabeled,,,,0.416,3.14,0,0.656382,0.0,-6.099297767927183,1.0001626340480467,-0.2552230505908009,0.7938862248128908,0.0016810331282482,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
LIMS1,0.7556544642157966,0.9176494718490412,1607,non-target,unlabeled,,,,0.606,4.59,0,0.393594,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
DHX16,0.7552994051665971,0.9175981950569172,1608,non-target,unlabeled,,,,0.743,4.43,0,0.0,0.0,,-1.0517533110577435,0.8729438481982466,,-4.148392372937433,,,,,,,,,,,,,,0
MTA1,0.7552127977313124,0.9175469182647934,1609,non-target,unlabeled,,,,0.238,4.1,0,0.046742,0.0,-10.96197276260177,0.0770874559884636,0.8860936921601971,0.0520548365700167,-1.9947057851949697,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MAP3K4,0.7551328089069481,0.9174956414726696,1610,non-target,unlabeled,,,,0.442,4.24,0,0.0,0.0,-11.864605387399491,-0.3192310661350262,0.3580607194264359,1.2437253565923596,-2.1026259728150567,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RUMY1,0.7550921449201361,0.9174443646805456,1611,non-target,unlabeled,,,,0.419,4.41,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
MIB1,0.7550796715900151,0.9173930878884216,1612,non-target,unlabeled,,,,2.47,3.58,0,0.0,0.0,12.493256873310267,-0.031316735714201,0.8843075227137013,1.1407933831497867,4.64119533381254,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CTSS,0.7550682349503041,0.917341811096298,1613,in-trial,trial_heldout,Phase 2,,,0.579,3.17,0,0.425937,0.0,52.68069074153161,-0.5751639147293411,0.4928188954739176,-0.1833651586494607,-0.1454236340031909,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R3HDM2,0.7548372230338092,0.917290534304174,1614,non-target,unlabeled,,,,0.4,4.46,0,0.083932,0.0,0.4375209457236904,0.0113865341304235,-1.079076709384317,-0.756884094756018,-2.3046850868974778,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FAM91A1,0.7547789565240494,0.91723925751205,1615,non-target,unlabeled,,,,0.469,4.11,0,0.053853,0.0,-32.25008183574136,-0.8900101377529367,-0.9645222600094896,-4.751383988686564,-7.325333576745719,0.985665884805838,0.9737646459500764,0.8963350785340314,0.0893308062718066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SHLD2,0.7547246243059635,0.917187980719926,1616,non-target,unlabeled,,,,0.556,4.08,0,0.0,0.0,-9.838346762343086,-0.5353271793442747,-1.309132654181943,,-6.59749335730261,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
EPB41L1,0.7547119945736985,0.9171367039278022,1617,non-target,unlabeled,,,,0.404,4.38,0,0.0,0.0,,,,3.9587250228861945,,,,,,,,,,,,,,,0
MAPRE2,0.7546691912965676,0.9170854271356784,1618,non-target,unlabeled,,,,0.479,5.1,0,0.063399,0.0,39.81297659788112,,,0.0617543075921671,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MAK16,0.7546641514708958,0.9170341503435544,1619,non-target,unlabeled,,,,0.389,1.6,0,0.0,0.0,41.754028913964895,-0.0913591134249781,0.1012970568596205,-3.225710052866108,-1.9583056539379873,,,,,0.0,1.0,0.0,,,,,,,0
GOLGA6C,0.7546383049821607,0.9169828735514306,1620,non-target,unlabeled,,,,0.135,8.14,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
TYRO3,0.754614804904473,0.9169315967593068,1621,non-target,unlabeled,,,,0.523,3.89,0,0.042277,0.0,,,,1.8766369271843495,,,,,,,,,,,,,,,0
ANTXR1,0.7544428168824224,0.9168803199671828,1622,non-target,unlabeled,,,,0.357,3.19,0,0.0,0.0,,0.1245382399866843,1.092664737462833,0.0049635078129439,4.934342872869954,,,,,,,,,,,,,,0
PLCB4,0.7544099575281143,0.916829043175059,1623,non-target,unlabeled,,,,0.521,4.8,0,0.169472,0.0,,,,,,,,,,,,,,,,,,,0
RIMBP3,0.7543600762858609,0.9167777663829352,1624,non-target,unlabeled,,,,0.0555,16.2,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
ACTR1A,0.7542454526951564,0.9167264895908112,1625,non-target,unlabeled,,,,0.334,4.59,0,0.487068,0.0,-12.008054707144026,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FUS,0.7542186609863006,0.9166752127986874,1626,non-target,unlabeled,,,,0.127,3.14,0,0.0,0.0,0.0722533198384477,0.4377759762384345,1.9408153182729548,-2.17726742938591,-0.530070175074885,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ADAM17,0.7542053405940533,0.9166239360065634,1627,in-trial,trial_heldout,Phase 2,,,0.527,3.17,1,0.0,0.0,-21.031567964413156,,,2.2454571523729205,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TCF4,0.7541994383238783,0.9165726592144396,1628,non-target,unlabeled,,,,0.0944,4.89,0,0.47897,0.0,1.291891176380516,0.3271905961249495,5.591523687775709,3.424468230143932,1.5080496599707471,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
POLR2B,0.7541578170292231,0.9165213824223156,1629,non-target,unlabeled,,,,0.491,9.71,0,0.050518,0.0,-54.644943564189845,0.7597963382635354,-0.1097962075777156,,-5.108277064017485,,,,,0.0,0.0,0.0,,,,,,,0
TANK,0.7541252733208239,0.9164701056301918,1630,non-target,unlabeled,,0.3048193654426332,0.3048193654426332,0.529,1.56,0,0.382318,0.0,70.82358584845534,3.5099614950554527,-1.9647517598334605,3.2459451611074197,8.761725116308725,0.3070106854313265,0.4982170147733061,0.5790575916230366,0.2720469061917101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
IL1RL1,0.7541090334951878,0.916418828838068,1631,in-trial,trial_heldout,Phase 2,,,0.845,-1.82,0,0.894786,0.0,,1.2165404382457718,1.3660180970989513,-3.459886464026709,-3.0005863627312976,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
ZRANB1,0.7540379878209562,0.916367552045944,1632,non-target,unlabeled,,,,0.302,4.16,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
RPS5,0.7537896075844764,0.91631627525382,1633,in-trial,trial_heldout,Phase 2,,,0.302,4.16,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
ZFP36L1,0.753656012029504,0.9162649984616964,1634,non-target,unlabeled,,,,0.548,2.78,0,0.80837,0.0,45.36857895308527,0.1510050326207435,-1.6586036577514858,2.441202885253046,6.270690610614083,0.5254104769351056,0.9276617422312786,0.9921465968586388,0.4667361199235332,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
ANKRD36C,0.7535117544121479,0.9162137216695724,1635,non-target,unlabeled,,,,0.273,5.54,0,0.046795,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
STX1B,0.7532732822956183,0.9161624448774484,1636,non-target,unlabeled,,,,0.334,4.04,0,0.139505,0.0,,-1.3952719403791285,1.7583115041466153,,3.3147895833094085,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
CTRB2,0.7532577632051526,0.9161111680853246,1637,non-target,unlabeled,,,,0.814,1.55,0,0.876391,0.0,,,,,,,,,,,,,,,,,,,0
DICER1,0.7531962099732185,0.9160598912932006,1638,non-target,unlabeled,,,,0.286,6.28,0,0.0,0.0,-47.77119244104006,,,-2.436560516725683,,,,,,0.0,0.0,0.0,,,,,,,0
MAPT,0.7531772483255446,0.9160086145010768,1639,non-target,unlabeled,,,,0.666,2.99,0,0.631995,0.0,-11.63126934292968,-0.1549136991713197,-2.663599012497695,-1.6792083661304744,-1.9357046549713064,,,,,0.0,0.0,0.0,,,,,,,0
VDR,0.7530007125437259,0.9159573377089528,1640,approved,P,Approved,,,0.702,2.29,0,0.0,0.0,48.768639274714566,0.7505723535311191,-1.847403645262522,3.489715565224168,8.034533228683848,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TFEB,0.7529488838448817,0.915906060916829,1641,non-target,unlabeled,,,,0.405,2.21,0,0.0,0.0,0.4443625164185381,2.65892995057678,-7.433879369592068,3.0276722851398237,8.951378020934525,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
KDM1B,0.7526589618419027,0.9158547841247052,1642,non-target,unlabeled,,,,0.723,3.63,0,0.051921,0.0,-5.921771265130474,-1.506600043240523,-2.2236183638052687,-5.5904126197487,-5.7504472719408115,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
KCNC3,0.7526465395092964,0.9158035073325812,1643,approved,P,Approved,,,0.716,3.19,0,0.0,0.0,6.502793918638418,1.3850488878281235,1.0191853812434075,8.541426542007333,4.530592347844222,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
