gene,pu_score,rank_pctile,rank,drug_status,pu_role,furthest_imm_stage,crossdonor_confidence,crossdonor_correlation_mean,lof.oe_ci.upper,mis.z_score,IEI,gwas_score,gene_burden_score,expected_n_regulators_residuals,zscore_Th1,zscore_Th2,zscore_Th17,zscore_Treg,polar_coef_rank_Rest,polar_coef_rank_Stim8hr,polar_coef_rank_Stim48hr,polar_rank_range,reg_burden_sig_Rest,reg_burden_sig_Stim8hr,reg_burden_sig_Stim48hr,n_sig_regulated_cytokines_Rest,n_sig_regulated_cytokines_Stim8hr,n_sig_regulated_cytokines_Stim48hr,n_sig_regulated_cytokine_receptors_Rest,n_sig_regulated_cytokine_receptors_Stim8hr,n_sig_regulated_cytokine_receptors_Stim48hr,has_cytokine
CRY2,0.7523630700775028,0.9157522305404574,1644,non-target,unlabeled,,,,0.602,2.9,0,0.406317,0.0,-10.54213222354852,1.011592350177762,1.6031451063148596,-2.2912552865118143,1.2174538627903173,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RORB,0.7521689648005232,0.9157009537483336,1645,non-target,unlabeled,,,,0.2,4.33,0,0.345673,0.0,-8.918279344034818,0.5912838592219195,-0.5860939041535559,2.4638832041730616,1.02088104048979,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ZNF236,0.7521199296682309,0.9156496769562096,1646,non-target,unlabeled,,0.2287986841247481,0.2287986841247481,0.331,5.43,0,0.352569,0.0,-25.882446837239996,-0.9286954543441978,-1.3953746595003276,,-2.6474819525650344,0.9330205890018244,0.8830871115639327,0.6015706806282722,0.3314499083735521,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
MCM4,0.7519349951010484,0.9155984001640858,1647,non-target,unlabeled,,,,0.839,-0.558,1,0.115133,0.0,38.36894337619635,0.2783198051113998,-0.1983999137567048,-0.0633410811797177,-1.2338753247326273,,,,,0.0,0.0,0.0,,,,,,,0
MFSD2A,0.751877235425146,0.915547123371962,1648,non-target,unlabeled,,,,0.575,3.36,0,0.0,0.0,19.299967762102145,-0.4516133550808643,1.6766360824915774,-2.366121920257702,-0.3829523903544879,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TRIM46,0.751859957256268,0.915495846579838,1649,non-target,unlabeled,,,,0.366,4.66,0,0.081798,0.0,0.5580982252261796,0.3114335342954862,-2.4196506902232513,-1.6098435551486148,1.7741297023710323,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
KMT5B,0.7516949098912915,0.915444569787714,1650,non-target,unlabeled,,0.6592126347271458,0.6592126347271458,0.204,4.1,0,0.0,0.0,16.31405435279831,0.4217545679500451,-0.6308880547879031,0.6810039549334802,-0.0155985665550569,0.7180088610893928,0.8176260825267447,0.5348167539267016,0.2828093286000431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FANCE,0.751689522410158,0.9153932929955902,1651,non-target,unlabeled,,0.3282289181773526,0.3282289181773526,0.94,0.892,1,0.571902,0.0,-15.249093032303188,0.2156710429290061,-1.0462866457537816,-1.594553219882819,-1.2855464252955615,0.0787073234297628,0.2511462047885889,0.162565445026178,0.1724388813588261,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CIT,0.7516470765456175,0.9153420162034664,1652,non-target,unlabeled,,0.44936914178039,0.44936914178039,0.349,5.91,0,0.291407,0.0,16.67641526189996,,,-1.181655802060487,,0.3158717748240813,0.4243504839531329,0.5890052356020943,0.273133460778013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
FMNL1,0.7513566247097732,0.9152907394113424,1653,non-target,unlabeled,,,,0.457,3.23,0,0.455145,0.0,51.34887709085255,0.4811229550508655,-0.6714910229407122,-2.06734933412027,1.8474309035746437,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
GRIK5,0.751153921186924,0.9152394626192184,1654,in-trial,trial_heldout,Phase 2,,,0.569,4.21,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
TBL1X,0.7510885539078953,0.9151881858270946,1655,non-target,unlabeled,,0.0509435576358716,0.0509435576358716,0.335,3.12,0,0.0,0.0,18.736813201970687,-0.8581454133763821,-1.336873416750883,-4.999176835579984,-10.420939570053026,0.5824863174354965,0.0374426897605705,0.8102094240837696,0.7727667343231991,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
CACNA1E,0.7510586303472518,0.9151369090349708,1656,in-trial,trial_heldout,Phase 3,,,0.201,9.02,0,0.0,0.0,,-1.1790308400799576,0.7513721300391427,-1.1545978719358148,-0.5443150710799943,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1
ADGRL1,0.7510385678530974,0.9150856322428468,1657,non-target,unlabeled,,,,0.281,5.05,0,0.171529,0.0,15.68314066433664,-1.2870895398678244,-0.8506447929420496,0.8953759860027726,2.0147736316796747,0.5780557727391191,0.9291900152827304,0.6301047120418848,0.3511342425436112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PTPRU,0.7509567190439274,0.915034355450723,1658,non-target,unlabeled,,,,0.507,3.39,0,0.280239,0.0,,0.5652566632450172,-0.5209557936614154,4.835887905884814,2.0583818325966363,,,,,,,,,,,,,,0
GK,0.7509069467077449,0.9149830786585992,1659,non-target,unlabeled,,,,0.278,5.55,0,0.051707,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
WDR13,0.7508853978071457,0.9149318018664752,1660,non-target,unlabeled,,,,0.166,4.04,0,0.0,0.0,0.0565159381177409,0.1782724271300286,-0.5359887923934833,0.4030900363623839,-1.2446877664042568,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PTGIR,0.750712401419878,0.9148805250743514,1661,in-trial,trial_heldout,Phase 2,,,1.38,0.303,0,0.618163,0.0,79.9382679927797,-0.5383920877092923,2.933715662824953,-5.6590975230690415,8.545220777963383,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RIPK1,0.7506043739616871,0.9148292482822274,1662,in-trial,trial_heldout,Phase 2,0.5730696552270014,0.5730696552270014,0.597,1.42,1,0.0,0.0,-5.087918606683078,-0.3856199379750905,-0.0182142079358001,0.4769271524589568,1.063421695106518,0.0628094865780557,0.1265919510952623,0.0445026178010471,0.0820893332942152,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,1
CNNM1,0.7505048405040394,0.9147779714901036,1663,non-target,unlabeled,,,,0.718,2.27,0,0.0,0.0,,1.5229067921804536,-1.3756021491100408,4.937057591246321,-1.9553910447968017,,,,,,,,,,,,,,0
CNOT1,0.7504301111949118,0.9147266946979796,1664,non-target,unlabeled,,,,0.0844,10.0,0,0.0,0.0,-38.31474862060116,0.3589414941514516,-2.706444619498653,-2.0708908650144116,-4.880821641535453,,,,,1.0,0.0,0.0,,,,,,,0
STRC,0.7503675755226251,0.9146754179058558,1665,non-target,unlabeled,,,,0.536,7.62,0,0.131491,0.0,,,,,,,,,,,,,,,,,,,0
SLC30A1,0.750351109329214,0.914624141113732,1666,non-target,unlabeled,,,,0.441,3.38,0,0.0,0.0,-0.2750579384993183,-0.3095728644662058,3.740417433083616,-1.8117103363044933,2.114512543670682,0.3763356789158196,0.282730514518594,0.3897905759162303,0.1070600613976363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
WNK2,0.7503453182930849,0.914572864321608,1667,non-target,unlabeled,,,,0.427,3.01,0,0.046282,0.0,,0.6761094275863891,1.1194615524060176,3.2127808152312185,-1.176220858119812,,,,,,,,,,,,,,0
SLC41A2,0.7502862227206327,0.9145215875294842,1668,non-target,unlabeled,,,,0.738,2.72,0,0.0,0.0,40.93904075801708,1.93378739938374,1.2009874381881285,4.735461422846342,4.607007969734514,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RFXAP,0.7500545491977614,0.9144703107373604,1669,non-target,unlabeled,,,,1.18,0.672,1,0.0,0.0,-18.293830255641502,1.978755868453413,-0.7500865092561714,,-3.212942839383491,0.1459473547041959,0.0764136525725929,0.1424083769633508,0.069533702131603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
BTBD3,0.7500375300043761,0.9144190339452364,1670,non-target,unlabeled,,,,0.526,3.81,0,0.604769,0.0,-10.353619996535423,-0.6194709997768074,-2.238743171335068,-1.578156675151965,1.4811780412393545,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SIPA1L1,0.7500227707624435,0.9143677571531124,1671,non-target,unlabeled,,,,0.222,3.31,0,0.0,0.0,,-0.5935799777088334,-1.1609858300873608,-2.0800623438537,2.6171040692576466,,,,,,,,,,,,,,0
SRF,0.7498066760786813,0.9143164803609888,1672,non-target,unlabeled,,0.4262451752244678,0.4262451752244678,0.354,4.85,0,0.0,0.0,0.5873442501322804,0.018677030009102,0.7581851421863688,2.262950287428487,2.579521814737399,0.3888454521761793,0.3846153846153846,0.4984293193717277,0.1138139347563431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
SIK3,0.7497829483175764,0.9142652035688648,1673,non-target,unlabeled,,0.5580676496818308,0.5580676496818308,0.266,4.62,0,0.414658,0.0,5.582999148454344,,,4.552834795698156,,0.7823820693249934,0.8273051451859399,0.7361256544502618,0.0911794907356781,0.0,0.0,0.0,1.0,5.0,10.0,9.0,4.0,7.0,1
IL18,0.7497288480401039,0.9142139267767408,1674,in-trial,trial_heldout,Phase 3,,,1.01,1.83,0,0.058602,0.0,,0.749667495321253,2.315339217664034,-4.658599395383304,4.615994104063251,,,,,,,,,,,,,,0
PDE1B,0.7497013437747956,0.9141626499846168,1675,in-trial,trial_heldout,Phase 2,,,0.31,3.22,0,0.417594,0.0,15.754618082088028,0.2320304423603352,-3.635476631848409,-2.870279421790137,3.2395535538118194,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
OR4N4C,0.7496542496558948,0.914111373192493,1676,non-target,unlabeled,,,,0.68,5.36,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
APOBEC3B,0.7494996090730032,0.9140600964003692,1677,non-target,unlabeled,,0.0710255294697649,0.0710255294697649,0.74,2.86,0,0.0,0.0,41.653574375276825,0.0929451253389606,-0.9770232319314444,-4.3675574571251214,-2.050651780648613,0.1540265832681782,0.1143657666836474,0.1337696335078534,0.0396608165845308,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
KDM4B,0.7494760730651894,0.9140088196082452,1678,non-target,unlabeled,,,,0.343,4.16,0,0.0,0.0,38.5796085847905,0.1708521778562782,0.4994683042820427,,0.6126997412911153,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DAB1,0.7494528821232368,0.9139575428161214,1679,non-target,unlabeled,,,,0.358,1.78,0,0.60489,0.0,,-0.2448368002368716,2.623112519103306,-1.1249881586073287,-3.3656877682675224,,,,,,,,,,,,,,0
DOK2,0.7494313716888428,0.9139062660239976,1680,non-target,unlabeled,,,,1.48,-2.23,0,0.843293,0.0,7.001128759900605,-0.2624799529622199,-1.109156630958538,-4.596563856360932,-1.7249374051042792,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
GTF2H2,0.7492995731758348,0.9138549892318736,1681,non-target,unlabeled,,,,0.38,4.26,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
LINC02203,0.7490835923414964,0.9138037124397498,1682,non-target,unlabeled,,,,0.68,5.36,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
ATR,0.7489217171072959,0.913752435647626,1683,in-trial,trial_heldout,Phase 1,,,0.535,7.6,0,0.0,0.0,-32.12322447751581,0.3226917334900384,-0.7441058161229445,,-1.6795440497303369,,,,,0.0,0.0,0.0,,,,,,,0
RFX4,0.7489006446332348,0.913701158855502,1684,non-target,unlabeled,,,,0.179,3.96,0,0.484188,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
CCBE1,0.7488708881231455,0.9136498820633782,1685,non-target,unlabeled,,,,0.974,-0.264,1,0.441783,0.0,,,,,,,,,,,,,,,,,,,0
FOXP2,0.7487977612383512,0.9135986052712542,1686,non-target,unlabeled,,,,0.168,3.15,0,0.0,0.0,,-0.6792952078480755,-1.241297531879738,-2.093682891369365,-2.257698956235279,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
SF3B1,0.7485475286233182,0.9135473284791304,1687,non-target,unlabeled,,,,0.126,11.6,0,0.093858,0.908357,,,,,,,,,,,,,,,,,,,0
GOLGA6L9,0.7484142272448053,0.9134960516870064,1688,non-target,unlabeled,,,,0.544,4.3,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
PSMB5,0.7483487214148045,0.9134447748948826,1689,approved,P,Approved,,,0.276,1.72,0,0.0,0.0,-1.6507076057713597,-0.180526142663359,1.5025041249145,-4.037927298305656,-1.0154510191696884,0.9004430544696377,0.8726439123790117,0.986910994764398,0.1142670823853863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
IL1RAP,0.7482587534189225,0.9133934981027588,1690,approved,P,Approved,,,0.764,1.97,0,0.042176,0.0,36.77193042730205,1.014344568250202,-1.3507983855581769,-3.399791535728422,-0.7821400426846082,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CYTH1,0.7481807164656811,0.9133422213106348,1691,non-target,unlabeled,,,,0.432,3.29,0,0.0,0.0,19.75436957760959,-0.1774793698933247,-1.0752740466775932,-1.884274130030991,-1.9808295996576024,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ABTB3,0.7480880989856327,0.9132909445185108,1692,non-target,unlabeled,,,,0.422,1.94,0,0.517258,0.0,25.23146386214582,0.6920625474238365,-4.27053069897632,-2.9997735115147277,0.908717944501305,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SERTAD2,0.7480111914811675,0.913239667726387,1693,non-target,unlabeled,,,,0.409,1.62,0,0.401918,0.0,91.23508664541356,0.4909700241645676,0.3033594786612505,-8.710648889103137,2.7233275098148706,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TM7SF3,0.7480001711484158,0.9131883909342632,1694,non-target,unlabeled,,,,1.14,1.01,0,0.0,0.0,24.567113499639262,1.0658188011472782,3.900313088657562,-7.315492854769338,-7.906827933122983,,,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
GRIK3,0.7479107850790023,0.9131371141421392,1695,in-trial,trial_heldout,Phase 2,,,0.386,4.15,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
SRP19,0.7478781140767611,0.9130858373500154,1696,non-target,unlabeled,,,,0.812,0.254,1,0.0,0.0,,,,,,,,,,,,,,,,,,,0
LRRC8C,0.7477563542803538,0.9130345605578916,1697,non-target,unlabeled,,,,0.526,4.04,0,0.030632,0.0,4.34590119836344,-0.0908885572813767,1.3341834448074754,0.3794105139440831,0.0672243342815485,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DDX19A,0.7476968286568637,0.9129832837657677,1698,non-target,unlabeled,,,,0.321,4.59,0,0.0,0.0,-19.42566559886394,-0.297428013967095,0.8783225946490076,-2.397787724493882,-1.157000799134719,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
KIF3C,0.7475547281341937,0.9129320069736436,1699,non-target,unlabeled,,,,0.287,3.55,0,0.318175,0.0,-2.3988260259471352,-0.8926360688564634,0.2229197892515219,1.594453581425252,3.968488144070621,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
GRK5,0.7475083794349279,0.9128807301815198,1700,non-target,unlabeled,,,,0.664,2.5,0,0.0,0.0,25.825703969309885,-2.0624280409920175,2.7751305616066393,1.292655327670174,-5.486940506082612,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LAMTOR2,0.747415114231784,0.912829453389396,1701,non-target,unlabeled,,0.5639931023665672,0.5639931023665672,0.58,2.05,1,0.064462,0.0,-4.340020495941467,,,,,0.783685170706281,0.2508914926133469,0.0808900523560209,0.7027951183502601,0.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,9.0,1
PIWIL1,0.7469873492865219,0.912778176597272,1702,non-target,unlabeled,,,,0.775,4.45,0,0.0,0.0,,-0.5577970486411795,0.92639285980471,,-0.5762920788903101,,,,,,,,,,,,,,0
RPL10,0.7469786024093628,0.9127268998051482,1703,in-trial,trial_heldout,Phase 2,,,0.302,4.08,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
FOXO3,0.7467998053346362,0.9126756230130244,1704,non-target,unlabeled,,0.4942301696540401,0.4942301696540401,0.218,5.28,0,0.062362,0.0,35.08015487072663,-0.6341776157967276,1.279999332401593,-0.4442622727428463,3.352690605069556,0.7680479541308314,0.1647987773815588,0.893455497382199,0.7286567200006402,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1
UCK2,0.7465403187274933,0.9126243462209004,1705,non-target,unlabeled,,,,0.385,3.0,0,0.0,0.0,65.31769635528049,0.0005826809349912,0.6871874494559727,-0.6434255304803637,-1.5748995144334077,0.2986708365910868,0.0407539480387162,0.0641361256544502,0.2579168885523706,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
EIF4G3,0.7464984921143227,0.9125730694287766,1706,non-target,unlabeled,,,,0.243,3.99,0,0.392704,0.0,-8.78458098623848,,,-2.6193624335206107,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
IL17RC,0.7463553532807514,0.9125217926366528,1707,non-target,unlabeled,,,,0.769,-0.236,1,0.0,0.0,,0.4877144199790244,-1.286011865137155,0.1146535318019134,5.676238414453088,,,,,,,,,,,,,,0
INTS13,0.7461948000905502,0.9124705158445288,1708,non-target,unlabeled,,0.3977323601536245,0.3977323601536245,0.515,3.66,0,0.0,0.0,-25.049583422804037,-0.1121713401842094,3.1829015020604197,-3.117158589521066,-3.043823320416213,0.8678655199374511,0.97809475292919,0.8143979057591623,0.1636968471700277,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,4.0,1
DUSP10,0.745938899250805,0.9124192390524049,1709,non-target,unlabeled,,,,0.711,1.19,0,0.560052,0.0,39.27768708752465,-1.9100636039948151,1.7139381337097823,-6.955046688921097,5.428359335768374,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
THRA,0.7458088918030262,0.912367962260281,1710,in-trial,trial_heldout,Phase 1,0.3415278114572149,0.3415278114572149,0.459,5.03,0,0.298826,0.0,10.16397595558458,0.29855425701577,-1.3574577434441857,2.167127840996082,-7.801200808656337,0.3249934844930935,0.7312786551197147,0.8573298429319371,0.5323363584388436,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
CDK19,0.7457835242152214,0.9123166854681573,1711,in-trial,trial_heldout,Phase 2,,,0.426,4.86,0,0.0,0.0,9.593215548645674,-0.6502844978219063,7.845894876924993,-0.0707380605455041,0.7699849968912633,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SLC6A17,0.7457014019649053,0.9122654086760332,1712,non-target,unlabeled,,,,0.469,3.86,0,0.0,0.0,,-0.8965097362875714,1.0390549617953355,3.4605813240087526,1.70413225005736,,,,,,,,,,,,,,0
KLHL22,0.7456501450563342,0.9122141318839092,1713,non-target,unlabeled,,,,0.44,3.74,0,0.042611,0.0,11.000075724309196,-1.2964694011491062,1.2303630178402565,-1.8085128924729896,0.9321599389477372,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CNTNAP3C,0.7454645373882391,0.9121628550917854,1714,non-target,unlabeled,,,,0.315,4.12,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
DHCR24,0.7453778045299726,0.9121115782996616,1715,non-target,unlabeled,,,,0.627,2.31,0,0.0,0.0,76.5044080982513,0.0761008576547112,1.0420623872581618,-1.7574747394020618,-1.6541416247857952,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CMTR1,0.7453461841802405,0.9120603015075376,1716,non-target,unlabeled,,0.2435885704338546,0.2435885704338546,0.476,5.14,0,0.046851,0.0,-22.790519134364413,0.2228381059980069,-1.3480587877692514,-4.115400275662239,4.023424024318902,0.4975241073755538,0.6882322975038206,0.5390052356020942,0.1907081901282668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RPL19,0.7451208236813546,0.9120090247154138,1717,in-trial,trial_heldout,Phase 2,,,0.251,3.85,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
SEC14L1,0.74508077838482,0.91195774792329,1718,non-target,unlabeled,,0.3883717815195394,0.3883717815195394,0.716,3.36,0,0.392227,0.0,16.634095202099193,-0.4314328554566938,-0.8397817408175008,-2.107466314430086,-1.2980037535985356,0.7771696637998436,0.825522159959246,0.8544502617801047,0.0772805979802611,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1
KAT6B,0.7450790768679307,0.911906471131166,1719,non-target,unlabeled,,,,0.0905,5.12,0,0.06266,0.0,13.756128277124786,-0.5863433098883686,0.3586649519868248,3.519615289058933,-0.5350789257018885,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
JPH4,0.745033355222808,0.9118551943390422,1720,non-target,unlabeled,,,,0.463,2.6,0,0.0,0.0,,-1.1919757501422517,1.0245425678436126,-2.199814516667995,8.9692693916933,,,,,,,,,,,,,,0
MALT1,0.7449420765042305,0.9118039175469184,1721,non-target,unlabeled,,0.6271201976777604,0.6271201976777604,0.556,3.62,1,0.622592,0.0,-28.438495263151538,,,2.4009569421196826,,0.4302840761011207,0.6879775853285787,0.1468586387434555,0.5411189465851232,0.0,0.0,0.0,0.0,5.0,5.0,0.0,8.0,4.0,1
RELN,0.7449268516567018,0.9117526407547945,1722,non-target,unlabeled,,,,0.296,3.82,0,0.0,0.0,,-0.6693241257568109,-0.6568039158575483,-0.2030972534323698,1.9553065032656072,,,,,,,,,,,,,,0
PCGF5,0.7448315784335137,0.9117013639626704,1723,non-target,unlabeled,,,,0.355,3.89,0,0.0,0.0,44.55834174701465,,,0.8883049463235623,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VAV1,0.7447482872830362,0.9116500871705466,1724,non-target,unlabeled,,0.6615030728959721,0.6615030728959721,0.344,4.88,0,0.0,0.0,-20.06469374214434,0.9340169372067488,-1.539420763447389,,-1.821489078276037,0.4195986447745634,0.1179317371370351,0.0518324607329842,0.3677661840415792,0.0,0.0,1.0,1.0,17.0,15.0,2.0,21.0,26.0,1
RIMS4,0.7447390819564084,0.9115988103784228,1725,non-target,unlabeled,,,,0.541,3.85,0,0.0,0.0,,,,1.5178498348731906,,,,,,,,,,,,,,,0
RFPL4A,0.7446021189544406,0.9115475335862988,1726,non-target,unlabeled,,,,1.1,5.58,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
SSBP2,0.744514255640433,0.911496256794175,1727,non-target,unlabeled,,,,0.413,2.96,0,0.135184,0.0,35.34648381402949,-0.5570275188070875,4.135502204159811,-0.1283651396202259,-3.0229952026300286,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AGO3,0.7445053754716503,0.9114449800020512,1728,non-target,unlabeled,,,,0.23,7.16,0,0.0,0.0,-24.579047395413667,1.0230795543284137,-0.9319685947614342,,3.7894669952769298,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RPS14,0.7444880917668343,0.9113937032099272,1729,in-trial,trial_heldout,Phase 2,,,0.309,4.06,0,0.0,0.0,,,,,,,,,,,,,,,,,,,0
TLN1,0.7444147745245382,0.9113424264178032,1730,non-target,unlabeled,,0.5726384893498521,0.5726384893498521,0.239,6.1,0,0.0,0.0,-10.733312152821949,0.0690801577087789,-0.3019766062970569,0.5664588990572061,0.0165669034424811,0.6132395100338807,0.3115129903209373,0.343979057591623,0.3017265197129433,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1
MED23,0.7443918827541021,0.9112911496256794,1731,non-target,unlabeled,,0.6836551937854463,0.6836551937854463,0.753,6.25,0,0.0,0.0,-12.477294434750954,-0.583935264687693,3.2267547291620806,-1.9481731814077208,-0.130930582817408,0.0067761271826948,0.097809475292919,0.0070680628272251,0.0910333481102242,0.0,0.0,0.0,1.0,2.0,1.0,1.0,7.0,4.0,1
TUBB8,0.7440799269080162,0.9112398728335556,1732,approved,P,Approved,,,1.04,5.69,0,0.048628,0.0,,,,,,,,,,,,,,,,,,,0
F5,0.744065223167641,0.9111885960414317,1733,non-target,unlabeled,,,,0.735,2.24,0,0.74077,0.0,40.70235950831488,2.1582603107989797,1.9979791050424085,7.547381416163158,3.739389444369784,0.0607245243679958,0.2847682119205298,0.243979057591623,0.224043687552534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PALB2,0.7440390949927006,0.9111373192493076,1734,non-target,unlabeled,,,,0.918,0.0672,1,0.0,0.570319,,-0.5669329898955588,-1.000271633788514,,-0.2154342241489805,,,,,,,,,,,,,,0
RIPK2,0.743880231048643,0.9110860424571838,1735,non-target,unlabeled,,,,0.818,2.16,0,0.557663,0.0,49.565094116153595,8.508623638836257,-8.499997791632792,9.853962740073216,4.004480592785354,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
STX11,0.7438664088394437,0.91103476566506,1736,non-target,unlabeled,,,,1.52,-0.679,1,0.0,0.0,21.848920362137637,1.365757141399396,0.6143662907405545,2.129219762398814,0.2549189680465052,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PDGFRB,0.7438373899459839,0.910983488872936,1737,approved,P,Approved,,,0.452,3.63,0,0.0,0.0,,0.3863826026754545,2.437471821096932,2.399337709292685,1.0101221031166894,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1
POU2F2,0.7437388886298452,0.9109322120808122,1738,non-target,unlabeled,,,,0.345,3.11,0,0.0,0.0,19.97367499729562,1.6872191610625555,-5.0152394836867655,-5.772327201647654,2.908873111150713,0.2835548605681522,0.6059602649006622,0.975130890052356,0.6915760294842037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
XRCC2,0.7436627709320959,0.9108809352886884,1739,non-target,unlabeled,,0.3314514634723625,0.3314514634723625,1.24,0.114,1,0.424856,0.0,2.779476007653656,-0.2825087208375872,0.5115430010832486,-1.8806153441243811,-2.2087313949559033,0.2754756320041699,0.6974019358125318,0.412303664921466,0.4219263038083619,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,1
FBXO11,0.7436379286540946,0.9108296584965644,1740,non-target,unlabeled,,0.7026806447540382,0.7026806447540382,0.177,4.97,0,0.572749,0.0,-20.624329160761743,-0.662894420693905,-0.6071260273281051,,-1.3680419812840867,0.0461297888975762,0.0173204279164544,0.0036649214659685,0.0424648674316077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PTPN22,0.7436329115768374,0.9107783817044406,1741,non-target,unlabeled,,,,0.985,1.0,0,0.918162,0.189978,62.98171448273602,0.0046377903355062,-3.435476013853457,0.613370641964821,-0.3738169478937369,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
