model,fpr,tpr
full,0.21985353946297803,0.4264099037138927
full,0.21985353946297803,0.42778541953232463
full,0.22110116625983184,0.42778541953232463
full,0.22110116625983184,0.42916093535075656
full,0.22256577163005153,0.42916093535075656
full,0.22256577163005153,0.4305364511691884
full,0.22327095199349065,0.4305364511691884
full,0.22327095199349065,0.43191196698762035
full,0.22500678058041768,0.43191196698762035
full,0.22500678058041768,0.4332874828060523
full,0.22544073772714945,0.4332874828060523
full,0.22544073772714945,0.4346629986244842
full,0.22744778953078384,0.4346629986244842
full,0.22744778953078384,0.4360385144429161
full,0.22978030919446704,0.4360385144429161
full,0.22978030919446704,0.437414030261348
full,0.23195009492812585,0.437414030261348
full,0.23195009492812585,0.4401650618982118
full,0.23249254136154054,0.4401650618982118
full,0.23249254136154054,0.44154057771664373
full,0.23395714673176024,0.44154057771664373
full,0.23395714673176024,0.44291609353507566
full,0.2340113913751017,0.44291609353507566
full,0.2340113913751017,0.44566712517193946
full,0.23406563601844319,0.44566712517193946
full,0.23406563601844319,0.4470426409903714
full,0.23428261459180905,0.4470426409903714
full,0.23428261459180905,0.4484181568088033
full,0.23753729319229727,0.4484181568088033
full,0.23753729319229727,0.4497936726272352
full,0.23791700569568755,0.4497936726272352
full,0.23791700569568755,0.4511691884456671
full,0.23986981285598047,0.4511691884456671
full,0.23986981285598047,0.45254470426409904
full,0.24003254678600489,0.45254470426409904
full,0.24003254678600489,0.45392022008253097
full,0.24090046107946841,0.45392022008253097
full,0.24090046107946841,0.45529573590096284
full,0.24111743965283428,0.45529573590096284
full,0.24111743965283428,0.45667125171939477
full,0.2419853539462978,0.45667125171939477
full,0.2419853539462978,0.4580467675378267
full,0.24589096826688364,0.4580467675378267
full,0.24589096826688364,0.4607977991746905
full,0.2488744236506645,0.4607977991746905
full,0.2488744236506645,0.4621733149931224
full,0.251586655817738,0.4621733149931224
full,0.251586655817738,0.46354883081155435
full,0.2532139951179821,0.46354883081155435
full,0.2532139951179821,0.4649243466299862
full,0.25435313262815296,0.4649243466299862
full,0.25435313262815296,0.46629986244841815
full,0.2606455112557635,0.46629986244841815
full,0.2606455112557635,0.4676753782668501
full,0.26086248982912935,0.4676753782668501
full,0.26086248982912935,0.469050894085282
full,0.26162191483590996,0.469050894085282
full,0.26162191483590996,0.47042640990371387
full,0.26205587198264174,0.47042640990371387
full,0.26205587198264174,0.4731774415405777
full,0.2627610523460808,0.4731774415405777
full,0.2627610523460808,0.47455295735900965
full,0.263357743422837,0.47455295735900965
full,0.263357743422837,0.4759284731774415
full,0.2651478166531055,0.4759284731774415
full,0.2651478166531055,0.47730398899587345
full,0.2659614863032276,0.47730398899587345
full,0.2659614863032276,0.4786795048143054
full,0.2662327095199349,0.4786795048143054
full,0.2662327095199349,0.48005502063273725
full,0.2672091131000814,0.48005502063273725
full,0.2672091131000814,0.4814305364511692
full,0.2689449416870084,0.4814305364511692
full,0.2689449416870084,0.4828060522696011
full,0.2716571738540819,0.4828060522696011
full,0.2716571738540819,0.4855570839064649
full,0.27268782207756986,0.4855570839064649
full,0.27268782207756986,0.48693259972489683
full,0.2734472470843504,0.48693259972489683
full,0.2734472470843504,0.48830811554332876
full,0.27355573637103336,0.48830811554332876
full,0.27355573637103336,0.4896836313617607
full,0.2778410631950095,0.4896836313617607
full,0.2778410631950095,0.4924346629986245
full,0.2814212096555465,0.4924346629986245
full,0.2814212096555465,0.4938101788170564
full,0.2865202061296447,0.4938101788170564
full,0.2865202061296447,0.4951856946354883
full,0.28700840791971793,0.4951856946354883
full,0.28700840791971793,0.4965612104539202
full,0.2889612150800108,0.4965612104539202
full,0.2889612150800108,0.49793672627235214
full,0.2914564686737185,0.49793672627235214
full,0.2914564686737185,0.49931224209078406
full,0.2934092758340114,0.49931224209078406
full,0.2934092758340114,0.5006877579092159
full,0.2944941687008408,0.5006877579092159
full,0.2944941687008408,0.5020632737276479
full,0.2948196365608896,0.5020632737276479
full,0.2948196365608896,0.5034387895460798
full,0.294982370490914,0.5034387895460798
full,0.294982370490914,0.5048143053645117
full,0.29509085977759697,0.5048143053645117
full,0.29509085977759697,0.5061898211829436
full,0.2952535937076214,0.5061898211829436
full,0.2952535937076214,0.5075653370013755
full,0.29552481692432875,0.5075653370013755
full,0.29552481692432875,0.5089408528198074
full,0.2958502847843775,0.5089408528198074
