gene,group,gwas_score
CDA,approved,0.035396
CDC123,other,0.033636
CDC14C,other,0.43316
CDC23,other,0.039025
CDC37,other,0.191111
CDC37L1,other,0.030454
CDC42EP3,other,0.455364
CDC42SE2,other,0.555869
CDC7,other,0.312104
CDC73,other,0.314239
CDCA2,other,0.158844
CDCA7,other,0.705072
CDCA7L,other,0.696175
CDH10,other,0.599524
CDH11,other,0.454234
CDH12,other,0.507777
CDH13,other,0.675492
CDH16,other,0.090105
CDH17,other,0.181937
CDH19,other,0.345673
CDH20,other,0.570958
CDH23,other,0.479327
CDH26,other,0.316555
CDH3,other,0.422157
CDH4,other,0.584801
CDH5,other,0.440224
CDH7,other,0.484713
CDH8,other,0.481771
CDH9,other,0.539276
CDHR1,other,0.238455
CDHR3,other,0.032331
CDHR5,other,0.354546
CDIN1,other,0.353282
CDIP1,other,0.038255
CDK1,in_trials,0.437503
CDK12,in_trials,0.050972
CDK13,in_trials,0.131394
CDK18,in_trials,0.459421
CDK2,in_trials,0.090967
CDK2AP1,other,0.282883
CDK3,in_trials,0.099641
CDK4,in_trials,0.032412
CDK5RAP2,other,0.607495
CDK5RAP3,other,0.250462
CDK6,in_trials,0.715664
CDKAL1,other,0.815061
CDKL2,other,0.045331
CDKN1A,other,0.411855
CDKN1B,other,0.54816
CDKN1C,other,0.065212
CDKN2A,other,0.845088
CDKN2B,other,0.756964
CDKN2C,other,0.056725
CDKN3,other,0.589059
CDNF,other,0.052116
CDRT4,other,0.178254
CDS2,other,0.094166
CDYL,other,0.380206
CDYL2,other,0.721876
CEACAM16,other,0.344505
CEACAM19,other,0.106258
CEBPA,other,0.158479
CEBPB,other,0.049801
CEBPD,other,0.118174
CEBPE,other,0.425387
CEBPG,other,0.400962
CELA3A,other,0.079407
CELA3B,other,0.41672
CELF2,other,0.770464
CELF3,other,0.036293
CELF5,other,0.041761
CELSR1,other,0.548103
CELSR3,other,0.031208
CEMIP,other,0.036803
CEMIP2,other,0.501458
CENPC,other,0.228335
CENPE,other,0.04313
CPAP,other,0.271924
CENPN,other,0.033283
CENPO,other,0.517366
CENPS,other,0.039674
CENPW,other,0.677914
CEP104,other,0.064745
CEP120,other,0.6544
CEP128,other,0.667818
CEP162,other,0.40715
CEP170,other,0.098085
CEP19,other,0.126834
CEP192,other,0.067237
CEP20,other,0.498553
CEP295NL,other,0.043374
CEP43,other,0.748202
CEP44,other,0.369794
CEP57,other,0.582474
CEP57L1,other,0.140965
CEP72,other,0.353978
CEP76,other,0.230906
CEP78,other,0.079464
CEP83,other,0.527124
CEP89,other,0.315418
CEP97,other,0.074689
CEPT1,other,0.379564
CER1,other,0.042998
CERK,other,0.090754
CERKL,other,0.470844
CERS2,other,0.032138
CERS4,other,0.491085
CES1,other,0.143644
CES3,other,0.188171
CES4A,other,0.039225
CES5A,other,0.057502
CETP,other,0.453434
CFAP126,other,0.081172
CFAP161,other,0.041749
CFAP20DC,other,0.586132
CFAP221,other,0.331677
CFAP251,other,0.393114
CFAP299,other,0.605274
CFAP300,other,0.052588
CFAP36,other,0.150418
CFAP43,other,0.031044
CFAP45,other,0.326075
CFAP52,other,0.112821
CFAP54,other,0.03926
CFAP69,other,0.060748
CFAP73,other,0.06057
CFAP77,other,0.400673
CFD,other,0.140304
CFDP1,other,0.526113
CFH,other,0.695938
CFHR2,other,0.035509
CFHR3,other,0.060586
CFHR4,other,0.05632
CFHR5,other,0.410194
CFL1,other,0.073731
CFL2,other,0.054452
CFLAR,other,0.14092
CFTR,other,0.490739
CGAS,other,0.048599
CGRRF1,other,0.049061
CH25H,other,0.414835
CHAF1B,other,0.233871
CHAT,other,0.058973
CHCHD2,other,0.100256
CHCHD3,other,0.451274
CHCHD6,other,0.46964
CHD1,other,0.05259
CHD1L,other,0.031076
CHD6,other,0.410159
CHD7,other,0.330071
CHD9,other,0.338981
CHEK2,in_trials,0.646611
CHKB,other,0.074182
CHMP2B,other,0.160901
CHMP3,other,0.384284
CHMP4B,other,0.491393
CHN1,other,0.403029
CHN2,other,0.518142
CHODL,other,0.087118
CHORDC1,other,0.345673
CHP1,other,0.049263
CHPF2,other,0.110071
CHPT1,other,0.126695
CHRAC1,other,0.047461
CHRM2,approved,0.575388
CHRM3,approved,0.597001
CHRM4,other,0.032485
CHRM5,other,0.480049
CHRNA9,other,0.800236
CHRNB2,other,0.108534
CHST1,other,0.528823
CHST10,other,0.142605
CHST11,other,0.439931
CHST12,other,0.057927
CHST15,other,0.04153
CHST2,other,0.086537
CHST9,other,0.396262
CHSY1,other,0.127297
CHSY3,other,0.598949
CHTOP,other,0.186871
CHUK,other,0.250262
CIAPIN1,other,0.045829
CIART,other,0.559989
CIB4,other,0.393532
CIBAR1,other,0.037345
CIITA,other,0.820076
CILP2,other,0.368705
CINP,other,0.083
CIP2A,other,0.207287
CISD1,other,0.484708
CISD2,other,0.288754
CIT,other,0.291407
CLASP1,other,0.371736
CLCA1,other,0.034258
CLCA2,other,0.065961
CLCN3,other,0.173797
CLCN6,other,0.143949
CLCNKA,other,0.035396
CLDN11,other,0.031896
CLDN14,other,0.281594
CLDN16,other,0.045971
CLDN19,other,0.15178
CLDN23,other,0.09625
CLDN34,other,0.058545
CLEC14A,other,0.070621
CLEC16A,other,0.633109
CLEC18B,other,0.036132
CLEC1A,other,0.302438
CLEC2B,other,0.066905
CLEC2D,other,0.647132
CLEC2L,other,0.044397
CLEC4F,other,0.067368
CLEC7A,other,0.064683
CLEC9A,other,0.037124
CLIC2,other,0.036204
CLIC5,other,0.424051
CLIC6,other,0.115723
CLINT1,other,0.422164
CLIP2,other,0.079607
CLIP4,other,0.130789
CLK1,other,0.06744
CLK2,other,0.072144
CLK4,other,0.034704
CLN3,other,0.512406
CLN5,other,0.073099
CLN8,other,0.235366
CLNK,other,0.830913
CLOCK,other,0.345829
CLPB,other,0.123715
CLPS,other,0.257962
CLPSL1,other,0.412311
CLPSL2,other,0.622517
CLPTM1L,other,0.360713
CLPX,other,0.307068
CLRN3,other,0.191125
CLSTN2,other,0.118231
CLTCL1,other,0.231765
IFT38,other,0.207139
CLVS1,other,0.654911
CLVS2,other,0.083545
CLYBL,other,0.494914
CMC1,other,0.669382
CMC2,other,0.043856
CMPK2,other,0.079249
CMSS1,other,0.115227
CMTM8,other,0.46964
CMTR1,other,0.046851
CNBD1,other,0.382412
CNBP,other,0.04049
CNDP1,other,0.337984
CNEP1R1,other,0.051063
CNGA3,other,0.165033
CNGB1,other,0.350332
CNGB3,other,0.046673
CNIH1,other,0.06627
CNIH3,other,0.484188
CNNM3,other,0.321657
CNOT4,other,0.434816
CNPY2,other,0.226735
CNR1,in_trials,0.501909
CNRIP1,other,0.045841
CNTLN,other,0.044429
CNTN1,other,0.280073
CNTN3,other,0.046282
CNTN4,other,0.617709
CNTN5,other,0.617069
CNTN6,other,0.595395
CNTNAP1,other,0.062559
CNTNAP2,other,0.705105
CNTNAP4,other,0.489787
CNTNAP5,other,0.537826
CNTROB,other,0.107847
COA5,other,0.049039
COASY,other,0.148405
COBL,other,0.350254
COBLL1,other,0.22167
COG3,other,0.041105
COG6,other,0.725536
COIL,other,0.034612
COL13A1,other,0.509082
COL15A1,other,0.543338
COL19A1,other,0.446122
COL21A1,other,0.352379
COL22A1,other,0.642579
COL23A1,other,0.505596
COL25A1,other,0.471893
COL27A1,other,0.427971
COL28A1,other,0.43855
COL2A1,other,0.107962
COL4A1,other,0.51118
COL4A2,other,0.557953
COL4A3,other,0.315592
COL4A4,other,0.042835
COL6A1,other,0.078585
COL8A1,other,0.355105
POU2AF3,other,0.131691
COLEC10,other,0.064099
COLEC12,other,0.395866
COLQ,other,0.297149
COMMD1,other,0.528834
COMMD6,other,0.08135
COMMD7,other,0.171596
COMMD9,other,0.168824
COP1,other,0.351552
COPG1,other,0.079583
COPG2,other,0.28159
COPRS,other,0.239066
COPS5,other,0.083118
COPS8,other,0.590483
COQ10A,other,0.112144
COQ2,other,0.082831
COQ3,other,0.030399
COQ8B,other,0.173213
COQ9,other,0.070596
CORO1A,other,0.049852
CORO2A,other,0.122127
CORO2B,other,0.482267
COX10,other,0.409475
COX11,other,0.157646
COX18,other,0.511975
COX19,other,0.425704
COX5B,other,0.141654
COX7A2L,other,0.184185
COX7B2,other,0.639524
CPA2,other,0.35668
CPA4,other,0.263542
CPA5,other,0.083308
CPA6,other,0.422971
CPD,other,0.229857
CPE,other,0.457467
CPEB2,other,0.394238
CPEB3,other,0.346713
CPEB4,other,0.588826
CPED1,other,0.030518
CPLX3,other,0.032123
CPLX4,other,0.068764
CPM,other,0.426635
CPNE2,other,0.455629
CPNE3,other,0.57988
CPNE5,other,0.480655
CPNE7,other,0.33392
CPNE8,other,0.041693
CPO,other,0.135102
CPPED1,other,0.119314
CPQ,other,0.081188
CPS1,other,0.263835
CPSF2,other,0.059057
CPSF6,other,0.114592
CPT1B,other,0.36862
CPT1C,other,0.198735
CPVL,other,0.657635
CPXCR1,other,0.389214
CPXM2,other,0.52431
CPZ,other,0.243612
CRABP2,other,0.094295
CRACDL,other,0.061812
CRACR2A,other,0.367304
CRAMP1,other,0.033412
CRAT,other,0.264649
CRB1,other,0.60432
CRB2,other,0.527864
CRBN,approved,0.478056
CRCT1,other,0.224267
CREB1,other,0.338563
CREB3L1,other,0.050836
CREB3L3,other,0.065304
CREB5,other,0.796633
CREBBP,in_trials,0.091081
CREG1,other,0.473174
CREG2,other,0.056882
CRELD2,other,0.036999
CREM,other,0.606991
CRH,other,0.04272
CRHR1,other,0.074755
CRHR2,other,0.441126
CRIM1,other,0.483058
CRIP1,other,0.076107
CRIP2,other,0.075716
CRIPT,other,0.031443
CRISPLD1,other,0.054819
CRISPLD2,other,0.503994
CRLF2,other,0.379738
CRMP1,other,0.401406
CRNN,other,0.250572
CROCC,other,0.052055
CROT,other,0.033283
CRPPA,other,0.543412
CRTAP,other,0.070454
CRTC3,other,0.678699
CRX,other,0.26387
CRY1,other,0.355347
CRY2,other,0.406317
CRYBA4,other,0.278248
CRYBB1,other,0.372103
CRYBG1,other,0.514724
CRYBG3,other,0.0542
CRYZL1,other,0.035345
CS,other,0.376613
CSAD,other,0.168388
CSDC2,other,0.139532
CSE1L,other,0.301305
CSF2,in_trials,0.6525
CSF2RA,approved,0.093013
CSF2RB,approved,0.713719
CSF3,other,0.590122
CSF3R,approved,0.748006
CSGALNACT1,other,0.536102
CSK,other,0.431987
CSMD1,other,0.735489
CSMD3,other,0.66088
CSNK1A1L,other,0.04205
CSNK1G3,other,0.249857
CSNK2A1,in_trials,0.078392
CSNK2A2,other,0.317448
CSNK2A3,other,0.210516
CSPG5,other,0.051106
CSPP1,other,0.428584
CSRNP3,other,0.244423
CSRP3,other,0.067438
CST5,other,0.050141
CSTA,other,0.075104
CSTF2T,other,0.096445
CTAG2,other,0.0355
CTAGE9,other,0.045958
CTCF,other,0.101711
CTDP1,other,0.305611
CTDSPL,other,0.276438
CTF1,other,0.146408
CTH,other,0.53531
CTIF,other,0.423194
CTLA4,in_trials,0.971186
CTNNA1,other,0.355718
CTNNA2,other,0.615446
CTNNA3,other,0.507777
CTNNB1,in_trials,0.084192
CTNND2,other,0.385956
CTPS2,other,0.041547
CTRB1,other,0.85464
CTRB2,other,0.876391
CTSA,other,0.049038
CTSB,other,0.466568
CTSF,other,0.550426
CTSH,other,0.887389
CTSO,other,0.42454
CTSS,in_trials,0.425937
CTSW,other,0.243834
CTTN,other,0.600723
CTTNBP2,other,0.041604
CTTNBP2NL,other,0.050104
CTU2,other,0.397988
CTXN2,other,0.069859
CTXN3,other,0.030499
CUL1,other,0.667618
CUL2,other,0.704953
CUL4B,other,0.04791
CUTA,other,0.377458
CUX2,other,0.679479
CWC22,other,0.484188
CWF19L1,other,0.325375
CWF19L2,other,0.04324
CX3CL1,in_trials,0.075471
CX3CR1,other,0.438512
CXADR,other,0.352431
CXCL13,other,0.712126
CXCL2,other,0.19154
CXCR1,in_trials,0.379868
CXCR2,in_trials,0.871767
CXCR4,approved,0.550107
CXCR5,other,0.267196
CXCR6,other,0.120262
CXXC4,other,0.047259
CYB5R4,other,0.041209
CYBRD1,other,0.033981
CYCS,other,0.045077
CYFIP1,other,0.398173
CYLC2,other,0.419246
CYLD,other,0.654376
CYP17A1,other,0.068022
CYP19A1,other,0.144033
CYP1A1,other,0.047478
CYP20A1,other,0.08028
CYP24A1,other,0.895
CYP26B1,other,0.315441
CYP27B1,other,0.128022
CYP27C1,other,0.185022
CYP2B6,other,0.578538
CYP2J2,other,0.560088
CYP2W1,other,0.50543
CYP4F2,other,0.057357
CYP4F3,other,0.0503
CYP4F8,other,0.214907
CYP7A1,other,0.043336
CYP7B1,other,0.517258
CYRIA,other,0.076841
CYRIB,other,0.519662
CYSTM1,other,0.051245
CYTH3,other,0.381169
CYTIP,other,0.03497
CYTL1,other,0.518516
D2HGDH,other,0.849867
DAAM1,other,0.604496
DAB1,other,0.60489
DAB2,other,0.13658
DACT1,other,0.164892
DACT2,other,0.546097
DAD1,other,0.049297
DAG1,other,0.444362
DAGLB,other,0.675878
DALRD3,other,0.048207
DAOA,other,0.50219
DAP,other,0.718945
DAP3,other,0.455629
DAPK1,other,0.507936
DARS1,other,0.175199
DAW1,other,0.680228
DAZL,other,0.049472
DBNDD1,other,0.149248
DBP,other,0.060581
DBX2,other,0.040614
DCAF1,other,0.062607
DCAF13,other,0.40051
DCAF17,other,0.12124
DCAF4,other,0.07816
DCAF4L1,other,0.463916
DCAF4L2,other,0.035535
DCAF5,other,0.053601
DCANP1,other,0.10026
DCBLD1,other,0.495151
DCC,other,0.491458
DCDC1,other,0.478313
DCDC2,other,0.506658
DCDC2B,other,0.261197
DCDC2C,other,0.35275
DCHS2,other,0.53861
DCLK1,other,0.436968
DCLK2,other,0.030836
DCLK3,other,0.08455
DCLRE1B,other,0.722549
DCN,other,0.432091
DCP1B,other,0.067062
DCPS,other,0.047507
DCST2,other,0.037743
DCSTAMP,other,0.053309
DCT,other,0.033283
DCTD,other,0.32502
DCTN6,other,0.075228
DCUN1D3,other,0.042142
DDAH1,other,0.040954
DDC,in_trials,0.566421
DDHD1,other,0.166563
DDI1,other,0.099412
DDIAS,other,0.045274
DDO,other,0.094697
DDR2,in_trials,0.343442
DDX17,other,0.035456
DDX52,other,0.038599
DDX54,other,0.043115
RIGI,other,0.842653
DDX59,other,0.470282
DDX6,other,0.473861
DDX60L,other,0.133711
DECR1,other,0.053155
DEF6,other,0.455871
DEF8,other,0.436652
DEFA3,other,0.180431
DEFA4,other,0.044195
DEFA6,other,0.054945
DEFB135,other,0.433657
DEFB136,other,0.322056
DELE1,other,0.043856
DENND1A,other,0.353088
DENND1B,other,0.83889
DENND2B,other,0.423294
DENND3,other,0.435326
DENND4A,other,0.040067
DENND4B,other,0.0361
DENND4C,other,0.048844
DEPP1,other,0.062055
DET1,other,0.41819
DEXI,other,0.30132
DFFA,other,0.098981
DFFB,other,0.061668
DGAT2L6,other,0.033397
DGKA,other,0.108273
DGKB,other,0.568648
DGKD,other,0.38981
DGKE,other,0.044785
DGKH,other,0.397477
DGKI,other,0.043406
DGKQ,other,0.753159
DGKZ,other,0.20443
DHCR7,other,0.535884
DHFR,approved,0.42102
DHFR2,other,0.307338
DHRS3,other,0.075563
DHRS4,other,0.195292
DHX15,other,0.285291
DHX30,other,0.037413
DHX35,other,0.328082
DHX36,other,0.090922
DHX38,other,0.056093
DHX40,other,0.109148
DHX58,other,0.192005
DIAPH3,other,0.393614
DIMT1,other,0.058423
DIO1,in_trials,0.428124
DIO3,other,0.467565
DIP2C,other,0.471893
DIPK1A,other,0.501558
DIPK1C,other,0.491393
DIRAS2,other,0.444231
DIRAS3,other,0.178999
DISP3,other,0.417756
DIXDC1,other,0.037071
DKK1,in_trials,0.035762
DKK2,other,0.423391
DKK3,other,0.100447
DKK4,other,0.075901
DKKL1,other,0.511774
DLAT,other,0.047084
DLC1,other,0.449503
DLD,other,0.845424
DLEU7,other,0.581392
DLG1,other,0.46195
DLG2,other,0.552912
DLG3,other,0.070724
DLG5,other,0.040945
DLGAP1,other,0.579146
DLGAP2,other,0.557928
DLK1,other,0.062791
DLL1,other,0.272831
DLX4,other,0.395597
DMAC1,other,0.424863
DMAP1,other,0.035335
DMBT1,other,0.039447
DMPK,other,0.425754
DMRT1,other,0.62739
DMRT2,other,0.482618
DMRT3,other,0.063365
DMRTA1,other,0.5812
DMRTA2,other,0.203206
DMTF1,other,0.066506
DMXL1,other,0.038222
DNAAF10,other,0.105355
DNAAF11,other,0.167344
DNAAF2,other,0.076158
DNAAF5,other,0.080243
DNAH10,other,0.036295
DNAH11,other,0.440915
DNAH17,other,0.47289
DNAH3,other,0.284328
DNAH7,other,0.041101
DNAH8,other,0.555954
DNAH9,other,0.495341
DNAI4,other,0.577379
DNAI7,other,0.430107
DNAJB4,other,0.147958
DNAJB6,other,0.158952
DNAJB8,other,0.052851
DNAJB9,other,0.190163
DNAJC1,other,0.473257
DNAJC11,other,0.050058
DNAJC12,other,0.512104
DNAJC13,other,0.03998
DNAJC14,other,0.152748
DNAJC24,other,0.458833
DNAJC25,other,0.309069
DNAJC27,other,0.096255
DNAJC28,other,0.282999
DNAJC5,other,0.206052
DNAJC5B,other,0.039651
DNAJC6,other,0.049585
DNASE1,other,0.487927
DNASE1L3,other,0.850725
DNHD1,other,0.154829
DNLZ,other,0.528852
DNM1L,other,0.046282
DNM3,other,0.448546
DNMBP,other,0.414999
DNMT1,approved,0.260606
DNMT3A,approved,0.829925
DNMT3B,other,0.658021
DNMT3L,other,0.276955
DOC2B,other,0.479492
DOCK1,other,0.087869
DOCK2,other,0.606271
DOCK3,other,0.155586
DOCK4,other,0.409606
DOCK5,other,0.42698
DOCK7,other,0.392645
DOCK8,other,0.283083
DOCK9,other,0.398162
DOK2,other,0.843293
DOK4,other,0.057273
DOK6,other,0.609753
DONSON,other,0.059035
DOP1A,other,0.210663
DOP1B,other,0.054952
DOT1L,other,0.271424
DPCD,other,0.416122
DPEP1,other,0.473995
DPF3,other,0.219557
DPH5,other,0.069792
DPH7,other,0.071628
DPM1,other,0.053638
DPP10,other,0.406221
DPP3,other,0.038144
DPP4,in_trials,0.473641
DPP6,other,0.584213
DPP8,other,0.401044
DPRX,other,0.12331
DPT,other,0.350472
DPY19L3,other,0.124504
DPYS,other,0.61387
DPYSL2,other,0.198537
DPYSL3,other,0.204941
DPYSL5,other,0.152853
DR1,other,0.306842
DRAM1,other,0.443556
DRAM2,other,0.12459
DRAP1,other,0.034446
DRD1,other,0.258667
DRD2,approved,0.298138
DRD3,in_trials,0.416122
DRD4,in_trials,0.166195
DRGX,other,0.251287
DSC1,other,0.582946
DSC2,other,0.052606
DSC3,other,0.092919
DSCAM,other,0.50355
DSCAML1,other,0.448382
DSE,other,0.370904
DSEL,other,0.041749
DSG1,other,0.042802
DSG2,other,0.070385
DSG3,other,0.519399
DSG4,other,0.078581
DST,other,0.098969
DSTN,other,0.07795
DTD1,other,0.388612
DTHD1,other,0.511916
DTNA,other,0.363095
DTNB,other,0.620755
DTNBP1,other,0.072088
DTWD1,other,0.035763
DTWD2,other,0.485797
DTX3,other,0.048685
DTX4,other,0.344287
DTYMK,other,0.035301
DUSP1,other,0.455976
DUSP10,other,0.560052
DUSP12,other,0.075081
DUSP16,other,0.449027
DUSP22,other,0.694297
DUSP23,other,0.429555
DUSP29,other,0.0413
DUSP5,other,0.653357
DUT,other,0.057167
DYDC1,other,0.07536
DYDC2,other,0.059483
DYM,other,0.07226
DYNC1I1,other,0.057472
DYNLRB2,other,0.611804
DYNLT2,other,0.054708
DYNLT5,other,0.087844
DYSF,other,0.572651
DYTN,other,0.347781
DZIP3,other,0.109055
E2F3,other,0.075091
E2F7,other,0.058011
E2F8,other,0.35076
EAF2,other,0.181749
EAPP,other,0.229501
EBF1,other,0.729206
EBF2,other,0.09484
EBF3,other,0.159178
EBI3,other,0.271496
EBLN1,other,0.449161
ECHDC1,other,0.059744
ECM1,other,0.141731
EDA,other,0.316002
EDARADD,other,0.56777
EDEM1,other,0.393696
EDEM2,other,0.085276
EDEM3,other,0.490615
EDIL3,other,0.364955
EDN1,other,0.243122
EDN3,other,0.553208
EDNRB,approved,0.55522
EEA1,other,0.384766
EED,other,0.376012
EEF1A1,other,0.077492
EEF1AKMT2,other,0.197025
EEF1AKMT3,other,0.173025
EEF1B2,other,0.03313
EEF2K,other,0.232941
EEF2KMT,other,0.490922
EEFSEC,other,0.372582
EFCAB12,other,0.037798
EFCAB13,other,0.064482
EFEMP1,other,0.539537
EFEMP2,other,0.061042
EFHB,other,0.536207
EFHC1,other,0.059912
EFNA1,other,0.205347
EFNA3,other,0.175086
EFNA4,other,0.107222
EFNA5,other,0.48983
EFR3A,other,0.396262
EFR3B,other,0.490253
EGFR,in_trials,0.071086
EGLN3,other,0.086537
EGR2,other,0.654807
EHD3,other,0.42454
EHF,other,0.610474
EHHADH,other,0.128268
EHMT1,other,0.569109
EID1,other,0.05502
EID3,other,0.030482
EIF1AD,other,0.077654
EIF1B,other,0.181011
EIF2A,other,0.301684
EIF2AK2,other,0.07955
EIF2AK3,other,0.055299
EIF2AK4,other,0.053573
EIF2B4,other,0.134358
EIF2S2,other,0.031558
EIF3B,other,0.03276
EIF3C,other,0.052544
EIF3H,other,0.303258
EIF4E3,other,0.073346
EIF4G3,other,0.392704
EIF4H,other,0.269012
EIF5A2,other,0.129996
EIF5B,other,0.033756
EIPR1,other,0.088123
ELAC1,other,0.111212
ELANE,in_trials,0.076176
ELAPOR2,other,0.578147
ELAVL2,other,0.724458
ELAVL4,other,0.038779
ELF1,other,0.700485
ELF2,other,0.035748
ELF3,other,0.440136
ELFN1,other,0.051112
ELK3,other,0.640435
ELL,other,0.257344
ELL2,other,0.656382
ELMO1,other,0.821408
ELOA,other,0.419661
ELOVL2,other,0.41354
ELOVL3,other,0.380011
ELOVL4,other,0.099151
ELP3,other,0.510567
ELP6,other,0.607874
EMB,other,0.413354
EMC3,other,0.180163
EMC8,other,0.03101
EMG1,other,0.07054
EMILIN3,other,0.127031
EML5,other,0.371164
EML6,other,0.354512
EMP1,other,0.063653
EMSY,other,0.620438
EMX2,other,0.313312
EN1,other,0.324502
ENDOD1,other,0.17811
ENDOG,other,0.031131
ENDOU,other,0.034808
ENGASE,other,0.094369
ENKUR,other,0.199251
ENO1,other,0.030481
ENO4,other,0.585052
ENOPH1,other,0.084192
ENOSF1,other,0.438588
ENOX1,other,0.232136
ENPEP,in_trials,0.044068
ENPP2,in_trials,0.482267
ENPP3,other,0.290803
ENPP4,other,0.0327
ENPP6,other,0.535322
ENPP7,other,0.042144
ENSA,other,0.053769
ENTHD1,other,0.137989
ENTPD3,other,0.036453
ENTR1,other,0.130052
EOGT,other,0.030735
EOMES,other,0.876552
EPAS1,other,0.517273
EPB41,other,0.054975
EPB41L2,other,0.327941
EPB41L4A,other,0.037552
EPCAM,in_trials,0.317848
EPG5,other,0.418889
EPHA10,in_trials,0.030528
EPHA3,in_trials,0.376533
EPHA4,in_trials,0.652186
EPHA5,in_trials,0.382412
EPHA6,in_trials,0.508165
EPHA7,in_trials,0.559796
EPHB1,in_trials,0.696219
EPHB3,in_trials,0.065258
EPHB4,in_trials,0.049127
EPHX1,other,0.417346
EPHX4,other,0.04294
EPO,other,0.238589
EPPK1,other,0.135318
EPRS1,other,0.073398
EPS15L1,other,0.468126
EPS8L2,other,0.090653
EPS8L3,other,0.555969
EPSTI1,other,0.077407
EQTN,other,0.314201
ERAP1,in_trials,0.880135
ERAP2,in_trials,0.683859
ERBB2,in_trials,0.221226
ERBB3,in_trials,0.714148
ERBB4,in_trials,0.507579
ERBIN,other,0.439014
ERC1,other,0.038749
ERCC3,other,0.037031
ERCC5,other,0.41354
ERFE,other,0.034865
ERG,other,0.776459
ERGIC1,other,0.712405
ERGIC2,other,0.033319
ERGIC3,other,0.057357
ERI3,other,0.296959
ERICH1,other,0.539068
ERICH2,other,0.038587
ERICH6B,other,0.045753
ERLIN1,other,0.1967
ERMARD,other,0.032424
ERMN,other,0.065949
ERMP1,other,0.047174
ERN1,other,0.645618
ERP29,other,0.063474
ERP44,other,0.082507
ERRFI1,other,0.58346
ESPN,other,0.25635
ESPNL,other,0.310437
ESR1,in_trials,0.597021
ESR2,in_trials,0.1302
ESRRA,other,0.033135
ESRRG,other,0.34817
ETF1,other,0.388612
ETFA,other,0.177097
ETFRF1,other,0.06852
ETNK1,other,0.363491
ETNPPL,other,0.036165
ETS1,other,0.824577
ETS2,other,0.322406
ETV1,other,0.548111
ETV3,other,0.500715
ETV6,other,0.37993
ETV7,other,0.76401
EVA1A,other,0.150546
EVA1C,other,0.043398
EVC,other,0.176212
EVC2,other,0.43846
EVI2A,other,0.034363
EVI2B,other,0.034363
EVI5,other,0.768442
EVPL,other,0.546171
EVX1,other,0.22407
EVX2,other,0.431842
EXD2,other,0.060674
EXOC1L,other,0.355718
EXOC2,other,0.652552
EXOC3L4,other,0.088123
EXOC5,other,0.050564
EXOC6,other,0.112356
EXOC6B,other,0.051471
EXOSC9,other,0.04982
EXT2,other,0.42102
EXTL2,other,0.119463
EYA2,other,0.809449
EYA4,other,0.531718
EYS,other,0.590354
EZH2,approved,0.04324
EZR,other,0.292809
F10,in_trials,0.402635
F11,other,0.438329
F13B,other,0.203009
F2,in_trials,0.350951
F5,other,0.74077
F8,other,0.030411
FA2H,other,0.206716
FAAH,approved,0.330356
FAAH2,other,0.091138
FAAP24,other,0.489715
FABP2,other,0.11199
FABP4,other,0.079654
FABP5,other,0.10865
FADS1,other,0.516882
FADS2,other,0.712526
FADS3,other,0.517298
FAF1,other,0.413658
FAH,other,0.036752
FAIM2,other,0.388612
EEIG2,other,0.044661
FAM107A,other,0.119944
FAM107B,other,0.044088
FAM114A1,other,0.037981
FAM114A2,other,0.046535
FAM117B,other,0.465339
SIRAL2,other,0.694932
SIRAL1,other,0.05477
FAM120AOS,other,0.04464
FAM120B,other,0.408309
FAM124A,other,0.04713
HYCC2,other,0.033017
FAM131B,other,0.049824
FAM133B,other,0.055505
FAM135A,other,0.040323
FAM135B,other,0.219763
FAM13A,other,0.39058
FAM13B,other,0.169222
FAM149A,other,0.373047
FAM161A,other,0.040648
FAM163A,other,0.054383
FAM167A,other,0.675343
FAM168A,other,0.291554
FAM168B,other,0.034576
FAM169A,other,0.455279
FAM170A,other,0.228335
FAM171B,other,0.341878
ARB2A,other,0.509784
FAM174B,other,0.218696
FAM177A1,other,0.32121
FAM178B,other,0.256392
FAM180A,other,0.421499
FAM181A,other,0.308272
FAM181B,other,0.148425
FAM184A,other,0.113251
FAM185A,other,0.034914
ENTREP2,other,0.286071
ENTREP1,other,0.485476
ENTREP3,other,0.114694
FAM193A,other,0.391679
SPATA31F3,other,0.264387
FAM20B,other,0.40675
MIMS2,other,0.038263
ATOSB,other,0.337082
FAM216B,other,0.055724
FAM217B,other,0.234597
FAM222A,other,0.292831
FAM227A,other,0.197214
FAM227B,other,0.342532
FAM228A,other,0.062312
FAM228B,other,0.097273
FAM237A,other,0.107085
FAM241A,other,0.24373
FAM25A,other,0.071111
FAM25C,other,0.052571
FAM3A,other,0.073921
FAM3B,other,0.078123
FAM43B,other,0.061998
FAM53A,other,0.07348
FAM53B,other,0.492738
GARIN3,other,0.458296
GARIN6,other,0.125703
GARIN1B,other,0.03319
GARIN1A,other,0.053906
RUMY3,other,0.089381
FAM76B,other,0.366433
SACK1A,other,0.030399
SACK1B,other,0.338273
SACK1D,other,0.096814
FAM8A1,other,0.881762
FAM91A1,other,0.053853
TSLIG3A,other,0.067487
TSLIG3B,other,0.490331
FAM9C,other,0.192937
FANCA,other,0.328879
FANCE,other,0.571902
FANCF,other,0.045543
FANCL,other,0.031063
FAP,other,0.719491
