gene,group,gwas_score
FAR1,other,0.196097
FAR2,other,0.52095
FARP1,other,0.325945
FARP2,other,0.562042
FARSB,other,0.44348
FAS,other,0.656201
FASLG,other,0.598495
FASTKD2,other,0.442831
FASTKD3,other,0.562661
FAT1,other,0.507943
FAT4,other,0.629227
FBH1,other,0.490612
FBLL1,other,0.068861
FBLN1,other,0.467879
FBLN2,other,0.040061
FBLN5,other,0.471698
FBLN7,other,0.604523
FBN2,other,0.591648
FBN3,other,0.27904
FBRS,other,0.08408
FBRSL1,other,0.51506
FBXL13,other,0.116498
FBXL16,other,0.147357
FBXL17,other,0.405659
FBXL18,other,0.171545
FBXL19,other,0.097723
FBXL20,other,0.321617
FBXL22,other,0.261381
FBXL3,other,0.041749
FBXL7,other,0.039779
FBXO11,other,0.572749
FBXO15,other,0.212287
FBXO21,other,0.032494
FBXO31,other,0.04151
FBXO4,other,0.060191
FBXO40,other,0.080205
FBXO43,other,0.106038
FBXO45,other,0.072861
FBXO48,other,0.114979
FBXO8,other,0.273267
FBXW2,other,0.052753
FBXW7,other,0.485797
FBXW8,other,0.464036
FCAMR,other,0.287314
FCAR,other,0.12212
FCER1G,other,0.754562
FCGR2A,other,0.889972
FCGR2B,in_trials,0.703018
FCGR2C,other,0.262917
FCGR3A,other,0.3456
FCGR3B,other,0.285606
FCHO2,other,0.150924
FCHSD2,other,0.059199
FCMR,other,0.046995
FCRL1,other,0.585711
FCRL2,other,0.108538
FCRL3,other,0.907417
FCRL4,other,0.464856
FCRL5,in_trials,0.105784
FCRLA,other,0.414845
FCRLB,other,0.61413
FDPS,approved,0.042089
FDX2,other,0.583762
FECH,other,0.085193
FEN1,other,0.101091
FER,other,0.438352
FER1L6,other,0.47897
FERD3L,other,0.391432
FEZ2,other,0.509518
FEZF2,other,0.05527
FGA,other,0.245862
FGD2,other,0.193572
FGD3,other,0.451561
FGD4,other,0.102354
FGD5,other,0.065154
FGF1,in_trials,0.05507
FGF12,other,0.395226
FGF14,other,0.07827
FGF16,other,0.402435
FGF2,other,0.579102
FGF20,other,0.228335
FGF21,other,0.191026
FGF5,other,0.154439
FGF7,other,0.223643
FGF9,other,0.285419
FGFBP1,other,0.074461
FGFBP2,other,0.07022
FGFR1,approved,0.343323
FGFR2,approved,0.609893
FGG,other,0.25684
FGGY,other,0.529695
FHAD1,other,0.036165
FHIT,other,0.677755
FHL2,other,0.471698
FHL3,other,0.475793
FHL5,other,0.243519
FIBIN,other,0.032387
FIBP,other,0.217032
FIG4,other,0.07052
FIGN,other,0.228335
FIGNL1,other,0.663356
FITM2,other,0.055583
FKBP1A,approved,0.337082
FKBP1C,other,0.453182
FKBP4,other,0.143367
FKBP5,other,0.538748
FKRP,other,0.335115
FLACC1,other,0.24339
FLG,other,0.95299
FLG2,other,0.516299
FLI1,other,0.546276
FLNA,other,0.031673
FLNB,other,0.532123
FLRT2,other,0.635973
FLT3,approved,0.915317
FLVCR2,other,0.175965
FMN1,other,0.535887
FMNL1,other,0.455145
FMNL2,other,0.064027
FN1,in_trials,0.041199
FNBP1L,other,0.071014
FNDC1,other,0.315042
FNDC3B,other,0.223919
FNDC4,other,0.112668
FNDC8,other,0.058695
FNIP1,other,0.399625
FOCAD,other,0.454268
FOS,other,0.741722
FOSL1,other,0.040759
FOSL2,other,0.867239
FOXA1,other,0.299044
FOXA2,other,0.711892
FOXA3,other,0.167442
FOXB1,other,0.417633
FOXB2,other,0.195167
FOXC1,other,0.364604
FOXC2,other,0.190957
FOXD1,other,0.115873
FOXD4,other,0.044231
FOXE1,other,0.59085
FOXF1,other,0.449125
FOXF2,other,0.080433
FOXI2,other,0.546689
FOXJ1,other,0.344235
FOXK1,other,0.432098
FOXK2,other,0.288927
FOXL1,other,0.224185
FOXN1,other,0.333943
FOXN2,other,0.086722
FOXN3,other,0.619016
FOXO1,other,0.77732
FOXO3,other,0.062362
FOXP1,other,0.804917
FOXQ1,other,0.345577
FOXRED1,other,0.3583
FPGT,other,0.376907
FRAS1,other,0.42032
FREM2,other,0.351552
FREM3,other,0.52763
FRG2C,other,0.550842
FRMD1,other,0.211401
FRMD3,other,0.461855
FRMD4A,other,0.675632
FRMD4B,other,0.626887
FRMPD1,other,0.3448
FRMPD2,other,0.636831
FRRS1,other,0.042794
FRS3,other,0.030577
FRY,other,0.440292
FRZB,other,0.040961
FSBP,other,0.142802
FSCN1,other,0.575836
FSCN2,other,0.271496
FSD1,other,0.086885
FSHB,other,0.031819
FSHR,other,0.553222
FSIP2,other,0.586726
FST,other,0.032033
FSTL1,other,0.467685
FSTL4,other,0.406239
FSTL5,other,0.557695
FTCD,other,0.583595
FTCDNL1,other,0.090122
FTH1,other,0.030922
FTMT,other,0.396262
FTO,in_trials,0.941019
FUBP1,other,0.698482
FUCA2,other,0.742252
FUT1,other,0.292436
POFUT4,other,0.118624
FUT2,other,0.860218
FUT4,other,0.079173
FUT7,other,0.033182
FUT8,other,0.319085
FUT9,other,0.035645
FXR2,other,0.086278
FXYD2,in_trials,0.04605
FXYD6,other,0.053267
FYB1,other,0.444572
FYB2,other,0.064314
FYCO1,other,0.102208
FYN,approved,0.606754
FZD8,other,0.05466
G3BP1,other,0.043856
G3BP2,other,0.418889
G6PC1,other,0.12786
GAB1,other,0.030695
GAB3,other,0.176992
GABPA,other,0.122383
GABPB2,other,0.33116
GABRA1,in_trials,0.044151
GABRA2,in_trials,0.443354
GABRA5,in_trials,0.062608
GABRB2,in_trials,0.042969
GABRB3,in_trials,0.461029
GABRG1,in_trials,0.038248
GABRG2,in_trials,0.425778
GABRG3,in_trials,0.040715
GADD45A,other,0.051469
GADD45B,other,0.032165
GADD45G,other,0.427103
GADL1,other,0.396262
GAGE1,other,0.257295
GAGE2A,other,0.105654
GAK,other,0.29965
GAL,other,0.44777
GAL3ST2,other,0.622516
GAL3ST4,other,0.088675
GALC,other,0.781353
GALK1,other,0.098331
GALNT1,other,0.137877
GALNT10,other,0.437929
GALNT12,other,0.069675
GALNT14,other,0.048736
GALNT17,other,0.164934
GALNT18,other,0.505764
GALNT2,other,0.614193
GALNT3,other,0.042277
GALNT4,other,0.032269
GALNT5,other,0.35108
GALNT6,other,0.053014
GALNT7,other,0.509835
GALNT9,other,0.256582
GALNTL5,other,0.044835
GALNTL6,other,0.624315
GALR1,other,0.307627
GAP43,other,0.615119
GAPT,other,0.246265
GART,in_trials,0.547131
GAS1,other,0.228335
GAS2,other,0.060796
GAS7,other,0.437861
DRC4,other,0.073827
GASK1B,other,0.195692
GAST,other,0.031732
GATA2,other,0.14732
GATA3,other,0.883873
GATAD2B,other,0.07012
GATB,other,0.37805
GATD3,other,0.104708
GBA1,other,0.041115
GBA3,other,0.303258
GBE1,other,0.312162
GBGT1,other,0.320827
GC,other,0.139688
GCA,other,0.403608
GCFC2,other,0.512829
GCG,other,0.159877
GCGR,approved,0.04337
GCKR,other,0.649429
GCM1,other,0.200544
GCN1,other,0.290695
GCNT1,other,0.318729
GCNT2,other,0.32027
GCNT3,other,0.517199
GDA,other,0.426149
GDAP1L1,other,0.115603
GDF10,other,0.510715
GDF11,other,0.032761
GDF15,other,0.057429
GDF2,in_trials,0.042923
GDF5,other,0.053298
GDI2,other,0.161458
GDPD1,other,0.032962
GDPD3,other,0.066505
GDPD4,other,0.067985
GDPGP1,other,0.032272
GEM,other,0.216691
GEMIN5,other,0.032943
GEN1,other,0.052923
GFI1,other,0.68781
GFI1B,other,0.330251
GFM1,other,0.051639
GFOD1,other,0.04597
GFPT1,other,0.51715
GFPT2,other,0.464284
GFRA1,other,0.54113
GFRA2,other,0.508094
GFRA3,other,0.12336
GGA3,other,0.164982
GGNBP2,other,0.632408
GGPS1,other,0.03815
GGTLC1,other,0.341467
GHITM,other,0.459958
GHRL,other,0.040776
GIGYF1,other,0.376679
GIMAP4,other,0.202767
GIMAP7,other,0.217292
GIMD1,other,0.030399
GIN1,other,0.036844
GINS2,other,0.108897
GIP,other,0.240931
GIPC2,other,0.226028
GJA1,other,0.388397
GJA10,other,0.089836
GJA3,other,0.47491
GJB2,other,0.037637
GJD2,other,0.039023
GJD3,other,0.406442
GJD4,other,0.03973
GJE1,other,0.034194
GK,other,0.051707
GK3,other,0.031666
GKAP1,other,0.414999
GLB1,other,0.678098
GLB1L2,other,0.053388
GLCE,other,0.09331
GLDC,other,0.033397
GLDN,other,0.638465
GLG1,other,0.39434
GLI1,other,0.356148
GLI2,other,0.062032
GLI3,other,0.456128
GLIS3,other,0.78563
GLO1,other,0.109064
GLP1R,in_trials,0.653689
GLRA1,other,0.049862
GLRA3,other,0.072839
GLRB,other,0.404535
GLRX,other,0.229335
GLRX3,other,0.036214
GLRX5,other,0.429392
GLS,in_trials,0.554424
GLT1D1,other,0.579303
GLT6D1,other,0.33293
GLUL,other,0.122011
GLYAT,other,0.074152
GLYATL3,other,0.42102
GLYCTK,other,0.035535
GLYR1,other,0.050106
GMDS,other,0.436863
GMEB2,other,0.24675
GMFB,other,0.043508
GMPR,other,0.045216
GMPS,in_trials,0.044134
GNA12,other,0.681024
GNA14,other,0.090815
GNAI1,other,0.0668
GNAO1,other,0.395866
GNAQ,other,0.040715
GNAS,other,0.3888
GNB2,other,0.207313
GNG11,other,0.032713
GNG12,other,0.543468
GNG2,other,0.532587
GNG4,other,0.652168
GNG7,other,0.176637
GNG8,other,0.036284
GNGT1,other,0.05513
GNGT2,other,0.05097
GNL3,other,0.265467
GNPDA1,other,0.688976
GNPDA2,other,0.338563
GNPNAT1,other,0.42102
GNRH1,other,0.088902
GOLGA1,other,0.084878
GOLGA4,other,0.072773
GOLGB1,other,0.063091
GOLIM4,other,0.366985
GOLPH3L,other,0.319206
GOPC,other,0.168681
GORASP2,other,0.42102
GOSR1,other,0.048249
GOSR2,other,0.055274
GOT2,other,0.345673
GP2,other,0.491856
GPA33,other,0.519568
GPALPP1,other,0.313886
GPAM,other,0.24929
GPATCH11,other,0.468576
GPATCH2,other,0.124405
GPATCH2L,other,0.539761
GPATCH4,other,0.302346
GPATCH8,other,0.092056
GPBAR1,other,0.128006
GPC5,other,0.572623
GPC6,other,0.425605
GPD2,in_trials,0.610613
GPHN,other,0.095398
GPLD1,other,0.067277
GPR12,other,0.670902
GPR132,other,0.552327
GPR135,other,0.061635
GPR137,other,0.172727
GPR139,other,0.059878
GPR141,other,0.308413
GPR146,other,0.478431
GPR149,other,0.594261
GPR150,other,0.19023
GPR151,other,0.040083
GPR156,other,0.403029
GPR158,other,0.639217
GPR160,other,0.15077
GPR174,other,0.67879
GPR176,other,0.416122
GPR18,other,0.168899
GPR183,other,0.534093
GPR19,other,0.468226
GPR25,other,0.218031
GPR26,other,0.578589
GPR27,other,0.076354
GPR31,other,0.353323
GPR35,other,0.91097
GPR37,other,0.406265
GPR39,other,0.037479
GPR55,other,0.493032
GPR63,other,0.269863
GPR65,other,0.813949
GPR78,other,0.594399
GPR83,other,0.313532
GPR88,other,0.03335
GPHRB,other,0.058368
GPRC5A,other,0.434465
GPRC5B,other,0.054525
GPSM1,other,0.712407
GPT2,other,0.425947
GPX1,other,0.202445
GPX3,other,0.053432
GPX4,other,0.226106
GRAMD1B,other,0.758201
GRAMD2B,other,0.345673
GRAMD4,other,0.040961
GRAP2,other,0.400433
GRB10,other,0.584192
GRB14,other,0.167901
GRB2,in_trials,0.214241
GRB7,other,0.089472
GREM1,other,0.19266
GREM2,other,0.590834
GRHL2,other,0.52882
GRIA1,in_trials,0.484554
GRIA2,in_trials,0.484188
GRID1,other,0.421518
GRIK2,in_trials,0.410936
GRIK4,in_trials,0.304798
GRIN2B,in_trials,0.378481
GRIN2D,in_trials,0.033482
GRIN3A,in_trials,0.352674
GRINA,other,0.244064
GRIP1,other,0.365279
GRIP2,other,0.149861
GRK7,other,0.044611
GRM3,other,0.062048
GRM4,other,0.459366
GRM5,other,0.465634
GRM7,other,0.485377
GRPEL1,other,0.06679
GRPEL2,other,0.048081
GRXCR2,other,0.154262
GSAP,other,0.791847
GSC,other,0.31549
GSDMA,other,0.502086
GSDMB,other,0.642364
GSDMC,other,0.421009
GSE1,other,0.600808
GSK3B,in_trials,0.037762
GSKIP,other,0.139604
GSR,approved,0.040776
GSTA5,other,0.233812
GSTCD,other,0.558198
GSTK1,other,0.044206
GTF2A1,other,0.217732
GTF2E1,other,0.060354
GTF2F2,other,0.260102
GTF2H1,other,0.108831
GTF2I,other,0.746486
GTF2IRD1,other,0.575128
GTF2IRD2,other,0.42201
GTF3C2,other,0.03377
GTF3C5,other,0.171298
GTPBP10,other,0.03313
GTPBP8,other,0.065645
GTSE1,other,0.031618
GUCA1A,other,0.050953
CIMIP3,other,0.41074
GUCA2A,other,0.299108
GUCA2B,other,0.322405
GUCY1A2,in_trials,0.668424
GUF1,other,0.055903
GULP1,other,0.405684
GVQW3,other,0.139467
GYG1,other,0.472865
GYPA,other,0.535653
GYPB,other,0.098291
GYPC,other,0.585758
GYPE,other,0.170606
GZMB,other,0.549883
GZMH,other,0.09254
H1-10,other,0.045304
H2AC1,other,0.440688
H2AP,other,0.06753
H2BC1,other,0.346798
H3-7,other,0.347185
H3-3B,other,0.406002
H6PD,other,0.0436
HAAO,other,0.439207
HABP2,other,0.440605
HACD4,other,0.08288
HACE1,other,0.535807
HAND2,other,0.354207
HAP1,other,0.305354
HAPLN1,other,0.705965
HAPLN4,other,0.186696
HARBI1,other,0.060843
HAUS1,other,0.031754
HAUS2,other,0.393114
HAVCR1,other,0.032642
HAVCR2,in_trials,0.060622
HBEGF,other,0.420861
HBP1,other,0.5814
HBS1L,other,0.671676
HCCS,other,0.030996
HCFC1,other,0.232604
HCLS1,other,0.206996
HCN1,other,0.382412
HCN3,other,0.081059
HCN4,other,0.115797
HDAC2,approved,0.040776
HDAC3,approved,0.346013
HDAC4,approved,0.420203
HDAC7,approved,0.725846
HDAC8,approved,0.418889
HDAC9,approved,0.458089
HDGF,other,0.078177
HDGFL1,other,0.651773
HDGFL2,other,0.109586
HDHD2,other,0.038758
HDLBP,other,0.476419
HEATR1,other,0.055595
HEATR3,other,0.369552
HEATR5B,other,0.049179
HECTD4,other,0.675547
HECW1,other,0.6353
HECW2,other,0.313893
HELT,other,0.435981
HELZ,other,0.548567
HELZ2,other,0.642707
HENMT1,other,0.19023
HEPACAM2,other,0.040267
HERC1,other,0.265128
HERC2,other,0.425899
HERPUD2,other,0.181567
HES1,other,0.066199
HES5,other,0.224685
HEXIM1,other,0.522937
HEXIM2,other,0.069496
HEY2,other,0.116851
HFM1,other,0.036073
HGD,other,0.060354
HGF,in_trials,0.401114
HGFAC,other,0.742813
HGH1,other,0.136178
HHAT,other,0.102652
HHEX,other,0.745895
HHIP,other,0.130344
HHLA1,other,0.155899
HHLA2,other,0.389708
HIBADH,other,0.048779
HIBCH,other,0.054533
HIC1,other,0.067054
HIKESHI,other,0.090252
HINT1,other,0.440112
HINT3,other,0.429939
HIP1,other,0.459948
HIP1R,other,0.473176
HIPK1,other,0.516926
HIPK2,other,0.57741
HIVEP1,other,0.484188
HIVEP2,other,0.598699
HIVEP3,other,0.321948
HJURP,other,0.045617
HK1,other,0.608298
HK3,other,0.056634
HLF,other,0.064714
HLX,other,0.333061
HMCES,other,0.068614
HMG20A,other,0.099467
HMGA1,other,0.539496
HMGA2,other,0.498999
HMGB1,other,0.480846
HMGB1P1,other,0.068681
HMGN1,other,0.041518
HMGXB3,other,0.417542
HMGXB4,other,0.535725
HMMR,other,0.07086
HMOX2,other,0.157628
HMSD,other,0.557754
HMX1,other,0.295191
HNF1B,other,0.360867
HNF4A,other,0.412001
HNF4G,other,0.619209
HNMT,other,0.169472
HNRNPA3,other,0.335536
HNRNPAB,other,0.124757
HNRNPD,other,0.248173
HNRNPDL,other,0.076661
HNRNPH1,other,0.033285
HNRNPK,other,0.251812
HOATZ,other,0.071324
HOMER3,other,0.326989
HOOK1,other,0.469887
HORMAD1,other,0.675825
HORMAD2,other,0.566358
HOXA1,other,0.470532
HOXA5,other,0.043399
HOXD11,other,0.035396
HOXD12,other,0.069526
HOXD13,other,0.323113
HP1BP3,other,0.171098
HPR,other,0.043646
HPS5,other,0.067101
HPSE,other,0.592239
HPX,other,0.076007
HR,other,0.292963
HRH1,approved,0.365496
HRNR,other,0.605449
HS3ST1,other,0.506618
HS3ST3B1,other,0.0382
HS3ST4,other,0.63268
HS3ST5,other,0.387984
HS6ST1,other,0.512563
HSBP1,other,0.617672
HSD17B1,other,0.178589
HSD17B2,other,0.070171
HSD17B4,other,0.159673
HSD17B7,other,0.088359
HSD3B7,other,0.280825
HSF2,other,0.345673
HSP90AB1,in_trials,0.03597
HSPA12B,other,0.075714
HSPA13,other,0.06107
HSPA14,other,0.06063
HSPA2,other,0.043374
HSPA4L,other,0.043856
HSPA6,other,0.413223
IFT25,other,0.404753
HSPB3,other,0.043715
HSPB7,other,0.054563
HSPB9,other,0.176029
HSPD1,other,0.188075
HSPE1,other,0.149451
HTATSF1,other,0.060101
HTD2,other,0.102308
HTR1B,other,0.468073
HTR5A,other,0.135856
HTR6,other,0.065579
HTRA1,other,0.041207
HTRA3,other,0.479415
HTT,other,0.308855
HUNK,other,0.485147
HUS1B,other,0.222212
HYAL1,other,0.050714
HYAL2,other,0.041385
HYAL3,other,0.055869
HYI,other,0.111114
IARS2,other,0.062497
ICA1,other,0.499778
ICAM1,in_trials,0.391055
ICAM2,other,0.402417
ICAM3,other,0.506471
ICAM4,other,0.116998
ICAM5,other,0.622423
ICE1,other,0.355446
ICE2,other,0.286309
ICOS,in_trials,0.585185
ICOSLG,in_trials,0.481368
ID2,other,0.598218
ID3,other,0.313686
ID4,other,0.597053
IDE,other,0.061213
IDH1,approved,0.071044
IDI1,other,0.181219
IDI2,other,0.137614
IDNK,other,0.066682
IDUA,other,0.679836
IER3IP1,other,0.072762
IER5L,other,0.154637
IFFO2,other,0.107975
IFI16,other,0.159908
IFI30,other,0.544795
IFIH1,other,0.873229
IFITM1,other,0.095061
IFITM2,other,0.501158
IFITM3,other,0.440258
IFNA1,in_trials,0.049777
IFNA10,in_trials,0.055938
IFNA14,in_trials,0.043276
IFNA5,in_trials,0.066275
IFNA7,in_trials,0.133649
IFNAR2,approved,0.715366
IFNE,other,0.327076
IFNG,approved,0.485034
IFNGR1,approved,0.382888
IFNGR2,approved,0.884264
IFNLR1,in_trials,0.844054
IFRD2,other,0.039665
IFT122,other,0.226143
IFT140,other,0.152748
IFT22,other,0.374986
IFT43,other,0.036721
IFT46,other,0.310761
IFT57,other,0.433133
IFT74,other,0.081034
IFT80,other,0.517772
IFT81,other,0.520153
IFTAP,other,0.043194
IGBP1,other,0.037368
IGDCC4,other,0.044653
IGF1,other,0.400791
IGF1R,approved,0.410328
IGF2,other,0.113899
IGF2BP1,other,0.084403
IGF2BP2,other,0.721402
IGF2BP3,other,0.463012
IGFBP1,other,0.060365
IGFBP2,other,0.040717
IGFBP3,other,0.594325
IGFBP4,other,0.542912
IGFBP5,other,0.387411
IGFBP6,other,0.133303
IGFBP7,other,0.550946
IGFBPL1,other,0.401635
IGFL3,other,0.057357
IGLL5,other,0.293201
IGSF21,other,0.369332
IGSF23,other,0.030532
IGSF3,other,0.103792
IGSF5,other,0.216664
IGSF9B,other,0.509032
IHO1,other,0.150462
IKBIP,other,0.153734
IKBKB,in_trials,0.683427
IKBKE,other,0.814788
IKZF1,other,0.715145
IKZF2,other,0.752382
IKZF3,other,0.289158
IKZF4,other,0.376024
IL10,other,0.926833
IL10RB,in_trials,0.261853
IL12A,approved,0.917184
IL12B,approved,0.978083
IL12RB1,other,0.674317
IL12RB2,other,0.798945
IL13,approved,0.889176
IL15,in_trials,0.375952
IL15RA,in_trials,0.137465
IL16,other,0.065145
IL17RA,approved,0.341367
IL17REL,other,0.729575
IL18,in_trials,0.058602
IL18R1,in_trials,0.823633
IL18RAP,in_trials,0.767209
IL19,other,0.683018
IL1B,approved,0.637918
IL1F10,other,0.484083
IL1R1,approved,0.71789
IL1R2,other,0.687638
IL1RAP,approved,0.042176
IL1RAPL1,other,0.389342
IL1RL1,in_trials,0.894786
IL1RL2,approved,0.525743
IL1RN,other,0.039981
IL2,other,0.687087
IL20,in_trials,0.043237
IL20RA,other,0.285146
IL20RB,other,0.133593
IL21,in_trials,0.739779
IL21R,other,0.747026
IL22,in_trials,0.83687
IL22RA1,in_trials,0.056889
IL22RA2,other,0.615859
IL23A,approved,0.40067
IL23R,other,0.941376
IL26,other,0.065278
IL27,other,0.774685
IL2RA,approved,0.856056
IL2RB,approved,0.120953
IL3,other,0.589849
IL31,other,0.366524
IL33,in_trials,0.923591
IL36A,other,0.05508
IL36B,other,0.031981
IL36G,other,0.277198
IL36RN,other,0.543208
IL37,other,0.493075
IL4,in_trials,0.458711
IL4R,approved,0.854
IL5,approved,0.284258
IL5RA,in_trials,0.052548
IL6,approved,0.602723
IL6R,approved,0.939475
IL6ST,approved,0.126631
IL7,other,0.521331
IL7R,other,0.966134
IL9,other,0.457024
ILDR1,other,0.485744
ILDR2,other,0.301247
ILF2,other,0.033577
ILF3,other,0.212699
ILRUN,other,0.585713
IMMP2L,other,0.444655
IMPDH1,approved,0.049697
IMPG2,other,0.046063
INAVA,other,0.869168
INF2,other,0.059351
ING1,other,0.069516
ING3,other,0.032442
ING5,other,0.094211
INHBA,in_trials,0.303534
INHBE,other,0.083609
INKA1,other,0.040132
INO80B,other,0.037963
INO80D,other,0.410795
INPP1,other,0.052104
INPP4A,other,0.356009
INPP4B,other,0.382412
INPP5A,other,0.2865
INPP5B,other,0.537335
INPP5D,in_trials,0.811947
INPP5E,other,0.030979
INPP5K,other,0.388612
INS,other,0.87929
INSIG1,other,0.040666
INSIG2,other,0.269321
INSL4,other,0.363122
INSL6,other,0.573234
INSM2,other,0.030819
INSR,approved,0.412428
INSRR,other,0.234193
INSYN2A,other,0.06659
INSYN2B,other,0.099061
INTS10,other,0.066782
INTS11,other,0.176592
INTS12,other,0.032973
INTS2,other,0.106637
INTS4,other,0.496429
INTS8,other,0.395238
IP6K2,other,0.169688
IP6K3,other,0.702459
IPCEF1,other,0.548436
IPMK,other,0.726549
IPO11,other,0.33226
IPP,other,0.040521
IPPK,other,0.328463
IQCA1,other,0.054497
IQCB1,other,0.510284
IQCC,other,0.050963
IQCH,other,0.382182
IQCK,other,0.510731
IQCM,other,0.485147
IQCN,other,0.455097
IQGAP1,other,0.747951
IQGAP2,other,0.151094
IQSEC1,other,0.392587
IRAG2,other,0.032756
IRAK1,approved,0.688409
IRAK1BP1,other,0.384267
IRAK3,other,0.468993
IRF1,other,0.823494
IRF2BP2,other,0.303386
IRF2BPL,other,0.068681
IRF3,other,0.582034
IRF4,other,0.908896
IRF5,other,0.856625
IRF7,other,0.477896
IRF8,other,0.810522
IRGM,other,0.7432
IRS1,in_trials,0.375029
IRS2,other,0.467077
IRX1,other,0.519431
IRX2,other,0.54212
IRX3,other,0.651473
IRX4,other,0.403293
IRX5,other,0.056171
ISCA1,other,0.101759
ISG20,other,0.056587
ISL1,other,0.357075
ISL2,other,0.096208
ISM1,other,0.164316
ISOC1,other,0.06182
ISY1,other,0.220566
ISYNA1,other,0.320642
ITFG1,other,0.58046
ITFG2,other,0.412943
ITGA1,other,0.345673
ITGA10,other,0.126005
ITGA3,other,0.190838
ITGA4,approved,0.925959
ITGA6,other,0.502301
ITGA7,other,0.110179
ITGA9,other,0.159044
ITGAD,other,0.055968
ITGAL,approved,0.685697
ITGAM,other,0.599417
ITGAV,in_trials,0.514657
ITGAX,other,0.518632
ITGB1,approved,0.376239
ITGB8,in_trials,0.789345
ITGBL1,other,0.088691
ITIH2,other,0.572766
ITIH3,other,0.037298
ITIH4,other,0.234287
ITIH5,other,0.080673
ITK,in_trials,0.054472
ITLN1,other,0.443321
ITM2A,other,0.643794
ITPK1,other,0.664147
ITPKA,other,0.605721
ITPKB,other,0.65108
ITPKC,other,0.223649
ITPR1,other,0.537713
ITPR3,other,0.729422
ITPRID1,other,0.323485
ITSN1,other,0.251734
ITSN2,other,0.062021
IVD,other,0.136976
IVL,other,0.140765
IZUMO1,other,0.232146
IZUMO4,other,0.032962
JADE1,other,0.391204
JADE2,other,0.357603
JAK1,approved,0.864422
JAK2,approved,0.91776
JAKMIP1,other,0.459322
JAKMIP2,other,0.394755
JAM2,other,0.266519
JARID2,other,0.70361
JAZF1,other,0.869109
JDP2,other,0.05216
JKAMP,other,0.408003
JMJD1C,other,0.073541
JMJD4,other,0.138086
JRKL,other,0.063323
JUN,other,0.082708
JUND,other,0.256854
KALRN,other,0.555014
KANK1,other,0.30924
KANK2,other,0.410794
KANSL1,other,0.051556
KASH5,other,0.035037
KAT2A,other,0.276016
KAT2B,other,0.064698
KAT5,other,0.17555
KAT6B,other,0.06266
KATNAL1,other,0.288373
KAZN,other,0.729467
KBTBD11,other,0.045175
KBTBD12,other,0.063692
KBTBD3,other,0.276901
KBTBD8,other,0.314709
KCMF1,other,0.065241
KCNA1,approved,0.421815
KCNA4,approved,0.313329
KCNA7,approved,0.073921
KCNAB1,other,0.074505
KCNAB2,other,0.048882
KCNAB3,other,0.03347
KCNB1,approved,0.083989
KCNB2,approved,0.38683
KCND2,approved,0.49268
KCND3,approved,0.653737
KCNE1,other,0.064405
KCNE2,other,0.29684
KCNE4,other,0.4055
KCNF1,approved,0.043882
KCNG1,approved,0.378657
KCNG3,approved,0.172952
KCNH1,approved,0.440593
KCNH5,approved,0.465022
KCNH7,approved,0.673629
KCNH8,approved,0.371646
KCNIP4,other,0.406221
KCNJ1,other,0.080413
KCNJ11,in_trials,0.540064
KCNJ12,other,0.05971
KCNJ15,other,0.633425
KCNJ16,other,0.51577
KCNJ2,other,0.57923
KCNJ3,other,0.342677
KCNJ5,other,0.111229
KCNJ6,other,0.493182
KCNK1,other,0.530492
KCNK12,other,0.475639
KCNK13,other,0.571812
KCNK2,other,0.65345
KCNMA1,other,0.478014
KCNMB2,other,0.643006
KCNMB3,other,0.032369
KCNMB4,other,0.386909
KCNN1,other,0.155558
KCNN2,other,0.578885
KCNQ1,approved,0.692688
KCNQ2,approved,0.311893
KCNQ3,approved,0.402729
KCNRG,other,0.256401
KCNS3,approved,0.368277
KCNT2,other,0.04686
KCNV2,approved,0.297587
KCP,other,0.275305
KCTD1,other,0.493958
KCTD12,other,0.36266
KCTD16,other,0.458226
KCTD17,other,0.051026
KCTD18,other,0.063299
KCTD20,other,0.5038
KCTD4,other,0.049229
KCTD6,other,0.058708
KCTD8,other,0.425793
KCTD9,other,0.184139
KDELR1,other,0.045482
KDELR2,other,0.727108
KDELR3,other,0.20305
KDM1A,in_trials,0.120512
KDM1B,other,0.051921
KDM3B,other,0.209083
KDM4C,other,0.57639
KDM5A,other,0.397045
KDM5B,other,0.317002
KDM8,other,0.111695
KDR,approved,0.283963
KDSR,other,0.053029
KEAP1,approved,0.263834
KERA,other,0.072552
KHDC4,other,0.034433
KHDRBS3,other,0.565388
KIAA0232,other,0.263647
KIAA0319,other,0.447475
KIAA0319L,other,0.400589
KIAA0586,other,0.405862
KIAA0825,other,0.035576
MATCAP2,other,0.143736
KIAA0930,other,0.373047
BLTP1,other,0.778495
KIAA1549,other,0.031513
KIAA1549L,other,0.479948
KIAA1671,other,0.055749
KIAA2012,other,0.039793
BRD10,other,0.318373
KIDINS220,other,0.089517
KIF11,in_trials,0.603831
KIF13A,other,0.346444
KIF14,other,0.071633
KIF16B,other,0.471893
KIF17,other,0.035585
KIF18A,other,0.426527
KIF1B,other,0.105413
KIF20B,other,0.19303
KIF21B,other,0.603497
KIF23,other,0.191715
KIF25,other,0.039347
KIF26A,other,0.071181
KIF27,other,0.034869
KIF2A,other,0.374145
KIF3A,other,0.549769
KIF3C,other,0.318175
KIF4A,other,0.043374
KIF4B,other,0.222041
KIF7,other,0.388612
