gene,group,mis_z_score
TCEAL9,non-target,-0.0914
TCEANC,non-target,-0.0826
TCEANC2,non-target,-0.0343
TCERG1,non-target,4.06
TCERG1L,non-target,-0.38
TCF12,non-target,-0.308
TCF15,non-target,0.034
TCF19,non-target,1.75
TCF20,non-target,0.687
TCF21,non-target,1.59
TCF23,non-target,0.821
TCF24,non-target,0.446
TCF25,non-target,-0.909
TCF3,non-target,-2.0
TCF4,non-target,4.89
TCF7,non-target,-0.805
TCF7L1,non-target,1.91
TCF7L2,non-target,2.11
TCFL5,non-target,0.179
TCHH,non-target,-4.06
TCHHL1,non-target,0.0775
TCHP,non-target,-0.151
TCIM,non-target,-0.275
TCIRG1,non-target,0.899
TCL1A,non-target,0.482
TCL1B,non-target,-0.026
TCN1,non-target,-0.397
TCN2,non-target,-2.34
TCOF1,non-target,1.12
TCP1,non-target,2.74
TCP10L,non-target,0.444
TCP10L2,non-target,5.47
TCP11,non-target,1.31
TCP11L1,non-target,1.87
TCP11L2,non-target,0.0457
TCP11X1,non-target,1.45
TCP11X2,non-target,5.39
TCTA,non-target,-0.247
DRC5,non-target,0.37
TCTN1,non-target,1.18
TCTN2,non-target,0.934
TCTN3,non-target,0.379
TDG,non-target,3.53
CRIPTO,non-target,0.623
CRIPTO3,non-target,1.09
TDO2,non-target,-0.481
TDP1,non-target,0.326
TDP2,non-target,0.00698
TDRD1,non-target,1.71
TDRD10,non-target,1.16
TDRD12,non-target,-1.43
TDRD15,non-target,-7.25
TDRD3,non-target,1.07
TDRD5,non-target,2.63
TDRD6,non-target,-4.75
TDRD7,non-target,1.82
TDRD9,non-target,2.42
TDRKH,non-target,2.34
TDRP,non-target,-3.49
TEAD1,non-target,2.74
TEAD2,non-target,1.58
TEAD3,non-target,3.01
TEAD4,non-target,1.34
TEC,in-trial,1.98
TECPR1,non-target,1.97
TECPR2,non-target,2.71
TECR,non-target,2.01
TECRL,non-target,-1.08
TECTA,non-target,1.9
TECTB,non-target,0.12
TEDC1,non-target,-0.826
TEDC2,non-target,-1.06
TEDDM1,non-target,-0.599
TEF,non-target,2.18
TEFM,non-target,0.817
TEK,in-trial,2.55
TEKT1,non-target,0.497
TEKT2,non-target,0.516
TEKT3,non-target,0.586
TEKT4,non-target,-2.86
TEKT5,non-target,-3.19
TELO2,non-target,-0.526
TEN1,non-target,0.31
TEN1-CDK3,non-target,0.31
TENM1,non-target,4.59
TENM2,non-target,4.37
TENM3,non-target,3.86
TENM4,non-target,3.77
TENT2,non-target,0.51
TENT4A,non-target,2.5
TENT4B,non-target,4.49
TENT5A,non-target,2.78
TENT5B,non-target,1.07
TENT5C,non-target,2.61
TENT5D,non-target,2.42
TEP1,non-target,1.68
SPMIP8,non-target,-0.101
TEPSIN,non-target,-0.33
TERB1,non-target,1.98
TERB2,non-target,0.744
TERF1,non-target,1.78
TERF2,non-target,2.65
TERF2IP,non-target,-1.08
TERT,in-trial,5.41
TES,non-target,0.979
TESC,non-target,1.36
TESK1,non-target,1.37
TESK2,non-target,1.36
TESMIN,non-target,0.46
TESPA1,non-target,0.253
TET1,non-target,3.14
TET2,non-target,-0.349
TET3,non-target,4.24
TEX10,non-target,2.11
TEX101,non-target,0.984
TEX11,non-target,1.82
TEX12,non-target,0.538
TEX13A,non-target,-0.698
TEX13B,non-target,0.852
TEX13C,non-target,-4.47
TEX13D,non-target,0.125
TEX14,non-target,0.24
TEX15,non-target,-0.731
TEX19,non-target,0.319
TEX2,non-target,1.98
TEX22,non-target,-0.335
TEX26,non-target,-0.959
TEX261,non-target,1.02
TEX264,non-target,1.41
TEX29,non-target,0.525
TEX30,non-target,0.639
CIMIP4,non-target,-0.5
TEX35,non-target,-0.116
TEX36,non-target,0.122
SPMIP9,non-target,-0.2
TEX38,non-target,0.811
SPMIP10,non-target,0.423
TEX44,non-target,0.428
SAXO5,non-target,0.469
TEX46,non-target,0.691
TEX47,non-target,-0.0697
TEX48,non-target,0.844
SPMIP11,non-target,-2.8
TEX50,non-target,1.07
TEX51,non-target,-3.13
TEX52,non-target,-0.523
TEX54,non-target,-3.7
TEX55,non-target,-0.0096
TEX9,non-target,-1.49
TF,non-target,1.9
TFAM,non-target,1.56
TFAP2A,non-target,2.65
TFAP2B,non-target,1.59
TFAP2C,non-target,2.27
TFAP2D,non-target,0.871
TFAP2E,non-target,1.2
TFAP4,non-target,1.55
TFB1M,non-target,0.514
TFB2M,non-target,-0.112
TFCP2,non-target,4.37
TFCP2L1,non-target,2.33
TFDP1,non-target,3.81
TFDP2,non-target,2.56
TFDP3,non-target,-0.748
TFE3,non-target,2.35
TFEB,non-target,2.21
TFEC,non-target,0.0445
TFF1,non-target,-0.263
TFF2,non-target,-0.0413
TFF3,non-target,0.24
TFG,non-target,1.33
TFIP11,non-target,2.54
TFPI,non-target,1.41
TFPI2,non-target,0.213
TFPT,non-target,0.186
TFR2,non-target,1.69
TFRC,non-target,1.31
TG,non-target,-0.977
TGDS,non-target,0.905
TGFA,non-target,0.965
TGFB1,in-trial,1.57
TGFB1I1,non-target,0.652
TGFB2,in-trial,2.39
TGFB3,in-trial,2.91
TGFBI,non-target,0.547
TGFBR1,in-trial,3.99
TGFBR2,non-target,3.13
TGFBR3,non-target,2.32
TGFBR3L,non-target,0.364
TGFBRAP1,non-target,1.92
TGIF1,non-target,1.53
TGIF2,non-target,0.944
TGIF2-RAB5IF,non-target,0.729
TGIF2LX,non-target,3.02
TGIF2LY,non-target,2.53
TGM1,non-target,1.56
TGM2,non-target,1.21
TGM3,non-target,-0.256
TGM4,non-target,0.723
TGM5,non-target,0.776
TGM6,non-target,-0.386
TGM7,non-target,-0.086
TGOLN2,non-target,0.347
TGS1,non-target,-0.819
TH,in-trial,-0.376
THADA,non-target,-5.72
THAP1,non-target,2.06
THAP10,non-target,0.491
THAP11,non-target,2.97
THAP12,non-target,4.81
THAP2,non-target,0.375
THAP3,non-target,0.693
THAP4,non-target,1.82
THAP5,non-target,1.18
THAP6,non-target,-0.0112
THAP7,non-target,-0.664
THAP8,non-target,-0.672
THAP9,non-target,2.34
THBD,non-target,-0.495
THBS1,non-target,3.77
THBS2,non-target,3.36
THBS3,non-target,2.3
THBS4,non-target,1.77
SPMAP2,non-target,-0.943
SPMAP2L,non-target,0.279
THEM4,non-target,0.351
THEM5,non-target,0.91
THEM6,non-target,-0.107
THEMIS,non-target,-0.694
THEMIS2,non-target,2.02
THG1L,non-target,-0.116
THNSL1,non-target,-0.351
THNSL2,non-target,1.24
THOC1,non-target,3.6
THOC2,non-target,7.79
THOC3,non-target,6.65
THOC5,non-target,2.79
THOC6,non-target,-0.811
THOC7,non-target,1.67
THOP1,non-target,1.81
THPO,non-target,1.29
THRA,in-trial,5.03
THRAP3,non-target,2.63
THRB,in-trial,4.24
THRSP,non-target,0.347
THSD1,non-target,0.462
THSD4,non-target,-0.0217
THSD7A,non-target,-2.06
THSD7B,non-target,0.578
THTPA,non-target,-0.00325
THUMPD1,non-target,-0.375
THUMPD2,non-target,-2.0
THUMPD3,non-target,-0.0475
THY1,non-target,1.29
THYN1,non-target,0.351
TIA1,non-target,2.09
TIAL1,non-target,4.71
TIAM1,non-target,2.41
TIAM2,non-target,1.44
TICAM1,non-target,0.602
TICAM2,non-target,-0.645
TICRR,non-target,-2.23
TIE1,non-target,1.81
TIFA,non-target,0.849
TIFAB,non-target,-0.549
TIGAR,non-target,1.64
TIGD1,non-target,-4.68
TIGD2,non-target,0.469
TIGD3,non-target,0.518
TIGD4,non-target,0.439
TIGD5,non-target,-0.15
TIGD6,non-target,0.562
TIGD7,non-target,-0.63
TIGIT,in-trial,0.217
TIMD4,non-target,-0.127
TIMELESS,non-target,0.767
TIMM10,non-target,1.26
TIMM10B,non-target,-1.17
TIMM13,non-target,-0.526
TIMM17A,non-target,0.265
TIMM17B,non-target,1.32
TIMM21,non-target,0.268
TIMM22,non-target,-0.675
TIMM23,non-target,1.75
TIMM23B,non-target,1.07
TIMM23B-AGAP6,non-target,1.87
TIMM29,non-target,-0.42
TIMM44,non-target,0.535
TIMM50,non-target,0.385
TIMM8A,non-target,2.02
TIMM8B,non-target,0.214
TIMM9,non-target,0.585
TIMMDC1,non-target,0.462
TIMP1,non-target,1.23
TIMP2,non-target,1.89
TIMP3,non-target,2.45
TIMP4,non-target,-0.543
TINAG,non-target,-1.93
TINAGL1,non-target,2.29
TINF2,non-target,1.01
TIPARP,non-target,2.71
TIPIN,non-target,1.13
TIPRL,non-target,1.84
TIRAP,non-target,0.23
TJAP1,non-target,0.236
TJP1,non-target,1.96
TJP2,non-target,0.265
TJP3,non-target,-0.518
TK1,non-target,1.55
TK2,non-target,0.708
TKFC,non-target,0.955
TKT,non-target,1.84
TKTL1,non-target,-1.24
TKTL2,non-target,-0.386
TLCD1,non-target,-0.322
TLCD2,non-target,-0.303
TLCD3A,non-target,0.429
TLCD3B,non-target,1.43
TLCD4,non-target,1.32
TLCD4-RWDD3,non-target,0.944
TLCD5,non-target,0.406
TLDC2,non-target,-0.324
TLE1,non-target,3.14
TLE2,non-target,-0.394
TLE3,non-target,4.66
TLE4,non-target,4.36
TLE5,non-target,2.74
TLE6,non-target,-1.49
TLK1,non-target,4.98
TLK2,non-target,8.56
TLL1,non-target,1.44
TLL2,non-target,0.0551
TLN1,non-target,6.1
TLN2,non-target,1.48
TLNRD1,non-target,-0.686
TLR1,non-target,-0.156
TLR10,non-target,0.0541
TLR2,in-trial,1.31
TLR3,in-trial,0.826
TLR4,non-target,0.499
TLR5,non-target,0.753
TLR6,non-target,1.9
TLR7,approved,3.74
TLR8,in-trial,3.49
TLR9,approved,3.61
TLX1,non-target,1.25
TLX2,non-target,0.528
TLX3,non-target,0.91
TM2D1,non-target,0.504
TM2D2,non-target,0.507
TM2D3,non-target,-1.03
TM4SF1,non-target,-0.267
TM4SF18,non-target,-0.406
TM4SF19,non-target,0.969
TM4SF19-DYNLT2B,non-target,0.969
TM4SF20,non-target,-0.354
TM4SF4,non-target,0.00608
TM4SF5,non-target,0.446
TM6SF1,non-target,1.19
TM6SF2,non-target,0.459
TM7SF2,non-target,0.116
TM7SF3,non-target,1.01
TM9SF1,non-target,2.69
TM9SF2,non-target,3.82
TM9SF3,non-target,3.59
TM9SF4,non-target,4.22
TMA16,non-target,0.23
TMA7,non-target,0.217
TMBIM1,non-target,0.603
TMBIM4,non-target,0.32
TMBIM6,non-target,0.363
TMC1,non-target,1.37
TMC2,non-target,0.523
TMC3,non-target,0.623
TMC4,non-target,0.285
TMC5,non-target,0.961
TMC6,non-target,0.0667
TMC7,non-target,1.15
TMC8,non-target,0.33
TMCC1,non-target,4.55
TMCC2,non-target,3.09
TMCC3,non-target,1.05
TMCO1,non-target,1.49
TMCO2,non-target,0.569
SLC9D1,non-target,0.856
TMCO4,non-target,0.681
TMCO5A,non-target,-0.685
TMCO6,non-target,0.776
TMED1,non-target,-0.15
TMED10,non-target,2.9
TMED2,non-target,2.83
TMED3,non-target,0.303
TMED4,non-target,-0.0115
TMED5,non-target,0.663
TMED6,non-target,-0.311
TMED7,non-target,1.2
TMED7-TICAM2,non-target,0.0547
TMED8,non-target,0.703
TMED9,non-target,1.25
TMEFF1,non-target,1.18
TMEFF2,non-target,2.04
TMEM100,non-target,1.02
TMEM101,non-target,1.22
TMEM102,non-target,0.459
SLC38A12,non-target,0.0681
TMEM106A,non-target,1.03
TMEM106B,non-target,1.04
TMEM106C,non-target,0.482
TMEM107,non-target,0.755
TMEM108,non-target,1.14
TMEM109,non-target,1.01
TMEM11,non-target,2.17
TMEM114,non-target,-2.02
TMEM115,non-target,1.62
TMEM116,non-target,1.01
TMEM117,non-target,1.27
TMEM119,non-target,-0.635
TMEM120A,non-target,0.359
TMEM120B,non-target,0.548
TMEM121,non-target,1.21
TMEM121B,non-target,0.0679
TMEM123,non-target,-1.47
TMEM125,non-target,0.794
TMEM126A,non-target,-0.445
TMEM126B,non-target,-0.365
TMEM127,non-target,0.344
TMEM128,non-target,-1.09
TMEM129,non-target,0.163
TMEM130,non-target,0.317
TMEM131,non-target,2.34
TMEM131L,non-target,0.815
TMEM132A,non-target,1.37
TMEM132B,non-target,2.7
TMEM132C,non-target,0.764
TMEM132D,non-target,0.646
TMEM132E,non-target,0.755
TMEM134,non-target,-1.98
TMEM135,non-target,1.47
TMEM138,non-target,0.0501
TMEM139,non-target,-0.0611
TMEM140,non-target,-0.212
TMEM141,non-target,-0.778
TMEM143,non-target,-0.114
TMEM144,non-target,-0.108
TMEM145,non-target,1.27
TMEM147,non-target,0.737
TMEM14A,non-target,0.538
TMEM14B,non-target,0.556
TMEM14C,non-target,-0.117
TMEM150A,non-target,2.25
TMEM150B,non-target,-0.388
TMEM150C,non-target,1.29
TMEM151A,non-target,-0.102
TMEM151B,non-target,2.52
TMEM154,non-target,-0.425
TMEM156,non-target,-0.24
TMEM158,non-target,0.994
TMEM160,non-target,-0.0954
TMEM161A,non-target,0.35
TMEM161B,non-target,1.85
TMEM163,non-target,1.71
TMEM164,non-target,3.63
TMEM165,non-target,1.61
TMEM167A,non-target,1.14
TMEM167B,non-target,0.893
TMEM168,non-target,0.856
TMEM169,non-target,1.08
TMEM17,non-target,-0.0727
TMEM170A,non-target,-1.28
TMEM170B,non-target,0.903
TMEM171,non-target,-0.342
TMEM174,non-target,-0.426
TMEM175,non-target,-0.198
TMEM176A,non-target,0.931
TMEM176B,non-target,-0.51
TMEM177,non-target,1.3
TMEM178A,non-target,1.11
TMEM178B,non-target,2.67
TMEM179,non-target,1.17
TMEM179B,non-target,-1.28
TMEM18,non-target,-0.483
TMEM181,non-target,-0.211
TMEM182,non-target,-0.0394
TMEM183A,non-target,2.93
TMEM184A,non-target,-0.612
TMEM184B,non-target,2.98
TMEM184C,non-target,3.46
TMEM185A,non-target,3.72
TMEM185B,non-target,1.13
TMEM186,non-target,-1.14
TMEM187,non-target,0.461
TMEM19,non-target,-0.0047
TMEM190,non-target,-0.0279
TMEM191B,non-target,4.87
TMEM191C,non-target,1.36
TMEM192,non-target,0.442
TMEM196,non-target,-1.26
TMEM198,non-target,1.0
VMA12,non-target,-0.485
TMEM200A,non-target,1.19
TMEM200B,non-target,-0.169
TMEM200C,non-target,-4.29
TMEM201,non-target,1.74
TMEM202,non-target,0.629
TMEM203,non-target,1.53
TMEM204,non-target,0.813
TMEM205,non-target,0.0947
TMEM207,non-target,-1.01
TMEM208,non-target,1.06
TMEM209,non-target,1.02
TMEM210,non-target,0.388
LHFPL7,non-target,0.392
TMEM212,non-target,0.118
TMEM213,non-target,0.362
TMEM214,non-target,1.31
TMEM215,non-target,0.501
TMEM216,non-target,0.506
TMEM217,non-target,1.21
TMEM218,non-target,1.08
TMEM219,non-target,0.109
TMEM220,non-target,0.326
TMEM221,non-target,0.745
TMEM222,non-target,-0.0571
TMEM223,non-target,-1.97
TMEM225,non-target,0.686
TMEM225B,non-target,1.3
TMEM229A,non-target,-0.151
TMEM229B,non-target,1.83
TMEM230,non-target,0.87
TMEM231,non-target,-0.0651
TMEM232,non-target,-2.17
TMEM233,non-target,0.628
TMEM234,non-target,0.989
TMEM235,non-target,-0.209
TMEM236,non-target,-0.757
TMEM237,non-target,0.0642
TMEM238,non-target,1.12
TMEM239,non-target,0.35
TMEM240,non-target,1.17
SLC35D4,non-target,0.647
TMEM242,non-target,-0.339
TMEM243,non-target,-0.496
TMEM244,non-target,-0.57
TMEM245,non-target,0.229
TMEM247,non-target,-1.78
TMEM248,non-target,1.39
CATSPERQ,non-target,-0.659
TMEM25,non-target,0.661
TMEM250,non-target,0.194
LYSET,non-target,0.713
TMEM252,non-target,0.0717
TMEM253,non-target,0.394
TMEM254,non-target,-0.209
TMEM255A,non-target,0.756
TMEM255B,non-target,0.0239
TMEM256,non-target,-0.295
TMEM256-PLSCR3,non-target,-0.439
TMEM258,non-target,0.8
TMEM259,non-target,-0.419
TMEM26,non-target,-1.43
TMEM260,non-target,-0.709
CATSPERH,non-target,0.768
TMEM263,non-target,1.26
TMEM265,non-target,-0.206
TMEM266,non-target,0.648
TMEM267,non-target,0.524
TMEM268,non-target,0.404
TMEM269,non-target,0.936
TMEM270,non-target,-0.144
TMEM272,non-target,-3.32
TMEM273,non-target,-1.31
CDC50A,non-target,1.77
CDC50B,non-target,-0.559
TMEM31,non-target,0.0907
TMEM33,non-target,1.08
TMEM35A,non-target,1.84
TMEM35B,non-target,0.177
TMEM37,non-target,1.3
TMEM38A,non-target,1.4
TMEM38B,non-target,-0.663
TMEM39A,non-target,2.76
TMEM39B,non-target,1.6
TMEM40,non-target,-0.403
TMEM41A,non-target,0.368
TMEM41B,non-target,0.595
TMEM42,non-target,0.254
TMEM43,non-target,-0.289
TMEM44,non-target,-0.231
TMEM45A,non-target,0.544
TMEM45B,non-target,-0.0939
TMEM47,non-target,1.95
TMEM50A,non-target,0.451
TMEM50B,non-target,1.04
TMEM51,non-target,1.21
TMEM52,non-target,-0.777
TMEM52B,non-target,-0.354
TMEM53,non-target,1.32
TMEM54,non-target,1.19
TMEM59,non-target,0.518
TMEM59L,non-target,0.208
TMEM60,non-target,0.876
TMEM61,non-target,0.715
TMEM62,non-target,1.53
TMEM63A,non-target,1.78
TMEM63B,non-target,6.03
TMEM63C,non-target,2.98
TMEM64,non-target,0.115
TMEM65,non-target,1.12
TMEM67,non-target,0.887
TMEM68,non-target,1.27
TMEM69,non-target,1.41
TMEM70,non-target,-0.287
TMEM71,non-target,-0.42
TMEM72,non-target,0.319
TMEM74,non-target,0.0859
TMEM74B,non-target,-0.117
TMEM79,non-target,0.356
TMEM80,non-target,0.551
TMEM81,non-target,0.159
TMEM82,non-target,0.115
TMEM86A,non-target,1.43
TMEM86B,non-target,-0.756
TMEM87A,non-target,1.39
TMEM87B,non-target,0.811
TMEM88,non-target,-1.07
TMEM278,non-target,-1.52
TMEM89,non-target,-0.154
TMEM8B,non-target,1.39
TMEM9,non-target,1.55
TMEM91,non-target,1.01
TMEM92,non-target,0.852
TMEM94,non-target,3.32
TMEM95,non-target,0.43
TMEM97,non-target,0.161
TMEM98,non-target,1.2
TMEM9B,non-target,1.49
TMF1,non-target,-0.0701
TMIE,non-target,0.0575
TMIGD1,non-target,-0.565
TMIGD2,non-target,0.377
TMIGD3,non-target,0.4
TMLHE,non-target,0.61
TMOD1,non-target,1.14
TMOD2,non-target,0.572
TMOD3,non-target,0.666
TMOD4,non-target,0.784
TMPO,non-target,0.67
TMPPE,non-target,1.03
TMPRSS11A,non-target,0.12
TMPRSS11B,non-target,-0.598
TMPRSS11D,non-target,1.08
TMPRSS11E,non-target,-0.361
TMPRSS11F,non-target,0.0736
TMPRSS12,non-target,-0.0192
TMPRSS13,non-target,1.8
TMPRSS15,non-target,-0.861
TMPRSS2,non-target,-0.426
TMPRSS3,non-target,-0.293
TMPRSS4,non-target,0.194
TMPRSS5,non-target,0.205
TMPRSS6,in-trial,0.707
TMPRSS7,non-target,0.141
TMPRSS9,non-target,-3.18
TMSB10,non-target,0.574
TMSB15A,non-target,0.467
TMSB4X,non-target,1.99
TMSB4Y,non-target,-0.406
TMTC1,non-target,0.787
TMTC2,non-target,1.25
TMTC3,non-target,2.11
TMTC4,non-target,1.14
TMUB1,non-target,0.107
TMUB2,non-target,-0.499
TMX1,non-target,-0.171
TMX2,non-target,0.681
TMX3,non-target,0.693
TMX4,non-target,1.01
TNC,in-trial,0.619
TNF,approved,2.0
TNFAIP1,non-target,2.2
TNFAIP2,non-target,0.924
TNFAIP3,non-target,2.48
TNFAIP6,non-target,1.38
TNFAIP8,non-target,-0.584
TIPE1,non-target,1.08
TIPE2,non-target,0.708
TIPE3,non-target,1.05
TNFRSF10A,in-trial,-1.36
TNFRSF10B,in-trial,-0.568
TNFRSF10C,non-target,2.18
TNFRSF10D,non-target,-0.328
TNFRSF11A,non-target,0.851
TNFRSF11B,non-target,0.888
TNFRSF12A,non-target,-0.0136
TNFRSF13B,non-target,-0.747
TNFRSF13C,in-trial,0.155
TNFRSF14,non-target,0.603
TNFRSF17,approved,-2.25
TNFRSF18,non-target,-0.542
TNFRSF19,non-target,0.367
TNFRSF1A,non-target,2.25
TNFRSF1B,non-target,1.35
TNFRSF21,non-target,1.67
TNFRSF25,non-target,0.896
TNFRSF4,in-trial,-0.438
TNFRSF6B,non-target,-2.4
TNFRSF8,in-trial,1.32
TNFRSF9,in-trial,0.289
TNFSF10,non-target,-0.33
TNFSF11,approved,1.13
TNFSF12,in-trial,0.343
TNFSF12-TNFSF13,non-target,0.502
TNFSF13,in-trial,0.553
TNFSF13B,approved,2.03
TNFSF14,in-trial,0.925
TNFSF15,non-target,0.392
TNFSF18,non-target,-0.272
TNFSF4,in-trial,0.82
TNFSF8,non-target,1.24
TNFSF9,non-target,-0.275
TNIK,non-target,5.66
TNIP1,non-target,1.66
TNIP2,non-target,-0.14
TNIP3,non-target,0.467
TNK1,non-target,0.595
TNK2,non-target,-2.01
TNKS,non-target,-0.99
CNOT12,non-target,0.696
TNKS2,non-target,4.1
TNMD,non-target,0.564
TNN,non-target,-0.409
TNNC1,non-target,3.02
TNNC2,in-trial,1.73
TNNI1,non-target,2.47
TNNI2,in-trial,1.18
TNNI3,non-target,1.19
TNNI3K,non-target,-1.58
TNNT1,non-target,0.736
TNNT2,non-target,2.33
TNNT3,in-trial,0.951
TNP1,non-target,0.222
TNP2,non-target,-1.29
TNPO1,non-target,6.64
TNPO2,non-target,8.01
TNPO3,non-target,3.63
TNR,non-target,2.19
TNRC18,non-target,-3.25
TNRC6A,non-target,1.79
TNRC6B,non-target,3.24
TNRC6C,non-target,1.69
TNS1,non-target,0.876
TNS2,non-target,1.64
TNS3,non-target,1.86
TNS4,non-target,0.623
TNXB,non-target,4.82
TOB1,non-target,2.53
TOB2,non-target,0.782
TOE1,non-target,1.84
TOGARAM1,non-target,0.685
TOGARAM2,non-target,0.671
TOLLIP,non-target,1.53
TOM1,non-target,1.14
TOM1L1,non-target,0.555
TOM1L2,non-target,0.953
TOMM20,non-target,1.66
TOMM20L,non-target,-0.429
TOMM22,non-target,0.654
TOMM34,non-target,1.58
TOMM40,non-target,3.63
TOMM40L,non-target,2.07
TOMM5,non-target,0.346
TOMM6,non-target,-0.379
TOMM7,non-target,-0.551
TOMM70,non-target,2.16
TOMT,non-target,0.405
TONSL,non-target,-0.182
TOP1,in-trial,6.34
TOP1MT,non-target,-0.104
TOP2A,approved,6.14
TOP2B,in-trial,5.19
TOP3A,non-target,2.15
TOP3B,non-target,5.09
TOPAZ1,non-target,1.44
TOPBP1,non-target,2.56
TOPORS,non-target,1.99
TOR1A,non-target,0.866
TOR1AIP1,non-target,-0.334
TOR1AIP2,non-target,1.77
TOR1B,non-target,0.693
TOR2A,non-target,0.446
TOR3A,non-target,-0.253
TOR4A,non-target,0.0542
TOX,non-target,1.56
TOX2,non-target,0.84
TOX3,non-target,0.853
TOX4,non-target,3.95
TP53,in-trial,1.12
TP53AIP1,non-target,-0.222
TP53BP1,non-target,2.0
TP53BP2,non-target,2.14
TP53I11,non-target,2.28
TP53I13,non-target,-0.442
TP53I3,non-target,0.847
TP53INP1,non-target,0.514
TP53INP2,non-target,-0.26
TP53RK,non-target,-0.258
TP53TG3D,non-target,4.9
TP53TG5,non-target,0.666
TP63,non-target,3.52
TP73,non-target,2.25
TPBG,non-target,-1.49
TPBGL,non-target,-1.31
TPCN1,non-target,3.47
TPCN2,non-target,-0.203
TPD52,non-target,0.774
TPD52L1,non-target,1.39
TPD52L2,non-target,0.389
TPD52L3,non-target,-1.64
TPGS1,non-target,-1.16
TPGS2,non-target,0.287
TPH1,in-trial,0.682
TPH2,in-trial,1.15
TPI1,non-target,1.78
TPK1,non-target,0.104
TPM1,non-target,4.41
TPM2,non-target,3.81
TPM3,non-target,3.74
TPM4,non-target,1.93
TPMT,non-target,0.58
TPO,in-trial,0.272
TPP1,non-target,0.637
TPP2,non-target,5.4
TPPP,non-target,0.929
TPPP2,non-target,0.112
TPPP3,non-target,1.39
TPR,non-target,3.92
TPRA1,non-target,0.807
TPRG1,non-target,0.187
TPRG1L,non-target,0.233
TPRKB,non-target,-0.91
TPRN,non-target,-1.9
TPRX1,non-target,1.23
TPSAB1,non-target,3.03
TPSB2,non-target,1.69
TPSD1,non-target,-2.27
TPSG1,non-target,-3.75
TPST1,non-target,2.05
TPST2,non-target,1.45
TPT1,non-target,2.56
TPTE,non-target,4.61
TPTE2,non-target,2.77
TPTEP2-CSNK1E,non-target,3.66
TPX2,non-target,1.37
TRA2A,non-target,1.41
TRA2B,non-target,4.92
TRABD,non-target,1.06
TRABD2A,non-target,0.173
TRABD2B,non-target,1.8
TRAC,non-target,-1.53
TRADD,non-target,0.974
TRAF1,non-target,0.96
TRAF2,non-target,2.01
TRAF3,non-target,4.73
IFT54,non-target,0.871
TRAF3IP2,approved,2.41
TRAF3IP3,non-target,1.07
TRAF4,non-target,2.95
TRAF5,non-target,1.95
TRAF6,non-target,4.38
TRAF7,non-target,3.39
TRAFD1,non-target,1.3
TRAIP,non-target,1.74
TRAJ1,non-target,-0.893
TRAJ10,non-target,-0.0801
TRAJ11,non-target,0.00787
TRAJ12,non-target,-0.498
TRAJ13,non-target,-0.685
TRAJ14,non-target,-1.17
TRAJ16,non-target,-1.05
TRAJ17,non-target,-1.18
TRAJ18,non-target,-1.77
TRAJ19,non-target,-0.572
TRAJ2,non-target,-0.734
TRAJ20,non-target,-0.447
TRAJ21,non-target,-1.61
TRAJ22,non-target,-0.684
TRAJ23,non-target,-0.443
TRAJ24,non-target,-0.0258
TRAJ25,non-target,-0.752
TRAJ26,non-target,-1.68
TRAJ27,non-target,-0.544
TRAJ28,non-target,-0.481
TRAJ29,non-target,-0.863
TRAJ3,non-target,-1.17
TRAJ30,non-target,-1.75
TRAJ31,non-target,-0.687
TRAJ32,non-target,-1.35
TRAJ33,non-target,-1.34
TRAJ34,non-target,-0.937
TRAJ35,non-target,-0.227
TRAJ36,non-target,0.114
TRAJ37,non-target,-1.79
TRAJ38,non-target,-0.62
TRAJ39,non-target,-1.81
TRAJ4,non-target,-0.845
TRAJ40,non-target,-0.366
TRAJ41,non-target,-1.49
TRAJ42,non-target,-0.274
TRAJ43,non-target,-0.179
TRAJ44,non-target,-1.46
TRAJ45,non-target,-1.43
TRAJ46,non-target,-0.961
TRAJ47,non-target,-1.27
TRAJ48,non-target,-0.162
TRAJ49,non-target,-0.694
TRAJ5,non-target,-0.557
TRAJ50,non-target,-1.25
TRAJ52,non-target,-1.63
TRAJ53,non-target,-0.851
TRAJ54,non-target,-1.24
TRAJ56,non-target,-0.226
TRAJ57,non-target,-0.938
TRAJ58,non-target,-0.677
TRAJ59,non-target,-0.792
TRAJ6,non-target,-1.72
TRAJ61,non-target,-2.43
TRAJ7,non-target,-0.927
TRAJ9,non-target,-0.637
TRAK1,non-target,1.62
TRAK2,non-target,1.12
TRAM1,non-target,1.84
TRAM1L1,non-target,-0.226
TRAM2,non-target,2.0
TRANK1,non-target,2.18
TRAP1,non-target,-4.31
TRAPPC1,non-target,0.672
TRAPPC10,non-target,2.19
TRAPPC11,non-target,1.39
TRAPPC12,non-target,-1.13
TRAPPC13,non-target,1.97
TRAPPC14,non-target,2.66
TRAPPC2,non-target,2.32
TRAPPC2B,non-target,0.397
TRAPPC2L,non-target,-2.87
TRAPPC3,non-target,1.41
TRAPPC3L,non-target,0.138
TRAPPC4,non-target,0.438
