gene,condition,n_sig,group
ACAD9,Stim8hr,0,non-target
ACADM,Rest,0,non-target
ACADM,Stim48hr,0,non-target
ACADM,Stim8hr,0,non-target
ACADS,Rest,0,non-target
ACADS,Stim48hr,0,non-target
ACADS,Stim8hr,0,non-target
ACADSB,Rest,0,non-target
ACADSB,Stim48hr,0,non-target
ACADSB,Stim8hr,0,non-target
ACADVL,Rest,0,non-target
ACADVL,Stim48hr,0,non-target
ACADVL,Stim8hr,0,non-target
ACAP1,Rest,0,non-target
ACAP1,Stim48hr,0,non-target
ACAP1,Stim8hr,0,non-target
ACAP2,Rest,0,non-target
ACAP2,Stim48hr,0,non-target
ACAP2,Stim8hr,1,non-target
ACAP3,Rest,1,non-target
ACAP3,Stim48hr,0,non-target
ACAP3,Stim8hr,0,non-target
ACAT1,Rest,0,non-target
ACAT1,Stim48hr,0,non-target
ACAT1,Stim8hr,0,non-target
ACAT2,Rest,0,non-target
ACAT2,Stim48hr,0,non-target
ACAT2,Stim8hr,0,non-target
ACBD3,Rest,0,non-target
ACBD3,Stim48hr,0,non-target
ACBD3,Stim8hr,0,non-target
ACBD4,Rest,0,non-target
ACBD4,Stim48hr,0,non-target
ACBD4,Stim8hr,0,non-target
ACBD5,Rest,0,non-target
ACBD5,Stim48hr,0,non-target
ACBD5,Stim8hr,0,non-target
ACBD6,Rest,0,non-target
ACBD6,Stim48hr,0,non-target
ACBD6,Stim8hr,0,non-target
ACCS,Rest,0,non-target
ACCS,Stim48hr,1,non-target
ACCS,Stim8hr,0,non-target
ACD,Stim48hr,0,non-target
ACE,Rest,0,in-trial
ACE,Stim48hr,0,in-trial
ACE,Stim8hr,0,in-trial
ACER1,Rest,0,non-target
ACER1,Stim48hr,0,non-target
ACER1,Stim8hr,0,non-target
ACER2,Rest,0,non-target
ACER2,Stim48hr,0,non-target
ACER2,Stim8hr,0,non-target
ACER3,Rest,0,non-target
ACER3,Stim48hr,0,non-target
ACER3,Stim8hr,0,non-target
ACIN1,Rest,0,non-target
ACIN1,Stim48hr,0,non-target
ACIN1,Stim8hr,0,non-target
ACKR3,Rest,0,non-target
ACKR3,Stim48hr,0,non-target
ACKR3,Stim8hr,0,non-target
ACLY,Rest,0,non-target
ACLY,Stim48hr,15,non-target
ACLY,Stim8hr,2,non-target
ACO1,Rest,0,non-target
ACO1,Stim48hr,0,non-target
ACO1,Stim8hr,0,non-target
ACO2,Rest,0,non-target
ACO2,Stim48hr,0,non-target
ACO2,Stim8hr,1,non-target
ACOT13,Rest,0,non-target
ACOT13,Stim48hr,0,non-target
ACOT13,Stim8hr,0,non-target
ACOT2,Rest,0,non-target
ACOT2,Stim48hr,0,non-target
ACOT2,Stim8hr,0,non-target
ACOT4,Rest,0,non-target
ACOT4,Stim48hr,0,non-target
ACOT4,Stim8hr,0,non-target
ACOT7,Rest,0,non-target
ACOT7,Stim48hr,4,non-target
ACOT7,Stim8hr,0,non-target
ACOT8,Rest,0,non-target
ACOT8,Stim48hr,0,non-target
ACOT8,Stim8hr,0,non-target
ACOT9,Rest,0,non-target
ACOT9,Stim48hr,0,non-target
ACOT9,Stim8hr,0,non-target
ACOX1,Rest,0,non-target
ACOX1,Stim48hr,0,non-target
ACOX1,Stim8hr,0,non-target
ACOX3,Rest,0,non-target
ACOX3,Stim48hr,0,non-target
ACOX3,Stim8hr,0,non-target
ACP1,Rest,0,non-target
ACP1,Stim48hr,0,non-target
ACP1,Stim8hr,0,non-target
ACP2,Rest,0,non-target
ACP2,Stim48hr,0,non-target
ACP2,Stim8hr,0,non-target
ACP5,Rest,0,non-target
ACP5,Stim48hr,0,non-target
ACP5,Stim8hr,0,non-target
ACP6,Rest,0,non-target
ACP6,Stim48hr,0,non-target
ACP6,Stim8hr,0,non-target
ACRBP,Rest,0,non-target
ACRBP,Stim48hr,0,non-target
ACRBP,Stim8hr,0,non-target
ACSF2,Rest,0,non-target
ACSF2,Stim48hr,0,non-target
ACSF2,Stim8hr,0,non-target
ACSF3,Rest,0,non-target
ACSF3,Stim48hr,0,non-target
ACSF3,Stim8hr,0,non-target
ACSL1,Rest,0,non-target
ACSL1,Stim48hr,0,non-target
ACSL1,Stim8hr,0,non-target
ACSL3,Rest,0,non-target
ACSL3,Stim48hr,0,non-target
ACSL3,Stim8hr,0,non-target
ACSL4,Rest,0,non-target
ACSL4,Stim48hr,0,non-target
ACSL4,Stim8hr,0,non-target
ACSL5,Rest,0,non-target
ACSL5,Stim48hr,0,non-target
ACSL5,Stim8hr,0,non-target
ACSL6,Rest,0,non-target
ACSL6,Stim48hr,0,non-target
ACSL6,Stim8hr,0,non-target
ACSM3,Rest,1,non-target
ACSM3,Stim48hr,0,non-target
ACSM3,Stim8hr,0,non-target
ACSS1,Rest,0,non-target
ACSS1,Stim48hr,0,non-target
ACSS1,Stim8hr,0,non-target
ACSS2,Rest,0,non-target
ACSS2,Stim48hr,0,non-target
ACSS2,Stim8hr,0,non-target
ACTA2,Rest,0,non-target
ACTA2,Stim48hr,0,non-target
ACTA2,Stim8hr,0,non-target
ACTB,Rest,1,non-target
ACTB,Stim48hr,1,non-target
ACTB,Stim8hr,0,non-target
ACTG1,Rest,0,non-target
ACTG1,Stim48hr,0,non-target
ACTG1,Stim8hr,0,non-target
ACTMAP,Rest,0,non-target
ACTMAP,Stim48hr,0,non-target
ACTMAP,Stim8hr,0,non-target
ACTN1,Rest,0,non-target
ACTN1,Stim48hr,0,non-target
ACTN1,Stim8hr,0,non-target
ACTN4,Rest,0,non-target
ACTN4,Stim48hr,0,non-target
ACTN4,Stim8hr,0,non-target
ACTR1A,Rest,0,non-target
ACTR1A,Stim48hr,0,non-target
ACTR1A,Stim8hr,0,non-target
ACTR1B,Rest,0,non-target
ACTR1B,Stim48hr,0,non-target
ACTR1B,Stim8hr,0,non-target
ACTR2,Rest,0,non-target
ACTR2,Stim48hr,4,non-target
ACTR2,Stim8hr,2,non-target
ACTR3,Rest,0,non-target
ACTR3,Stim48hr,0,non-target
ACTR3,Stim8hr,0,non-target
ACTR3B,Rest,0,non-target
ACTR3B,Stim48hr,0,non-target
ACTR3B,Stim8hr,0,non-target
ACTR3C,Rest,0,non-target
ACTR3C,Stim48hr,0,non-target
ACTR3C,Stim8hr,0,non-target
ACTR5,Rest,1,non-target
ACTR5,Stim48hr,1,non-target
ACTR5,Stim8hr,1,non-target
ACTR8,Rest,7,non-target
ACTR8,Stim48hr,2,non-target
ACTR8,Stim8hr,5,non-target
ACVR1,Rest,0,approved
ACVR1,Stim48hr,0,approved
ACVR1,Stim8hr,0,approved
ACVR1B,Rest,0,non-target
ACVR1B,Stim48hr,0,non-target
ACVR1B,Stim8hr,0,non-target
ACVR1C,Rest,0,non-target
ACVR1C,Stim48hr,0,non-target
ACVR1C,Stim8hr,0,non-target
ACVR2A,Rest,0,non-target
ACVR2A,Stim48hr,0,non-target
ACVR2A,Stim8hr,0,non-target
ACVR2B,Rest,0,in-trial
ACVR2B,Stim48hr,0,in-trial
ACVR2B,Stim8hr,0,in-trial
ACY1,Rest,0,non-target
ACY1,Stim48hr,0,non-target
ACY1,Stim8hr,0,non-target
ACYP1,Rest,0,non-target
ACYP1,Stim48hr,0,non-target
ACYP1,Stim8hr,0,non-target
ACYP2,Rest,0,non-target
ACYP2,Stim48hr,0,non-target
ACYP2,Stim8hr,0,non-target
ADA,Rest,0,approved
ADA,Stim48hr,0,approved
ADA,Stim8hr,0,approved
ADA2,Rest,0,non-target
ADA2,Stim48hr,0,non-target
ADA2,Stim8hr,0,non-target
ADAM10,Rest,0,non-target
ADAM10,Stim48hr,0,non-target
ADAM10,Stim8hr,0,non-target
ADAM12,Rest,0,non-target
ADAM12,Stim48hr,0,non-target
ADAM12,Stim8hr,0,non-target
ADAM15,Rest,0,non-target
ADAM15,Stim48hr,0,non-target
ADAM15,Stim8hr,0,non-target
ADAM17,Rest,0,in-trial
ADAM17,Stim48hr,0,in-trial
ADAM17,Stim8hr,0,in-trial
ADAM19,Rest,4,non-target
ADAM19,Stim48hr,2,non-target
ADAM19,Stim8hr,3,non-target
ADAM22,Rest,0,non-target
ADAM22,Stim48hr,0,non-target
ADAM22,Stim8hr,0,non-target
ADAM23,Rest,0,non-target
ADAM23,Stim48hr,0,non-target
ADAM23,Stim8hr,0,non-target
ADAM28,Rest,0,non-target
ADAM28,Stim48hr,0,non-target
ADAM28,Stim8hr,0,non-target
ADAM8,Rest,0,non-target
ADAM8,Stim48hr,0,non-target
ADAM8,Stim8hr,0,non-target
ADAM9,Rest,0,non-target
ADAM9,Stim48hr,0,non-target
ADAM9,Stim8hr,0,non-target
ADAMTS1,Rest,0,non-target
ADAMTS1,Stim48hr,0,non-target
ADAMTS1,Stim8hr,0,non-target
ADAMTS10,Rest,0,non-target
ADAMTS10,Stim48hr,0,non-target
ADAMTS10,Stim8hr,0,non-target
ADAMTS17,Rest,0,non-target
ADAMTS17,Stim48hr,0,non-target
ADAMTS17,Stim8hr,0,non-target
ADAMTS6,Rest,0,non-target
ADAMTS6,Stim48hr,0,non-target
ADAMTS6,Stim8hr,0,non-target
ADAMTSL5,Rest,0,non-target
ADAMTSL5,Stim48hr,0,non-target
ADAMTSL5,Stim8hr,0,non-target
ADAP1,Rest,0,non-target
ADAP1,Stim48hr,0,non-target
ADAP1,Stim8hr,0,non-target
ADAR,Stim48hr,0,non-target
ADAR,Stim8hr,0,non-target
ADARB1,Rest,0,non-target
ADARB1,Stim48hr,0,non-target
ADARB1,Stim8hr,0,non-target
ADARB2,Rest,0,non-target
ADARB2,Stim48hr,0,non-target
ADARB2,Stim8hr,0,non-target
ADAT1,Rest,1,non-target
ADAT1,Stim48hr,1,non-target
ADAT1,Stim8hr,1,non-target
ADAT2,Rest,0,non-target
ADAT2,Stim48hr,0,non-target
ADAT2,Stim8hr,1,non-target
ADAT3,Rest,1,non-target
ADAT3,Stim48hr,2,non-target
ADAT3,Stim8hr,0,non-target
ADCK1,Rest,0,non-target
ADCK1,Stim48hr,0,non-target
ADCK1,Stim8hr,0,non-target
ADCK2,Rest,0,non-target
ADCK2,Stim48hr,0,non-target
ADCK2,Stim8hr,0,non-target
ADCK5,Rest,0,non-target
ADCK5,Stim48hr,0,non-target
ADCK5,Stim8hr,0,non-target
ADCY1,Rest,0,non-target
ADCY1,Stim48hr,0,non-target
ADCY1,Stim8hr,0,non-target
ADCY3,Rest,0,non-target
ADCY3,Stim48hr,0,non-target
ADCY3,Stim8hr,0,non-target
ADCY4,Rest,0,non-target
ADCY4,Stim48hr,0,non-target
ADCY4,Stim8hr,0,non-target
ADCY7,Rest,0,non-target
ADCY7,Stim48hr,0,non-target
ADCY7,Stim8hr,0,non-target
ADCY9,Rest,0,non-target
ADCY9,Stim48hr,0,non-target
ADCY9,Stim8hr,0,non-target
ADD1,Rest,0,non-target
ADD1,Stim48hr,0,non-target
ADD1,Stim8hr,0,non-target
ADD2,Rest,0,non-target
ADD2,Stim48hr,0,non-target
ADD2,Stim8hr,0,non-target
ADD3,Rest,0,non-target
ADD3,Stim48hr,0,non-target
ADD3,Stim8hr,0,non-target
ADGRA3,Rest,0,non-target
ADGRA3,Stim48hr,0,non-target
ADGRA3,Stim8hr,0,non-target
ADGRB2,Rest,0,non-target
ADGRB2,Stim48hr,0,non-target
ADGRB2,Stim8hr,0,non-target
ADGRE2,Rest,0,non-target
ADGRE2,Stim48hr,0,non-target
ADGRE2,Stim8hr,0,non-target
ADGRE5,Rest,0,non-target
ADGRE5,Stim48hr,0,non-target
ADGRE5,Stim8hr,0,non-target
ADGRG1,Rest,0,non-target
ADGRG1,Stim48hr,1,non-target
ADGRG1,Stim8hr,1,non-target
ADGRG5,Rest,0,non-target
ADGRG5,Stim48hr,0,non-target
ADGRG5,Stim8hr,0,non-target
ADGRL1,Rest,0,non-target
ADGRL1,Stim48hr,0,non-target
ADGRL1,Stim8hr,0,non-target
ADGRV1,Rest,0,non-target
ADGRV1,Stim48hr,0,non-target
ADGRV1,Stim8hr,0,non-target
ADH1B,Rest,0,non-target
ADH1B,Stim48hr,0,non-target
ADH1B,Stim8hr,0,non-target
ADH5,Rest,0,non-target
ADH5,Stim48hr,0,non-target
ADH5,Stim8hr,0,non-target
ADHFE1,Rest,0,non-target
ADHFE1,Stim48hr,1,non-target
ADHFE1,Stim8hr,0,non-target
ADI1,Rest,0,non-target
ADI1,Stim48hr,0,non-target
ADI1,Stim8hr,0,non-target
ADIPOR1,Rest,0,non-target
ADIPOR1,Stim48hr,0,non-target
ADIPOR1,Stim8hr,0,non-target
ADIPOR2,Rest,0,non-target
ADIPOR2,Stim48hr,0,non-target
ADIPOR2,Stim8hr,0,non-target
ADIRF,Rest,0,non-target
ADIRF,Stim48hr,0,non-target
ADIRF,Stim8hr,0,non-target
ADISSP,Rest,0,non-target
ADISSP,Stim48hr,0,non-target
ADISSP,Stim8hr,0,non-target
ADK,Rest,0,non-target
ADK,Stim48hr,0,non-target
ADK,Stim8hr,0,non-target
ADM,Rest,0,non-target
ADM,Stim48hr,0,non-target
ADM,Stim8hr,0,non-target
ADM5,Rest,1,non-target
ADM5,Stim48hr,0,non-target
ADM5,Stim8hr,0,non-target
ADNP,Rest,0,non-target
ADNP,Stim48hr,0,non-target
ADNP,Stim8hr,0,non-target
ADNP2,Rest,1,non-target
ADNP2,Stim48hr,1,non-target
ADNP2,Stim8hr,1,non-target
ADO,Rest,0,non-target
ADO,Stim48hr,0,non-target
ADO,Stim8hr,0,non-target
ADORA2A,Rest,0,in-trial
ADORA2A,Stim48hr,0,in-trial
ADORA2A,Stim8hr,0,in-trial
ADORA2B,Rest,0,in-trial
ADORA2B,Stim48hr,0,in-trial
ADORA2B,Stim8hr,0,in-trial
ADPGK,Rest,0,non-target
ADPGK,Stim48hr,0,non-target
ADPGK,Stim8hr,0,non-target
ADPRH,Rest,0,non-target
ADPRH,Stim48hr,0,non-target
ADPRH,Stim8hr,0,non-target
ADPRM,Rest,1,non-target
ADPRM,Stim48hr,0,non-target
ADPRM,Stim8hr,0,non-target
ADPRS,Rest,0,non-target
ADPRS,Stim48hr,0,non-target
ADPRS,Stim8hr,0,non-target
ADRB2,Rest,0,approved
ADRB2,Stim48hr,0,approved
ADRB2,Stim8hr,0,approved
ADRM1,Rest,0,approved
ADRM1,Stim48hr,0,approved
ADRM1,Stim8hr,0,approved
ADSS2,Rest,1,non-target
ADSS2,Stim8hr,0,non-target
ADTRP,Rest,0,non-target
ADTRP,Stim48hr,0,non-target
ADTRP,Stim8hr,0,non-target
AEBP1,Rest,0,non-target
AEBP1,Stim48hr,0,non-target
AEBP1,Stim8hr,0,non-target
AEBP2,Rest,0,non-target
AEBP2,Stim48hr,1,non-target
AEBP2,Stim8hr,0,non-target
AEN,Rest,0,non-target
AEN,Stim48hr,0,non-target
AEN,Stim8hr,0,non-target
AFAP1,Rest,0,non-target
AFAP1,Stim8hr,0,non-target
AFAP1L2,Rest,0,non-target
AFAP1L2,Stim48hr,0,non-target
AFAP1L2,Stim8hr,0,non-target
AFDN,Rest,0,non-target
AFDN,Stim48hr,0,non-target
AFDN,Stim8hr,0,non-target
AFF1,Rest,0,non-target
AFF1,Stim48hr,0,non-target
AFF1,Stim8hr,0,non-target
AFF2,Rest,0,non-target
AFF2,Stim48hr,0,non-target
AFF2,Stim8hr,0,non-target
AFF3,Rest,0,non-target
AFF3,Stim48hr,0,non-target
AFF3,Stim8hr,0,non-target
AFF4,Rest,1,non-target
AFF4,Stim48hr,0,non-target
AFF4,Stim8hr,0,non-target
AFG2A,Stim8hr,0,non-target
AFG2B,Rest,0,non-target
AFG2B,Stim48hr,0,non-target
AFG2B,Stim8hr,0,non-target
AFG3L2,Rest,0,non-target
AFG3L2,Stim48hr,0,non-target
AFG3L2,Stim8hr,0,non-target
AFMID,Rest,0,non-target
AFMID,Stim48hr,0,non-target
AFMID,Stim8hr,0,non-target
AFTPH,Rest,0,non-target
AFTPH,Stim48hr,0,non-target
AFTPH,Stim8hr,0,non-target
AGA,Rest,0,non-target
AGA,Stim48hr,0,non-target
AGA,Stim8hr,0,non-target
AGAP1,Rest,0,non-target
AGAP1,Stim48hr,0,non-target
AGAP1,Stim8hr,0,non-target
AGAP2,Rest,0,non-target
AGAP2,Stim48hr,0,non-target
AGAP2,Stim8hr,0,non-target
AGAP3,Rest,0,non-target
AGAP3,Stim48hr,0,non-target
AGAP3,Stim8hr,0,non-target
AGAP4,Rest,0,non-target
AGAP4,Stim48hr,0,non-target
AGAP4,Stim8hr,0,non-target
AGAP5,Rest,0,non-target
AGAP5,Stim48hr,0,non-target
AGAP5,Stim8hr,0,non-target
AGAP6,Rest,0,non-target
AGAP6,Stim48hr,0,non-target
AGAP6,Stim8hr,0,non-target
AGAP9,Rest,0,non-target
AGAP9,Stim48hr,0,non-target
AGAP9,Stim8hr,0,non-target
AGBL2,Rest,0,non-target
AGBL2,Stim48hr,0,non-target
AGBL2,Stim8hr,0,non-target
AGBL5,Rest,0,non-target
AGBL5,Stim48hr,0,non-target
AGBL5,Stim8hr,0,non-target
AGER,Rest,0,non-target
AGER,Stim48hr,0,non-target
AGER,Stim8hr,0,non-target
AGFG1,Rest,0,non-target
AGFG1,Stim48hr,0,non-target
AGFG1,Stim8hr,0,non-target
AGFG2,Rest,0,non-target
AGFG2,Stim48hr,0,non-target
AGFG2,Stim8hr,0,non-target
AGGF1,Rest,0,non-target
AGGF1,Stim48hr,0,non-target
AGGF1,Stim8hr,0,non-target
AGK,Rest,0,non-target
AGK,Stim48hr,0,non-target
AGK,Stim8hr,0,non-target
AGL,Rest,0,non-target
AGL,Stim48hr,0,non-target
AGL,Stim8hr,0,non-target
AGMAT,Rest,0,non-target
AGMAT,Stim48hr,0,non-target
AGMAT,Stim8hr,0,non-target
AGO1,Rest,0,non-target
AGO1,Stim48hr,0,non-target
AGO1,Stim8hr,0,non-target
AGO2,Rest,0,non-target
AGO2,Stim48hr,0,non-target
AGO2,Stim8hr,0,non-target
AGO3,Rest,0,non-target
AGO3,Stim48hr,0,non-target
AGO3,Stim8hr,0,non-target
AGO4,Stim48hr,0,non-target
AGO4,Stim8hr,0,non-target
AGPAT1,Rest,0,non-target
AGPAT1,Stim48hr,1,non-target
AGPAT1,Stim8hr,0,non-target
AGPAT2,Rest,0,non-target
AGPAT2,Stim48hr,0,non-target
AGPAT2,Stim8hr,0,non-target
AGPAT3,Rest,0,non-target
AGPAT3,Stim48hr,0,non-target
AGPAT3,Stim8hr,0,non-target
AGPAT4,Rest,0,non-target
AGPAT4,Stim48hr,0,non-target
AGPAT4,Stim8hr,0,non-target
AGPAT5,Rest,0,non-target
AGPAT5,Stim48hr,0,non-target
AGPAT5,Stim8hr,0,non-target
AGPS,Rest,0,non-target
AGPS,Stim48hr,0,non-target
AGPS,Stim8hr,0,non-target
AGR2,Rest,0,non-target
AGR2,Stim48hr,0,non-target
AGR2,Stim8hr,0,non-target
AGR3,Rest,0,non-target
AGR3,Stim48hr,0,non-target
AGR3,Stim8hr,0,non-target
AGRN,Rest,0,non-target
AGRN,Stim48hr,0,non-target
AGRN,Stim8hr,0,non-target
AGTPBP1,Rest,0,non-target
AGTPBP1,Stim48hr,0,non-target
AGTPBP1,Stim8hr,0,non-target
AGTRAP,Rest,0,non-target
AGTRAP,Stim48hr,0,non-target
AGTRAP,Stim8hr,0,non-target
AHCYL1,Rest,0,non-target
AHCYL1,Stim48hr,0,non-target
AHCYL1,Stim8hr,0,non-target
AHCYL2,Rest,0,non-target
AHCYL2,Stim48hr,0,non-target
AHCYL2,Stim8hr,0,non-target
AHDC1,Rest,0,non-target
AHDC1,Stim48hr,0,non-target
AHDC1,Stim8hr,0,non-target
AHI1,Rest,0,non-target
AHI1,Stim48hr,0,non-target
AHI1,Stim8hr,0,non-target
AHNAK,Rest,1,non-target
AHNAK,Stim48hr,0,non-target
AHNAK,Stim8hr,0,non-target
AHR,Rest,13,approved
AHR,Stim48hr,8,approved
AHR,Stim8hr,8,approved
AHRR,Rest,0,non-target
AHRR,Stim48hr,1,non-target
AHRR,Stim8hr,0,non-target
AHSA1,Rest,0,non-target
AHSA1,Stim48hr,0,non-target
AHSA1,Stim8hr,0,non-target
AHSP,Rest,0,non-target
AHSP,Stim48hr,0,non-target
AHSP,Stim8hr,0,non-target
AIDA,Rest,0,non-target
AIDA,Stim48hr,0,non-target
AIDA,Stim8hr,0,non-target
AIF1,Rest,0,non-target
AIF1,Stim48hr,0,non-target
AIF1,Stim8hr,0,non-target
AIFM1,Rest,0,non-target
AIFM1,Stim48hr,3,non-target
AIFM1,Stim8hr,0,non-target
AIFM2,Rest,0,non-target
AIFM2,Stim48hr,0,non-target
AIFM2,Stim8hr,0,non-target
AIG1,Rest,0,non-target
AIG1,Stim48hr,0,non-target
AIG1,Stim8hr,0,non-target
AIM2,Rest,0,non-target
AIM2,Stim48hr,0,non-target
AIM2,Stim8hr,0,non-target
AIMP1,Rest,0,non-target
AIMP1,Stim48hr,0,non-target
AIMP1,Stim8hr,0,non-target
AIMP2,Rest,0,non-target
AIMP2,Stim48hr,0,non-target
AIMP2,Stim8hr,0,non-target
AIP,Rest,0,non-target
AIP,Stim48hr,1,non-target
AIP,Stim8hr,1,non-target
AIRE,Rest,0,non-target
AIRE,Stim48hr,0,non-target
AIRE,Stim8hr,0,non-target
AIRIM,Rest,0,non-target
AIRIM,Stim48hr,0,non-target
AIRIM,Stim8hr,1,non-target
AJAP1,Rest,0,non-target
AJAP1,Stim48hr,0,non-target
AJAP1,Stim8hr,0,non-target
AK1,Rest,0,non-target
AK1,Stim48hr,0,non-target
AK1,Stim8hr,0,non-target
AK3,Rest,2,non-target
AK3,Stim48hr,0,non-target
AK3,Stim8hr,1,non-target
AK4,Rest,0,non-target
AK4,Stim48hr,0,non-target
AK4,Stim8hr,0,non-target
AK5,Rest,0,non-target
AK5,Stim8hr,0,non-target
AK9,Rest,0,non-target
AK9,Stim48hr,0,non-target
AK9,Stim8hr,0,non-target
AKAP1,Rest,0,non-target
AKAP1,Stim48hr,0,non-target
AKAP1,Stim8hr,0,non-target
AKAP10,Rest,2,non-target
AKAP10,Stim48hr,0,non-target
AKAP10,Stim8hr,2,non-target
AKAP11,Rest,0,non-target
AKAP11,Stim48hr,0,non-target
AKAP11,Stim8hr,0,non-target
AKAP12,Rest,0,non-target
AKAP12,Stim48hr,0,non-target
AKAP12,Stim8hr,0,non-target
AKAP13,Rest,0,non-target
AKAP13,Stim48hr,0,non-target
AKAP13,Stim8hr,0,non-target
AKAP17A,Rest,0,non-target
AKAP17A,Stim48hr,0,non-target
AKAP17A,Stim8hr,0,non-target
AKAP19,Rest,0,non-target
AKAP19,Stim48hr,0,non-target
AKAP19,Stim8hr,0,non-target
AKAP5,Rest,0,non-target
AKAP5,Stim48hr,0,non-target
AKAP5,Stim8hr,0,non-target
AKAP7,Rest,0,non-target
AKAP7,Stim48hr,0,non-target
AKAP7,Stim8hr,0,non-target
AKAP8,Rest,0,non-target
AKAP8,Stim48hr,0,non-target
AKAP8,Stim8hr,0,non-target
AKAP8L,Rest,0,non-target
AKAP8L,Stim48hr,0,non-target
AKAP8L,Stim8hr,0,non-target
AKAP9,Rest,0,non-target
AKAP9,Stim48hr,0,non-target
AKAP9,Stim8hr,0,non-target
AKIP1,Rest,0,non-target
AKIP1,Stim48hr,0,non-target
AKIP1,Stim8hr,0,non-target
AKIRIN1,Rest,0,non-target
AKIRIN1,Stim48hr,0,non-target
AKIRIN1,Stim8hr,0,non-target
AKIRIN2,Rest,0,non-target
AKIRIN2,Stim48hr,0,non-target
AKIRIN2,Stim8hr,0,non-target
AKNA,Rest,0,non-target
AKNA,Stim48hr,0,non-target
AKNA,Stim8hr,0,non-target
AKR1A1,Rest,0,non-target
AKR1A1,Stim48hr,0,non-target
AKR1A1,Stim8hr,0,non-target
AKR1B1,Rest,0,non-target
AKR1B1,Stim48hr,0,non-target
AKR1B1,Stim8hr,0,non-target
AKR1C1,Rest,3,non-target
AKR1C1,Stim48hr,0,non-target
AKR1C1,Stim8hr,0,non-target
AKR1C3,Rest,0,non-target
AKR1C3,Stim48hr,0,non-target
AKR1C3,Stim8hr,0,non-target
AKR1E2,Rest,0,non-target
AKR1E2,Stim48hr,0,non-target
AKR1E2,Stim8hr,0,non-target
AKR7A2,Rest,0,non-target
AKR7A2,Stim48hr,0,non-target
AKR7A2,Stim8hr,0,non-target
AKR7A3,Rest,0,non-target
AKR7A3,Stim48hr,0,non-target
AKR7A3,Stim8hr,0,non-target
AKT1,Rest,0,in-trial
AKT1,Stim48hr,0,in-trial
AKT1,Stim8hr,0,in-trial
AKT1S1,Rest,0,non-target
AKT1S1,Stim48hr,0,non-target
AKT1S1,Stim8hr,0,non-target
AKT2,Rest,0,in-trial
AKT2,Stim48hr,0,in-trial
AKT2,Stim8hr,0,in-trial
AKT3,Rest,0,in-trial
AKT3,Stim48hr,0,in-trial
AKT3,Stim8hr,0,in-trial
AKTIP,Rest,0,non-target
AKTIP,Stim48hr,0,non-target
AKTIP,Stim8hr,0,non-target
ALAD,Rest,0,non-target
ALAD,Stim48hr,0,non-target
ALAD,Stim8hr,0,non-target
ALAS1,Rest,0,non-target
ALAS1,Stim48hr,0,non-target
ALAS1,Stim8hr,0,non-target
ALAS2,Rest,0,non-target
ALAS2,Stim48hr,0,non-target
ALAS2,Stim8hr,0,non-target
ALCAM,Rest,0,non-target
ALCAM,Stim48hr,0,non-target
ALCAM,Stim8hr,0,non-target
ALDH16A1,Rest,0,non-target
ALDH16A1,Stim48hr,0,non-target
ALDH16A1,Stim8hr,0,non-target
ALDH18A1,Rest,0,non-target
ALDH18A1,Stim48hr,0,non-target
ALDH18A1,Stim8hr,0,non-target
ALDH1A1,Rest,0,non-target
ALDH1A1,Stim48hr,0,non-target
ALDH1A1,Stim8hr,0,non-target
ALDH1B1,Rest,0,non-target
ALDH1B1,Stim48hr,0,non-target
ALDH1B1,Stim8hr,0,non-target
ALDH2,Rest,0,in-trial
ALDH2,Stim48hr,0,in-trial
ALDH2,Stim8hr,0,in-trial
ALDH3A2,Rest,0,non-target
ALDH3A2,Stim48hr,0,non-target
ALDH3A2,Stim8hr,0,non-target
ALDH5A1,Rest,0,in-trial
ALDH5A1,Stim48hr,0,in-trial
ALDH5A1,Stim8hr,0,in-trial
ALDH7A1,Rest,0,non-target
ALDH7A1,Stim48hr,0,non-target
ALDH7A1,Stim8hr,0,non-target
ALDH8A1,Rest,0,non-target
ALDH8A1,Stim48hr,0,non-target
ALDH8A1,Stim8hr,0,non-target
ALDH9A1,Rest,0,non-target
ALDH9A1,Stim48hr,0,non-target
ALDH9A1,Stim8hr,0,non-target
ALDOA,Rest,0,non-target
ALDOA,Stim48hr,0,non-target
ALDOA,Stim8hr,1,non-target
ALDOC,Rest,0,non-target
ALDOC,Stim48hr,0,non-target
ALDOC,Stim8hr,0,non-target
ALG1,Rest,0,non-target
ALG1,Stim48hr,0,non-target
ALG1,Stim8hr,1,non-target
ALG10,Rest,0,non-target
ALG10,Stim48hr,0,non-target
ALG10,Stim8hr,0,non-target
ALG10B,Rest,0,non-target
ALG10B,Stim48hr,0,non-target
ALG10B,Stim8hr,0,non-target
ALG12,Rest,0,non-target
ALG12,Stim48hr,0,non-target
ALG12,Stim8hr,0,non-target
ALG13,Rest,0,non-target
ALG13,Stim48hr,0,non-target
ALG13,Stim8hr,2,non-target
ALG14,Rest,0,non-target
ALG14,Stim48hr,0,non-target
ALG14,Stim8hr,0,non-target
ALG2,Rest,0,non-target
ALG2,Stim48hr,0,non-target
ALG2,Stim8hr,0,non-target
ALG3,Rest,0,non-target
ALG3,Stim48hr,0,non-target
ALG3,Stim8hr,1,non-target
ALG5,Rest,0,non-target
ALG5,Stim48hr,0,non-target
ALG5,Stim8hr,0,non-target
