perm,genetic,genetic+observational,genetic+perturbational,full
313,0.49368576397198427,0.49338382871456155,0.5016592798225882,0.4972587629030456
314,0.4867103016959428,0.49583085243861574,0.48402097991352766,0.47929233076468997
315,0.46762789770098445,0.4487910943059078,0.4374279902359642,0.428850587916208
316,0.47950790535905163,0.4936488776145121,0.5167930088227317,0.513348505879162
317,0.48084387115301774,0.5033885511893935,0.4543387577976675,0.4780267075096923
318,0.5257851912123678,0.5282659742497486,0.5067865154198377,0.514355270505273
319,0.48047353978206414,0.48718522950270426,0.5050170551540388,0.501643788190622
320,0.5254306546052107,0.49963309880502244,0.5156600615836245,0.5025186106989582
321,0.5054738269595878,0.49470889771693877,0.5183854720081686,0.5029588219339811
322,0.47793923004515065,0.499751208538745,0.49523783085243855,0.504788828794333
323,0.5124697267027234,0.5306804033248775,0.5134592606774199,0.5383642208714242
324,0.4855253434164553,0.4783810845737807,0.5189536367842499,0.5077208634470876
325,0.49652362035131375,0.49865482857097276,0.5063222610443688,0.5063359019767386
326,0.47713744635364314,0.48642479937459115,0.4740102586193143,0.48819454681791347
327,0.5071930949759887,0.4974331913400023,0.5080915139041785,0.5044244324255333
328,0.5048948451634518,0.49627285055600756,0.48199958518802155,0.487766827805166
329,0.5029769141179661,0.4940007019895021,0.49637618660157307,0.48719462658944784
330,0.4776853332056989,0.5243318336284879,0.4635394151151103,0.5107375356977616
331,0.501099507011918,0.5076292219084542,0.49590232773337173,0.502510107053399
332,0.4933243670128752,0.517346974265703,0.4843353914389189,0.5066089439844287
333,0.48085732063370507,0.49960610411780665,0.4787201774118923,0.49198107819205794
334,0.5032229454841334,0.4850895036615134,0.5093485537420828,0.48749295617351907
335,0.5063133425868312,0.5000246494041067,0.5115227109558225,0.49818416056414433
336,0.5033927152634854,0.4834220233251966,0.49665406276424323,0.4846418258108776
337,0.49834879305668567,0.4825614320585842,0.5094677962315928,0.5005616394645734
338,0.48170615357615787,0.5176195216898801,0.4977379186011264,0.521311252572632
339,0.5360211394565964,0.530363056207023,0.5420953269835193,0.5383881842403356
340,0.4858526460217936,0.496351234065636,0.4839906029132564,0.4944361428867723
341,0.5080521546291421,0.5185297468051501,0.5277803411030808,0.5310803458893729
342,0.4850290049298809,0.49442310821806346,0.489180889931237,0.49066406611464763
