gene,group,mis_z_score
MSH2,other,-4.31
MSH3,other,-1.29
MSH4,other,0.422
MSH5,other,2.08
MSH5-SAPCD1,other,2.1
MSH6,other,-5.32
MSI1,other,3.83
MSI2,other,3.06
MSL1,other,1.96
MSL2,other,2.95
MSL3,other,1.97
MSLN,other,-2.3
MSLNL,other,-13.6
MSMB,other,0.417
MSMO1,other,1.31
MSMP,other,0.109
MSN,other,3.99
MSR1,other,-4.36
MSRA,other,-5.07
MSRB1,other,-0.617
MSRB2,other,0.82
MSRB3,other,0.879
MSS51,other,0.91
MST1,other,1.9
MST1R,in_trials,1.56
MSTN,other,0.951
MSTO1,other,4.48
MSX1,other,-0.749
MSX2,other,0.56
MT1A,other,0.219
MT1B,other,-0.0382
MT1E,other,0.16
MT1F,other,-0.245
MT1G,other,-0.0817
MT1H,other,-0.431
MT1HL1,other,-0.0954
MT1M,other,-0.363
MT1X,other,0.112
MT2A,other,1.02
MT3,other,0.413
MT4,other,-0.445
MTA1,other,4.1
MTA2,other,4.54
MTA3,other,-0.547
MTAP,other,-0.156
MTARC1,other,0.579
MTARC2,other,0.421
MTBP,other,0.809
MTCH1,other,2.5
MTCH2,other,2.42
MTCL1,other,-0.585
MTCP1,other,2.61
MTDH,other,0.361
MTERF1,other,-0.608
MTERF2,other,-0.219
MTERF3,other,0.511
MTERF4,other,0.924
MTF1,other,3.83
MTF2,other,3.6
MTFMT,other,-0.578
MTFP1,other,0.147
MTFR1,other,0.805
MTFR1L,other,1.09
MTFR2,other,0.149
MTG1,other,-1.32
MTG2,other,0.236
MTHFD1,other,3.29
MTHFD1L,other,1.55
MTHFD2,other,1.25
MTHFD2L,other,-0.695
MTHFR,other,1.83
MTHFS,other,0.162
MTHFSD,other,-2.91
MTIF2,other,-1.62
MTIF3,other,0.699
MTM1,other,3.81
MTMR1,other,2.62
MTMR10,other,0.585
MTMR11,other,0.933
MTMR12,other,2.49
MTMR14,other,0.806
MTMR2,other,1.74
MTMR3,other,3.02
MTMR4,other,5.18
MTMR6,other,1.61
MTMR7,other,-3.34
MTMR8,other,-4.37
MTMR9,other,-3.77
MTNR1A,in_trials,0.462
MTNR1B,in_trials,0.165
MTO1,other,1.37
MTOR,in_trials,10.3
MTPAP,other,1.3
MTPN,other,2.14
MTR,other,3.18
MTRES1,other,0.211
MTREX,other,4.11
MTRF1,other,1.56
MTRF1L,other,1.04
MTRFR,other,0.0567
MTRNR2L1,other,1.45
MTRNR2L10,other,0.11
MTRNR2L12,other,-0.212
MTRNR2L13,other,-2.57
MTRNR2L3,other,-0.694
MTRNR2L4,other,-0.67
MTRNR2L5,other,-0.135
MTRNR2L6,other,0.048
MTRNR2L7,other,-0.448
MTRNR2L8,other,0.884
MTRR,other,-0.815
MTSS1,other,2.33
MTSS2,other,-1.35
MTTP,other,1.6
MTURN,other,0.746
MTUS1,other,-8.01
MTUS2,other,0.272
MTX1,other,0.0956
MTX2,other,-0.0715
MTX3,other,-0.245
MUC1,in_trials,-1.11
MUC12,other,13.4
MUC13,other,0.885
MUC15,other,-0.285
MUC16,other,-8.21
MUC17,other,-5.08
MUC19,other,0.312
MUC2,other,0.492
MUC20,other,4.85
MUC21,other,3.5
MUC22,other,1.89
MUC3A,other,-9.16
MUC4,other,2.84
MUC5AC,other,-9.74
MUC5B,other,2.93
MUC6,other,4.12
MUC7,other,0.952
MUCL1,other,-1.34
MUCL3,other,2.52
MUL1,other,0.633
MUS81,other,0.245
MUSK,other,0.772
MUSTN1,other,-0.0894
MUTYH,other,0.626
MVB12A,other,0.315
MVB12B,other,2.32
MVD,other,-1.62
MVK,other,2.07
MVP,other,2.5
MX1,other,0.698
MX2,other,1.09
MXD1,other,1.63
MXD3,other,-0.168
MXD4,other,0.0117
MXI1,other,1.64
MXRA5,other,0.908
MXRA7,other,2.01
MXRA8,other,-2.13
MYADM,other,0.556
MYADML2,other,0.32
MYB,other,3.5
MYBBP1A,other,-3.41
MYBL1,other,2.61
MYBL2,other,2.27
MYBPC1,other,2.39
MYBPC2,other,0.375
MYBPC3,other,1.33
MYBPH,other,1.13
MYBPHL,other,0.0828
MYC,other,1.42
MYCBP,other,0.727
MYCBP2,other,8.55
MYCBPAP,other,1.31
MYCL,other,1.14
MYCN,other,1.33
MYCT1,other,-0.203
MYD88,other,1.72
MYDGF,other,-0.285
MYEF2,other,2.11
MYEOV,other,0.101
MYF5,other,-0.521
MYF6,other,-0.388
MYG1,other,-0.65
MYH1,other,2.17
MYH10,other,7.42
MYH11,other,3.29
MYH13,other,1.39
MYH14,other,3.06
MYH15,other,0.274
MYH2,other,4.82
MYH3,other,4.57
MYH4,other,1.63
MYH6,other,4.2
MYH7,other,7.38
MYH7B,other,-0.154
MYH8,other,2.94
MYH9,other,6.63
MYL1,other,-0.136
MYL10,other,0.151
MYL12A,other,1.94
MYL12B,other,2.77
MYL2,other,1.02
MYL3,other,1.27
MYL4,other,0.105
MYL5,other,-1.32
MYL6,other,0.833
MYL6B,other,0.888
MYL7,other,0.505
MYL9,other,1.44
MYLIP,other,1.11
MYLK,other,3.2
MYLK2,other,1.36
MYLK3,other,1.06
MYLK4,other,0.68
MYL11,other,0.578
MYMK,other,1.13
MYNN,other,2.49
MYO10,other,1.97
MYO15A,other,1.19
MYO15B,other,-13.0
MYO16,other,0.633
MYO18A,other,3.98
MYO18B,other,0.563
MYO19,other,0.0822
MYO1A,other,0.924
MYO1B,other,3.5
MYO1C,other,-0.777
MYO1D,other,1.35
MYO1E,other,0.301
MYO1F,other,2.83
MYO1G,other,2.16
MYO1H,other,0.818
MYO3A,other,0.0882
MYO3B,other,0.0781
MYO5A,other,5.44
MYO5B,other,0.088
MYO5C,other,0.824
MYO6,other,2.36
MYO7A,other,1.16
MYO7B,other,0.655
MYO9A,other,2.69
MYO9B,other,5.25
MYOC,other,0.883
MYOCD,other,0.832
MYOD1,other,-0.9
MYOF,other,0.545
MYOG,other,0.736
MYOM1,other,1.08
MYOM2,other,-8.48
MYOM3,other,0.0157
MYORG,other,-1.11
MYOT,other,1.53
MYOZ1,other,0.0317
MYOZ2,other,1.15
MYOZ3,other,0.351
MYPN,other,0.416
MYPOP,other,0.392
MYRF,other,4.8
MYRFL,other,-0.0284
MYRIP,other,0.711
MYSM1,other,1.02
MYT1,other,3.86
MYT1L,other,6.49
MYZAP,other,-0.991
MZB1,other,-0.235
MZF1,other,-1.86
MZT1,other,0.637
MZT2A,other,1.22
MZT2B,other,0.527
N4BP1,other,1.74
N4BP2,other,1.28
N4BP2L1,other,1.25
N4BP2L2,other,0.0783
N4BP3,other,-0.184
HEMK2,other,-1.75
NAA10,other,2.95
NAA11,other,-0.167
NAA15,other,4.66
NAA16,other,-0.16
NAA20,other,1.63
NAA25,other,4.77
NAA30,other,1.21
NAA35,other,4.09
NAA38,other,-0.369
NAA40,other,1.69
NAA50,other,2.66
NAA60,other,0.514
NAA80,other,0.192
NAAA,other,0.154
NAALAD2,other,-0.312
NAALADL1,other,0.111
NAALADL2,other,-1.99
NAB1,other,1.54
NAB2,other,3.12
NABP1,other,-0.386
NABP2,other,2.04
NACA,other,2.8
NACA2,other,-0.0131
NACAD,other,3.43
NACC1,other,5.09
NACC2,other,0.104
NADK,other,2.96
NADK2,other,2.2
NADSYN1,other,1.24
NAE1,in_trials,1.34
NAF1,other,0.0714
NAGA,other,0.946
NAGK,other,-0.000452
NAGLU,other,1.13
NAGPA,other,-2.41
NAGS,other,1.28
NAIF1,other,1.75
NAIP,other,0.353
NALCN,other,7.49
NALF1,other,0.811
NALF2,other,-1.02
NAMPT,in_trials,5.31
NANOG,other,4.22
NANOGNB,other,-0.371
NANOGP8,other,3.03
NANOS1,other,-1.58
NANOS2,other,0.431
NANOS3,other,1.12
NANP,other,0.331
NANS,other,1.33
NAP1L1,other,3.12
NAP1L2,other,-0.869
NAP1L3,other,-0.18
NAP1L4,other,1.35
NAP1L5,other,-0.0709
NAPA,other,1.52
NAPB,other,0.935
NAPEPLD,other,1.28
NAPG,other,0.299
NAPRT,other,-1.36
NAPSA,other,0.215
NARF,other,-0.401
NARS1,other,0.407
NARS2,other,-0.757
NASP,other,1.03
NAT1,other,-1.41
NAT10,other,0.953
NAT14,other,-0.897
NAT16,other,-1.2
NAT2,other,-2.06
NAT8,other,-1.76
NAT8B,other,-2.19
ASPNAT,other,2.1
NAT9,other,0.121
NATD1,other,0.0176
NAV1,other,6.1
NAV2,other,2.6
NAV3,other,1.83
NAXD,other,0.197
NAXE,other,0.31
NBAS,other,-0.723
NBEA,other,7.62
NBEAL1,other,1.81
NBEAL2,other,3.79
NBL1,other,1.29
NBN,other,-0.353
NBPF1,other,10.9
NBPF10,other,2.58
NBPF11,other,1.46
NBPF12,other,1.43
NBPF14,other,-1.91
NBPF15,other,-4.36
NBPF19,other,-0.456
NBPF20,other,-3.74
NBPF26,other,4.91
NBPF3,other,3.27
NBPF4,other,4.64
NBPF6,other,4.63
NBPF9,other,-0.73
NBR1,other,1.35
NCALD,other,1.72
NCAM1,in_trials,4.3
NCAM2,other,1.87
NCAN,other,2.6
NCAPD2,other,1.93
NCAPD3,other,-1.07
NCAPG,other,1.48
NCAPG2,other,3.46
NCAPH,other,1.8
NCAPH2,other,-0.0302
NCBP1,in_trials,4.83
NCBP2,in_trials,2.37
NCBP2AS2,other,-3.93
NCBP2L,other,-2.45
NCBP3,other,1.8
NCCRP1,other,0.427
NCDN,other,5.42
NCEH1,other,1.7
NCF1,other,5.39
NCF2,other,1.86
NCF4,other,0.574
NCK1,other,1.77
NCK2,other,2.19
NCKAP1,other,4.86
NCKAP1L,other,2.65
NCKAP5,other,-0.558
NCKAP5L,other,0.179
NCKIPSD,other,1.18
NUCLEOLIN,other,1.42
NCLN,other,1.42
NCMAP,other,0.721
NCOA1,other,2.63
NCOA2,other,3.64
NCOA3,other,2.41
NCOA4,other,1.9
NCOA5,other,1.72
NCOA6,other,2.59
NCOA7,other,1.0
NCOR1,other,4.83
NCOR2,other,1.68
NCR1,other,0.256
NCR2,other,0.304
NCR3,other,1.46
NCR3LG1,other,-0.595
NCS1,other,3.03
NCSTN,in_trials,2.73
NDC1,other,1.05
NDC80,other,2.3
NDE1,other,-0.142
NDEL1,other,2.12
NDFIP1,other,1.95
NDFIP2,other,-0.208
NDN,other,-0.5
NDNF,other,0.83
NDOR1,other,-1.13
NDP,other,1.18
NDRG1,other,0.707
NDRG2,other,0.73
NDRG3,other,1.46
NDRG4,other,0.268
NDST1,other,4.47
NDST2,other,2.48
NDST3,other,3.27
NDST4,other,1.01
NDUFA1,in_trials,0.799
NDUFA10,in_trials,0.764
NDUFA11,in_trials,-0.112
NDUFA12,in_trials,-0.23
NDUFA13,in_trials,-0.633
NDUFA2,in_trials,-0.701
NDUFA3,in_trials,-0.181
COXFA4,in_trials,-0.481
COXFA4L2,in_trials,-0.502
NDUFA5,in_trials,0.928
NDUFA6,in_trials,-0.114
NDUFA7,in_trials,-0.866
NDUFA8,in_trials,0.419
NDUFA9,in_trials,0.429
NDUFAB1,in_trials,0.545
NDUFAF1,in_trials,-0.122
NDUFAF2,in_trials,1.01
NDUFAF3,in_trials,-0.069
NDUFAF4,in_trials,0.127
NDUFAF5,other,-0.0103
NDUFAF6,other,-0.345
NDUFAF7,other,-1.79
NDUFAF8,other,-0.0062
NDUFB1,in_trials,0.757
NDUFB10,in_trials,-2.29
NDUFB11,in_trials,0.95
NDUFB2,in_trials,-0.373
NDUFB3,in_trials,0.89
NDUFB4,in_trials,-0.133
NDUFB5,in_trials,0.0975
NDUFB6,in_trials,-0.455
NDUFB7,in_trials,-0.734
NDUFB8,in_trials,0.455
NDUFB9,in_trials,0.625
NDUFC1,in_trials,-0.841
NDUFC2,in_trials,0.123
NDUFC2-KCTD14,other,-0.0177
NDUFS1,in_trials,-0.015
NDUFS2,in_trials,2.22
NDUFS3,in_trials,0.254
NDUFS4,in_trials,-0.446
NDUFS5,in_trials,-0.264
NDUFS6,in_trials,-1.15
NDUFS7,in_trials,1.45
NDUFS8,in_trials,1.08
NDUFV1,in_trials,1.1
NDUFV2,in_trials,-0.255
NDUFV3,in_trials,0.00787
NEB,other,3.56
NEBL,other,-1.62
NECAB1,other,0.875
NECAB2,other,-7.0
NECAB3,other,0.993
NECAP1,other,1.73
NECAP2,other,0.431
NECTIN1,other,1.9
NECTIN2,other,2.09
NECTIN3,other,1.23
NECTIN4,other,0.718
NEDD1,other,0.467
NEDD4,other,1.06
NEDD4L,other,4.59
NEDD8,other,3.73
NEDD8-MDP1,other,2.1
NEDD9,other,1.59
NEFH,other,1.02
NEFL,other,0.81
NEFM,other,0.367
NEGR1,other,1.77
NEIL1,other,-0.63
NEIL2,other,-3.78
NEIL3,other,0.347
NEK1,other,1.14
NEK10,other,-0.221
NEK11,other,-0.00543
NEK2,other,2.3
NEK3,other,0.173
NEK4,other,0.724
NEK5,other,1.22
NEK6,other,2.02
NEK7,other,2.46
NEK8,other,1.73
NEK9,other,3.21
NELFA,other,1.38
NELFB,other,0.911
NELFCD,other,2.94
NELFE,other,1.97
NELL1,other,-0.249
NELL2,other,1.45
NEMF,other,1.55
NEMP1,other,0.958
NEMP2,other,1.06
NENF,other,0.839
NEO1,other,2.15
RMP64,other,0.392
NES,other,1.12
NET1,other,1.46
NETO1,other,2.18
NETO2,other,1.6
NEU1,other,2.15
NEU2,other,-0.0944
NEU3,other,0.933
NEU4,other,-0.0696
NEURL1,other,1.59
NEURL1B,other,1.28
NEURL2,other,0.313
NEURL3,other,0.823
NEURL4,other,3.39
NEUROD1,other,0.686
NEUROD2,other,3.15
NEUROD4,other,-0.864
NEUROD6,other,1.78
NEUROG1,other,-1.32
NEUROG2,other,-0.0924
NEUROG3,other,-0.225
NEXMIF,other,1.75
NEXN,other,-0.106
NF1,other,9.31
NF2,other,3.31
NFAM1,other,0.474
NFASC,other,3.83
NFAT5,other,3.72
NFATC1,other,-0.225
NFATC2,other,1.32
NFATC2IP,other,0.0474
NFATC3,other,0.467
NFATC4,other,0.905
NFE2,other,1.89
NFE2L1,other,2.0
NFE2L2,in_trials,2.17
NFE2L3,other,-3.96
NFIA,other,3.91
NFIB,other,2.38
NFIC,other,2.28
NFIL3,other,2.03
NFIX,other,5.99
NFKB1,other,4.59
NFKB2,other,4.7
NFKBIA,other,0.945
NFKBIB,other,1.46
NFKBID,other,2.08
NFKBIE,other,2.21
NFKBIL1,other,1.49
NFKBIZ,other,1.16
NFRKB,other,1.22
NFS1,other,1.75
NFU1,other,0.015
NFX1,other,2.56
NFXL1,other,2.31
NFYA,other,3.98
NFYB,other,2.86
NFYC,other,3.38
NGB,other,-0.102
NGDN,other,-0.0454
NGEF,other,3.04
NGF,other,1.12
NGFR,other,1.28
NGLY1,other,-0.135
NGRN,other,-0.902
NHEJ1,other,0.633
NHLH1,other,0.388
NHLH2,other,1.19
NHLRC1,other,-0.0587
NHLRC2,other,1.36
NHLRC3,other,-0.00503
NHLRC4,other,-0.0883
NHP2,other,0.434
NHS,other,3.29
NHSL1,other,0.999
NHSL2,other,1.2
NIBAN1,other,-0.0618
NIBAN2,other,1.57
NIBAN3,other,0.0408
NICN1,other,1.0
NID1,other,1.54
NID2,other,-0.419
NIF3L1,other,0.342
NIFK,other,0.214
NIM1K,other,-0.291
NIN,other,0.53
NINJ1,other,1.26
NINJ2,other,-0.164
NINL,other,-0.66
NIP7,other,0.0176
NIPA1,other,1.39
NIPA2,other,0.242
NIPAL1,other,1.21
NIPAL2,other,0.305
NIPAL3,other,1.5
NIPAL4,other,1.32
NIPBL,other,8.26
NIPSNAP1,other,1.5
NIPSNAP2,other,0.762
NIPSNAP3A,other,0.476
NIPSNAP3B,other,0.78
NISCH,other,3.45
NIT1,other,-0.576
NIT2,other,0.773
NKAIN1,other,1.82
NKAIN2,other,1.6
NKAIN3,other,0.78
NKAIN4,other,-0.301
NKAP,other,1.99
NKAPD1,other,0.769
NKAPL,other,0.539
NKD1,other,1.09
NKD2,other,-0.816
NKG7,other,-0.113
NKIRAS1,other,1.04
NKIRAS2,other,1.45
NKPD1,other,0.767
NKRF,other,4.03
NKTR,other,1.3
NKX1-1,other,-9.17
NKX1-2,other,-0.759
NKX2-1,other,1.41
NKX2-2,other,-0.156
NKX2-3,other,0.0648
NKX2-4,other,-0.958
NKX2-5,other,0.468
NKX2-6,other,-1.08
NKX2-8,other,-1.25
NKX3-1,other,-1.29
NKX3-2,other,-1.42
NKX6-1,other,0.303
NKX6-2,other,-1.35
NKX6-3,other,-0.091
NLE1,other,1.4
NLGN1,other,3.46
NLGN2,other,5.17
NLGN3,other,5.67
NLGN4X,other,5.23
NLGN4Y,other,3.15
NLK,other,4.16
NLN,other,0.345
NLRC3,other,-1.79
NLRC4,other,1.73
NLRC5,other,2.64
NLRP1,other,2.29
NLRP10,other,-0.577
NLRP11,other,-0.108
NLRP12,other,-2.06
NLRP13,other,-2.37
NLRP14,other,-1.3
NLRP2,other,-1.93
NLRP2B,other,-3.0
NLRP3,other,3.52
NLRP4,other,-0.496
NLRP5,other,-3.22
NLRP6,other,-0.0333
NLRP7,other,-0.287
NLRP8,other,-0.66
NLRP9,other,-1.6
NLRX1,other,1.35
NMB,other,-0.548
NMBR,other,-1.58
NMD3,other,1.01
NME1,other,0.983
NME1-NME2,other,1.49
NME2,other,1.05
NME3,other,-3.03
NME4,other,-1.44
NME5,other,0.864
NME6,other,0.276
NME7,other,0.801
NME8,other,-0.434
NME9,other,1.7
NMI,other,0.431
NMNAT1,other,1.22
NMNAT2,other,2.53
NMNAT3,other,1.01
NMRAL1,other,-0.604
NMRK1,other,0.423
NMRK2,other,-0.625
NMS,other,-0.116
NMT1,other,3.43
NMT2,other,2.11
NMU,other,0.214
NMUR1,other,0.908
NMUR2,other,-0.38
NNAT,other,0.588
NNMT,other,-1.47
NNT,other,2.33
NOA1,other,-0.00542
NOB1,other,-0.278
NOBOX,other,-0.211
NOC2L,other,-1.31
NOC3L,other,0.521
NOC4L,other,-3.62
NOCT,other,1.14
NOD1,other,-0.0611
NOD2,other,0.545
NODAL,other,1.1
NOG,other,1.26
NOL10,other,0.665
NOL11,other,0.981
NOL12,other,0.0414
NOL3,other,-0.0132
NOL4,other,2.72
NOL4L,other,3.94
NOL6,other,2.18
NOL7,other,-0.839
NOL8,other,1.05
NOL9,other,1.71
NOLC1,other,-1.21
NOM1,other,-1.19
NOMO1,other,10.8
NOMO2,other,9.01
NOMO3,other,8.39
NONO,other,5.66
NOP10,other,0.298
NOP14,other,-0.761
NOP16,other,1.05
NOP2,other,0.813
NOP53,other,-0.603
NOP56,other,1.11
NOP58,other,1.41
NOP9,other,0.677
NOPCHAP1,other,-0.0871
NOS1,in_trials,5.14
NOS1AP,other,2.26
NOS2,in_trials,2.87
NOS3,in_trials,2.01
NOSIP,other,1.21
NOSTRIN,other,-0.763
NOTCH1,other,5.16
NOTCH2,other,6.57
NOTCH2NLB,other,4.93
NOTCH2NLC,other,4.45
NOTCH2NLR,other,1.93
NOTCH3,other,3.65
NOTCH4,other,2.67
NOTO,other,-0.764
NOTUM,other,0.569
NOVA1,other,2.68
NOVA2,other,4.89
NOX1,other,0.392
NOX3,other,0.133
NOX4,other,0.024
NOX5,other,0.357
NOXA1,other,-0.157
NOXO1,other,-2.75
NOXRED1,other,1.11
NPAP1,other,-0.318
NPAS1,other,0.154
NPAS2,other,3.79
NPAS3,other,1.86
NPAS4,other,1.44
NPAT,other,-0.256
NPB,other,-0.272
NPBWR1,other,-1.64
NPBWR2,other,1.36
NPC1,other,1.27
NPC1L1,in_trials,1.75
NPC2,other,0.518
NPDC1,other,-1.3
NPEPL1,in_trials,0.238
NPEPPS,in_trials,7.52
NPFF,other,-0.158
NPFFR1,other,0.0426
NPFFR2,other,-1.3
NPHP1,other,0.482
NPHP3,other,0.919
NPHP3-ACAD11,other,0.945
NPHP4,other,-0.294
NPHS1,other,0.778
NPHS2,other,0.794
NPIPA1,other,5.88
NPIPA2,other,4.89
NPIPA3,other,2.53
NPIPA5,other,5.24
NPIPB11,other,6.25
NPIPB15,other,7.7
NPIPB2,other,0.126
NPIPB4,other,7.69
NPIPB5,other,8.48
NPIPB6,other,4.92
NPIPB7,other,6.2
NPIPB8,other,0.00987
NPIPB9,other,2.46
NPL,other,1.26
NPLOC4,other,3.74
NPM1,in_trials,3.45
NPM2,other,-0.584
NPM3,other,-1.17
NPNT,other,0.683
NPPA,other,-0.414
NPPB,other,-0.361
NPPC,other,-0.264
NPR1,other,3.56
NPR2,in_trials,4.99
NPR3,other,0.743
NPRL2,other,2.08
NPRL3,other,1.17
NPS,other,-1.09
NPSR1,other,-0.0107
NPTN,other,4.06
NPTX1,other,2.42
NPTX2,other,1.07
NPTXR,other,1.16
NPVF,other,-1.27
NPW,other,-1.28
NPY,other,0.614
NPY1R,other,2.15
NPY2R,other,0.866
NPY4R,other,6.48
NPY4R2,other,6.81
NPY5R,other,0.753
NQO1,other,1.3
NQO2,other,0.501
NR0B1,other,1.12
NR0B2,other,0.497
NR1D1,other,2.71
NR1D2,other,0.42
NR1H2,in_trials,0.808
NR1H3,in_trials,1.92
NR1H4,in_trials,1.6
NR1I2,other,0.139
NR1I3,other,0.975
NR2C1,other,2.35
NR2C2,other,4.38
NR2C2AP,other,-0.269
NR2E1,other,4.01
NR2E3,other,-0.0598
NR2F1,other,5.5
NR2F2,other,4.96
NR2F6,other,1.62
NR3C1,approved,3.04
NR3C2,in_trials,2.91
NR4A1,other,1.82
NR4A2,other,2.51
NR4A3,other,2.63
NR5A1,other,3.14
NR5A2,other,2.11
NR6A1,other,2.48
NRAP,other,-0.0669
NRARP,other,2.62
NRAS,other,2.48
NRBF2,other,1.39
NRBP1,other,5.07
NRBP2,other,1.25
NRCAM,other,1.92
NRDC,other,3.33
NRDE2,other,1.17
NREP,other,-0.167
NRF1,other,6.15
NRG1,other,0.787
NRG2,other,1.03
NRG3,other,-0.447
NRG4,other,0.0422
NRGN,other,1.58
NRIP1,other,-1.06
NRIP2,other,-0.737
NRIP3,other,-0.397
NRK,other,-0.385
NRL,other,0.278
NRM,other,2.3
NRN1,other,1.51
NRN1L,other,-0.94
NRP1,other,1.83
NRP2,other,1.89
NRROS,other,0.447
NRSN1,other,0.746
NRSN2,other,0.353
NRTN,other,-0.0726
NRXN1,other,1.3
NRXN2,other,4.92
NRXN3,other,4.59
NSA2,other,3.05
NSD1,other,5.8
NSD2,other,6.02
NSD3,other,5.93
NSDHL,other,1.57
NSF,other,5.44
NSFL1C,other,1.31
NSG1,other,0.175
NSG2,other,1.21
NSL1,other,0.293
NSMAF,other,1.39
NSMCE1,other,0.681
NSMCE2,other,0.31
NSMCE3,other,-1.12
NSMCE4A,other,0.132
NSMF,other,1.06
NSRP1,other,0.922
NSUN2,other,-0.331
NSUN3,other,0.254
NSUN4,other,0.715
NSUN5,other,1.51
NSUN6,other,-2.74
NSUN7,other,1.16
NT5C,other,-1.27
NT5C1A,other,0.671
NT5C1B,other,-0.357
NT5C1B-RDH14,other,-0.483
NT5C2,other,3.45
NT5C3A,other,1.59
NT5C3B,other,0.118
NT5DC1,other,0.664
NT5DC2,other,1.19
NT5DC3,other,2.04
NT5DC4,other,-4.83
NT5E,other,0.654
NT5M,other,-0.173
NTAN1,other,0.0103
NTAQ1,other,-0.196
NTF3,other,1.75
NTF4,other,0.823
NTHL1,other,-1.82
NTM,other,1.6
NTMT1,other,2.02
NTMT2,other,0.363
NTN1,other,2.18
NTN3,other,-0.36
NTN4,other,2.18
NTN5,other,0.932
NTNG1,other,2.43
NTNG2,other,2.88
NTPCR,other,0.947
NTRK1,approved,1.45
NTRK2,approved,5.63
NTRK3,approved,2.46
NTS,other,-0.672
NTSR1,in_trials,-1.78
NTSR2,other,0.00653
NUAK1,other,2.15
NUAK2,other,1.71
NUB1,other,1.58
NUBP1,other,-1.68
NUBP2,other,-0.357
NUBPL,other,-0.05
NUCB1,other,0.387
NUCB2,other,0.669
NUCKS1,other,2.31
NUDC,other,2.13
NUDCD1,other,0.841
NUDCD2,other,-0.157
NUDCD3,other,0.102
NUDT1,other,-0.755
NUDT10,other,2.6
NUDT11,other,3.36
NUDT12,other,-1.05
NUDT13,other,0.547
NUDT14,other,-0.00871
NUDT15,other,-0.607
NUDT16,other,-0.888
NUDT16L1,other,-1.22
NUDT17,other,-0.979
NUDT18,other,-0.34
NUDT19,other,-4.47
NUDT2,other,0.311
NUDT21,other,5.13
NUDT22,other,0.635
NUDT3,other,1.34
NUDT4,other,3.39
NUDT5,other,0.664
NUDT6,other,0.104
NUDT7,other,-1.71
NUDT8,other,-0.441
NUDT9,other,1.06
NUF2,other,1.73
NUFIP1,other,0.673
NUFIP2,other,-0.0184
NUGGC,other,0.545
NUMA1,other,1.1
NUMB,other,1.47
NUMBL,other,2.73
NUP107,other,2.08
NUP133,other,1.12
NUP153,other,-0.919
NUP155,other,1.01
NUP160,other,1.13
NUP188,other,2.09
NUP205,other,2.28
NUP210,other,1.53
NUP210L,other,3.98
NUP214,other,0.601
NUP35,other,0.0137
NUP37,other,0.534
NUP42,other,-0.419
NUP43,other,0.199
NUP50,other,1.97
NUP54,other,1.93
NUP58,other,0.926
NUP62,other,0.688
NUP62CL,other,0.284
NUP85,other,0.949
NUP88,other,-0.142
NUP93,other,1.42
NUP98,other,2.17
NUPR1,other,0.632
NUPR2,other,-0.651
NUS1,other,1.98
NUSAP1,other,0.435
NUTF2,other,3.93
NUTM1,other,0.732
NUTM2A,other,10.1
NUTM2B,other,12.4
NUTM2D,other,10.2
NUTM2E,other,6.97
NUTM2F,other,6.15
NUTM2G,other,6.16
NVL,other,2.04
NWD1,other,1.1
NWD2,other,4.91
NXF1,other,3.29
NXF3,other,0.997
NXN,other,1.97
NXNL1,other,-0.579
NXNL2,other,-0.444
NXPE1,other,-0.0892
NXPE2,other,0.386
NXPE3,other,1.07
NXPE4,other,-1.03
NXPH1,other,-0.056
NXPH2,other,0.803
NXPH3,other,1.3
NXPH4,other,-0.0251
NXT1,other,2.79
NXT2,other,2.23
NYAP1,other,0.55
NYAP2,other,-0.349
NYNRIN,other,1.63
NYX,other,0.086
OAF,other,0.76
OARD1,other,-0.197
OAS1,other,0.229
OAS2,other,0.498
OAS3,other,1.5
OASL,other,0.258
OAT,other,1.84
OAZ1,other,-2.75
OAZ2,other,0.673
OAZ3,other,0.633
OBI1,other,-0.653
OBP2A,other,0.808
OBP2B,other,1.87
OBSCN,other,0.526
OBSL1,other,0.282
OC90,other,-1.84
OCA2,other,0.35
OCEL1,other,-1.13
OCIAD1,other,0.0391
OCIAD2,other,-0.275
OCLN,other,3.77
OCM,other,-0.0879
OCM2,other,0.684
OCRL,other,3.92
OCSTAMP,other,0.496
ODAD1,other,0.783
ODAD2,other,0.855
ODAD3,other,-0.511
ODAD4,other,-0.0616
ODAM,other,-0.698
ODAPH,other,0.142
ODC1,in_trials,1.49
ODF1,other,0.629
ODF2,other,3.19
ODF2L,other,-0.488
CIMAP1A,other,-0.535
CIMAP1B,other,-0.572
CIMAP1C,other,0.588
CIMAP1D,other,-0.462
ODF4,other,0.708
ODR4,other,0.793
OFD1,other,0.77
OGA,other,4.39
OGDH,other,6.16
OGDHL,other,1.01
OGFOD1,other,0.683
OGFOD2,other,-2.11
OGFOD3,other,0.33
OGFR,other,1.09
OGFRL1,other,0.463
OGG1,other,-0.752
OGN,other,1.52
OGT,other,8.38
OIP5,other,-1.24
OIT3,other,1.3
OLA1,other,2.8
OLAH,other,-1.17
OLFM1,other,4.85
OLFM2,other,3.83
OLFM3,other,1.96
OLFM4,other,0.436
OLFML1,other,-1.19
OLFML2A,other,-0.607
OLFML2B,other,-0.211
OLFML3,other,0.306
OLIG1,other,0.651
OLIG2,other,1.41
OLIG3,other,-0.692
