gene,group,residual
MINK1,non-target,37.08554620587806
MINPP1,non-target,4.524283342741863
MIOS,non-target,-18.082739829679905
MIPEP,non-target,-12.16294245876311
MIS18A,non-target,23.36451574541269
MIS18BP1,non-target,-22.231022057723155
MITD1,non-target,-22.78865064649536
MIX23,non-target,4.908692953929582
MKI67,non-target,16.908696561018075
MKLN1,non-target,34.63952541823494
MKNK1,in-trial,29.521037026675486
MKNK2,in-trial,36.24002963318542
MKRN1,non-target,-1.8443018632343733
MKRN2,non-target,-30.32646756036354
MKRN3,non-target,-11.070581794509932
MKS1,non-target,-18.00270065264907
MLC1,non-target,2.2837123015404894
MLEC,non-target,24.01651272303252
MLF1,non-target,-1.4620268495980635
MLF2,non-target,-27.96748807429259
MLH1,non-target,-1.0698572776392108
MLH3,non-target,-19.42197321980077
MLKL,non-target,7.50474538798674
MLLT1,non-target,-14.912466884564711
MLLT10,non-target,-27.454681477887068
MLLT11,non-target,45.19829669714403
MLLT3,non-target,28.07078484122083
MLLT6,non-target,1.993113631431631
MLST8,in-trial,27.52220315906525
MLX,non-target,-24.48074080732927
MLXIP,non-target,-23.70261650877028
MLYCD,non-target,-18.879111713541356
MMAA,non-target,-23.31227555084349
MMAB,non-target,12.328787426077383
MMACHC,non-target,-13.682621655024592
MMADHC,non-target,-21.439325697051732
MMD,non-target,20.60306709005692
MMGT1,non-target,-30.19272713291534
MMP25,non-target,32.923755498826274
MMS22L,non-target,-15.00877530167647
MMUT,non-target,-19.427554513478253
MNAT1,non-target,-32.19110289348762
MND1,non-target,21.49135843747942
MOAP1,non-target,4.115786026775417
MOB1A,non-target,-26.242700573419555
MOB1B,non-target,-14.745040237615171
MOB2,non-target,-15.333063765694469
MOB3A,non-target,24.849035042244054
MOB3B,non-target,4.29734622021116
MOB3C,non-target,1.3112265018044116
MOB4,non-target,-53.56334601203729
MOCS2,non-target,10.303595629608452
MOCS3,non-target,-23.702674943038456
MOGS,non-target,-30.449440593583507
MOK,non-target,-21.342192090017676
MON1A,non-target,-29.93821142849818
MON1B,non-target,-36.61951090997133
MON2,non-target,-19.052595091865584
MORC2,non-target,12.5124729937787
MORC3,non-target,21.485874418649576
MORC4,non-target,-7.899717893208048
MORF4L1,non-target,-29.93332229998494
MORF4L2,non-target,-11.393340106981588
MORN2,non-target,12.11585943647634
MORN3,non-target,1.1583245292566282
MORN4,non-target,1.8890828743969148
MOSMO,non-target,-16.88401048612407
MOSPD1,non-target,-20.41647498621092
MOSPD2,non-target,-24.575429775365176
MOSPD3,non-target,20.37494798421077
MOV10,non-target,40.1852694988208
MPC1,non-target,-0.3044059759876063
MPC2,non-target,-19.76370013093948
MPDU1,non-target,25.511540927338675
MPG,non-target,-38.24995665092131
MPHOSPH6,non-target,-7.755555813603436
MPHOSPH8,non-target,-39.65781509620454
MPHOSPH9,non-target,3.6031630081064825
MPI,non-target,12.01286968010084
MPLKIP,non-target,-24.805861042621032
MPND,non-target,-17.616900113744617
MPP1,non-target,-5.700786710788537
MPP7,non-target,5.537472565524205
MPPE1,non-target,-18.53193983296408
MPRIP,non-target,-33.575105502124934
MPST,non-target,5.65395440694753
MPV17,non-target,-12.571869522811513
MPV17L,non-target,-8.18747160191517
MPV17L2,non-target,-13.400558041636494
MPZ,non-target,-0.7875920260864646
MPZL1,non-target,-17.753367331260527
MPZL2,non-target,15.424602287841664
MPZL3,non-target,16.433798606622698
MRC2,non-target,55.085813727220675
MRE11,non-target,-31.202818605368495
MREG,non-target,30.01527807509436
MRFAP1,non-target,-13.760109986532123
MRFAP1L1,non-target,-24.965489554052425
MRGBP,non-target,-22.35750711839401
MRI1,non-target,-31.708076214200563
MRM1,non-target,-0.0517628785108594
MRM2,non-target,-23.385440243478342
MRM3,non-target,-27.24277526326655
MRNIP,non-target,-5.234610353019154
MROH6,non-target,-6.0703871052069855
MRRF,non-target,9.43314966712527
MRS2,non-target,-21.190054553238483
MRTFA,non-target,-17.766953945076626
MRTFB,non-target,5.22977066347226
MSANTD1,non-target,-10.537173480791028
MSANTD2,non-target,-17.9734152578098
MSANTD3,non-target,-6.756731741739462
MSANTD4,non-target,-21.728583823395628
MSC,non-target,31.461969100792626
MSH2,non-target,-8.906530915943046
MSH3,non-target,-36.410105103303614
MSH5,non-target,-8.00599118756598
MSH6,non-target,-6.914046311552653
MSI2,non-target,6.9718678329666135
MSL1,non-target,-23.04377981930344
MSL2,non-target,-8.858044533941134
MSL3,non-target,-20.698672548576003
MSMO1,non-target,47.21496123419911
MSN,non-target,-62.178852864368594
MSRA,non-target,10.722308141261756
MSRB1,non-target,7.896576688930355
MSRB2,non-target,42.04218080049381
MSS51,non-target,-18.190033166734427
MST1,non-target,-3.2764407823401
MSTO1,non-target,10.247874212846854
MT1E,non-target,-5.446005790272179
MT1F,non-target,7.662958803967085
MT1G,non-target,-1.5091995229400517
MT1H,non-target,-4.219131551631927
MT1X,non-target,43.413312067247205
MT2A,non-target,31.038040917990415
MTA1,non-target,-10.96197276260177
MTA2,non-target,-7.9126953993284275
MTA3,non-target,-1.3123893124236023
MTAP,non-target,-5.226472892385395
MTBP,non-target,-14.948276847763903
MTCH1,non-target,-9.628191515565325
MTCH2,non-target,-35.0413746481133
MTCP1,non-target,-3.500492492737069
MTDH,non-target,34.091256279812995
MTERF1,non-target,-34.04886425528682
MTERF2,non-target,4.750608675192489
MTERF3,non-target,-21.509681909876235
MTERF4,non-target,-2.635315038720402
MTF1,non-target,-31.77072650187813
MTF2,non-target,-29.746948862806807
MTFMT,non-target,-24.50506262127168
MTFP1,non-target,-0.7580384912910153
MTFR1,non-target,-13.416386618275348
MTFR1L,non-target,-7.787631057836483
MTFR2,non-target,9.984518445629996
MTG1,non-target,-27.91390585388341
MTG2,non-target,-27.42301849299561
MTHFD1,non-target,31.61516777648103
MTHFD1L,non-target,62.44524645150191
MTHFD2,non-target,47.58162360550828
MTHFD2L,non-target,-13.464698679233209
MTHFR,non-target,2.041102337432541
MTHFS,non-target,-12.40715570568617
MTHFSD,non-target,-26.340579345083952
MTIF2,non-target,4.356221939826725
MTIF3,non-target,-23.735628119978184
MTM1,non-target,-12.999002276802775
MTMR1,non-target,-17.321569708778426
MTMR10,non-target,-7.270395182986867
MTMR11,non-target,-7.813923622508878
MTMR12,non-target,-39.67280366168138
MTMR14,non-target,-32.805190288677515
MTMR2,non-target,12.737894294332795
MTMR3,non-target,-12.960759551505092
MTMR4,non-target,-22.03019858029636
MTMR6,non-target,-36.89771904822085
MTMR8,non-target,-8.967451181477577
MTMR9,non-target,-28.49804891110655
MTO1,non-target,-23.45476126942154
MTOR,in-trial,-35.299327719220706
MTPAP,non-target,-32.33540439439409
MTPN,non-target,-33.5917174047596
MTR,non-target,-14.633311616627536
MTRES1,non-target,-23.810264223618997
MTREX,non-target,-26.615693910935377
MTRF1,non-target,-36.94813825878148
MTRF1L,non-target,-18.414218284183416
MTRFR,non-target,-28.78106198594311
MTRR,non-target,-5.19364044737906
MTSS1,non-target,51.24580865456079
MTSS2,non-target,-1.3628651275045562
MTURN,non-target,11.462434459371062
MTUS1,non-target,21.148483528225587
MTX1,non-target,-32.48493447825407
MTX2,non-target,8.579976139225904
MTX3,non-target,77.84360414555145
MUC1,in-trial,56.672169290484455
MUC20,non-target,11.280380859810942
MUL1,non-target,-35.095438061692654
MUS81,non-target,-22.44692298824313
MUSTN1,non-target,-14.28168529362675
MUTYH,non-target,-25.463248315883657
MVB12A,non-target,-29.5609224667908
MVB12B,non-target,80.79327140304103
MVD,non-target,47.7481728619475
MVP,non-target,32.624652883087684
MX1,non-target,72.90578294746943
MX2,non-target,30.202852730895575
MXD1,non-target,75.60984816800702
MXD3,non-target,5.814960042710799
MXD4,non-target,77.53733777885776
MXI1,non-target,59.27596297234508
MXRA7,non-target,13.396493202221912
MXRA8,non-target,-5.772274239477937
MYADM,non-target,5.935974673276583
MYB,non-target,33.06235810020584
MYBL1,non-target,12.510236878075364
MYBL2,non-target,54.4537182520196
MYC,non-target,59.06350462659833
MYCBP,non-target,17.433974137029907
MYCBP2,non-target,-21.23124108207995
MYCBPAP,non-target,-4.871412944026092
MYD88,non-target,9.750591411489248
MYDGF,non-target,17.280386494467553
MYEF2,non-target,-4.942291255168826
MYG1,non-target,9.226087868622502
MYH10,non-target,33.948120027598556
MYH3,non-target,-16.186875805936808
MYH9,non-target,6.198242480226919
MYL12A,non-target,56.20577635108615
MYL12B,non-target,-17.243081307866266
MYL5,non-target,3.2451415160089208
MYL6,non-target,28.67235292562627
MYL6B,non-target,1.7659466058634152
MYL9,non-target,3.08379581434259
MYLIP,non-target,16.09019853169796
MYNN,non-target,-26.42302660988239
MYO18A,non-target,0.8488691498123823
MYO18B,non-target,43.96822578978396
MYO19,non-target,-0.6348413275409156
MYO1B,non-target,66.44336026282708
MYO1C,non-target,40.888307922598194
MYO1D,non-target,32.857892272816024
MYO1E,non-target,1.3710700402756213
MYO1F,non-target,54.98675305911042
MYO1G,non-target,8.693849603764372
MYO3B,non-target,-1.869204054174326
MYO5A,non-target,16.19105424533792
MYO6,non-target,20.89222413824936
MYO9A,non-target,-8.968288275277944
MYOF,non-target,51.79107222601563
MYOM1,non-target,-4.744376065963552
MYOM2,non-target,-8.73502817079276
MYPOP,non-target,-14.507717594109574
MYRF,non-target,-10.214477921628797
MYSM1,non-target,-27.99374800087557
MZB1,non-target,38.077891819875525
MZF1,non-target,-15.418922489996165
MZT1,non-target,4.771789393454128
N4BP1,non-target,3.678505138717047
N4BP2,non-target,-2.6302082639957973
N4BP2L1,non-target,58.76787136184774
N4BP2L2,non-target,16.27424877169088
N4BP3,non-target,27.15818984693477
HEMK2,non-target,-10.573321512323124
NAA10,non-target,-21.294559764424022
NAA15,non-target,20.837517066513698
NAA16,non-target,-33.984952246874194
NAA20,non-target,13.313310704910773
NAA25,non-target,-18.892718948989195
NAA30,non-target,-50.043583411943025
NAA35,non-target,-37.055449862661504
NAA38,non-target,-2.7089489121476427
NAA40,non-target,-23.62721144232708
NAA60,non-target,-33.36194291542476
NAA80,non-target,-8.984302643394969
NAAA,non-target,-23.151867909263288
NAALADL1,non-target,-18.592046928652227
NAB1,non-target,2.381237723752591
NAB2,non-target,54.580829336264344
NABP1,non-target,25.638357367334695
NABP2,non-target,13.530260171218066
NACC1,non-target,10.305919884897662
NACC2,non-target,27.442075152952857
NADK,non-target,-16.46532872063122
NADK2,non-target,-19.12925923731588
NAF1,non-target,-8.281008505748707
NAGA,non-target,2.4429047135327813
NAGK,non-target,-2.8876728461044547
NAGLU,non-target,-12.201511896955816
NAGPA,non-target,-12.614806729654044
NAIF1,non-target,-30.84513290448947
NAMPT,in-trial,48.63692310773959
NANP,non-target,-25.009941986005497
NANS,non-target,1.6021134632120777
NAP1L2,non-target,-14.606343451222292
NAP1L3,non-target,-11.767987254619037
NAP1L4,non-target,19.63957291405919
NAP1L5,non-target,-10.880154978124772
NAPA,non-target,-6.847415436144634
NAPB,non-target,-7.736192212610933
NAPEPLD,non-target,-18.29659815988516
NAPG,non-target,-37.3527771066624
NAPRT,non-target,5.39973681655519
NAPSA,non-target,-6.449292988471374
NARF,non-target,31.85982229814776
NARS1,non-target,33.057811239866446
NARS2,non-target,-5.730684186263581
NASP,non-target,-11.763472716164614
NAT1,non-target,-21.89641347603826
NAT14,non-target,3.91575758062114
NAT9,non-target,-14.464001385629588
NATD1,non-target,18.677857156877845
NAV1,non-target,-4.812461120768908
NAXD,non-target,-14.298299703567771
NAXE,non-target,-7.73715561421804
NBAS,non-target,-24.819831803383497
NBEAL1,non-target,-3.591755566018373
NBEAL2,non-target,5.20757306280142
NBL1,non-target,40.09724384861058
NBN,non-target,-10.399831461031738
NBPF11,non-target,-10.433239105459744
NBPF20,non-target,-11.160834900178926
NBPF3,non-target,-10.625378047266596
NBR1,non-target,67.69241070251897
NCALD,non-target,10.03337194018746
NCAPD2,non-target,12.468008454654026
NCAPD3,non-target,6.575285887811854
NCAPG2,non-target,38.343610468321366
NCAPH,non-target,22.27840321361798
NCAPH2,non-target,-13.217300216074198
NCBP3,non-target,-48.4091771588835
NCDN,non-target,0.6781185776753086
NCEH1,non-target,10.106811289802732
NCF1,non-target,-5.834666189485756
NCF2,non-target,22.304989050904556
NCF4,non-target,22.99979861384264
NCK1,non-target,-37.817114972298945
NCK2,non-target,-12.216933728525268
NCKAP1,non-target,43.76206455173193
NCKAP1L,non-target,5.262557689113655
NCKAP5L,non-target,6.465931016124368
NCKIPSD,non-target,-0.2664803830105858
NCLN,non-target,8.013197177045129
NCOA1,non-target,24.453087944010907
NCOA2,non-target,19.390002579191226
NCOA3,non-target,20.263414482880947
NCOA4,non-target,-38.478287614793174
NCOA5,non-target,-7.451129803057403
NCOA6,non-target,-32.477821712667485
NCOA7,non-target,11.914346389901125
NCOR1,non-target,-25.640487103037884
NCOR2,non-target,10.646268524713363
NCR3,non-target,43.31632894154591
NCR3LG1,non-target,20.442876358500897
NCS1,non-target,38.58359757644322
NCSTN,in-trial,-1.2271830659744911
NDC1,non-target,45.94165894294593
NDC80,non-target,14.169898721278344
NDE1,non-target,-19.60395947817641
NDEL1,non-target,-32.56881870382242
NDFIP1,non-target,-9.90792404115792
NDFIP2,non-target,20.262575971600924
NDN,non-target,-14.630634623905816
NDOR1,non-target,-25.982352897112577
NDRG1,non-target,34.76654839414007
NDRG2,non-target,-0.6529810833746014
NDRG3,non-target,2.03557628067108
NDST1,non-target,6.488464123448395
NDST2,non-target,-19.046603175972308
NDUFA1,in-trial,-29.400271304010445
NDUFA10,in-trial,-48.87658751024202
NDUFA11,in-trial,-42.97622211873244
NDUFA12,in-trial,-19.787741771737657
NDUFA13,in-trial,-41.1330452469555
NDUFA2,in-trial,-19.94612169685376
NDUFA3,in-trial,-16.023570020592206
COXFA4,in-trial,-15.006926518006404
NDUFA5,in-trial,-24.41897823038809
NDUFA6,in-trial,-29.128542724434553
NDUFA7,in-trial,-18.596344207145872
NDUFA8,in-trial,-37.432148168785815
NDUFA9,in-trial,-35.79736296869593
NDUFAB1,in-trial,2.881297767753537
NDUFAF1,in-trial,-28.14929305819211
NDUFAF2,in-trial,5.3695570910401464
NDUFAF3,in-trial,15.371754445264244
NDUFAF4,in-trial,10.121380174183985
NDUFAF5,non-target,-26.553732710934323
NDUFAF6,non-target,-3.2425970584266115
NDUFAF7,non-target,-31.67235928688629
NDUFAF8,non-target,43.1742392293622
NDUFB1,in-trial,11.916634943896804
NDUFB10,in-trial,-35.51246067121969
NDUFB11,in-trial,-42.21215404466196
NDUFB2,in-trial,-21.668207005439612
NDUFB3,in-trial,5.439271464980592
NDUFB4,in-trial,-39.22740109248499
NDUFB5,in-trial,-20.667665877991748
NDUFB6,in-trial,-23.882344609744056
NDUFB7,in-trial,-39.88592082416621
NDUFB8,in-trial,-20.63372463463706
NDUFB9,in-trial,-27.18662249567358
NDUFC1,in-trial,-19.692200575225623
NDUFC2,in-trial,-32.38467277069764
NDUFS1,in-trial,-36.51747618620035
NDUFS2,in-trial,-30.40479915921009
NDUFS3,in-trial,-41.97752449274633
NDUFS4,in-trial,4.635923214413292
NDUFS5,in-trial,-33.75001622951586
NDUFS6,in-trial,-21.927761808900808
NDUFS7,in-trial,-30.200751392625687
NDUFS8,in-trial,-41.44388383432564
NDUFV1,in-trial,-33.66199307993566
NDUFV2,in-trial,-17.29750403820753
NDUFV3,in-trial,-20.548338116624834
NEB,non-target,-5.955286698454167
NECAB3,non-target,22.106191431106808
NECAP1,non-target,-17.29482944190366
NECAP2,non-target,20.055719572259676
NECTIN1,non-target,3.0618642043253312
NECTIN3,non-target,16.220955009608993
NEDD1,non-target,-22.90758316793424
NEDD4,non-target,9.785870309901735
NEDD4L,non-target,10.52676765847709
NEDD8,non-target,-37.684657302767725
NEDD9,non-target,9.822586697138512
NEFH,non-target,-21.89790558067088
NEIL1,non-target,11.11556180414349
NEIL2,non-target,-12.443367722850695
NEIL3,non-target,-1.573552224956859
NEK1,non-target,2.933764556835442
NEK10,non-target,-7.922602070561864
NEK11,non-target,-8.74393874045842
NEK2,non-target,9.13903216077018
NEK3,non-target,14.260123260914115
NEK4,non-target,-24.108184115602473
NEK6,non-target,42.0421702330558
NEK7,non-target,20.52217707307379
NEK8,non-target,-0.1436187499888059
NEK9,non-target,-6.032461996391379
NELFCD,non-target,-9.255108739872474
NELFE,non-target,-35.01155385113315
NELL2,non-target,26.466174182847453
NEMF,non-target,-35.05404379094572
NEMP1,non-target,25.755981518893837
NEMP2,non-target,1.9466639214112813
NENF,non-target,7.34460864515718
NEO1,non-target,25.75939133013748
NET1,non-target,-5.609209823768978
NETO2,non-target,8.571830462069949
NEU1,non-target,18.941272988737214
NEU3,non-target,-19.996201134369112
NEURL1,non-target,-13.519655980687771
NEURL4,non-target,-17.567423691710893
NEXN,non-target,-10.390518155547996
NF1,non-target,0.3381681487644723
NF2,non-target,-18.554328647365637
NFAT5,non-target,18.24824622251463
NFATC1,non-target,16.74746079157757
NFATC2,non-target,9.903451000803438
NFATC2IP,non-target,-25.951224864225622
NFATC3,non-target,-3.3249913429556552
NFE2L1,non-target,53.24228536641967
NFE2L2,in-trial,-23.19403125482585
NFE2L3,non-target,33.27801178483518
NFIA,non-target,0.6341099204740761
NFIC,non-target,2.7193123666221433
NFIL3,non-target,100.14256107957064
NFIX,non-target,-1.2104281287144067
NFKB1,non-target,-0.0375419505802625
NFKB2,non-target,11.153987938676716
NFKBIA,non-target,28.72506397159999
NFKBIB,non-target,-14.429663490585192
NFKBID,non-target,56.029921137814256
NFKBIL1,non-target,-14.779900447862202
NFKBIZ,non-target,51.01659617042672
NFRKB,non-target,-28.577916156051185
NFS1,non-target,-36.7595532301823
NFU1,non-target,12.092344909322088
NFX1,non-target,1.6688726664024311
NFXL1,non-target,-10.048214160886836
NFYB,non-target,-28.633140384573153
NFYC,non-target,-40.86629997638723
NGDN,non-target,-21.7266107942071
NGLY1,non-target,-27.032694100656396
NGRN,non-target,-21.016004039135144
NHEJ1,non-target,-11.831785451816652
NHLH1,non-target,-8.05909649660771
NHLRC2,non-target,-14.76863400104998
NHLRC3,non-target,-11.542282923768315
NIBAN1,non-target,34.59301081095207
NIBAN2,non-target,8.685337024086271
NID1,non-target,7.730484222718246
NID2,non-target,-6.50401200039537
NIF3L1,non-target,-27.949516738227786
NIN,non-target,-9.83423576590817
NINJ1,non-target,77.99334842675546
NINJ2,non-target,17.431496780057543
NIP7,non-target,12.89193386064561
NIPA1,non-target,30.68921809284381
NIPA2,non-target,18.779724011354347
NIPAL1,non-target,-8.877783204568594
NIPAL2,non-target,13.76661733543428
NIPAL3,non-target,-3.015533871186534
NIPAL4,non-target,4.023840275560411
NIPBL,non-target,-41.43936781259484
NIPSNAP1,non-target,-12.351254873983704
NIPSNAP2,non-target,-23.70501388731341
NIPSNAP3A,non-target,20.056590383419223
NISCH,non-target,-21.195551684299904
NIT1,non-target,-27.63017978609597
NIT2,non-target,-17.344662908712834
NKAP,non-target,-32.7142266658252
NKAPD1,non-target,-21.62998669980099
NKD1,non-target,-9.619641224848914
NKD2,non-target,4.718142972996687
NKG7,non-target,53.08931772220014
NKIRAS1,non-target,-7.387434736797773
NKIRAS2,non-target,-24.60595706230822
NKRF,non-target,-16.07039983400139
NKTR,non-target,-16.59071645224442
NKX3-1,non-target,-5.101987054666588
NLGN2,non-target,4.013564213225135
NLGN3,non-target,-6.355951755666698
NLK,non-target,-1.463276991278611
NLN,non-target,29.378773597761867
NLRC5,non-target,49.95716285650476
NLRP1,non-target,39.94326208150037
NLRP2,non-target,-40.58431185438478
NLRP6,non-target,12.264633347002167
NLRX1,non-target,-12.543790824319307
NMB,non-target,-5.3317952049227335
NME1,non-target,56.93121694854261
NME2,non-target,24.34714320957689
NME3,non-target,-2.7844649935418926
NME4,non-target,32.7640660220471
NME6,non-target,-41.069436908699295
NME7,non-target,36.76922200375849
NMI,non-target,-24.582777117940783
NMNAT3,non-target,-4.847128942077322
NMRAL1,non-target,-5.277180872916513
NMRK1,non-target,55.11057353567568
NMT1,non-target,-38.07965811656091
NMT2,non-target,47.3385315802671
NMU,non-target,10.040390643777435
NNT,non-target,-16.922075161738142
NOA1,non-target,-27.758330323284824
NOCT,non-target,-18.33330948484067
NOD1,non-target,-12.59991354848953
NOD2,non-target,13.420746361982069
NOL12,non-target,-29.33029025355377
NOL3,non-target,39.01820171662638
NOL4L,non-target,23.568418082519827
NOL7,non-target,-0.9310412264407214
NOLC1,non-target,35.076425839999466
NOM1,non-target,-18.84373537887552
NOMO1,non-target,-23.211396589627373
NONO,non-target,-27.000826789925338
NOP10,non-target,-27.132296426486665
NOP53,non-target,97.80428828698722
NOP9,non-target,-12.453965698985463
NOS3,in-trial,-10.485101707123532
NOSIP,non-target,-4.850291511668156
NOTCH1,non-target,-7.595494482917206
NOTCH2,non-target,3.0722233150740155
NPAS2,non-target,-10.61571633349792
NPC1,non-target,-9.50058695553076
NPC2,non-target,80.52708128745259
NPDC1,non-target,36.79651307189279
NPEPL1,in-trial,9.313552655539896
NPEPPS,in-trial,-19.73156759696445
NPHP3,non-target,-7.099605297434128
NPHP4,non-target,-18.60207809516998
NPIPB15,non-target,-15.824469010562124
NPL,non-target,7.076583439819768
NPLOC4,non-target,-47.65665602612214
NPM3,non-target,32.20244719894229
NPR2,in-trial,-11.21860463776848
NPRL2,non-target,-25.85921335413322
NPRL3,non-target,-23.492857557939903
NPTN,non-target,-10.750287521523887
NPTX1,non-target,93.65359061994786
NPTXR,non-target,-0.8532595925042917
NPW,non-target,1.0679824301931795
NQO1,non-target,110.9355802657212
NQO2,non-target,-12.429855534244991
NR1D1,non-target,20.858259606148717
NR1D2,non-target,40.34382934946894
NR1H2,in-trial,-31.27502096200843
NR1H3,in-trial,-13.178316226263687
NR2C1,non-target,-23.44086701399623
NR2C2,non-target,-10.364566131564246
NR2C2AP,non-target,-12.732622569757178
NR2F6,non-target,-14.496868715276344
NR3C1,approved,67.88970060050802
NR3C2,in-trial,16.2537898094719
NR4A1,non-target,58.32359000535149
NR4A2,non-target,70.50014242989263
NR4A3,non-target,52.07013062480966
NR6A1,non-target,-9.044662369663998
NRARP,non-target,2.389463613329134
NRAS,non-target,-17.137551839111296
NRBF2,non-target,-37.2980987922125
NRBP1,non-target,-10.707607200363976
NRBP2,non-target,23.487932114357093
NRDC,non-target,-17.47582664709098
NREP,non-target,4.042524582903141
NRF1,non-target,-41.80290281239451
NRGN,non-target,5.051202463230227
NRIP1,non-target,20.84483616996795
NRIP3,non-target,2.3212921142815497
NRM,non-target,7.16411756776791
NRN1,non-target,4.263881552375843
NRP1,non-target,16.67533892276526
NRP2,non-target,11.986297824864836
NRROS,non-target,7.466997684241822
NSA2,non-target,-41.18544548054349
NSD1,non-target,-48.199373826285374
NSD2,non-target,-24.97340237233719
NSD3,non-target,-23.243729071709804
NSDHL,non-target,-1.9679002285894924
NSF,non-target,32.764292984771714
NSFL1C,non-target,-41.830983127015394
NSG1,non-target,25.62991404041956
NSL1,non-target,-28.615739663939383
NSMAF,non-target,-19.613847610532225
NSMCE1,non-target,39.730356867096006
NSMCE2,non-target,-32.542758574665044
NSMCE3,non-target,-9.675770655403609
NSMCE4A,non-target,-4.416632422951025
NSMF,non-target,72.97091541235865
NSUN2,non-target,5.155808969952095
NSUN3,non-target,-32.12505366510703
NSUN4,non-target,-28.73897723481673
NSUN5,non-target,-25.944577686776903
NSUN6,non-target,-14.749058850447168
NT5C,non-target,-9.07979477058639
NT5C2,non-target,-11.29579563297012
NT5C3B,non-target,10.285259638081271
NT5DC1,non-target,4.036742385714126
NT5DC2,non-target,24.551949088618745
NT5DC3,non-target,4.204704731868051
NT5E,non-target,22.95455885952431
NT5M,non-target,5.452336703031982
NTAN1,non-target,13.2894117059548
NTAQ1,non-target,-22.922047573191353
NTHL1,non-target,2.679701640291152
NTMT1,non-target,-13.351725281371635
NTNG2,non-target,66.05729079589184
NTPCR,non-target,-25.854964601874578
NTRK1,approved,32.40344308042365
NTRK2,approved,27.29178920600731
NUAK2,non-target,13.65689782581939
NUB1,non-target,34.40082881426541
NUBP1,non-target,-13.240917123863378
NUBP2,non-target,-33.4363065158664
NUBPL,non-target,-5.394199096537721
NUCB1,non-target,28.17899273840941
NUCB2,non-target,115.16907017257591
NUCKS1,non-target,19.994131241549937
NUDC,non-target,50.75329821394155
NUDCD1,non-target,14.634700785770912
NUDCD2,non-target,-17.223584782888285
NUDCD3,non-target,-28.794621575860592
NUDT1,non-target,3.3819098561735976
NUDT11,non-target,-0.4862870140022999
NUDT12,non-target,1.2892919300113987
NUDT13,non-target,-13.10274934418876
NUDT14,non-target,19.50699867015843
NUDT15,non-target,-11.459009933937898
NUDT16,non-target,-0.6841072054564865
NUDT16L1,non-target,-18.28862529971054
NUDT17,non-target,-9.220683450240754
NUDT18,non-target,-10.222693456390836
NUDT19,non-target,-29.461651478774723
NUDT2,non-target,-41.36160370977961
NUDT21,non-target,-12.75164590042587
NUDT22,non-target,-21.669066281207236
NUDT3,non-target,-0.4614457013674003
NUDT5,non-target,-26.80869416078888
NUDT7,non-target,-1.3413010956211475
NUDT8,non-target,-5.943474172636956
NUDT9,non-target,-22.109716858864875
NUF2,non-target,15.650440561824794
NUFIP2,non-target,-45.82604880716152
NUGGC,non-target,20.45116690395935
NUMA1,non-target,4.886189049216701
NUMB,non-target,-14.46174960566398
NUMBL,non-target,-7.751456279556581
NUP107,non-target,-4.181287045748442
NUP133,non-target,-42.98254088824888
NUP153,non-target,-50.2305913350767
NUP188,non-target,0.5545250130923828
NUP205,non-target,-13.542524912684964
NUP210,non-target,10.579798157580283
NUP35,non-target,-22.49734462882929
NUP37,non-target,-8.019059252225214
NUP42,non-target,-31.51371666015025
NUP43,non-target,-29.227253402375055
NUP50,non-target,-61.43713493453034
NUP54,non-target,-36.52826734143339
NUP62CL,non-target,-12.786387623657967
NUP85,non-target,-24.576728321673357
NUP88,non-target,-12.37204161356855
NUP93,non-target,2.3571371776817984
NUP98,non-target,-50.9799584704542
NUS1,non-target,63.550217010611384
NUSAP1,non-target,30.129888453210047
NUTF2,non-target,-11.607963162454846
NXPE3,non-target,5.025512610298793
NXT1,non-target,-22.52771862339461
NXT2,non-target,-12.970811914767738
OAF,non-target,23.85842344897235
OARD1,non-target,-14.936033722334583
OAS1,non-target,55.87270428569616
OAS2,non-target,23.647684552629546
OAS3,non-target,65.56865116863673
OASL,non-target,82.53887704264234
OAT,non-target,-10.558323633726156
OAZ1,non-target,-45.218152383852406
OAZ2,non-target,-12.112837506371042
OAZ3,non-target,-10.618127818894209
OBI1,non-target,-30.937025689749216
OBSCN,non-target,35.06806368629708
OCEL1,non-target,-6.441757269691358
OCIAD1,non-target,-29.43791360829324
OCIAD2,non-target,-0.7543625523211167
ODAPH,non-target,21.017526837915643
ODC1,in-trial,88.54853593164692
ODF2,non-target,-26.276432996908344
ODF2L,non-target,-5.251104086504665
CIMAP1B,non-target,18.689879533599637
ODR4,non-target,-33.30073685024431
OFD1,non-target,-8.178628770880886
OGA,non-target,75.71125885178098
OGDH,non-target,-3.767248707597313
OGFOD1,non-target,-21.906462059707632
OGFOD2,non-target,-30.897195028083825
OGFOD3,non-target,-15.32457660197707
OGFR,non-target,-20.65235976234841
OGFRL1,non-target,-9.10156395884117
OGG1,non-target,-21.676561635489037
OGT,non-target,107.38478883149088
OIP5,non-target,12.992324978728352
OLA1,non-target,-6.892498931176358
OLIG3,non-target,-9.54962925201172
OMA1,non-target,-1.8659442613554045
OPA1,non-target,-33.00500450305569
OPA3,non-target,-26.488894575475545
OPLAH,non-target,-5.46578746209332
OPN3,non-target,8.976685808113402
OPTN,non-target,65.48287221373398
OR6C70,non-target,-12.385753833145856
OR7D2,non-target,-16.502943348289712
