gene,core,pctile_genetics,pctile_full,rank_shift,cov_class,gen_dec
LRRC75A,none,0.6501384473387345,0.6173725771715721,-0.03276587016716237,both,6
LRRC75B,none,0.3452466413701159,0.5772741257306943,0.23202748436057835,obs,3
LRRC8A,none,0.9383652958670906,0.9028304789252385,-0.03553481694185212,both,9
LRRC8B,none,0.8784227258742693,0.9269818480155881,0.048559122141318856,both,8
LRRC8C,none,0.88252486924418,0.9130345605578915,0.030509691313711396,both,8
LRRC8D,none,0.9178033022254127,0.8833965747102861,-0.034406727515126634,both,9
LRRC8E,none,0.44441595733770894,0.3663726797251564,-0.07804327761255253,obs,4
LRRC9,none,0.573838580658394,0.3906266023997539,-0.1832119782586401,none,5
LRRCC1,none,0.38196082453081737,0.46256794174956417,0.0806071172187468,both,3
LRRD1,none,0.5048712952517691,0.4654907189006256,-0.039380576351143504,none,5
LRRFIP1,none,0.41385498923187364,0.10993744231360886,-0.3039175469182648,cau,4
LRRFIP2,none,0.3045841452158753,0.2972002871500359,-0.00738385806583941,both,3
LRRIQ1,none,0.15357399241103475,0.12875602502307457,-0.024817967387960188,none,1
LRRIQ3,none,0.16049635934775922,0.1944415957337709,0.033945236386011685,none,1
LRRIQ4,none,0.271818275048713,0.35986052712542305,0.08804225207671007,obs,2
LRRK1,none,0.7897651522920726,0.7653573992411035,-0.024407753050969094,obs,7
LRRK2,none,0.564044713362732,0.5116911086042457,-0.05235360475848627,cau,5
LRRN1,none,0.5914777971490104,0.5996820838888319,0.008204286739821542,obs,5
LRRN2,none,0.7623320685057943,0.8111475746077326,0.0488155061019383,both,7
LRRN3,none,0.5579940518921136,0.727361296277305,0.16936724438519135,both,5
LRRN4,none,0.09275971695210748,0.13157624858988823,0.038816531637780746,obs,0
LRRN4CL,none,0.10552763819095477,0.1551122961747513,0.049584657983796535,none,1
LRRTM1,none,0.8413496051687006,0.8177622807917136,-0.023587324376986962,none,8
LRRTM2,none,0.7874064198543739,0.790893241718798,0.003486821864424172,obs,7
LRRTM3,none,0.5500974259050354,0.8178648343759615,0.26776740847092606,obs,5
LRRTM4,none,0.7454620038970362,0.7113629371346528,-0.03409906676238339,none,7
LRSAM1,none,0.6223464260075889,0.5927597169521075,-0.02958670905548144,both,6
LRTM1,none,0.08045328684237514,0.13142241821351655,0.05096913137114141,none,0
LRTM2,none,0.5034355450723003,0.4647215670187673,-0.03871397805353294,obs,5
LRTOMT,none,0.13034560557891497,0.14424161624448775,0.013896010665572778,cau,1
LRWD1,none,0.05163572966875192,0.00933237616654702,-0.0423033535022049,both,0
LSAMP,none,0.8492975079479028,0.8528356066044508,0.003538098656547972,obs,8
LSG1,none,0.25843503230437903,0.23761665470208185,-0.020818377602297183,both,2
LSM1,none,0.4392370013331966,0.03471438826786996,-0.40452261306532666,cau,4
LSM10,none,0.4737975592246949,0.07353091990565071,-0.4002666393190442,both,4
LSM11,none,0.9542098246333709,0.9352374115475336,-0.018972413085837303,both,9
LSM12,none,0.8277099784637473,0.47431032714593374,-0.35339965131781353,cau,8
LSM14A,demoted,0.783817044405702,0.14701056301917753,-0.6368064813865244,cau,7
LSM14B,none,0.724643626294739,0.42559737462824326,-0.29904625166649573,cau,7
LSM2,none,0.7438211465490719,0.7452568967285407,0.001435750179468731,both,7
LSM3,none,0.5196902881755717,0.5070249205209723,-0.012665367654599469,both,5
LSM4,none,0.7197210542508461,0.8812942262332069,0.16157317198236076,both,7
LSM5,none,0.6534201620346631,0.6792123884729772,0.025792226438314025,both,6
LSM6,none,0.6923905240488155,0.738847297713055,0.046456773664239503,both,6
LSM7,none,0.3475028202235668,0.62367962260281,0.27617680237924314,both,3
LSM8,none,0.25561480873756537,0.11070659419546713,-0.14490821454209823,cau,2
LSMEM1,none,0.2189519023689878,0.02830478925238437,-0.19064711311660343,cau,2
LSMEM2,none,0.24997436160393804,0.327402317711004,0.07742795610706593,none,2
LSP1,none,0.6123987283355553,0.600964003691929,-0.01143472464362627,both,6
LSR,none,0.05625064095990155,0.5008204286739821,0.44456978771408057,both,0
LSS,none,0.4096502922777151,0.7000820428673982,0.29043175058968307,both,4
LST1,none,0.45518408368372476,0.8290944518510922,0.37391036816736745,both,4
LTA,none,0.7043380166136807,0.8348374525689672,0.13049943595528657,both,7
LTA4H,none,0.7158752948415548,0.6243974976925444,-0.09147779714901039,both,7
LTB,none,0.49625679417495644,0.5966567531535227,0.1003999589785663,both,4
LTB4R,none,0.13731924930776332,0.4321608040201005,0.2948415547123372,both,1
LTB4R2,none,0.5247154138037124,0.20638908829863603,-0.31832632550507645,both,5
LTBP1,none,0.15490718900625577,0.3188390934263152,0.16393190442005945,both,1
LTBP2,none,0.7421802892011076,0.8245308173520665,0.08235052815095889,obs,7
LTBP3,none,0.7378730386627013,0.7614603630396882,0.023587324376986962,both,7
LTBP4,none,0.588503743205825,0.5109732335145113,-0.0775305096913137,both,5
LTBR,none,0.986206542918675,0.9828735514306225,-0.00333299148805255,both,9
LTC4S,none,0.036150138447338734,0.16752127986873142,0.13137114142139267,obs,0
LTF,none,0.45308173520664546,0.45549174443646806,0.002410009229822596,both,4
LTK,none,0.04194441595733771,0.4087273100194852,0.3667828940621475,both,0
LTN1,none,0.7749974361603938,0.51333196595221,-0.26166547020818387,cau,7
LTO1,none,0.10450210234847708,0.17264895908111988,0.0681468567326428,none,1
LTV1,none,0.44872320787611525,0.7209004204696954,0.27217721259358013,both,4
LUC7L,none,0.6875192287970464,0.7122346426007589,0.02471541380371245,both,6
LUC7L2,none,0.8339657471028612,0.7560762998666803,-0.07788944723618085,both,8
LUC7L3,none,0.9201620346631115,0.817608450415342,-0.1025535842477695,cau,9
LUM,none,0.5865039483129936,0.569838990872731,-0.01666495744026253,none,5
LURAP1,none,0.5163572966875192,0.41518818582709466,-0.10116911086042452,none,5
LURAP1L,none,0.09911803917546919,0.46410624551328067,0.3649882063378115,obs,0
LUZP1,none,0.6429084196492667,0.7577171572146446,0.1148087375653779,both,6
LUZP2,none,0.2303866270126141,0.32130037944826173,0.09091375243564764,none,2
LUZP4,none,0.5471746487539739,0.37775612757665883,-0.1694185211773151,none,5
LVRN,none,0.14788226848528357,0.13403753461183468,-0.013844733873448895,none,1
LXN,none,0.1971592657163368,0.44539021638806275,0.24823095067172596,both,1
LY6D,none,0.5879396984924623,0.5065121525997334,-0.08142754589272894,none,5
LY6E,none,0.44046764434416985,0.6045021023484771,0.16403445800430727,both,4
LY6G5B,none,0.3271459337503846,0.1336785970669675,-0.1934673366834171,cau,3
LY6G5C,none,0.4479027792021331,0.1729053430417393,-0.27499743616039385,cau,4
LY6G6C,none,0.3186852630499436,0.4197005435339965,0.1010152804840529,none,3
LY6G6D,none,0.16598297610501486,0.28458619628756027,0.1186032201825454,obs,1
LY6G6E,none,0.41426520356886476,0.3196595221002974,-0.09460568146856735,none,4
LY6G6F,none,0.5554302122859194,0.3498615526612655,-0.20556865962465387,cau,5
LY6G6F-LY6G6D,none,0.6117321300379448,0.5665059993846785,-0.045226130653266305,none,6
LY6H,none,0.3500153830376372,0.36452671520869656,0.014511332171059377,obs,3
LY6K,none,0.22213106348066866,0.22813044815916317,0.005999384678494507,none,2
LY6L,none,0.4939493385293816,0.4885139985642498,-0.005435339965131791,none,4
LY75,none,0.4304173930878884,0.647677161316788,0.21725976822889959,both,4
LY75-CD302,none,0.3304789252384371,0.3400676853656035,0.009588760127166418,none,3
LY86,none,0.560096400369193,0.5377909957953031,-0.022305404573889853,both,5
LY9,none,0.36673161727002357,0.7479745667111065,0.38124294944108295,both,3
LY96,none,0.908368372474618,0.9789765152292073,0.07060814275458926,both,9
LYAR,none,0.08952927904830274,0.6475746077325403,0.5580453286842375,both,0
LYG1,none,0.6768536560352785,0.37924315454825147,-0.297610501487027,cau,6
LYG2,none,0.20238949851297303,0.2804840529176495,0.07809455440467647,none,2
LYL1,none,0.4716952107476156,0.47354117526407546,0.0018459645164598526,both,4
LYN,none,0.9938980617372577,0.9979489283150446,0.00405086657778686,both,9
LYNX1,none,0.4143164803609886,0.5598400164085735,0.1455235360475849,obs,4
LYNX1-SLURP2,none,0.3399138549892319,0.30996820838888317,-0.029945646600348708,none,3
LYPD1,none,0.09988719105732745,0.2638703722695108,0.16398318121218336,none,0
LYPD2,none,0.26105014870269716,0.37216695723515536,0.1111168085324582,obs,2
LYPD3,none,0.21197825864013947,0.1235770690185622,-0.08840118962157727,both,2
LYPD4,none,0.21823402727925342,0.33237616654702085,0.11414213926776742,none,2
LYPD5,none,0.3168905753256076,0.41888011486001436,0.10198953953440676,none,3
LYPD6,none,0.37519228797046456,0.3401189621577274,-0.035073325812737144,none,3
LYPD6B,none,0.5134345195364578,0.7592041841862374,0.24576966464977956,obs,5
LYPD8,none,0.41021433699107784,0.35237411547533587,-0.057840221515741974,none,4
LYPLA1,none,0.671264485693775,0.5179981540354835,-0.1532663316582914,both,6
LYPLA2,none,0.7687416675212798,0.4560045123577069,-0.3127371551635729,cau,7
LYPLAL1,none,0.07388985745051789,0.02404881550610194,-0.04984104194441595,both,0
LYRM1,promoted,0.17869962055173827,0.822941236796226,0.6442416162444877,both,1
LYRM2,none,0.045636344990257406,0.00025638396061942363,-0.04537996102963798,cau,0
LYRM4,none,0.0372782278740642,0.04353399651317814,0.006255768639113937,both,0
LYRM7,none,0.4254948210439955,0.5265101015280484,0.10101528048405295,both,4
LYRM9,none,0.6035791200902472,0.5764536970567121,-0.027125423033535045,both,6
LYSMD1,none,0.21131166034252896,0.18890370218439134,-0.02240795815813762,cau,2
LYSMD2,none,0.5487129525176905,0.8030458414521587,0.25433288893446826,both,5
LYSMD3,none,0.5059993846784945,0.41052199774382114,-0.09547738693467334,both,5
LYSMD4,none,0.7186955184083684,0.4989231873653984,-0.21977233104297,both,7
LYST,none,0.9975387139780535,0.9992308481181418,0.0016921341400882861,both,9
LYVE1,none,0.43610911701363964,0.4428776535739924,0.006768536560352756,none,4
LYZ,none,0.7432571018357091,0.8949338529381602,0.15167675110245105,both,7
LYZL1,none,0.25269203158650394,0.4183160701466516,0.16562403856014768,none,2
LYZL2,none,0.5296379858476054,0.523536047584863,-0.006101938262742301,none,5
LYZL4,none,0.4204184186237309,0.35232283868321196,-0.06809557994051896,none,4
LYZL6,none,0.47431032714593374,0.46661880832735103,-0.00769151881858271,none,4
LZIC,none,0.34560557891498306,0.03686801353707312,-0.3087375653779099,cau,3
LZTFL1,none,0.677520254332889,0.6473695005640447,-0.03015075376884424,both,6
LZTR1,none,0.3824223156599323,0.10296379858476054,-0.2794585170751718,cau,3
LZTS1,none,0.14490821454209823,0.6757768434006769,0.5308686288585787,both,1
LZTS2,none,0.6053738078145832,0.4852835606604451,-0.12009024715413807,both,6
LZTS3,none,0.6686493692954569,0.5636344990257409,-0.10501487026971601,both,6
M1AP,none,0.6324479540559943,0.7124910265613783,0.080043072505384,obs,6
M6PR,none,0.6146549071890063,0.5041534201620347,-0.1105014870269716,both,6
MAB21L1,none,0.6530612244897959,0.6519844118551943,-0.001076812634601576,none,6
MAB21L2,none,0.8477592041841863,0.8135063070454313,-0.03425289713875501,none,8
MAB21L3,none,0.05655830171264486,0.2172597682288996,0.16070146651625475,none,0
MAB21L4,none,0.18557071069633885,0.1642908419649267,-0.02127986873141216,none,1
MACC1,none,0.2472054148292483,0.6298328376576762,0.3826274228284279,both,2
MACF1,none,0.9833863193518614,0.9814378012511538,-0.001948518100707619,obs,9
MACIR,none,0.8558096605476362,0.8332991488052507,-0.022510511742385497,both,8
MACO1,none,0.9631319864629269,0.9479027792021331,-0.015229207260793798,both,9
MACROD1,none,0.1823402727925341,0.4174956414726695,0.2351553686801354,both,1
MACROD2,none,0.5926058865757359,0.6206542918675008,0.02804840529176489,none,5
MACROH2A1,none,0.907496667008512,0.8726797251563942,-0.0348169418521177,cau,9
MACROH2A2,none,0.8823197620756845,0.838529381601887,-0.043790380473797574,both,8
MAD1L1,none,0.6628550917854579,0.8028407342836632,0.13998564249820533,both,6
MAD2L1,none,0.6682904317505897,0.8240693262229515,0.15577889447236182,both,6
MAD2L1BP,none,0.3448877038252487,0.025382012101322942,-0.31950569172392573,cau,3
MAD2L2,none,0.9902574094964619,0.9821556763408881,-0.008101733155573831,both,9
MADCAM1,none,0.620551738283253,0.5270228694492872,-0.09352886883396583,none,6
MADD,none,0.4314429289303661,0.5393805763511434,0.10793764742077733,both,4
MAEA,none,0.790893241718798,0.338529381601887,-0.45236386011691104,cau,7
MAEL,none,0.5274843605784022,0.43334017023894983,-0.09414419033945237,cau,5
MAF,none,0.8102245923495026,0.5476361398830889,-0.2625884524664137,both,8
MAF1,none,0.8046354220079992,0.5350220490206132,-0.26961337298738597,cau,8
MAFA,none,0.19439031894164702,0.13511434724643626,-0.05927597169521076,both,1
MAFB,none,0.800276894677469,0.8125833247872013,0.012306430109732314,both,8
MAFF,none,0.6418316070146651,0.7657676135780945,0.1239360065634294,both,6
MAFG,none,0.7559737462824325,0.7083888831914675,-0.04758486309096499,both,7
MAFK,none,0.48374525689672854,0.4339042149523126,-0.049841041944415965,both,4
MAG,none,0.44077530509691315,0.42395651728027894,-0.016818787816634206,none,4
MAGEA1,none,0.4535945031278843,0.4894369808224798,0.035842477694595476,none,4
MAGEA10,none,0.0775817864834376,0.13931904420059482,0.061737257717157226,none,0
MAGEA11,none,0.8051994667213619,0.7892011075787099,-0.01599835914265202,none,8
MAGEA12,none,0.18818582709465695,0.23048918059686185,0.042303353502204905,none,1
MAGEA3,none,0.2850989642087991,0.3493487847400267,0.06424982053122757,none,2
MAGEA4,none,0.150805045636345,0.21838785765562507,0.06758281201928007,none,1
MAGEA6,none,0.02102348477079274,0.05799405189211363,0.036970567121320894,none,0
MAGEA8,none,0.1867500769151882,0.27443339144703105,0.08768331453184286,none,1
MAGEA9,none,0.45626089631832634,0.4919495436365501,0.03568864731822374,none,4
MAGEA9B,none,0.45487642293098146,0.4913854989231874,0.03650907599220593,none,4
MAGEB1,none,0.14993334017023896,0.1840324069326223,0.034099066762383334,none,1
MAGEB10,none,0.5965541995692749,0.6088606296790072,0.012306430109732314,none,5
MAGEB16,none,0.19628756025023075,0.2670495333811917,0.07076197313096094,none,1
MAGEB17,none,0.2555635319454415,0.32801763921649063,0.07245410727104912,none,2
MAGEB18,none,0.53999589785663,0.5246128602194646,-0.01538303763716542,none,5
MAGEB2,none,0.062198748846272175,0.16249615424059072,0.10029740539431854,none,0
MAGEB3,none,0.5864526715208697,0.5998359142652036,0.01338324274433389,none,5
MAGEB4,none,0.2764331863398626,0.34211875705055894,0.06568557071069636,none,2
MAGEB5,none,0.14219054455953237,0.22684852835606603,0.08465798379653366,none,1
MAGEB6,none,0.1941339349810276,0.22710491231668548,0.032970977335657875,none,1
MAGEB6B,none,0.01963901138344785,0.0550712747410522,0.035432263357604354,none,0
MAGEC1,none,0.4449800020510717,0.3374525689672854,-0.10752743308378626,none,4
MAGEC2,none,0.09563121731104503,0.23730899394933852,0.1416777766382935,none,0
MAGEC3,none,0.06845451748538611,0.10260486103989334,0.03415034355450723,none,0
MAGED1,none,0.8208901651112707,0.8842682801763921,0.06337811506512148,both,8
MAGED2,none,0.8196595221002974,0.8678084299046251,0.04814890780432779,both,8
MAGEE1,none,0.4700543533996513,0.23489898471951595,-0.23515536868013534,cau,4
MAGEE2,none,0.02958670905548149,0.07804327761255256,0.04845656855707107,none,0
MAGEF1,none,0.07640242026458825,0.6141934160598913,0.5377909957953031,both,0
MAGEH1,none,0.31524971797764334,0.02702286944928725,-0.2882268485283561,cau,3
MAGEL2,none,0.02071582401804943,0.05953235565583017,0.03881653163778074,none,0
MAGI1,none,0.6127576658804226,0.7244385191262435,0.11168085324582089,both,6
MAGI2,none,0.8390934263152497,0.825607629986668,-0.013485796328581712,none,8
MAGI3,none,0.8642703312480772,0.9377499743616039,0.07347964311352673,both,8
MAGIX,none,0.4756948005332786,0.4683622192595631,-0.007332581273715499,none,4
MAGOH,none,0.8885755307147984,0.8896010665572762,0.001025535842477776,both,8
MAGOHB,none,0.3626807506922367,0.1689057532560763,-0.19377499743616042,both,3
MAGT1,none,0.9815403548354015,0.9772331042969952,-0.004307250538406304,both,9
MAIP1,none,0.1984924623115578,0.06419854373910368,-0.1342939185724541,both,1
MAJIN,none,0.17885345092810995,0.2515126653676546,0.07265921443954465,none,1
MAK,none,0.5280996820838888,0.6281919803097118,0.100092298225823,both,5
MAK16,none,0.7004922572043893,0.9170341503435545,0.21654189313916516,both,7
MAL,none,0.4351348579632858,0.8499128294533894,0.4147779714901036,both,4
MAL2,none,0.6430109732335145,0.6621884934878474,0.019177520254332836,obs,6
MALL,none,0.8183263255050764,0.8129935391241924,-0.00533278638088408,obs,8
MALRD1,none,0.1327043380166137,0.14434416982873552,0.011639831812121831,none,1
MALSU1,none,0.09763101220387653,0.519126243462209,0.4214952312583325,both,0
MALT1,none,0.9968208388883192,0.9118039175469183,-0.08501692134140093,both,9
MAMDC2,none,0.2306430109732335,0.6092195672238745,0.378576556250641,obs,2
MAMDC4,none,0.031483950364065226,0.028150958876012717,-0.0033329914880525086,cau,0
MAML1,none,0.6711619321095272,0.3046354220079992,-0.36652651010152804,both,6
MAML2,none,0.5346118346836222,0.7652035688647318,0.23059173418110968,both,5
MAML3,none,0.6677776638293509,0.6780330222541278,0.010255358424776873,both,6
MAMLD1,none,0.5658906778791919,0.659727207465901,0.09383652958670907,both,5
MAMSTR,none,0.556917239257512,0.4806173725771716,-0.07629986668034044,none,5
MAN1A1,none,0.6968516049635934,0.8081222438724234,0.11127063890882993,both,6
MAN1A2,none,0.8435545072300277,0.6751615218951902,-0.16839298533483749,both,8
MAN1B1,none,0.1275253820121013,0.08347861757768434,-0.04404676443441698,both,1
MAN1C1,none,0.4742590503538099,0.6498307865859911,0.17557173623218125,both,4
MAN2A1,none,0.5037432058250436,0.4138037124397498,-0.08993949338529383,both,5
MAN2A2,none,0.45046661880832733,0.7786380884011896,0.3281714695928623,both,4
MAN2B1,none,0.3836016818787817,0.6968003281714696,0.31319864629268795,both,3
MAN2B2,none,0.9727720233822172,0.9234437493590401,-0.04932827402317719,both,9
MAN2C1,none,0.3164290841964927,0.15634293918572453,-0.16008614501076815,cau,3
MANBA,none,0.6384986155266127,0.5295867090554814,-0.10891190647113125,both,6
MANBAL,none,0.2029022664342119,0.016664957440262536,-0.18623730899394936,cau,2
MANEA,none,0.2447954055994257,0.007794072402830479,-0.23700133319659522,cau,2
MANEAL,none,0.6740334324684648,0.6371654189313917,-0.03686801353707314,both,6
MANF,none,0.31299353912419237,0.8322223361706491,0.5192287970464567,both,3
MANSC1,none,0.23556558301712646,0.24987180801969028,0.014306225002563816,both,2
MANSC4,none,0.4374935904009845,0.5443544251871603,0.10686083478617575,obs,4
MAOA,none,0.8741667521279869,0.9548251461388576,0.08065839401087072,both,8
MAOB,none,0.5392267459747718,0.5355348169418521,-0.003691929032919705,both,5
MAP10,none,0.4376474207773562,0.26120397907906884,-0.17644344169828735,cau,4
MAP1A,none,0.8667316172700236,0.8570403035586094,-0.009691313711414185,both,8
MAP1B,none,0.8700646087580761,0.9431340375346118,0.07306942877653566,obs,8
MAP1LC3A,none,0.49676956209619527,0.6956722387447442,0.19890267664854888,both,4
MAP1LC3B,none,0.4934365706081428,0.6051174238539637,0.11168085324582094,both,4
MAP1LC3B2,none,0.9284688749871808,0.8581683929853349,-0.07030048200184591,cau,9
MAP1LC3C,none,0.35842477694595426,0.42749461593682697,0.06906983899087271,none,3
MAP1S,none,0.12296174751307558,0.009691313711414214,-0.11327043380166137,both,1
MAP2,none,0.6555737873038663,0.7408470926058865,0.08527330530202026,obs,6
MAP2K1,none,0.9302122859193929,0.8041226540867603,-0.12608963183263255,cau,9
MAP2K2,none,0.6366526510101528,0.6008101733155574,-0.035842477694595365,both,6
MAP2K3,none,0.7730489180596862,0.680135370731207,-0.09291354732847923,both,7
MAP2K4,none,0.9460568146856733,0.9414419033945236,-0.004614911291149659,both,9
MAP2K5,none,0.5641472669469798,0.4366731617270024,-0.12747410521997743,both,5
MAP2K6,none,0.9678494513383242,0.9694390318941647,0.001589580555840464,both,9
MAP2K7,none,0.8499641062455133,0.8396574710286124,-0.010306635216900895,none,8
MAP3K1,none,0.8359655419956927,0.9372884832324889,0.1013229412367962,both,8
MAP3K10,none,0.7738693467336684,0.5476874166752128,-0.22618193005845555,both,7
MAP3K11,none,0.6623423238642191,0.24571838785765562,-0.41662393600656344,cau,6
MAP3K12,none,0.9570300482001846,0.9262639729258537,-0.03076607527433084,both,9
MAP3K13,none,0.9275458927289508,0.8299661573171982,-0.09757973541175258,both,9
MAP3K14,none,0.9939493385293816,0.9875397395138961,-0.006409599015485545,both,9
MAP3K15,none,0.14085734796431135,0.33934981027586913,0.1984924623115578,obs,1
MAP3K19,none,0.49082145420982465,0.43134037534611835,-0.059481078863706294,obs,4
MAP3K2,none,0.8187365398420675,0.6208081222438724,-0.19792841759819513,both,8
MAP3K20,none,0.6808532458209414,0.5356373705260998,-0.1452158752948416,both,6
MAP3K21,none,0.5972207978668854,0.7307968413496052,0.1335760434827198,both,5
MAP3K3,none,0.9085222028509896,0.9674392370013332,0.05891703415034355,both,9
MAP3K4,none,0.9073428366321403,0.9174956414726695,0.010152804840529162,both,9
MAP3K5,none,0.8893446825966568,0.975079479027792,0.08573479643113524,both,8
MAP3K6,none,0.5987078248384781,0.7977643318633987,0.19905650702492061,both,5
MAP3K7,none,0.9529791816223977,0.8730899394933853,-0.07988924212901238,cau,9
MAP3K7CL,none,0.128550917854579,0.15106142959696442,0.022510511742385414,both,1
MAP3K8,none,0.9783099169315967,0.9542611014254948,-0.02404881550610194,both,9
MAP3K9,none,0.7299251358834992,0.5656342939185725,-0.16429084196492671,cau,7
MAP4,none,0.7420777356168599,0.869654394421085,0.1275766588042252,both,7
MAP4K1,none,0.8839606194236489,0.8515024100092298,-0.032458209414419126,both,8
MAP4K2,none,0.6843913444774895,0.48077120295354325,-0.20362014152394625,both,6
MAP4K3,none,0.44139062660239975,0.2779202133114552,-0.16347041329094453,both,4
MAP4K4,none,0.9671828530407137,0.9558506819813353,-0.011332171059378449,both,9
MAP4K5,none,0.4919495436365501,0.5687621782381295,0.07681263460157939,both,4
MAP6,none,0.6494205722490001,0.8372987385909137,0.18787816634191368,obs,6
MAP6D1,none,0.38698595015895804,0.14126756230130244,-0.2457183878576556,cau,3
MAP7,none,0.27110039995897856,0.45995282535124604,0.1888524253922675,both,2
MAP7D1,none,0.39806173725771715,0.24515434314429288,-0.15290739411342427,both,3
MAP7D2,none,0.17808429904625167,0.4464157522305405,0.2683314531842888,both,1
MAP7D3,none,0.08004307250538406,0.00856322428468875,-0.07147984822069531,both,0
MAP9,none,0.04255973746282433,0.15331760845041534,0.11075787098759102,both,0
MAPK1,none,0.9624141113731924,0.9383652958670906,-0.02404881550610183,both,9
MAPK10,none,0.9183160701466516,0.9009845144087786,-0.01733155573787304,both,9
MAPK11,none,0.5203056096810583,0.6444467234129833,0.12414111373192493,both,5
MAPK12,none,0.019485181007076198,0.19362116705978874,0.17413598605271255,both,0
MAPK13,none,0.2229002153625269,0.3214029330325095,0.09850271766998259,both,2
MAPK14,none,0.9714901035791201,0.8107886370628653,-0.16070146651625483,cau,9
MAPK15,none,0.06332683827299763,0.16603425289713875,0.10270741462414111,obs,0
MAPK1IP1L,none,0.4647728438108912,0.06137832017229002,-0.4033945236386012,cau,4
MAPK3,none,0.8494000615321505,0.7869449287252589,-0.06245513280689163,both,8
MAPK4,none,0.5462516664957441,0.5168700646087581,-0.02938160188698602,none,5
MAPK6,none,0.6119372372064403,0.9278022766895703,0.31586503948312994,both,6
MAPK7,none,0.6966977745872218,0.6786483437596144,-0.01804943082760746,both,6
MAPK8,none,0.9871295251769049,0.993334017023895,0.006204491846990123,both,9
MAPK8IP1,none,0.825197415649677,0.8161727002358733,-0.009024715413803674,none,8
MAPK8IP2,none,0.6922366936724439,0.6708029945646601,-0.02143369910778381,none,6
MAPK8IP3,none,0.9008819608245309,0.8889857450517895,-0.011896215772741359,both,9
MAPK9,none,0.7732027484360579,0.6388575530714798,-0.134345195364578,both,7
MAPKAP1,none,0.8855501999794892,0.7334632345400471,-0.1520869654394421,both,8
MAPKAPK2,none,0.8508358117116194,0.8134037534611834,-0.03743205825043594,both,8
MAPKAPK3,none,0.6367039278022767,0.8008922161829556,0.1641882883806789,both,6
MAPKAPK5,none,0.7417700748641165,0.5442518716029126,-0.19751820326120395,both,7
MAPKBP1,none,0.8456568557071069,0.801148600143575,-0.044508255563531884,both,8
MAPRE1,none,0.7819710798892421,0.5369705671213209,-0.24500051276792123,cau,7
MAPRE2,none,0.9038047379755922,0.9170854271356784,0.013280689160086179,both,9
MAPRE3,none,0.8638088401189622,0.7200799917957132,-0.14372884832324895,cau,8
MAPT,none,0.899035996308071,0.9160086145010768,0.016972618193005884,both,8
MARCHF1,none,0.7220285098964209,0.6257306942877654,-0.09629781560865547,cau,7
MARCHF10,none,0.49610296379858476,0.5105630191775202,0.014460055378935466,obs,4
MARCHF11,none,0.7034663111475746,0.6567018767305918,-0.04676443441698286,none,7
MARCHF2,none,0.17685365603527844,0.3582709465695826,0.18141729053430414,obs,1
MARCHF3,none,0.4634396472156702,0.5714798482206953,0.1080402010050251,both,4
MARCHF4,none,0.5877345913239668,0.5593785252794585,-0.028356066044508244,none,5
MARCHF5,none,0.9055481489078043,0.9374423136088607,0.03189416470105633,none,9
MARCHF6,none,0.9162137216695724,0.6748538611424469,-0.24135986052712544,both,9
MARCHF7,none,0.29863603732950467,0.3830889139575428,0.08445287662803813,cau,2
MARCHF8,none,0.29653368885242537,0.5719926161419342,0.2754589272895088,both,2
MARCHF9,none,0.6514203671418316,0.713978053532971,0.06255768639113934,both,6
MARCKS,none,0.5075889652343349,0.6649574402625372,0.15736847502820228,both,5
MARCKSL1,none,0.05978873961644959,0.6945954261101426,0.634806686493693,both,0
MARCO,none,0.034201620346631115,0.09311865449697466,0.05891703415034355,none,0
MARF1,none,0.8904214952312584,0.8335042559737463,-0.05691723925751202,both,8
MARK1,none,0.8973438621679828,0.9614398523228387,0.0640959901548559,obs,8
MARK2,none,0.9799507742795611,0.8586811609065736,-0.12126961337298747,both,9
MARK3,none,0.6698800123064301,0.23971900317916112,-0.430161009127269,cau,6
MARK4,none,0.8842170033842682,0.889242129012409,0.005025125628140725,none,8
MARS1,none,0.7137729463644754,0.709106758281202,-0.004666188083273459,both,7
MARS2,none,0.2505384063173008,0.326069121115783,0.07553071479848222,both,2
MARVELD1,none,0.4886165521484976,0.6693672443851912,0.18075069223669366,obs,4
MARVELD2,none,0.5765562506409599,0.6953645779920008,0.11880832735104085,obs,5
MARVELD3,none,0.11491129114962569,0.17572556660855296,0.06081427545892727,obs,1
MAS1,none,0.1944415957337709,0.26715208696543946,0.07271049123166856,none,1
MAS1L,none,0.2018767305917342,0.292277715106143,0.09040098451440878,obs,2
MASP1,none,0.3306840324069326,0.31319864629268795,-0.01748538611424466,none,3
MASP2,none,0.9196492667418726,0.8649369295456876,-0.05471233719618507,both,9
MAST1,none,0.965747102861245,0.9467234129832838,-0.019023689877961214,obs,9
MAST2,none,0.8503743205825044,0.6816223977027998,-0.16875192287970464,cau,8
MAST3,none,0.900779407240283,0.9543123782176187,0.05353297097733567,both,9
MAST4,none,0.8359142652035688,0.9637985847605374,0.12788431955696855,both,8
MASTL,none,0.5530714798482207,0.6968516049635934,0.14378012511537275,both,5
MAT1A,none,0.7625371756742898,0.7547431032714593,-0.007794072402830476,none,7
MAT2A,none,0.9756948005332786,0.9953850887088503,0.019690288175571724,obs,9
MAT2B,none,0.4956927494615937,0.5160496359347759,0.020356886473182234,none,4
MATK,none,0.7049533381191673,0.7402317711004,0.03527843298123268,both,7
