gene,grp,rank_pctile,pu_score,rank_pctile_cv,pu_score_cv
MASP2,in-trial,0.8649369295456876,0.678674731105566,0.8584247769459543,0.665877247840166
ADAMTS1,non-target,0.8648856527535638,0.6785792145464156,0.8652958670905548,0.6759705487208151
MYCBP2,non-target,0.8648343759614399,0.6784881053794741,0.8712439749769254,0.684953945192198
FRMD4B,non-target,0.864783099169316,0.6784074114901679,0.8621679827709978,0.6712004536116609
SPOP,non-target,0.864731822377192,0.6783173175027528,0.8715516357296688,0.6853854921263487
HNRNPA1,non-target,0.8646805455850682,0.6782522258447043,0.8760127166444467,0.6917828969020939
ACLY,non-target,0.8646292687929443,0.678217062187679,0.8657060814275459,0.6763412265910714
SREBF2,non-target,0.8645779920008204,0.678081385141764,0.8578607322325915,0.6648467951554519
TFDP2,non-target,0.8645267152086965,0.6780052240648418,0.868321197825864,0.6806572649589518
SLC35F3,non-target,0.8644754384165727,0.6779399225160704,0.8704748230950672,0.6841330581873505
IL33,in-trial,0.8644241616244488,0.6778982891142369,0.845195364577992,0.648198244869709
SHH,non-target,0.8643728848323249,0.6776588730739824,0.8689365193313506,0.6814659070486975
MBD3L3,non-target,0.864321608040201,0.6774235682271833,0.8650907599220593,0.6756764026742486
KCTD15,non-target,0.8642703312480772,0.6773664344634328,0.8552456158342734,0.6623590292503135
TLE1,non-target,0.8642190544559533,0.6772740232397099,0.8792431545482514,0.6960471917832562
LRRC37B,non-target,0.8641677776638294,0.6771585540365928,0.8670905548148908,0.678716237517783
TSPAN15,non-target,0.8641165008717054,0.6770671712500709,0.8582196697774587,0.6654316419574815
TRPC1,non-target,0.8640652240795815,0.6769980759487539,0.8639626704953338,0.6739896308952177
ANGPT1,in-trial,0.8640139472874577,0.6768769273161888,0.8730386627012614,0.6875667906105518
RNASEH2A,non-target,0.8639626704953338,0.6768317322440559,0.8501692134140089,0.6553967976058372
CDH4,non-target,0.8639113937032099,0.6767876390075185,0.8657573582196698,0.6763752719387413
RCBTB2,non-target,0.863860116911086,0.6767641530564082,0.8682699210337401,0.6806217260696181
LRRC37A2,non-target,0.8638088401189622,0.6767058491098638,0.8752435647625885,0.6908579540800075
XCL2,non-target,0.8637575633268383,0.676677397385086,0.864321608040201,0.6744850600682772
SYMPK,non-target,0.8637062865347144,0.6765261091254084,0.8705773766793149,0.684238945865872
TMEM132B,non-target,0.8636550097425905,0.6765136709764376,0.8628345810686083,0.671858051508665
ADGRV1,non-target,0.8636037329504667,0.6763600727373903,0.8590913752435647,0.6668472927419384
ADGRL3,non-target,0.8635524561583428,0.676118085075756,0.8690903497077223,0.6817290891355008
HM13,non-target,0.8635011793662188,0.6760625471174717,0.872782278740642,0.6871374190151691
TMEM201,non-target,0.8634499025740949,0.6759853049962208,0.8660650189724131,0.6769444169710629
PPP2R5B,non-target,0.8633986257819711,0.6759125560372319,0.8728335555327659,0.6871620947420597
ST6GAL1,non-target,0.8633473489898472,0.6756742611754364,0.8658599118039175,0.6765356556110576
SLC23A2,non-target,0.8632960721977233,0.6755862924920853,0.8672956619833864,0.679099382362773
CSNK2A2,non-target,0.8632447954055994,0.675516525033823,0.8555019997948928,0.6624590189626374
SLC22A4,non-target,0.8631935186134755,0.675468554875503,0.8579632858168393,0.665034732595086
CEMIP,non-target,0.8631422418213517,0.6754339835321417,0.8678597066967491,0.6798475795558521
PPIA,approved,0.8630909650292278,0.6753741683065891,0.7900728130448159,0.574280621856451
GLUD1,non-target,0.8630396882371039,0.6753612999853335,0.8635011793662188,0.6729117697075859
LBH,non-target,0.86298841144498,0.6753391737536508,0.8549892318736539,0.6619795441855582
RHOQ,non-target,0.8629371346528562,0.6752873482752819,0.8540149728233002,0.6608248052852493
EIF2B1,non-target,0.8628858578607322,0.6752639458495744,0.8655522510511743,0.676248961265641
RNASEH2C,non-target,0.8628345810686083,0.6752423838163033,0.8492462311557789,0.6540907677339047
SLIT2,non-target,0.8627833042764844,0.675130242947489,0.8710388678084299,0.6847026271783576
CCL21,non-target,0.8627320274843606,0.6751091238491389,0.8511947492564865,0.656813220687324
PPP2R5D,non-target,0.8626807506922367,0.675011308355765,0.8719618500666598,0.685669434729533
VCPIP1,non-target,0.8626294739001128,0.6749668183104361,0.8747307968413496,0.6900813869067601
CDK4,in-trial,0.8625781971079889,0.6749016039073468,0.8677571531125012,0.6797148608565331
DPY19L1,non-target,0.8625269203158651,0.6748858110941186,0.8630396882371039,0.6722901802281944
RALGPS1,non-target,0.8624756435237412,0.6748757708011214,0.8684750282022357,0.6809290824800122
AGAP2,non-target,0.8624243667316173,0.6747860827920388,0.8696031176289611,0.6827437232291033
TNFRSF14,non-target,0.8623730899394934,0.6747529978935535,0.8658086350117936,0.676405644539075
LPAR1,in-trial,0.8623218131473696,0.6747020235657692,0.8724746179878987,0.686740023970604
ACTL6B,non-target,0.8622705363552456,0.6746952393116095,0.8644754384165727,0.6751100737620622
CYP46A1,non-target,0.8622192595631217,0.6746044833958149,0.8653984206748025,0.6760596624016761
WRAP53,non-target,0.8621679827709978,0.6745943665808561,0.8653471438826787,0.6760271004765167
KCNMB4,non-target,0.8621167059788739,0.674581285660642,0.8685263049943596,0.6810391079048215
EHF,non-target,0.8620654291867501,0.6745126477352859,0.8669367244385191,0.6783783739564394
HBA1,non-target,0.8620141523946262,0.6744299822861386,0.8646805455850682,0.6752834393733587
YWHAH,non-target,0.8619628756025023,0.67435457283745,0.8582709465695826,0.6657175536666597
SLC9A6,non-target,0.8619115988103784,0.6742907999417721,0.861655214849759,0.6707421307052884
ADAM22,non-target,0.8618603220182546,0.6742814670359423,0.8791918777561276,0.695747769847134
FCHO1,non-target,0.8618090452261307,0.6741752503774106,0.865193313506307,0.6758147353724557
PTPN1,non-target,0.8617577684340068,0.6739961124804555,0.8622192595631217,0.6712582153173126
KAT6A,non-target,0.8617064916418828,0.6739406626193951,0.8722695108194032,0.6863136193843988
MST1,non-target,0.861655214849759,0.6738429649008645,0.8623218131473696,0.6713171808105527
ASF1A,non-target,0.8616039380576351,0.6738206069080197,0.8717054661060404,0.6854500409310239
PRRT1,non-target,0.8615526612655112,0.6736751507657269,0.8671931083991385,0.6789142616672219
HTT,non-target,0.8615013844733873,0.67364989213532,0.8567839195979899,0.663761101316924
SPEN,non-target,0.8614501076812635,0.6735935968657335,0.872320787611527,0.686459102704353
IL18RAP,in-trial,0.8613988308891396,0.6732840842008591,0.8680135370731207,0.6801120140999556
LONRF2,non-target,0.8613475540970157,0.6731795656621157,0.8732950466618808,0.6881002793659518
FUT2,non-target,0.8612962773048918,0.6731767408626596,0.8462209004204697,0.649854712705223
DBR1,non-target,0.8612450005127679,0.6731728757872726,0.8446313198646292,0.647472246717568
BCL2A1,in-trial,0.8611937237206441,0.673064358830452,0.8706286534714388,0.6842462617903948
AGBL5,non-target,0.8611424469285202,0.6730521294203672,0.8535534816941852,0.6600107429906574
H2AB1,non-target,0.8610911701363962,0.6730346111010532,0.8611937237206441,0.6699016955903339
RPS2,in-trial,0.8610398933442723,0.6730196315050125,0.8576043482719721,0.6647018206715584
CLDN11,non-target,0.8609886165521485,0.6729854987561703,0.8664239565172803,0.677450851947069
PLEKHH1,non-target,0.8609373397600246,0.6729493006389944,0.8519639011383447,0.6575472743966471
PKM,non-target,0.8608860629679007,0.6728537314467959,0.8637062865347144,0.673168087577579
CD200,in-trial,0.8608347861757768,0.6727266272902489,0.8659111885960414,0.6767322002351284
NDST3,non-target,0.860783509383653,0.6726080987920713,0.8608860629679007,0.669534005322049
CASTOR1,non-target,0.8607322325915291,0.6724254281092913,0.8644241616244488,0.6748159755957432
DNAH8,non-target,0.8606809557994052,0.6723997734335004,0.8609886165521485,0.6695838029035415
CDK11B,in-trial,0.8606296790072813,0.67220330119133,0.8468362219259563,0.6508576680421829
BRINP2,non-target,0.8605784022151575,0.6720262710864727,0.860783509383653,0.669374534716973
TBC1D3G,non-target,0.8605271254230336,0.6719866437571389,0.8588349912829454,0.6664425769630744
TSPAN18,non-target,0.8604758486309096,0.6719015950755197,0.8729361091170137,0.687221460500542
ARHGAP44,non-target,0.8604245718387857,0.6718615931272507,0.8641165008717054,0.6742469520568848
EIF4B,non-target,0.8603732950466619,0.6713618872706423,0.8706799302635627,0.6842748547058839
PCSK7,non-target,0.860322018254538,0.6712667718143661,0.84965644549277,0.6547025711116395
COL4A5,non-target,0.8602707414624141,0.6712485901033035,0.8622705363552456,0.6712761905193328
CMIP,non-target,0.8602194646702902,0.6712477358487936,0.8702697159265717,0.6838431352467248
L3MBTL3,non-target,0.8601681878781663,0.6711456221977466,0.8721156804430314,0.6859673156351002
OR2A42,non-target,0.8601169110860425,0.6711345124365714,0.8599630807096708,0.6677999164549833
ARHGEF5,non-target,0.8600656342939186,0.6710224496060281,0.8705260998871911,0.6841452715983942
NFASC,non-target,0.8600143575017947,0.6710155862148361,0.8606296790072813,0.6689302431513565
USP32,non-target,0.8599630807096708,0.6709362786225598,0.866116295764537,0.6769676031768321
AURKA,in-trial,0.859911803917547,0.6708484336733818,0.8663214029330325,0.6772516839206218
USP22,non-target,0.859860527125423,0.6708289250129401,0.8494000615321505,0.6544159472138438
TJP1,non-target,0.8598092503332991,0.6708199472596803,0.8513485796328581,0.6569687691752357
IL9R,non-target,0.8597579735411752,0.6705626807151697,0.8553481694185212,0.6623798922392038
FKBP5,non-target,0.8597066967490514,0.6703291192104679,0.8633986257819711,0.6728014153959864
HUNK,non-target,0.8596554199569275,0.6702752675417174,0.8590400984514409,0.6666475770706983
FBXL16,non-target,0.8596041431648036,0.6702524980511329,0.8605271254230336,0.6688232488069104
HCFC1,non-target,0.8595528663726797,0.6701427459412691,0.8663726797251564,0.6772803067856905
RGS6,non-target,0.8595015895805559,0.6701136968877851,0.8602194646702902,0.6680016235046581
PCIF1,non-target,0.859450312788432,0.6698708307319486,0.8782176187057738,0.6944345088619175
ZNF449,non-target,0.8593990359963081,0.6698559994880969,0.8615526612655112,0.6704925701934464
PNPLA6,non-target,0.8593477592041842,0.6698335429032644,0.8606809557994052,0.6693556945238794
ARHGAP18,non-target,0.8592964824120602,0.6698272795544058,0.865654804635422,0.6763351040356087
ABLIM1,non-target,0.8592452056199364,0.6697421696916896,0.8563737052609989,0.6632354608732254
IPO13,non-target,0.8591939288278125,0.6695510648267785,0.8572454107271049,0.6643469216273381
TRPC7,non-target,0.8591426520356886,0.6694701427433092,0.8631422418213517,0.6724083558099354
SIRPG,non-target,0.8590913752435647,0.6691984950285877,0.8332991488052507,0.6328304328174903
WDFY4,non-target,0.8590400984514409,0.669147413242892,0.8475540970156907,0.6517882013986559
UBE2S,non-target,0.858988821659317,0.6689616835056827,0.8593990359963081,0.6671008580227189
GNS,non-target,0.8589375448671931,0.6689481982334176,0.8619628756025023,0.6709881188581936
CELF1,non-target,0.8588862680750692,0.6689027439464222,0.8531432673571941,0.6594030587661146
ERFL,non-target,0.8588349912829454,0.6688802559968784,0.8634499025740949,0.6729015208742946
KIAA0319L,non-target,0.8587837144908215,0.6688549348941216,0.8541175264075479,0.6608939166275822
CCIN,non-target,0.8587324376986976,0.6687354697054954,0.8593477592041842,0.6670836898250196
MARK2,non-target,0.8586811609065736,0.6685125812813265,0.8597066967490514,0.6675945225672507
AUTS2,non-target,0.8586298841144498,0.668447117363741,0.8566813660137422,0.663631557147515
SPAG11A,non-target,0.8585786073223259,0.6684134984859312,0.8629371346528562,0.6719128975663522
BMP8B,non-target,0.858527330530202,0.6683949987093608,0.863860116911086,0.6735924835107763
ARFGEF3,non-target,0.8584760537380781,0.6683573265662368,0.8632447954055994,0.6724603792134018
PDZK1,non-target,0.8584247769459543,0.6683527284707779,0.8566300892216183,0.663600704270571
DHCR7,non-target,0.8583735001538304,0.668333067436411,0.8624243667316173,0.6714153430227078
ATP4A,approved,0.8583222233617065,0.6683297684788704,0.7968413496051687,0.5830544480681419
GNPTAB,non-target,0.8582709465695826,0.6681933168529859,0.8616039380576351,0.6705694691851886
PPP2R5C,non-target,0.8582196697774587,0.6681243621455837,0.8703209927186956,0.6839213250554758
MAP1LC3B2,non-target,0.8581683929853349,0.6679119010766347,0.8413496051687006,0.643521989995453
DHX9,non-target,0.858117116193211,0.6679031520001011,0.8559634909240078,0.6629170826525268
TET1,non-target,0.858065839401087,0.6678480656460078,0.8675007691518819,0.6793737518128438
NACAD,non-target,0.8580145626089631,0.6678325212918795,0.8612962773048918,0.6701235927185234
ACSBG1,non-target,0.8579632858168393,0.6675801641152551,0.8631935186134755,0.672448173755159
RELCH,non-target,0.8579120090247154,0.6674887301958152,0.8539636960311763,0.66072318929101
RFXANK,non-target,0.8578607322325915,0.6674138048152232,0.8446825966567532,0.6475240735192372
NSDHL,non-target,0.8578094554404676,0.6673307649113915,0.8584760537380781,0.665984769812738
FBLN1,non-target,0.8577581786483438,0.6670707810898217,0.8613988308891396,0.6702786569667951
CFC1,non-target,0.8577069018562199,0.666996517329636,0.8540662496154241,0.6608713108023213
VCX,non-target,0.857655625064096,0.6669580082719525,0.8541688031996718,0.6609833722002805
SLC37A1,non-target,0.8576043482719721,0.666951415048638,0.8637575633268383,0.6732618939150409
DNAH2,non-target,0.8575530714798483,0.6668814626441995,0.8544764639524152,0.6614953715391834
CTNNB1,in-trial,0.8575017946877244,0.6667972788214683,0.8641677776638294,0.6744421826303004
FLRT1,non-target,0.8574505178956005,0.6667266333042973,0.8516049635934776,0.6571912327903
EBF3,non-target,0.8573992411034765,0.6667076869308949,0.8572966875192288,0.664402092576027
MBTD1,non-target,0.8573479643113526,0.6666703296383631,0.8615013844733873,0.6704241952834986
CATSPERT,non-target,0.8572966875192288,0.6666619825057495,0.858527330530202,0.6660375450468304
KCNQ1,approved,0.8572454107271049,0.666650808006525,0.8292995590195877,0.627231487184763
SRSF7,non-target,0.857194133934981,0.6666027772791532,0.8608347861757768,0.6694227256558158
FAM90A10,non-target,0.8571428571428571,0.6665467936072857,0.8601169110860425,0.6678676781618051
SEC61G,non-target,0.8570915803507333,0.6665097964231415,0.859911803917547,0.6677330127268126
MAP1A,non-target,0.8570403035586094,0.6663776972160047,0.8736027074146241,0.6886288375116242
NCAPD2,non-target,0.8569890267664855,0.6663196446618649,0.8508870885037432,0.6565074632715697
DPP6,non-target,0.8569377499743616,0.6663189652910088,0.8571428571428571,0.6642697342116424
CNNM2,non-target,0.8568864731822378,0.6661859440560244,0.8617577684340068,0.670829038344664
GTF3C2,non-target,0.8568351963901139,0.6661725617489036,0.8648343759614399,0.6754068160899962
TUBA3E,approved,0.8567839195979899,0.666125032901764,0.7906368577581786,0.5750396770238876
RPS13,in-trial,0.856732642805866,0.6660078473389148,0.8646292687929443,0.6752782289981841
ERH,non-target,0.8566813660137422,0.6660011300106639,0.8564249820531228,0.6632533511137352
KCNK2,non-target,0.8566300892216183,0.6659397851479681,0.8581683929853349,0.6653009397821277
PNMA6A,non-target,0.8565788124294944,0.6659099349770883,0.8502717669982566,0.6557023165813043
TLR9,approved,0.8565275356373705,0.6658715471625328,0.8291970054353399,0.6272069942951203
ALDH18A1,non-target,0.8564762588452467,0.6658390982067166,0.8495538919085222,0.6544756910800934
SLC28A3,non-target,0.8564249820531228,0.66572682605106,0.8568864731822378,0.6639217539487151
FAM53B,non-target,0.8563737052609989,0.6657059122354556,0.8573479643113526,0.6644646021784568
PTN,non-target,0.856322428468875,0.665660124253004,0.857194133934981,0.6642843717489486
BCL2L11,non-target,0.856271151676751,0.6655978823498804,0.8497077222848939,0.6548114440616618
PPM1A,non-target,0.8562198748846273,0.6655613058412135,0.8626294739001128,0.6715711113479402
KATNAL1,non-target,0.8561685980925033,0.6654304398430718,0.8509383652958671,0.6565213814220929
ADAR,non-target,0.8561173213003794,0.6653994320294796,0.8595015895805559,0.6672248545939548
NOL4,non-target,0.8560660445082555,0.6653888291782803,0.8587324376986976,0.6663816839155525
TDRD7,non-target,0.8560147677161317,0.6653239713541826,0.8620141523946262,0.6710387158184196
COL11A2,non-target,0.8559634909240078,0.6652054679147976,0.8533483745256897,0.6597852337117098
COL6A1,non-target,0.8559122141318839,0.6650978401685372,0.8464260075889652,0.6500145344405757
LHFPL3,non-target,0.85586093733976,0.664984677062959,0.8587837144908215,0.6664401671107935
ICMT,non-target,0.8558096605476362,0.6649637520313263,0.8489385704030356,0.6538158640417517
ARHGAP29,non-target,0.8557583837555123,0.6649578999389302,0.8561173213003794,0.6629933036152441
RASAL2,non-target,0.8557071069633884,0.6649243848360314,0.8575017946877244,0.6646304630839885
NR2E1,non-target,0.8556558301712645,0.6649199969989738,0.8588862680750692,0.666491368136455
YES1,approved,0.8556045533791407,0.6648835274577141,0.7101835709158035,0.4828643187880516
SPAG11B,non-target,0.8555532765870167,0.66483804846057,0.8554507230027689,0.6623992907083951
PML,non-target,0.8555019997948928,0.6648091501556337,0.8523741154753358,0.6582527153270761
B4GALT5,non-target,0.8554507230027689,0.6647723320156637,0.8620654291867501,0.671058680222492
IGKC,non-target,0.855399446210645,0.6647202144015021,0.8374525689672854,0.6385923621888013
PHIP,non-target,0.8553481694185212,0.664453164416941,0.8611424469285202,0.6697768622636795
SRGAP3,non-target,0.8552968926263973,0.6642597938070491,0.8632960721977233,0.6725765688619033
BTG1,non-target,0.8552456158342734,0.6641906115169428,0.8636037329504667,0.6729885427775433
STAG1,non-target,0.8551943390421495,0.6641772648497443,0.869244180084094,0.6818390571027994
CNTN2,non-target,0.8551430622500257,0.664117097094351,0.8610398933442723,0.6696012754428204
PLAGL2,non-target,0.8550917854579018,0.6641124167612621,0.8589375448671931,0.6665816910901861
EPHB4,in-trial,0.8550405086657779,0.6640985651314258,0.8613475540970157,0.6702384283542633
TNFSF8,non-target,0.8549892318736539,0.664075519681582,0.8697056712132089,0.6829509782369689
PFKFB3,non-target,0.8549379550815301,0.6639279547410134,0.8532458209414419,0.6595737875119234
DYRK2,non-target,0.8548866782894062,0.6639151261679491,0.8583222233617065,0.6657279108636942
JAKMIP1,non-target,0.8548354014972823,0.6638248377885574,0.866988001230643,0.6785748525621927
CYP24A1,non-target,0.8547841247051584,0.6637331629410769,0.8327863808840119,0.6324396956788034
STX3,non-target,0.8547328479130346,0.6636160363504036,0.8488872936109118,0.6537168694800467
FOXG1,non-target,0.8546815711209107,0.6635196400110168,0.8559122141318839,0.662892489367394
SLC1A5,non-target,0.8546302943287868,0.6634906078103798,0.86298841144498,0.6719215418398381
SLC43A1,non-target,0.8545790175366629,0.6633902841213486,0.850528150958876,0.6561460047494619
GABRA3,in-trial,0.854527740744539,0.6633231244981289,0.8609373397600246,0.6695671742260456
IL17F,approved,0.8544764639524152,0.6632936137914658,0.8320172290021536,0.6318449959158897
WASHC1,non-target,0.8544251871602913,0.66313296964931,0.8544251871602913,0.6614233353718888
SMC1A,non-target,0.8543739103681673,0.6631085856176501,0.8564762588452467,0.6632750765762138
IRF2BP2,non-target,0.8543226335760434,0.6630142521189184,0.834529791816224,0.6344395434141767
CARMIL2,non-target,0.8542713567839196,0.662956311395674,0.8448364270331248,0.6479041235744953
DNAJC11,non-target,0.8542200799917957,0.6629337897667518,0.8662701261409086,0.6771451997145629
SPDYE10,non-target,0.8541688031996718,0.6627708481890815,0.851861347554097,0.6573320046899283
CXCR5,non-target,0.8541175264075479,0.6627307121455669,0.8565788124294944,0.663557708889246
FAM8A1,non-target,0.8540662496154241,0.6627172058334156,0.8435032304379038,0.6460284213375563
ARRDC3,non-target,0.8540149728233002,0.6626598323662269,0.8621167059788739,0.6711787088350816
COPS3,non-target,0.8539636960311763,0.6626445153842166,0.856271151676751,0.6630546522019477
GAB2,non-target,0.8539124192390524,0.6626133973501167,0.8548866782894062,0.6619212062231131
ASB7,non-target,0.8538611424469286,0.6624460622286186,0.8636550097425905,0.6730653341327394
TRIM61,non-target,0.8538098656548047,0.6624372207155131,0.8607322325915291,0.6693603934362681
DTX1,non-target,0.8537585888626807,0.6624170887164581,0.856732642805866,0.6636759823651482
PLAC8,non-target,0.8537073120705568,0.6622834511214707,0.8596554199569275,0.6675428338273607
UBE2O,non-target,0.853656035278433,0.6621842018922969,0.8668341708542714,0.6781800088271424
CACNG8,in-trial,0.8536047584863091,0.6621441335976124,0.8527330530202031,0.6589158444106579
KIRREL1,non-target,0.8535534816941852,0.6620453006150772,0.8547841247051584,0.6619027974036744
MEIOC,non-target,0.8535022049020613,0.661890013952448,0.8707824838478104,0.6843927503231184
RDX,non-target,0.8534509281099374,0.6617766326787521,0.8423751410111784,0.6444323721106606
HPSE,non-target,0.8533996513178136,0.661663934813073,0.8552968926263973,0.662375416348328
LDB2,non-target,0.8533483745256897,0.6614668146150195,0.8550405086657779,0.6620140206274675
NPIPA1,non-target,0.8532970977335658,0.6614660671865097,0.8507845349194955,0.6563234160945873
COPS5,non-target,0.8532458209414419,0.6613359408500867,0.8525279458517075,0.6584973384835282
BZW2,non-target,0.8531945441493181,0.661298161592239,0.853656035278433,0.6603353683437619
TMEM131,non-target,0.8531432673571941,0.6612329345252645,0.8436570608142755,0.6461743625849485
SMARCAL1,non-target,0.8530919905650702,0.6610432005108301,0.851451133217106,0.6570956383518238
ATRN,non-target,0.8530407137729463,0.6609358194485382,0.8558096605476362,0.6628057329798465
ANKRD36,non-target,0.8529894369808225,0.6608881240514055,0.8479643113526818,0.6522464191764593
PPEF1,non-target,0.8529381601886986,0.6608175957689479,0.848271972105425,0.6525017291156169
AFF4,non-target,0.8528868833965747,0.6608121447527229,0.8602707414624141,0.6680220337818615
LSAMP,non-target,0.8528356066044508,0.6607503252586132,0.8503743205825044,0.6559811979986084
TMEM273,non-target,0.852784329812327,0.6607478215378157,0.8420162034663111,0.6440326402483858
EDNRB,approved,0.8527330530202031,0.6605449621379376,0.8392472566916214,0.6409750287234783
TRIM39-RPP21,non-target,0.8526817762280792,0.6605180015369337,0.8604245718387857,0.6684389437990959
OGT,non-target,0.8526304994359553,0.6605149007539459,0.8655009742590504,0.6761751198753488
TSHZ3,non-target,0.8525792226438313,0.6604878256967919,0.8627320274843606,0.6717425988247646
TBC1D3L,non-target,0.8525279458517075,0.660314881343108,0.8489898471951595,0.6538980636365559
NDFIP1,non-target,0.8524766690595836,0.6603057089524391,0.8677058763203774,0.6796974021409239
NRN1,non-target,0.8524253922674597,0.660158310769772,0.8473489898471952,0.6515128013748808
INSIG2,non-target,0.8523741154753358,0.6600656795196044,0.8486309096502923,0.653161639978691
MMP24,non-target,0.852322838683212,0.6600574609560844,0.8586811609065736,0.6663105356387604
EFNB1,non-target,0.8522715618910881,0.6600294760124168,0.8630909650292278,0.6723819791972637
HSP90B1,non-target,0.8522202850989642,0.6599981216479786,0.8575530714798483,0.6646743580174805
POM121C,non-target,0.8521690083068403,0.6599784898878959,0.856322428468875,0.6632278595909927
ICAM2,non-target,0.8521177315147165,0.659906626352804,0.8640652240795815,0.6740786763314668
BMI1,non-target,0.8520664547225926,0.659784375404825,0.8522715618910881,0.658064846950348
GPCPD1,non-target,0.8520151779304687,0.6597815356193445,0.8591939288278125,0.6668902971115209
ATP6V0C,non-target,0.8519639011383447,0.6597789015966592,0.8391959798994975,0.6409681921459965
OR2T34,non-target,0.851912624346221,0.6597650717466306,0.8466311147574608,0.6504044034542182
TRGC2,non-target,0.851861347554097,0.6596981873925851,0.8537585888626807,0.6603925235007875
EXOC6B,non-target,0.8518100707619731,0.6596872276220567,0.8625269203158651,0.6714603169984426
ABCD1,non-target,0.8517587939698492,0.6596506627822163,0.8546302943287868,0.6618362993754522
ADGRG1,non-target,0.8517075171777254,0.6596091476517107,0.8538098656548047,0.6605527913750115
ALDOC,non-target,0.8516562403856015,0.6595715734392705,0.8568351963901139,0.6638395647008215
ENOX1,non-target,0.8516049635934776,0.6595152099521793,0.849194954363655,0.6540701965692686
KCNK3,non-target,0.8515536868013537,0.6594890154325045,0.8578094554404676,0.6648074109335335
MAP4K1,non-target,0.8515024100092298,0.6594112652540207,0.8528868833965747,0.6591612159311772
PIK3R2,in-trial,0.851451133217106,0.6592740403115749,0.8480668649369295,0.652290369823575
HMSD,non-target,0.8513998564249821,0.6591676451040037,0.8518100707619731,0.6572974756584694
OR2T7,non-target,0.8513485796328581,0.6591315948721116,0.8465798379653369,0.6503859631942981
DUSP1,non-target,0.8512973028407342,0.6590921146882013,0.8537073120705568,0.6603506983549167
TMEM229B,non-target,0.8512460260486104,0.6590800867839293,0.859450312788432,0.6671492466721872
PRIM2,approved,0.8511947492564865,0.6590357993543148,0.7332068505794278,0.5063964565843344
HIF1A,non-target,0.8511434724643626,0.6589466804752544,0.8628858578607322,0.6718655686693144
LDB1,non-target,0.8510921956722387,0.6589399351149189,0.8502204902061327,0.6554013980894673
GABRB1,in-trial,0.8510409188801149,0.6589303636550903,0.8573992411034765,0.6645612735152244
SKP2,non-target,0.850989642087991,0.6589246345353006,0.8531945441493181,0.6595267057721385
DDX23,non-target,0.8509383652958671,0.658888190077041,0.8425802481796739,0.6447940734437274
TANC1,non-target,0.8508870885037432,0.6588730220611279,0.8462721772125936,0.6499599292339423
FAT2,non-target,0.8508358117116194,0.658770507297565,0.8569890267664855,0.6640135066937177
PLCL1,non-target,0.8507845349194955,0.6586971455133023,0.8612450005127679,0.6701175718888258
SFSWAP,non-target,0.8507332581273715,0.6585816978476942,0.8610911701363962,0.6696306383362705
ACVR1,approved,0.8506819813352476,0.6584093821048737,0.8026869039072916,0.5898377744108438
ZNF274,non-target,0.8506307045431237,0.6583279165053608,0.8443749359040098,0.6471209965269975
H3-3A,non-target,0.8505794277509999,0.6580447222593535,0.8508358117116194,0.6564151641000737
IPO7,non-target,0.850528150958876,0.6580360073426048,0.8617064916418828,0.6707981536079785
C9,non-target,0.8504768741667521,0.6579490425635357,0.8338119167264896,0.6336900050846899
HECA,non-target,0.8504255973746282,0.6579264751076699,0.8595528663726797,0.6672507256567478
PDS5A,non-target,0.8503743205825044,0.6578957604037391,0.8530407137729463,0.659293785706313
ZNF358,non-target,0.8503230437903805,0.6578375078281578,0.8577581786483438,0.6647740008543483
GABARAPL1,non-target,0.8502717669982566,0.6577870132996864,0.8439647215670187,0.6465054013178898
ZHX2,non-target,0.8502204902061327,0.6577820816101172,0.8577069018562199,0.6647363463530735
AP2S1,non-target,0.8501692134140089,0.6577512577558176,0.8450928109937442,0.6480897724324344
SART3,non-target,0.850117936621885,0.6576694850761866,0.8497589990770178,0.6548955076507159
PCBD1,non-target,0.850066659829761,0.6576231814394093,0.858117116193211,0.6652146352963014
ANAPC2,non-target,0.8500153830376371,0.6575688470136091,0.8592452056199364,0.6670027311101105
ZDHHC11B,non-target,0.8499641062455133,0.6575063881535216,0.8476566505999384,0.6520183171888794
MAL,non-target,0.8499128294533894,0.6575005744869385,0.8366834170854272,0.6377406980374349
CDH6,non-target,0.8498615526612655,0.6574793724399625,0.8569377499743616,0.6639711948958311
KCNC2,approved,0.8498102758691416,0.6573221454024315,0.818069941544457,0.6100795781612396
CASP3,in-trial,0.8497589990770178,0.6572735184431076,0.8495026151163984,0.6544683891683818
ABCD2,non-target,0.8497077222848939,0.6572522418037134,0.8483745256896729,0.6526009742151271
GOLGA8F,non-target,0.84965644549277,0.657112304911469,0.8457081324992308,0.6488912421946573
NFE2L1,non-target,0.8496051687006461,0.6570297114861509,0.8505794277509999,0.6561642225210866
MYH9,non-target,0.8495538919085222,0.6569661565662659,0.8586298841144498,0.6662192829908469
VCX3A,non-target,0.8495026151163984,0.6567298307031544,0.8447851502410009,0.6478605651795262
SIGLEC11,non-target,0.8494513383242744,0.6565577032006517,0.8535022049020613,0.6599916279924158
TRPV2,non-target,0.8494000615321505,0.656528141330834,0.8550917854579018,0.6621984773095528
ZIC1,non-target,0.8493487847400266,0.6563465707388121,0.8601681878781663,0.667978957934039
RRM2B,approved,0.8492975079479028,0.6563435462117195,0.69931289098554,0.4723981942981481
