gene,subset,neglog10_adjp,group
PAX5,Th1,5.540375732814527e-05,non-target
PAXIP1,Th1,5.540375732814527e-05,non-target
PBDC1,Th1,5.540375732814527e-05,non-target
PBK,Th1,5.540375732814527e-05,non-target
PBLD,Th1,5.540375732814527e-05,non-target
PBX2,Th1,5.540375732814527e-05,non-target
PBX4,Th1,5.540375732814527e-05,non-target
PBXIP1,Th1,5.540375732814527e-05,non-target
PC,Th1,5.540375732814527e-05,non-target
PCBD1,Th1,5.540375732814527e-05,non-target
PCBP1,Th1,5.540375732814527e-05,non-target
PCBP2,Th1,5.540375732814527e-05,non-target
PCBP3,Th1,5.540375732814527e-05,non-target
PCBP4,Th1,5.540375732814527e-05,non-target
PCCA,Th1,5.540375732814527e-05,non-target
PCCB,Th1,5.540375732814527e-05,non-target
PCDH12,Th1,1.1100816680478005,non-target
PCDH8,Th1,5.540375732814527e-05,non-target
PCDHGA10,Th1,5.540375732814527e-05,non-target
PCDHGA12,Th1,5.540375732814527e-05,non-target
PCED1A,Th1,5.540375732814527e-05,non-target
PCED1B,Th1,5.540375732814527e-05,non-target
PCF11,Th1,5.540375732814527e-05,non-target
PCGF2,Th1,5.540375732814527e-05,non-target
PCGF3,Th1,5.540375732814527e-05,non-target
PCGF6,Th1,5.540375732814527e-05,non-target
PCIF1,Th1,5.540375732814527e-05,non-target
PCK2,Th1,5.540375732814527e-05,non-target
PCLAF,Th1,5.540375732814527e-05,non-target
PCMTD1,Th1,5.540375732814527e-05,non-target
PCMTD2,Th1,5.540375732814527e-05,non-target
PCNA,Th1,5.540375732814527e-05,non-target
PCNT,Th1,5.540375732814527e-05,non-target
PCNX1,Th1,5.540375732814527e-05,non-target
PCNX2,Th1,5.540375732814527e-05,non-target
PCOLCE,Th1,5.540375732814527e-05,non-target
PCOLCE2,Th1,5.540375732814527e-05,non-target
PCP2,Th1,5.540375732814527e-05,non-target
PCSK1N,Th1,5.540375732814527e-05,non-target
PCSK5,Th1,5.540375732814527e-05,non-target
PCSK6,Th1,0.169772157722399,non-target
PCSK7,Th1,5.540375732814527e-05,non-target
PCSK9,Th1,5.540375732814527e-05,in-trial
PCTP,Th1,0.298601447868685,non-target
PCYOX1L,Th1,5.540375732814527e-05,non-target
PCYT1A,Th1,5.540375732814527e-05,non-target
PCYT1B,Th1,5.540375732814527e-05,non-target
PCYT2,Th1,5.540375732814527e-05,non-target
PDCD1,Th1,5.540375732814527e-05,approved
PDCD11,Th1,5.540375732814527e-05,non-target
PDCD1LG2,Th1,5.540375732814527e-05,non-target
PDCD2L,Th1,5.540375732814527e-05,non-target
PDCD4,Th1,5.540375732814527e-05,non-target
PDCD5,Th1,5.540375732814527e-05,non-target
PDE1B,Th1,5.540375732814527e-05,in-trial
PDE2A,Th1,5.540375732814527e-05,in-trial
PDE3B,Th1,5.540375732814527e-05,approved
PDE4A,Th1,2.2915966267476,approved
PDE4B,Th1,5.540375732814527e-05,approved
PDE4D,Th1,5.540375732814527e-05,approved
PDE5A,Th1,5.540375732814527e-05,approved
PDE6G,Th1,5.540375732814527e-05,in-trial
PDE6H,Th1,5.540375732814527e-05,in-trial
PDE7A,Th1,5.0656495706103035e-05,in-trial
PDE7B,Th1,3.1773226446231275,in-trial
PDE8A,Th1,5.540375732814527e-05,in-trial
PDE8B,Th1,5.540375732814527e-05,in-trial
PDE9A,Th1,5.540375732814527e-05,in-trial
PDGFA,Th1,0.2516615381261661,non-target
PDGFB,Th1,5.540375732814527e-05,non-target
PDGFRA,Th1,5.540375732814527e-05,approved
PDGFRB,Th1,5.540375732814527e-05,approved
PDGFRL,Th1,5.540375732814527e-05,non-target
PDHA1,Th1,5.540375732814527e-05,non-target
PDHB,Th1,5.540375732814527e-05,non-target
PDHX,Th1,5.540375732814527e-05,non-target
PDIA3,Th1,5.540375732814527e-05,non-target
PDIA4,Th1,5.540375732814527e-05,non-target
PDIA5,Th1,5.540375732814527e-05,non-target
PDIA6,Th1,5.540375732814527e-05,non-target
PDK1,Th1,5.540375732814527e-05,non-target
PDK2,Th1,5.540375732814527e-05,non-target
PDK3,Th1,5.540375732814527e-05,non-target
PDLIM1,Th1,0.0582465956793707,non-target
PDLIM2,Th1,5.540375732814527e-05,non-target
PDLIM4,Th1,0.0726887545564826,non-target
PDLIM5,Th1,5.540375732814527e-05,non-target
PDLIM7,Th1,5.540375732814527e-05,non-target
PDP1,Th1,5.540375732814527e-05,non-target
PDP2,Th1,5.540375732814527e-05,non-target
PDRG1,Th1,5.540375732814527e-05,non-target
PDS5A,Th1,5.540375732814527e-05,non-target
PDSS1,Th1,5.540375732814527e-05,non-target
PDXK,Th1,5.540375732814527e-05,non-target
PDXP,Th1,5.540375732814527e-05,non-target
PDZD7,Th1,5.540375732814527e-05,non-target
PEA15,Th1,5.540375732814527e-05,non-target
PEAK1,Th1,5.540375732814527e-05,non-target
PEAK3,Th1,5.540375732814527e-05,non-target
PEBP1,Th1,5.540375732814527e-05,non-target
PECAM1,Th1,2.900465292335427,non-target
PECR,Th1,5.540375732814527e-05,non-target
PEDS1,Th1,5.540375732814527e-05,non-target
PEG10,Th1,5.540375732814527e-05,non-target
PELI1,Th1,5.540375732814527e-05,non-target
PELI2,Th1,0.473270949764387,non-target
PELO,Th1,5.540375732814527e-05,non-target
PELP1,Th1,5.540375732814527e-05,non-target
PEMT,Th1,5.540375732814527e-05,non-target
PEPD,Th1,5.540375732814527e-05,non-target
PER1,Th1,5.540375732814527e-05,non-target
PER2,Th1,0.0582465956793707,non-target
PER3,Th1,5.540375732814527e-05,non-target
PERP,Th1,5.540375732814527e-05,non-target
PES1,Th1,5.540375732814527e-05,non-target
PET117,Th1,5.540375732814527e-05,non-target
PEX10,Th1,5.540375732814527e-05,non-target
PEX11A,Th1,5.540375732814527e-05,non-target
PEX11B,Th1,5.540375732814527e-05,non-target
PEX12,Th1,5.540375732814527e-05,non-target
PEX13,Th1,5.540375732814527e-05,non-target
PEX16,Th1,5.540375732814527e-05,non-target
PEX2,Th1,5.540375732814527e-05,non-target
PEX26,Th1,5.540375732814527e-05,non-target
PEX3,Th1,5.540375732814527e-05,non-target
PEX5,Th1,5.540375732814527e-05,non-target
PEX5L,Th1,0.4671199664345337,non-target
PFAS,Th1,5.540375732814527e-05,non-target
PFDN2,Th1,5.540375732814527e-05,non-target
PFDN4,Th1,5.540375732814527e-05,non-target
PFDN5,Th1,5.540375732814527e-05,non-target
PFDN6,Th1,5.540375732814527e-05,non-target
PFKFB2,Th1,5.540375732814527e-05,non-target
PFKFB3,Th1,5.540375732814527e-05,non-target
PFKFB4,Th1,5.540375732814527e-05,non-target
PFKM,Th1,5.540375732814527e-05,non-target
PFKP,Th1,5.540375732814527e-05,non-target
PFN2,Th1,5.540375732814527e-05,non-target
PGAM1,Th1,5.540375732814527e-05,non-target
PGAM2,Th1,5.540375732814527e-05,non-target
PGAM5,Th1,5.540375732814527e-05,non-target
PGAP1,Th1,5.540375732814527e-05,non-target
PGAP3,Th1,5.540375732814527e-05,non-target
PGAP4,Th1,5.540375732814527e-05,non-target
PGAP6,Th1,5.540375732814527e-05,non-target
PGBD1,Th1,5.540375732814527e-05,non-target
PGD,Th1,5.540375732814527e-05,non-target
PGGHG,Th1,5.540375732814527e-05,non-target
PGK1,Th1,5.540375732814527e-05,non-target
PGLS,Th1,5.540375732814527e-05,non-target
PGLYRP3,Th1,5.540375732814527e-05,non-target
PGLYRP4,Th1,5.540375732814527e-05,non-target
PGM1,Th1,5.540375732814527e-05,non-target
PGM2,Th1,5.540375732814527e-05,non-target
PGM2L1,Th1,5.540375732814527e-05,non-target
PGP,Th1,5.540375732814527e-05,non-target
PGPEP1,Th1,5.540375732814527e-05,non-target
PGRMC1,Th1,5.540375732814527e-05,non-target
PGS1,Th1,5.540375732814527e-05,non-target
PHACTR1,Th1,0.8285314915053548,non-target
PHACTR2,Th1,5.540375732814527e-05,non-target
PHAX,Th1,5.540375732814527e-05,non-target
PHB1,Th1,5.540375732814527e-05,non-target
PHB2,Th1,5.540375732814527e-05,non-target
PHC1,Th1,5.540375732814527e-05,non-target
PHC2,Th1,5.540375732814527e-05,non-target
PHC3,Th1,5.540375732814527e-05,non-target
PHETA1,Th1,0.5030483381247144,non-target
PHETA2,Th1,5.540375732814527e-05,non-target
PHEX,Th1,5.540375732814527e-05,non-target
PHF1,Th1,5.540375732814527e-05,non-target
PHF10,Th1,5.540375732814527e-05,non-target
PHF11,Th1,5.540375732814527e-05,non-target
PHF14,Th1,5.540375732814527e-05,non-target
PHF19,Th1,5.540375732814527e-05,non-target
PHF2,Th1,5.540375732814527e-05,non-target
PHF20L1,Th1,5.540375732814527e-05,non-target
PHF21A,Th1,0.1956840710979797,non-target
PHF23,Th1,5.540375732814527e-05,non-target
PHF24,Th1,5.540375732814527e-05,non-target
PHF5A,Th1,5.540375732814527e-05,non-target
PHF6,Th1,0.0173031574882903,non-target
PHGDH,Th1,5.540375732814527e-05,non-target
PHKA1,Th1,5.540375732814527e-05,non-target
PHLDA1,Th1,5.540375732814527e-05,non-target
PHLDA2,Th1,5.540375732814527e-05,non-target
PHLDA3,Th1,5.540375732814527e-05,non-target
PHLDB1,Th1,5.540375732814527e-05,non-target
PHLDB2,Th1,5.540375732814527e-05,non-target
PHLPP1,Th1,1.0594940411443503,non-target
PHLPP2,Th1,5.540375732814527e-05,non-target
PHPT1,Th1,5.540375732814527e-05,non-target
PHTF1,Th1,5.540375732814527e-05,non-target
PHTF2,Th1,0.0346326621008748,non-target
PHYHD1,Th1,5.540375732814527e-05,non-target
PHYHIP,Th1,5.540375732814527e-05,non-target
PHYKPL,Th1,5.540375732814527e-05,non-target
PI16,Th1,5.540375732814527e-05,non-target
PI4K2B,Th1,5.540375732814527e-05,non-target
PI4KA,Th1,5.540375732814527e-05,non-target
PIAS3,Th1,5.540375732814527e-05,non-target
PICALM,Th1,5.540375732814527e-05,non-target
PIEZO1,Th1,5.540375732814527e-05,non-target
PIF1,Th1,5.540375732814527e-05,non-target
PIGA,Th1,5.540375732814527e-05,non-target
PIGG,Th1,5.540375732814527e-05,non-target
PIGM,Th1,0.8255547159080594,non-target
PIGP,Th1,5.540375732814527e-05,non-target
PIGT,Th1,5.540375732814527e-05,non-target
PIGV,Th1,5.540375732814527e-05,non-target
PIGW,Th1,5.540375732814527e-05,non-target
PIGX,Th1,5.540375732814527e-05,non-target
PIK3AP1,Th1,5.540375732814527e-05,non-target
PIK3C2B,Th1,5.540375732814527e-05,non-target
PIK3C3,Th1,5.540375732814527e-05,non-target
PIK3CA,Th1,5.540375732814527e-05,approved
PIK3CB,Th1,5.540375732814527e-05,in-trial
PIK3CG,Th1,5.540375732814527e-05,approved
PIK3IP1,Th1,5.540375732814527e-05,non-target
PIK3R1,Th1,5.540375732814527e-05,in-trial
PIK3R2,Th1,5.540375732814527e-05,in-trial
PIK3R3,Th1,0.5073827222013999,in-trial
PIK3R4,Th1,5.540375732814527e-05,non-target
PIK3R5,Th1,5.540375732814527e-05,in-trial
PIK3R6,Th1,5.540375732814527e-05,non-target
PIKFYVE,Th1,5.540375732814527e-05,in-trial
PILRA,Th1,5.540375732814527e-05,non-target
PIM1,Th1,5.540375732814527e-05,in-trial
PIM2,Th1,5.540375732814527e-05,in-trial
PIM3,Th1,5.540375732814527e-05,in-trial
PIN1,Th1,5.540375732814527e-05,non-target
PINK1,Th1,5.540375732814527e-05,non-target
PINLYP,Th1,0.7321739418944553,non-target
PIP4K2B,Th1,5.540375732814527e-05,non-target
PIP4K2C,Th1,5.540375732814527e-05,non-target
PIP5K1A,Th1,5.540375732814527e-05,non-target
PIP5K1C,Th1,5.540375732814527e-05,non-target
PIPOX,Th1,5.540375732814527e-05,non-target
PIR,Th1,5.540375732814527e-05,non-target
PISD,Th1,5.540375732814527e-05,non-target
PITHD1,Th1,5.540375732814527e-05,non-target
PITPNC1,Th1,0.3193315388652312,non-target
PITPNM1,Th1,5.540375732814527e-05,non-target
PITPNM2,Th1,5.540375732814527e-05,non-target
PITRM1,Th1,5.540375732814527e-05,non-target
PITX1,Th1,0.8822211969632116,non-target
PITX3,Th1,5.540375732814527e-05,non-target
PIWIL2,Th1,0.0079945817475494,non-target
PIWIL4,Th1,5.540375732814527e-05,non-target
PJA2,Th1,5.540375732814527e-05,non-target
PKD1L3,Th1,5.540375732814527e-05,non-target
PKD2,Th1,1.767343557700135,non-target
PKIA,Th1,5.540375732814527e-05,non-target
PKIG,Th1,5.540375732814527e-05,non-target
PKMYT1,Th1,5.540375732814527e-05,non-target
PKN2,Th1,5.540375732814527e-05,non-target
PKN3,Th1,5.540375732814527e-05,non-target
PKP4,Th1,5.540375732814527e-05,non-target
PLA1A,Th1,5.540375732814527e-05,non-target
PLA2G12A,Th1,0.5724252720362901,non-target
PLA2G15,Th1,5.540375732814527e-05,non-target
PLA2G2C,Th1,5.540375732814527e-05,non-target
PLA2G2D,Th1,5.540375732814527e-05,non-target
PLA2G4A,Th1,3.692701031538802,non-target
PLA2G4B,Th1,5.540375732814527e-05,non-target
PLA2G4C,Th1,5.540375732814527e-05,non-target
PLA2G4E,Th1,5.540375732814527e-05,non-target
PLA2G6,Th1,5.540375732814527e-05,non-target
PLA2R1,Th1,0.0750705693765402,non-target
PLAAT1,Th1,5.540375732814527e-05,non-target
PLAAT2,Th1,5.540375732814527e-05,non-target
PLAAT3,Th1,5.540375732814527e-05,non-target
PLAAT4,Th1,5.540375732814527e-05,non-target
PLAC8,Th1,5.540375732814527e-05,non-target
PLAGL1,Th1,5.540375732814527e-05,non-target
PLAGL2,Th1,5.540375732814527e-05,non-target
PLAT,Th1,5.540375732814527e-05,in-trial
PLAU,Th1,5.540375732814527e-05,non-target
PLAUR,Th1,5.540375732814527e-05,non-target
PLBD2,Th1,5.540375732814527e-05,non-target
PLCB2,Th1,5.540375732814527e-05,non-target
PLCB3,Th1,5.540375732814527e-05,non-target
PLCD1,Th1,5.540375732814527e-05,non-target
PLCD3,Th1,5.540375732814527e-05,non-target
PLCD4,Th1,5.540375732814527e-05,non-target
PLCE1,Th1,5.540375732814527e-05,non-target
PLCG1,Th1,5.540375732814527e-05,non-target
PLCG2,Th1,5.540375732814527e-05,non-target
PLCH1,Th1,5.540375732814527e-05,non-target
PLCH2,Th1,5.540375732814527e-05,non-target
PLCL1,Th1,5.540375732814527e-05,non-target
PLCL2,Th1,5.540375732814527e-05,non-target
PLCXD1,Th1,5.540375732814527e-05,non-target
PLCXD2,Th1,5.540375732814527e-05,non-target
PLCXD3,Th1,5.540375732814527e-05,non-target
PLD1,Th1,5.540375732814527e-05,non-target
PLD2,Th1,5.540375732814527e-05,non-target
PLD3,Th1,5.540375732814527e-05,non-target
PLD5,Th1,5.540375732814527e-05,non-target
PLD6,Th1,5.540375732814527e-05,non-target
PLEC,Th1,5.540375732814527e-05,non-target
PLEK,Th1,0.973976113957066,non-target
PLEK2,Th1,5.540375732814527e-05,non-target
PLEKHA1,Th1,5.540375732814527e-05,non-target
PLEKHA2,Th1,5.540375732814527e-05,non-target
PLEKHA4,Th1,5.540375732814527e-05,non-target
PLEKHA5,Th1,5.540375732814527e-05,non-target
PLEKHA6,Th1,5.540375732814527e-05,non-target
PLEKHA7,Th1,5.540375732814527e-05,non-target
PLEKHB1,Th1,5.540375732814527e-05,non-target
PLEKHF1,Th1,5.540375732814527e-05,non-target
PLEKHF2,Th1,5.540375732814527e-05,non-target
PLEKHG1,Th1,5.540375732814527e-05,non-target
PLEKHG2,Th1,5.540375732814527e-05,non-target
PLEKHG3,Th1,5.540375732814527e-05,non-target
PLEKHG4,Th1,5.540375732814527e-05,non-target
PLEKHG7,Th1,5.540375732814527e-05,non-target
PLEKHH1,Th1,5.540375732814527e-05,non-target
PLEKHH2,Th1,2.2383129227703953,non-target
PLEKHJ1,Th1,5.540375732814527e-05,non-target
PLEKHM1,Th1,5.540375732814527e-05,non-target
PLEKHM3,Th1,5.540375732814527e-05,non-target
PLEKHN1,Th1,5.540375732814527e-05,non-target
PLEKHO1,Th1,5.540375732814527e-05,non-target
PLEKHO2,Th1,5.540375732814527e-05,non-target
PLGLB2,Th1,5.540375732814527e-05,non-target
PLGRKT,Th1,5.540375732814527e-05,non-target
PLIN2,Th1,5.540375732814527e-05,non-target
PLIN3,Th1,5.540375732814527e-05,non-target
PLK1,Th1,5.540375732814527e-05,in-trial
PLK3,Th1,5.540375732814527e-05,non-target
PLK4,Th1,5.540375732814527e-05,in-trial
PLLP,Th1,5.540375732814527e-05,non-target
PLN,Th1,5.540375732814527e-05,non-target
PLOD1,Th1,5.540375732814527e-05,non-target
PLOD2,Th1,5.540375732814527e-05,non-target
PLP2,Th1,5.540375732814527e-05,non-target
PLPP1,Th1,5.455081784393953,non-target
PLPP2,Th1,5.540375732814527e-05,non-target
PLRG1,Th1,5.540375732814527e-05,non-target
PLS1,Th1,5.540375732814527e-05,non-target
PLS3,Th1,5.540375732814527e-05,non-target
PLSCR1,Th1,5.540375732814527e-05,non-target
PLSCR3,Th1,5.540375732814527e-05,non-target
PLSCR4,Th1,5.540375732814527e-05,non-target
PLTP,Th1,5.540375732814527e-05,non-target
PLVAP,Th1,5.540375732814527e-05,non-target
PLXDC1,Th1,5.540375732814527e-05,non-target
PLXNA1,Th1,5.540375732814527e-05,non-target
PLXNA2,Th1,0.0952821773079669,non-target
PLXNA3,Th1,0.1474978930749683,non-target
PLXNA4,Th1,5.540375732814527e-05,non-target
PLXNB1,Th1,5.540375732814527e-05,non-target
PLXNB2,Th1,5.540375732814527e-05,non-target
PLXNC1,Th1,5.540375732814527e-05,non-target
PM20D2,Th1,5.540375732814527e-05,non-target
PMAIP1,Th1,5.540375732814527e-05,non-target
PMCH,Th1,0.0229916454364244,non-target
PMEPA1,Th1,5.540375732814527e-05,non-target
PMF1,Th1,5.540375732814527e-05,non-target
PMFBP1,Th1,5.540375732814527e-05,non-target
PML,Th1,5.540375732814527e-05,non-target
PMM2,Th1,5.540375732814527e-05,non-target
PMP22,Th1,5.540375732814527e-05,non-target
PMPCA,Th1,5.540375732814527e-05,non-target
PMS1,Th1,5.540375732814527e-05,non-target
PMS2,Th1,5.540375732814527e-05,non-target
PMVK,Th1,5.540375732814527e-05,non-target
PNMA1,Th1,5.540375732814527e-05,non-target
PNMA2,Th1,5.540375732814527e-05,non-target
PNMA3,Th1,5.540375732814527e-05,non-target
PNN,Th1,5.540375732814527e-05,non-target
PNO1,Th1,5.540375732814527e-05,non-target
PNP,Th1,5.540375732814527e-05,in-trial
PNPLA3,Th1,5.540375732814527e-05,non-target
PNPLA4,Th1,5.540375732814527e-05,non-target
PNPLA6,Th1,5.540375732814527e-05,non-target
PNPLA7,Th1,5.540375732814527e-05,non-target
PNPO,Th1,5.540375732814527e-05,non-target
PNPT1,Th1,0.0079945817475494,non-target
PNRC1,Th1,5.540375732814527e-05,non-target
POC1A,Th1,5.540375732814527e-05,non-target
POC1B,Th1,5.540375732814527e-05,non-target
PODNL1,Th1,5.540375732814527e-05,non-target
POFUT1,Th1,5.540375732814527e-05,non-target
POGK,Th1,5.540375732814527e-05,non-target
POGLUT1,Th1,5.540375732814527e-05,non-target
POGLUT2,Th1,5.540375732814527e-05,non-target
POGLUT3,Th1,5.540375732814527e-05,non-target
POLA1,Th1,5.540375732814527e-05,approved
POLA2,Th1,5.540375732814527e-05,approved
POLB,Th1,5.540375732814527e-05,non-target
POLD1,Th1,5.540375732814527e-05,approved
POLD2,Th1,5.540375732814527e-05,approved
POLD3,Th1,5.540375732814527e-05,approved
POLD4,Th1,5.540375732814527e-05,approved
POLDIP2,Th1,5.540375732814527e-05,non-target
POLE,Th1,5.540375732814527e-05,approved
POLE2,Th1,5.540375732814527e-05,approved
POLE3,Th1,5.540375732814527e-05,approved
POLE4,Th1,5.540375732814527e-05,non-target
POLH,Th1,5.540375732814527e-05,non-target
POLI,Th1,5.540375732814527e-05,non-target
POLQ,Th1,5.540375732814527e-05,non-target
POLR1A,Th1,5.540375732814527e-05,non-target
POLR1B,Th1,5.540375732814527e-05,non-target
POLR1C,Th1,5.540375732814527e-05,non-target
POLR1E,Th1,5.540375732814527e-05,non-target
POLR1F,Th1,5.540375732814527e-05,non-target
POLR1G,Th1,5.540375732814527e-05,non-target
POLR2B,Th1,5.540375732814527e-05,non-target
POLR2C,Th1,5.540375732814527e-05,non-target
POLR2D,Th1,5.540375732814527e-05,non-target
POLR2E,Th1,5.540375732814527e-05,non-target
POLR2F,Th1,5.540375732814527e-05,non-target
POLR2H,Th1,5.540375732814527e-05,non-target
POLR2I,Th1,5.540375732814527e-05,non-target
POLR2K,Th1,5.540375732814527e-05,non-target
POLR2L,Th1,5.540375732814527e-05,non-target
POLR3A,Th1,5.540375732814527e-05,non-target
POLR3B,Th1,5.540375732814527e-05,non-target
POLR3C,Th1,5.540375732814527e-05,non-target
POLR3D,Th1,5.540375732814527e-05,non-target
POLR3E,Th1,5.540375732814527e-05,non-target
POLR3F,Th1,5.540375732814527e-05,non-target
POLR3G,Th1,5.540375732814527e-05,non-target
POLR3GL,Th1,5.540375732814527e-05,non-target
POLR3H,Th1,5.540375732814527e-05,non-target
POLR3K,Th1,5.540375732814527e-05,non-target
POM121,Th1,5.540375732814527e-05,non-target
POMGNT1,Th1,5.540375732814527e-05,non-target
POMGNT2,Th1,5.540375732814527e-05,non-target
POMP,Th1,5.540375732814527e-05,non-target
POMT1,Th1,5.540375732814527e-05,non-target
POMT2,Th1,5.540375732814527e-05,non-target
PON2,Th1,5.540375732814527e-05,non-target
PON3,Th1,5.540375732814527e-05,non-target
POP1,Th1,5.540375732814527e-05,non-target
POP5,Th1,5.540375732814527e-05,non-target
POP7,Th1,5.540375732814527e-05,non-target
POPDC3,Th1,0.3306832836697818,non-target
POR,Th1,5.540375732814527e-05,non-target
PORCN,Th1,5.540375732814527e-05,non-target
POT1,Th1,5.540375732814527e-05,non-target
POTEM,Th1,5.540375732814527e-05,non-target
POU2AF1,Th1,0.4183981525770345,non-target
POU2F2,Th1,5.540375732814527e-05,non-target
POU3F1,Th1,5.540375732814527e-05,non-target
POU4F1,Th1,5.540375732814527e-05,non-target
PPA1,Th1,5.540375732814527e-05,non-target
PPA2,Th1,5.540375732814527e-05,non-target
PPAN,Th1,5.540375732814527e-05,non-target
PPARA,Th1,5.540375732814527e-05,in-trial
PPARG,Th1,0.4198817308948606,approved
PPARGC1B,Th1,5.540375732814527e-05,non-target
PPAT,Th1,5.540375732814527e-05,approved
PPCDC,Th1,5.540375732814527e-05,non-target
PPDPF,Th1,5.540375732814527e-05,non-target
PPEF2,Th1,5.540375732814527e-05,non-target
PPFIA3,Th1,5.540375732814527e-05,non-target
PPFIA4,Th1,5.540375732814527e-05,non-target
PPFIBP1,Th1,5.540375732814527e-05,non-target
PPFIBP2,Th1,5.540375732814527e-05,non-target
PPIA,Th1,5.540375732814527e-05,approved
PPIAL4A,Th1,5.540375732814527e-05,non-target
PPIAL4G,Th1,5.540375732814527e-05,non-target
PPIB,Th1,5.540375732814527e-05,non-target
PPIC,Th1,5.540375732814527e-05,non-target
PPID,Th1,5.540375732814527e-05,non-target
PPIE,Th1,5.540375732814527e-05,non-target
PPIF,Th1,5.540375732814527e-05,non-target
PPIH,Th1,5.540375732814527e-05,non-target
PPIL1,Th1,5.540375732814527e-05,non-target
PPIL2,Th1,5.540375732814527e-05,non-target
PPIL4,Th1,5.540375732814527e-05,non-target
PPIL6,Th1,5.540375732814527e-05,non-target
PPM1A,Th1,5.540375732814527e-05,non-target
PPM1D,Th1,5.540375732814527e-05,non-target
PPM1E,Th1,5.540375732814527e-05,non-target
PPM1F,Th1,5.540375732814527e-05,non-target
PPM1G,Th1,5.540375732814527e-05,non-target
PPM1H,Th1,5.540375732814527e-05,non-target
PPM1J,Th1,5.540375732814527e-05,non-target
PPM1K,Th1,5.540375732814527e-05,non-target
PPM1L,Th1,5.540375732814527e-05,non-target
PPM1M,Th1,5.540375732814527e-05,non-target
PPME1,Th1,5.540375732814527e-05,non-target
PPOX,Th1,5.540375732814527e-05,non-target
PPP1CA,Th1,5.540375732814527e-05,non-target
PPP1CC,Th1,5.540375732814527e-05,non-target
PPP1R11,Th1,5.540375732814527e-05,non-target
PPP1R12A,Th1,5.540375732814527e-05,non-target
PPP1R12B,Th1,5.540375732814527e-05,non-target
PPP1R12C,Th1,5.540375732814527e-05,non-target
PPP1R13L,Th1,5.540375732814527e-05,non-target
PPP1R14A,Th1,0.3561511650333925,non-target
PPP1R14B,Th1,5.540375732814527e-05,non-target
PPP1R14C,Th1,5.540375732814527e-05,non-target
PPP1R15A,Th1,5.540375732814527e-05,non-target
PPP1R15B,Th1,5.540375732814527e-05,non-target
PPP1R16B,Th1,5.540375732814527e-05,non-target
PPP1R18,Th1,5.540375732814527e-05,non-target
PPP1R1C,Th1,0.0276632090618332,non-target
PPP1R21,Th1,5.540375732814527e-05,non-target
PPP1R26,Th1,5.540375732814527e-05,non-target
PPP1R3B,Th1,5.540375732814527e-05,non-target
PPP1R3C,Th1,5.540375732814527e-05,non-target
PPP1R3D,Th1,5.540375732814527e-05,non-target
PPP1R3F,Th1,5.540375732814527e-05,non-target
PPP1R9B,Th1,5.540375732814527e-05,non-target
PPP2R1A,Th1,5.540375732814527e-05,non-target
PPP2R2A,Th1,5.540375732814527e-05,non-target
PPP2R2B,Th1,0.0751997650059132,non-target
PPP2R2C,Th1,5.540375732814527e-05,non-target
PPP2R3A,Th1,5.540375732814527e-05,non-target
PPP2R3B,Th1,5.540375732814527e-05,non-target
PPP2R5A,Th1,5.540375732814527e-05,non-target
PPP2R5B,Th1,5.540375732814527e-05,non-target
PPP3CA,Th1,5.540375732814527e-05,approved
PPP3CB,Th1,5.540375732814527e-05,non-target
PPP3CC,Th1,5.540375732814527e-05,non-target
PPP4R1,Th1,5.540375732814527e-05,non-target
PPP4R4,Th1,5.540375732814527e-05,non-target
PPP5C,Th1,5.540375732814527e-05,in-trial
PPP6R1,Th1,5.540375732814527e-05,non-target
PPRC1,Th1,5.540375732814527e-05,non-target
PPT2,Th1,5.540375732814527e-05,non-target
PPTC7,Th1,5.540375732814527e-05,non-target
PRADC1,Th1,5.540375732814527e-05,non-target
PRAF2,Th1,5.540375732814527e-05,non-target
PRAG1,Th1,5.540375732814527e-05,non-target
PRAM1,Th1,5.540375732814527e-05,non-target
PRAME,Th1,5.540375732814527e-05,non-target
PRB3,Th1,5.540375732814527e-05,non-target
PRC1,Th1,5.540375732814527e-05,non-target
PRCC,Th1,5.540375732814527e-05,non-target
PRDM1,Th1,5.540375732814527e-05,non-target
PRDM11,Th1,5.540375732814527e-05,non-target
PRDM2,Th1,5.540375732814527e-05,non-target
PRDM5,Th1,5.540375732814527e-05,non-target
PRDM8,Th1,5.540375732814527e-05,non-target
PRDX1,Th1,5.540375732814527e-05,non-target
PRDX2,Th1,5.540375732814527e-05,non-target
PRDX3,Th1,5.540375732814527e-05,non-target
PRDX4,Th1,5.540375732814527e-05,non-target
PRDX5,Th1,5.540375732814527e-05,non-target
PRDX6,Th1,5.540375732814527e-05,non-target
PREB,Th1,5.540375732814527e-05,non-target
PRELID1,Th1,5.540375732814527e-05,non-target
PRELID2,Th1,5.540375732814527e-05,non-target
PRELID3A,Th1,5.540375732814527e-05,non-target
PRELID3B,Th1,5.540375732814527e-05,non-target
PREPL,Th1,5.540375732814527e-05,non-target
PREX1,Th1,5.540375732814527e-05,non-target
PRF1,Th1,5.540375732814527e-05,non-target
PRG2,Th1,5.540375732814527e-05,non-target
PRG4,Th1,0.0121594278792988,non-target
PRICKLE1,Th1,5.540375732814527e-05,non-target
PRIM1,Th1,5.540375732814527e-05,approved
PRKAB1,Th1,5.540375732814527e-05,in-trial
PRKACB,Th1,5.540375732814527e-05,non-target
