gene,culture_condition,n_sig
KLRG1,Stim8hr,0
KLRK1,Rest,0
KLRK1,Stim48hr,0
KLRK1,Stim8hr,0
KMT2A,Stim48hr,0
KMT2A,Stim8hr,4
KMT2B,Rest,0
KMT2B,Stim48hr,0
KMT2B,Stim8hr,0
KMT2C,Rest,3
KMT2C,Stim48hr,1
KMT2C,Stim8hr,2
KMT2E,Rest,0
KMT2E,Stim48hr,0
KMT2E,Stim8hr,0
KMT5A,Rest,0
KMT5A,Stim48hr,0
KMT5A,Stim8hr,0
KMT5B,Rest,0
KMT5B,Stim48hr,0
KMT5B,Stim8hr,0
KMT5C,Rest,0
KMT5C,Stim48hr,0
KMT5C,Stim8hr,0
KNL1,Rest,0
KNL1,Stim48hr,0
KNL1,Stim8hr,0
KNOP1,Rest,0
KNOP1,Stim48hr,0
KNOP1,Stim8hr,0
KNSTRN,Rest,0
KNSTRN,Stim48hr,0
KNSTRN,Stim8hr,0
KNTC1,Rest,0
KNTC1,Stim48hr,0
KNTC1,Stim8hr,0
KPNA1,Rest,1
KPNA1,Stim48hr,0
KPNA1,Stim8hr,0
KPNA2,Rest,0
KPNA2,Stim48hr,0
KPNA2,Stim8hr,0
KPNA3,Rest,0
KPNA3,Stim48hr,0
KPNA3,Stim8hr,0
KPNA4,Rest,0
KPNA4,Stim48hr,0
KPNA4,Stim8hr,1
KPNA5,Rest,1
KPNA5,Stim48hr,0
KPNA5,Stim8hr,0
KPNA6,Rest,0
KPNA6,Stim48hr,0
KPNA6,Stim8hr,0
KPTN,Rest,0
KPTN,Stim48hr,0
KPTN,Stim8hr,0
KRABD2,Rest,1
KRABD2,Stim48hr,0
KRABD2,Stim8hr,0
KRABD3,Rest,0
KRABD3,Stim48hr,0
KRABD3,Stim8hr,0
KRABD4,Rest,0
KRABD4,Stim48hr,0
KRABD4,Stim8hr,0
KRABD5,Rest,0
KRABD5,Stim48hr,0
KRABD5,Stim8hr,0
KRAS,Rest,0
KRAS,Stim48hr,0
KRAS,Stim8hr,0
KRCC1,Rest,3
KRCC1,Stim48hr,0
KRCC1,Stim8hr,0
KRI1,Rest,0
KRI1,Stim48hr,1
KRI1,Stim8hr,0
KRIT1,Rest,0
KRIT1,Stim48hr,0
KRIT1,Stim8hr,0
KRR1,Rest,0
KRR1,Stim48hr,4
KRR1,Stim8hr,0
KRT1,Rest,0
KRT1,Stim48hr,0
KRT1,Stim8hr,0
KRT10,Rest,0
KRT10,Stim48hr,0
KRT10,Stim8hr,0
KRT10-AS1,Rest,0
KRT10-AS1,Stim48hr,0
KRT10-AS1,Stim8hr,0
KRT18,Rest,0
KRT18,Stim48hr,0
KRT18,Stim8hr,0
KRT19,Rest,0
KRT19,Stim48hr,0
KRT19,Stim8hr,0
KRT7,Rest,0
KRT7,Stim48hr,0
KRT7,Stim8hr,0
KRT72,Rest,4
KRT72,Stim48hr,0
KRT72,Stim8hr,0
KRT73,Rest,0
KRT73,Stim48hr,0
KRT73,Stim8hr,0
KRTAP16-1,Rest,0
KRTAP16-1,Stim48hr,0
KRTAP16-1,Stim8hr,0
KRTCAP2,Rest,0
KRTCAP2,Stim48hr,0
KRTCAP2,Stim8hr,0
KRTCAP3,Rest,0
KRTCAP3,Stim48hr,0
KRTCAP3,Stim8hr,0
KSR1,Rest,0
KSR1,Stim48hr,0
KSR1,Stim8hr,0
KTI12,Rest,1
KTI12,Stim48hr,0
KTI12,Stim8hr,3
KTN1,Rest,0
KTN1,Stim48hr,0
KTN1,Stim8hr,1
KXD1,Rest,0
KXD1,Stim48hr,0
KXD1,Stim8hr,0
KYAT1,Rest,0
KYAT1,Stim48hr,0
KYAT1,Stim8hr,0
KYAT3,Rest,0
KYAT3,Stim48hr,0
KYAT3,Stim8hr,0
L2HGDH,Rest,0
L2HGDH,Stim48hr,0
L2HGDH,Stim8hr,0
L3HYPDH,Rest,0
L3HYPDH,Stim48hr,0
L3HYPDH,Stim8hr,0
L3MBTL1,Rest,0
L3MBTL1,Stim48hr,0
L3MBTL1,Stim8hr,0
L3MBTL2,Rest,0
L3MBTL2,Stim48hr,0
L3MBTL2,Stim8hr,0
L3MBTL3,Rest,0
L3MBTL3,Stim48hr,0
L3MBTL3,Stim8hr,0
L3MBTL4,Rest,0
L3MBTL4,Stim48hr,0
L3MBTL4,Stim8hr,0
LACC1,Rest,0
LACC1,Stim48hr,0
LACC1,Stim8hr,0
LACTB,Rest,0
LACTB,Stim48hr,0
LACTB,Stim8hr,0
LACTB2,Rest,0
LACTB2,Stim48hr,0
LACTB2,Stim8hr,0
LAG3,Rest,0
LAG3,Stim48hr,0
LAG3,Stim8hr,0
LAGE3,Rest,1
LAGE3,Stim48hr,0
LAGE3,Stim8hr,2
LAIR1,Rest,0
LAIR1,Stim48hr,0
LAIR1,Stim8hr,0
LAIR2,Rest,0
LAIR2,Stim48hr,0
LAIR2,Stim8hr,0
LAMA1,Rest,0
LAMA1,Stim48hr,0
LAMA1,Stim8hr,0
LAMA2,Rest,0
LAMA2,Stim48hr,0
LAMA2,Stim8hr,0
LAMA3,Rest,0
LAMA3,Stim48hr,0
LAMA3,Stim8hr,0
LAMA5,Rest,0
LAMA5,Stim48hr,0
LAMA5,Stim8hr,0
LAMB1,Rest,0
LAMB1,Stim48hr,0
LAMB1,Stim8hr,0
LAMB3,Rest,0
LAMB3,Stim48hr,0
LAMB3,Stim8hr,0
LAMP1,Rest,2
LAMP1,Stim48hr,0
LAMP1,Stim8hr,0
LAMP2,Rest,0
LAMP2,Stim48hr,0
LAMP2,Stim8hr,0
LAMP3,Rest,0
LAMP3,Stim48hr,0
LAMP3,Stim8hr,0
LAMTOR1,Rest,0
LAMTOR1,Stim48hr,0
LAMTOR1,Stim8hr,0
LAMTOR2,Rest,1
LAMTOR2,Stim48hr,5
LAMTOR2,Stim8hr,1
LAMTOR3,Rest,1
LAMTOR3,Stim48hr,0
LAMTOR3,Stim8hr,0
LAMTOR4,Rest,1
LAMTOR4,Stim48hr,1
LAMTOR4,Stim8hr,0
LAMTOR5,Rest,0
LAMTOR5,Stim48hr,1
LAMTOR5,Stim8hr,0
LANCL1,Rest,0
LANCL1,Stim48hr,0
LANCL1,Stim8hr,0
LANCL2,Rest,0
LANCL2,Stim48hr,0
LANCL2,Stim8hr,0
LAP3,Rest,0
LAP3,Stim48hr,0
LAP3,Stim8hr,0
LAPTM4A,Rest,0
LAPTM4A,Stim48hr,0
LAPTM4A,Stim8hr,0
LAPTM4B,Rest,0
LAPTM4B,Stim48hr,0
LAPTM4B,Stim8hr,0
LAPTM5,Rest,0
LAPTM5,Stim48hr,0
LAPTM5,Stim8hr,0
LARP1,Rest,0
LARP1,Stim48hr,0
LARP1,Stim8hr,0
LARP1B,Rest,0
LARP1B,Stim48hr,0
LARP1B,Stim8hr,0
LARP4,Rest,0
LARP4,Stim48hr,0
LARP4,Stim8hr,0
LARP4B,Rest,0
LARP4B,Stim48hr,0
LARP4B,Stim8hr,0
LARP7,Rest,0
LARP7,Stim48hr,0
LARP7,Stim8hr,0
LARS2,Rest,0
LARS2,Stim48hr,0
LARS2,Stim8hr,1
LASP1,Rest,0
LASP1,Stim48hr,0
LASP1,Stim8hr,0
LAT,Rest,0
LAT,Stim48hr,14
LAT,Stim8hr,18
LAT2,Rest,2
LAT2,Stim48hr,0
LAT2,Stim8hr,0
LATS1,Rest,0
LATS1,Stim48hr,0
LATS1,Stim8hr,0
LATS2,Rest,0
LATS2,Stim48hr,0
LATS2,Stim8hr,0
LAX1,Rest,0
LAX1,Stim48hr,0
LAX1,Stim8hr,0
LAYN,Rest,0
LAYN,Stim48hr,0
LAYN,Stim8hr,0
LBH,Rest,2
LBH,Stim48hr,0
LBH,Stim8hr,0
LBHD1,Rest,0
LBHD1,Stim48hr,0
LBHD1,Stim8hr,0
LBR,Rest,0
LBR,Stim48hr,0
LBR,Stim8hr,0
LBX1,Rest,0
LBX1,Stim48hr,0
LBX1,Stim8hr,0
LBX2,Rest,0
LBX2,Stim48hr,0
LBX2,Stim8hr,0
LCAT,Rest,0
LCAT,Stim48hr,0
LCAT,Stim8hr,0
LCK,Rest,0
LCK,Stim48hr,8
LCK,Stim8hr,8
LCLAT1,Rest,0
LCLAT1,Stim48hr,0
LCLAT1,Stim8hr,0
LCMT1,Rest,0
LCMT1,Stim48hr,0
LCMT1,Stim8hr,0
LCMT2,Rest,0
LCMT2,Stim48hr,0
LCMT2,Stim8hr,0
LCN1,Rest,0
LCN1,Stim48hr,0
LCN1,Stim8hr,0
LCN2,Rest,0
LCN2,Stim8hr,0
LCOR,Rest,0
LCOR,Stim48hr,0
LCOR,Stim8hr,0
LCORL,Rest,0
LCORL,Stim48hr,0
LCORL,Stim8hr,0
LCP1,Rest,0
LCP1,Stim48hr,0
LCP1,Stim8hr,0
LCP2,Rest,0
LCP2,Stim48hr,6
LCP2,Stim8hr,18
LDAF1,Rest,0
LDAF1,Stim48hr,0
LDAF1,Stim8hr,0
LDAH,Rest,0
LDAH,Stim48hr,0
LDAH,Stim8hr,0
LDB1,Rest,0
LDB1,Stim48hr,0
LDB1,Stim8hr,0
LDHA,Rest,0
LDHA,Stim48hr,0
LDHA,Stim8hr,0
LDHB,Rest,0
LDHB,Stim48hr,0
LDHB,Stim8hr,0
LDLR,Rest,0
LDLR,Stim48hr,0
LDLR,Stim8hr,0
LDLRAP1,Rest,0
LDLRAP1,Stim48hr,0
LDLRAP1,Stim8hr,0
LDOC1,Rest,0
LDOC1,Stim48hr,0
LDOC1,Stim8hr,0
LEF1,Rest,0
LEF1,Stim48hr,0
LEF1,Stim8hr,0
LEMD2,Rest,0
LEMD2,Stim48hr,0
LEMD2,Stim8hr,0
LEMD3,Rest,0
LEMD3,Stim48hr,0
LEMD3,Stim8hr,0
LENG8,Rest,0
LENG8,Stim48hr,0
LENG8,Stim8hr,0
LENG9,Rest,0
LENG9,Stim48hr,0
LENG9,Stim8hr,0
LEO1,Rest,5
LEO1,Stim48hr,4
LEO1,Stim8hr,3
LEPR,Rest,0
LEPR,Stim48hr,0
LEPR,Stim8hr,0
LEPROTL1,Rest,0
LEPROTL1,Stim48hr,0
LEPROTL1,Stim8hr,0
LETM1,Rest,0
LETM1,Stim48hr,1
LETM1,Stim8hr,1
LETM2,Rest,0
LETM2,Stim48hr,4
LETM2,Stim8hr,0
LETMD1,Rest,0
LETMD1,Stim48hr,0
LETMD1,Stim8hr,0
LEUTX,Rest,0
LEUTX,Stim48hr,0
LEUTX,Stim8hr,0
LFNG,Rest,0
LFNG,Stim48hr,0
LFNG,Stim8hr,0
LGALS1,Rest,0
LGALS1,Stim48hr,0
LGALS1,Stim8hr,0
LGALS12,Rest,0
LGALS12,Stim48hr,0
LGALS12,Stim8hr,0
LGALS2,Rest,0
LGALS2,Stim48hr,0
LGALS2,Stim8hr,0
LGALS3,Rest,0
LGALS3,Stim48hr,0
LGALS3,Stim8hr,0
LGALS3BP,Rest,0
LGALS3BP,Stim48hr,0
LGALS3BP,Stim8hr,0
LGALS4,Rest,0
LGALS4,Stim48hr,0
LGALS4,Stim8hr,0
LGALS8,Rest,0
LGALS8,Stim48hr,0
LGALS8,Stim8hr,0
LGALS9,Rest,0
LGALS9,Stim48hr,0
LGALS9,Stim8hr,0
LGALSL,Rest,0
LGALSL,Stim48hr,0
LGALSL,Stim8hr,0
LGMN,Rest,0
LGMN,Stim48hr,0
LGMN,Stim8hr,0
LGR6,Rest,0
LGR6,Stim48hr,0
LGR6,Stim8hr,0
LHFPL5,Rest,0
LHFPL5,Stim48hr,0
LHFPL5,Stim8hr,0
LHPP,Rest,1
LHPP,Stim48hr,0
LHPP,Stim8hr,0
LHX1,Rest,0
LHX1,Stim48hr,0
LHX1,Stim8hr,0
LHX2,Rest,0
LHX2,Stim48hr,0
LHX2,Stim8hr,0
LHX3,Rest,0
LHX3,Stim48hr,0
LHX3,Stim8hr,0
LHX4,Rest,0
LHX4,Stim48hr,0
LHX4,Stim8hr,0
LHX5,Rest,0
LHX5,Stim48hr,0
LHX5,Stim8hr,0
LHX6,Rest,3
LHX6,Stim48hr,0
LHX6,Stim8hr,0
LHX8,Rest,0
LHX8,Stim48hr,0
LHX8,Stim8hr,0
LHX9,Rest,0
LHX9,Stim48hr,0
LHX9,Stim8hr,0
LIF,Rest,0
LIF,Stim48hr,0
LIF,Stim8hr,0
LIFR,Rest,0
LIFR,Stim48hr,0
LIFR,Stim8hr,0
LIG1,Rest,0
LIG1,Stim48hr,2
LIG1,Stim8hr,1
LIG3,Rest,0
LIG3,Stim48hr,1
LIG3,Stim8hr,0
LIG4,Rest,0
LIG4,Stim48hr,0
LIG4,Stim8hr,0
LILRA1,Rest,0
LILRA1,Stim48hr,0
LILRA1,Stim8hr,0
LILRA2,Rest,0
LILRA2,Stim48hr,0
LILRA2,Stim8hr,0
LILRA5,Rest,0
LILRA5,Stim48hr,0
LILRA5,Stim8hr,0
LILRB1,Rest,1
LILRB1,Stim48hr,0
LILRB1,Stim8hr,1
LILRB2,Rest,0
LILRB2,Stim48hr,0
LILRB2,Stim8hr,0
LILRB3,Rest,0
LILRB3,Stim48hr,0
LILRB3,Stim8hr,0
LIMA1,Rest,0
LIMA1,Stim48hr,0
LIMA1,Stim8hr,0
LIMD1,Rest,0
LIMD1,Stim48hr,0
LIMD1,Stim8hr,0
LIMD2,Rest,0
LIMD2,Stim48hr,0
LIMD2,Stim8hr,0
LIME1,Rest,0
LIME1,Stim48hr,0
LIME1,Stim8hr,0
LIMK1,Rest,0
LIMK1,Stim48hr,0
LIMK1,Stim8hr,0
LIMK2,Rest,0
LIMK2,Stim48hr,0
LIMK2,Stim8hr,0
LIMS1,Rest,0
LIMS1,Stim48hr,0
LIMS1,Stim8hr,0
LIN28A,Rest,0
LIN28A,Stim48hr,0
LIN28A,Stim8hr,0
LIN28B,Rest,0
LIN28B,Stim48hr,0
LIN28B,Stim8hr,0
LIN37,Rest,1
LIN37,Stim48hr,0
LIN37,Stim8hr,0
LIN54,Rest,0
LIN54,Stim48hr,0
LIN54,Stim8hr,0
LIN7B,Rest,0
LIN7B,Stim48hr,0
LIN7B,Stim8hr,0
LIN7C,Rest,0
LIN7C,Stim48hr,1
LIN7C,Stim8hr,0
LIN9,Rest,0
LINC02693,Rest,0
LINC02693,Stim48hr,0
LINC02693,Stim8hr,0
LINC02694,Rest,0
LINC02694,Stim48hr,0
LINC02694,Stim8hr,0
LINS1,Rest,0
LINS1,Stim48hr,0
LINS1,Stim8hr,0
LIPA,Rest,0
LIPA,Stim48hr,0
LIPA,Stim8hr,0
LIPE,Rest,0
LIPE,Stim48hr,0
LIPE,Stim8hr,0
LIPT2,Rest,0
LIPT2,Stim48hr,0
LIPT2,Stim8hr,0
LITAF,Rest,0
LITAF,Stim48hr,0
LITAF,Stim8hr,0
LIX1L,Rest,0
LIX1L,Stim48hr,0
LIX1L,Stim8hr,0
LLGL1,Rest,0
LLGL1,Stim48hr,0
LLGL1,Stim8hr,0
LLPH,Rest,0
LLPH,Stim48hr,0
LLPH,Stim8hr,0
LMAN1,Rest,0
LMAN1,Stim48hr,0
LMAN1,Stim8hr,0
LMAN2,Rest,0
LMAN2,Stim48hr,0
LMAN2,Stim8hr,0
LMAN2L,Rest,0
LMAN2L,Stim48hr,0
LMAN2L,Stim8hr,0
LMBR1,Rest,0
LMBR1,Stim48hr,0
LMBR1,Stim8hr,0
LMBR1L,Rest,3
LMBR1L,Stim48hr,0
LMBR1L,Stim8hr,0
LMBRD1,Rest,0
LMBRD1,Stim48hr,0
LMBRD1,Stim8hr,0
LMBRD2,Rest,0
LMBRD2,Stim48hr,0
LMBRD2,Stim8hr,0
LMF2,Rest,0
LMF2,Stim48hr,0
LMF2,Stim8hr,0
LMLN,Rest,0
LMLN,Stim48hr,0
LMLN,Stim8hr,0
LMNA,Rest,0
LMNA,Stim48hr,0
LMNA,Stim8hr,0
LMNB1,Rest,0
LMNB1,Stim48hr,0
LMNB1,Stim8hr,0
LMNB2,Rest,0
LMNB2,Stim48hr,0
LMNB2,Stim8hr,0
LMNTD2,Rest,0
LMNTD2,Stim48hr,0
LMNTD2,Stim8hr,0
LMO2,Rest,0
LMO2,Stim48hr,0
LMO2,Stim8hr,0
LMO4,Stim48hr,0
LMO7,Rest,0
LMO7,Stim48hr,0
LMO7,Stim8hr,0
LMOD3,Rest,0
LMOD3,Stim48hr,0
LMOD3,Stim8hr,0
LMTK2,Rest,1
LMTK2,Stim48hr,0
LMTK2,Stim8hr,1
LMTK3,Rest,1
LMTK3,Stim48hr,0
LMTK3,Stim8hr,0
LMX1A,Rest,0
LMX1A,Stim48hr,0
LMX1A,Stim8hr,0
LMX1B,Rest,0
LMX1B,Stim48hr,0
LMX1B,Stim8hr,0
LNP1,Rest,0
LNP1,Stim48hr,0
LNP1,Stim8hr,0
LNPEP,Rest,0
LNPEP,Stim48hr,0
LNPEP,Stim8hr,0
LNPK,Rest,0
LNPK,Stim48hr,0
LNPK,Stim8hr,0
LNX1,Rest,0
LNX1,Stim48hr,0
LNX1,Stim8hr,0
LNX2,Rest,0
LNX2,Stim48hr,0
LNX2,Stim8hr,0
LONP2,Rest,0
LONP2,Stim48hr,0
LONP2,Stim8hr,0
LONRF1,Rest,0
LONRF1,Stim48hr,0
LONRF1,Stim8hr,0
LONRF2,Rest,0
LONRF2,Stim48hr,0
LONRF2,Stim8hr,0
LONRF3,Rest,0
LONRF3,Stim48hr,0
LONRF3,Stim8hr,1
LOXL1,Rest,1
LOXL1,Stim48hr,0
LOXL1,Stim8hr,0
LOXL2,Rest,0
LOXL2,Stim48hr,0
LOXL2,Stim8hr,1
LOXL4,Rest,0
LOXL4,Stim48hr,0
LOXL4,Stim8hr,0
LPAR2,Rest,0
LPAR2,Stim48hr,0
LPAR2,Stim8hr,0
LPAR3,Rest,0
LPAR3,Stim48hr,0
LPAR3,Stim8hr,0
LPAR5,Rest,0
LPAR5,Stim48hr,0
LPAR5,Stim8hr,0
LPAR6,Rest,0
LPAR6,Stim48hr,0
LPAR6,Stim8hr,0
LPCAT1,Rest,0
LPCAT1,Stim48hr,0
LPCAT1,Stim8hr,0
LPCAT2,Rest,0
LPCAT2,Stim48hr,0
LPCAT2,Stim8hr,0
LPCAT3,Rest,0
LPCAT3,Stim48hr,0
LPCAT3,Stim8hr,0
LPCAT4,Rest,0
LPCAT4,Stim48hr,0
LPCAT4,Stim8hr,0
LPGAT1,Rest,0
LPGAT1,Stim48hr,0
LPGAT1,Stim8hr,0
LPIN1,Rest,0
LPIN1,Stim48hr,0
LPIN1,Stim8hr,0
LPIN2,Rest,0
LPIN2,Stim48hr,0
LPIN2,Stim8hr,0
LPL,Rest,0
LPL,Stim48hr,0
LPL,Stim8hr,0
LPO,Rest,0
LPO,Stim48hr,0
LPO,Stim8hr,0
LPXN,Rest,0
LPXN,Stim48hr,0
LPXN,Stim8hr,0
LRATD2,Rest,0
LRATD2,Stim48hr,0
LRATD2,Stim8hr,0
LRBA,Rest,0
LRBA,Stim48hr,1
LRBA,Stim8hr,6
LRCH1,Rest,0
LRCH1,Stim48hr,0
LRCH1,Stim8hr,0
LRCH3,Rest,0
LRCH3,Stim48hr,0
LRCH3,Stim8hr,0
LRCH4,Rest,0
LRCH4,Stim48hr,0
LRCH4,Stim8hr,0
LRFN3,Rest,0
LRFN3,Stim48hr,0
LRFN3,Stim8hr,0
LRFN4,Rest,0
LRFN4,Stim48hr,0
LRFN4,Stim8hr,0
LRG1,Rest,0
LRG1,Stim48hr,0
LRG1,Stim8hr,0
LRIF1,Rest,0
LRIF1,Stim48hr,0
LRIF1,Stim8hr,0
LRIG1,Rest,0
LRIG1,Stim48hr,0
LRIG1,Stim8hr,3
LRIG2,Rest,0
LRIG2,Stim48hr,0
LRIG2,Stim8hr,0
LRP1,Rest,0
LRP1,Stim48hr,0
LRP1,Stim8hr,0
LRP10,Rest,0
LRP10,Stim48hr,0
LRP10,Stim8hr,0
LRP11,Rest,0
LRP11,Stim48hr,0
LRP11,Stim8hr,0
LRP12,Rest,0
LRP12,Stim48hr,0
LRP12,Stim8hr,0
LRP2,Rest,0
LRP2,Stim48hr,0
LRP2,Stim8hr,0
LRP2BP,Rest,3
LRP2BP,Stim48hr,0
LRP2BP,Stim8hr,0
LRP5,Rest,0
LRP5,Stim48hr,0
LRP5,Stim8hr,0
LRP5L,Rest,0
LRP5L,Stim48hr,0
LRP5L,Stim8hr,0
LRP6,Rest,0
LRP6,Stim48hr,0
LRP6,Stim8hr,0
LRP8,Rest,0
LRP8,Stim48hr,0
LRP8,Stim8hr,0
LRPAP1,Rest,0
LRPAP1,Stim48hr,0
LRPAP1,Stim8hr,1
LRPPRC,Rest,0
LRPPRC,Stim48hr,7
LRPPRC,Stim8hr,0
LRR1,Rest,0
LRR1,Stim48hr,1
LRR1,Stim8hr,2
LRRC1,Rest,0
LRRC1,Stim48hr,0
LRRC1,Stim8hr,0
LRRC14,Rest,0
LRRC14,Stim48hr,0
LRRC2,Rest,0
LRRC2,Stim48hr,0
LRRC2,Stim8hr,0
LRRC20,Rest,0
LRRC20,Stim48hr,0
LRRC20,Stim8hr,0
LRRC23,Rest,0
LRRC23,Stim48hr,0
LRRC23,Stim8hr,0
LRRC25,Rest,0
LRRC25,Stim48hr,1
LRRC25,Stim8hr,1
LRRC27,Rest,3
LRRC27,Stim48hr,0
LRRC27,Stim8hr,0
LRRC28,Rest,0
LRRC28,Stim48hr,0
LRRC28,Stim8hr,0
LRRC32,Rest,0
LRRC32,Stim48hr,0
LRRC32,Stim8hr,0
LRRC37A,Rest,0
LRRC37A,Stim48hr,0
LRRC37A,Stim8hr,0
LRRC37A2,Rest,0
LRRC37A2,Stim48hr,0
LRRC37A2,Stim8hr,0
LRRC37A3,Rest,0
LRRC37A3,Stim48hr,0
LRRC37A3,Stim8hr,0
LRRC37B,Rest,0
LRRC37B,Stim48hr,0
LRRC37B,Stim8hr,0
LRRC39,Rest,0
LRRC39,Stim48hr,0
LRRC39,Stim8hr,0
LRRC4,Rest,0
LRRC4,Stim48hr,0
LRRC4,Stim8hr,0
LRRC40,Rest,0
LRRC40,Stim48hr,0
LRRC40,Stim8hr,0
LRRC41,Rest,0
LRRC41,Stim48hr,0
LRRC41,Stim8hr,0
LRRC42,Rest,0
LRRC42,Stim48hr,0
LRRC42,Stim8hr,0
LRRC45,Rest,0
LRRC45,Stim48hr,0
LRRC45,Stim8hr,0
LRRC46,Rest,0
LRRC46,Stim48hr,0
LRRC46,Stim8hr,0
LRRC47,Rest,0
LRRC47,Stim48hr,0
LRRC47,Stim8hr,0
LRRC56,Rest,0
LRRC56,Stim48hr,0
LRRC56,Stim8hr,1
LRRC57,Rest,0
LRRC57,Stim48hr,0
LRRC57,Stim8hr,0
LRRC58,Rest,0
LRRC58,Stim48hr,0
LRRC58,Stim8hr,1
LRRC59,Rest,0
LRRC59,Stim48hr,0
LRRC59,Stim8hr,0
LRRC61,Rest,0
LRRC61,Stim48hr,0
LRRC61,Stim8hr,0
LRRC7,Rest,0
LRRC7,Stim48hr,0
LRRC7,Stim8hr,0
LRRC70,Rest,0
LRRC70,Stim48hr,0
LRRC70,Stim8hr,0
LRRC75A,Rest,0
LRRC75A,Stim48hr,0
LRRC75A,Stim8hr,0
LRRC8A,Rest,0
LRRC8A,Stim48hr,0
LRRC8A,Stim8hr,0
LRRC8B,Rest,0
LRRC8B,Stim48hr,0
LRRC8B,Stim8hr,0
LRRC8C,Rest,0
LRRC8C,Stim48hr,0
LRRC8C,Stim8hr,0
LRRC8D,Rest,0
LRRC8D,Stim48hr,0
LRRC8D,Stim8hr,0
LRRCC1,Rest,0
LRRCC1,Stim48hr,0
LRRCC1,Stim8hr,0
LRRFIP1,Rest,0
LRRFIP1,Stim48hr,0
LRRFIP1,Stim8hr,0
LRRFIP2,Rest,0
LRRFIP2,Stim48hr,0
LRRFIP2,Stim8hr,0
LRRK2,Rest,0
LRRK2,Stim48hr,0
LRRK2,Stim8hr,0
LRRN2,Rest,0
LRRN2,Stim48hr,0
LRRN2,Stim8hr,0
LRRN3,Rest,0
LRRN3,Stim48hr,0
LRRN3,Stim8hr,0
LRSAM1,Rest,0
LRSAM1,Stim48hr,0
LRSAM1,Stim8hr,0
LRTOMT,Rest,1
LRTOMT,Stim48hr,0
LRTOMT,Stim8hr,0
LRWD1,Rest,0
LRWD1,Stim48hr,0
LRWD1,Stim8hr,0
LSM1,Rest,0
LSM1,Stim48hr,0
LSM1,Stim8hr,0
LSM10,Rest,0
LSM10,Stim48hr,0
LSM10,Stim8hr,0
LSM11,Stim48hr,0
LSM11,Stim8hr,0
LSM12,Rest,1
LSM12,Stim48hr,1
LSM12,Stim8hr,0
LSM14A,Rest,0
LSM14A,Stim48hr,0
LSM14A,Stim8hr,0
LSM14B,Rest,0
LSM14B,Stim48hr,0
LSM14B,Stim8hr,0
LSM5,Rest,0
LSM5,Stim48hr,0
LSM5,Stim8hr,0
LSM8,Stim8hr,0
LSMEM1,Rest,0
LSMEM1,Stim48hr,0
LSMEM1,Stim8hr,0
LSP1,Rest,0
LSP1,Stim48hr,0
LSP1,Stim8hr,0
LSR,Rest,1
LSR,Stim48hr,0
LSR,Stim8hr,0
LSS,Rest,0
LSS,Stim48hr,0
LSS,Stim8hr,0
LST1,Rest,0
LST1,Stim48hr,1
LST1,Stim8hr,0
LTA,Rest,0
LTA,Stim48hr,0
LTA,Stim8hr,1
LTA4H,Rest,0
LTA4H,Stim48hr,0
LTA4H,Stim8hr,0
LTAP1,Rest,0
LTAP1,Stim48hr,0
LTAP1,Stim8hr,0
LTB,Rest,1
LTB,Stim48hr,0
LTB,Stim8hr,0
LTB4R,Rest,1
LTB4R,Stim48hr,0
LTB4R,Stim8hr,3
LTB4R2,Rest,0
LTB4R2,Stim48hr,0
LTB4R2,Stim8hr,0
LTBP1,Rest,0
LTBP1,Stim48hr,0
LTBP1,Stim8hr,1
LTBP3,Rest,0
LTBP3,Stim48hr,0
LTBP3,Stim8hr,0
LTBP4,Rest,0
LTBP4,Stim48hr,0
LTBP4,Stim8hr,0
LTF,Rest,0
LTF,Stim48hr,0
LTF,Stim8hr,0
LTK,Rest,0
LTK,Stim48hr,0
LTK,Stim8hr,0
LTN1,Rest,0
LTN1,Stim48hr,0
LTN1,Stim8hr,0
LUC7L,Rest,0
LUC7L,Stim48hr,0
LUC7L,Stim8hr,0
LUC7L3,Rest,0
LUC7L3,Stim48hr,1
LUC7L3,Stim8hr,1
LUZP1,Rest,0
LUZP1,Stim48hr,0
LUZP1,Stim8hr,0
LXN,Rest,0
LXN,Stim48hr,0
LXN,Stim8hr,0
LY6E,Rest,0
LY6E,Stim48hr,0
LY6E,Stim8hr,0
LY6G5B,Rest,0
LY6G5B,Stim48hr,0
LY6G5B,Stim8hr,0
LY6G5C,Rest,0
LY6G5C,Stim48hr,0
LY6G5C,Stim8hr,0
LY6G6F,Rest,0
LY6G6F,Stim48hr,0
LY6G6F,Stim8hr,0
LY75,Rest,0
LY75,Stim48hr,0
LY75,Stim8hr,0
LY86,Rest,0
LY86,Stim48hr,0
LY86,Stim8hr,0
LY9,Rest,0
LY9,Stim48hr,0
LY9,Stim8hr,0
LY96,Rest,0
LY96,Stim48hr,0
LY96,Stim8hr,0
LYAR,Rest,0
LYAR,Stim48hr,0
LYAR,Stim8hr,0
LYG1,Rest,0
LYG1,Stim48hr,0
LYG1,Stim8hr,0
LYL1,Rest,0
LYL1,Stim48hr,0
LYL1,Stim8hr,0
LYN,Rest,0
LYN,Stim48hr,0
LYN,Stim8hr,0
LYPD3,Rest,0
LYPD3,Stim48hr,0
LYPD3,Stim8hr,0
LYPLA1,Rest,0
LYPLA1,Stim48hr,1
LYPLA1,Stim8hr,0
LYPLA2,Rest,0
