symbol	status	alias_symbol	prev_symbol
ICAM5	Approved	TLN	TLCN
ICE1	Approved		KIAA0947
ICE1-DT	Approved		
ICE2	Approved	FLJ11896|BRCC1	NARG2
ICE2P1	Approved		NARG2P1
ICE2P2	Approved		NARG2P2
ICMT	Approved	PCCMT|HSTE14|PPMT	
ICMT-DT	Approved	MGC40168	C1orf211|NCRNA00337|LINC00337
ICOS	Approved	AILIM|CD278	
ICOSLG	Approved	KIAA0653|GL50|B7-H2|B7RP-1|B7H2|B7RP1|ICOS-L|CD275|B7h	ICOSL
ID1	Approved	dJ857M17.1.2|bHLHb24	
ID2	Approved	GIG8|bHLHb26	
ID2-AS1	Approved		
ID2B	Approved		
ID3	Approved	HEIR-1|bHLHb25	
ID4	Approved	bHLHb27	
IDE	Approved		
IDH1	Approved		
IDH1-AS1	Approved	IADMP	
IDH1P1	Approved		
IDH2	Approved	IDH-2	
IDH2-DT	Approved		
IDH3A	Approved		
IDH3B	Approved	RP46	
IDH3B-DT	Approved		
IDH3G	Approved		
IDI1	Approved		
IDI1P1	Approved		
IDI1P2	Approved		
IDI1P3	Approved		
IDI2	Approved	IPPI2	
IDI2-AS1	Approved	HT009|Em:AC022536.4	C10orf110|IDI2-AS
IDNK	Approved	bA522I20.2|hGntK	C9orf103
IDO1	Approved		IDO|INDO
IDO2	Approved		INDOL1
IDS	Approved	ID2S	SIDS
IDSP1	Approved	IDS2	
IDUA	Approved	MPS1|MPSI	
IER2	Approved	ETR101	
IER2-AS1	Approved		
IER3	Approved	IEX-1|DIF-2|PRG1|IEX-1L	
IER3-AS1	Approved		
IER3IP1	Approved		
IER5	Approved		
IER5L	Approved	bA247A12.2	
IER5L-AS1	Approved		
IFFO1	Approved	HOM-TES-103	IFFO
IFFO2	Approved		
IFI6	Approved	IFI616|FAM14C|6-16|IFI-6-16	G1P3
IFI16	Approved	IFNGIP1|PYHIN2	
IFI27	Approved	P27|FAM14D|ISG12	
IFI27L1	Approved		FAM14B
IFI27L2	Approved	TLH29	FAM14A
IFI30	Approved	IFI-30|GILT|IP30|MGC32056|IP-30	
IFI35	Approved	IFP35	
IFI44	Approved	MTAP44|p44|TLDC5	
IFI44L	Approved	GS3686|TLDC5B	C1orf29
IFIH1	Approved	MDA-5|Hlcd|MDA5|IDDM19	
IFIT1	Approved	GARG-16|ISG56	G10P1|IFI56|IFNAI1
IFIT1B	Approved	bA149I23.6	IFIT1L
IFIT1P1	Approved	II56P	G13P1|IFI56P|IFIT1P
IFIT2	Approved	IFI-54|ISG-54K|ISG-54|cig42|GARG-39	IFI54|G10P2
IFIT3	Approved	ISG60|RIG-G|CIG-49|IFI60|GARG-49|IRG2	IFIT4
IFIT5	Approved	RI58	
IFIT6P	Approved		
IFITM1	Approved	9-27|CD225|DSPA2a	IFI17
IFITM2	Approved	1-8D|DSPA2c	
IFITM3	Approved	1-8U|DSPA2b	
IFITM3-AS1	Approved		
IFITM3P1	Approved		
IFITM3P2	Approved	DSPA2D	
IFITM3P3	Approved		
IFITM3P4	Approved		
IFITM3P5	Approved		
IFITM3P6	Approved		
IFITM3P7	Approved		
IFITM3P8	Approved		
IFITM3P9	Approved		
IFITM4P	Approved	dJ377H14.5	
IFITM5	Approved	fragilis4|Hrmp1|BRIL|DSPA1	
IFITM8P	Approved		
IFITM9P	Approved	lnc-MRGPRF-6	
IFITM10	Approved	DSPA3	
IFNA1	Approved	IFNA@|IFL|IFN|IFN-ALPHA|IFNA13|IFN-alphaD	
IFNA2	Approved	IFNA|IFN-alphaA	
IFNA4	Approved	MGC142200|IFN-alpha4a	
IFNA5	Approved	IFN-alphaG	
IFNA6	Approved	IFN-alphaK	
IFNA7	Approved	IFNA-J|IFN-alphaJ	
IFNA8	Approved	IFN-alphaB	
IFNA10	Approved	IFN-alphaC	
IFNA11P	Approved		IFNP11
IFNA12P	Approved		IFNP12
IFNA13	Approved		
IFNA14	Approved	LEIF2H|IFN-alphaH	
IFNA16	Approved	IFN-alphaO	
IFNA17	Approved	LEIF2C1|IFN-alphaI	
IFNA20P	Approved		IFNP20
IFNA21	Approved	IFN-alphaI	
IFNA22P	Approved		IFNAP22
IFNAR1	Approved	IFRC	IFNAR
IFNAR2	Approved		IFNABR
IFNB1	Approved	IFB|IFF	IFNB
IFNE	Approved	IFNE1	
IFNG	Approved		
IFNG-AS1	Approved	Tmevpg1|LincR-Ifng-3'AS|NEST	
IFNGR1	Approved	CD119	IFNGR
IFNGR2	Approved	AF-1	IFNGT1
IFNK	Approved		
IFNL1	Approved	IL-29	IL29
IFNL2	Approved	IL-28A	IL28A
IFNL3	Approved	IL-28B|IL28C	IL28B
IFNL3P1	Approved		IL28BP1
IFNL4	Approved	IFNAN	
IFNL4P1	Approved		
IFNLR1	Approved	CRF2/12|IFNLR|IL-28R1	IL28RA
IFNNP	Approved		IFNNP1
IFNR	Approved		
IFNW1	Approved		
IFNWP2	Approved		
IFNWP4	Approved		
IFNWP5	Approved		
IFNWP9	Approved		
IFNWP15	Approved		
IFNWP18	Approved	pseudo-IFN-alpha-m	
IFNWP19	Approved		
IFRD1	Approved	PC4|TIS7	
IFRD2	Approved	SKMc15|SM15|IFNRP	
IFT20	Approved		
IFT22	Approved	FLJ14117|FLJ13225|DKFZp761N0823|FAP9|CFAP9	RABL5
IFT25	Approved	HSPCO34|PP25|FAP232|CFAP232	C1orf41|HSPB11
IFT27	Approved	RAYL|BBS19|FAP156|CFAP156	RABL4
IFT38	Approved	FLJ13297|KIAA0643|FAP22|CFAP22	CLUAP1
IFT43	Approved	FLJ32173|MGC16028	C14orf179
IFT46	Approved	C11orf2|FLJ21827|FAP32|CFAP32	C11orf60
IFT52	Approved	CGI-53|NGD5|dJ1028D15.1|NGD2	C20orf9
IFT54	Approved	MIP-T3|DKFZP434F124|MIPT3|FAP116|CFAP116	TRAF3IP1
IFT56	Approved	FLJ12571|dyf-13|DYF13	TTC26
IFT57	Approved	FLJ10147|HIPPI|MHS4R2	ESRRBL1
IFT57P1	Approved		
IFT70A	Approved	FLJ13946|FAP259|CFAP259	TTC30A
IFT70A-AS1	Approved		
IFT70B	Approved	FLJ30990|fleer	TTC30B
IFT74	Approved	CMG1|CMG-1|FLJ22621	CCDC2
IFT74-AS1	Approved		
IFT80	Approved	KIAA1374|FAP167|CFAP167	WDR56
IFT81	Approved	CDV-1R|MGC4027	CDV1
IFT88	Approved	hTg737|Tg737|D13S1056E|MGC26259	TTC10
IFT122	Approved	WDR140|WDR10p|SPG|FAP80|CFAP80	WDR10
IFT122P1	Approved		
IFT122P2	Approved		
IFT122P3	Approved		
IFT140	Approved	gs114|KIAA0590	WDTC2
IFT172	Approved	SLB|wim|osm-1|NPHP17|BBS20	
IFTAP	Approved	FLJ38678|HEPIS|NWC	C11orf74
IFTAPP1	Approved		
IGBP1	Approved	α4	IBP1
IGBP1-AS1	Approved		
IGBP1-AS2	Approved		
IGBP1C	Approved		IGBP1P2
IGBP1P1	Approved		C14orf19
IGBP1P3	Approved		
IGBP1P4	Approved		
IGBP1P5	Approved		
IGDCC3	Approved	HsT18880	PUNC
IGDCC4	Approved	NOPE|LOC57722	
IGF1	Approved	IGF1A|IGFI|IGF-I|IGF	
IGF1R	Approved	JTK13|CD221|IGFIR|MGC18216|IGFR	
IGF1R-AS2	Approved		
IGF2	Approved	FLJ44734|IGF-II	C11orf43
IGF2-AS	Approved	PEG8|IGF2-AS1	IGF2AS
IGF2BP1	Approved	IMP-1|IMP1	
IGF2BP2	Approved	IMP-2|p62|P62	
IGF2BP2-AS1	Approved	FLJ32900	C3orf65
IGF2BP2P1	Approved		
IGF2BP2P2	Approved		
IGF2BP2P3	Approved		
IGF2BP3	Approved	IMP-3|CT98|IMP3	
IGF2BP3P1	Approved		
IGF2BP3P2	Approved		
IGF2R	Approved	CD222|MPRI|MPR1|CIMPR|M6P-R|CI-M6PR|CI-MPR|MPR300	
IGFALS	Approved	ALS	
IGFBP-AS1	Approved		
IGFBP1	Approved	IGF-BP25|AFBP|hIGFBP-1|PP12	IBP1
IGFBP2	Approved		IBP2
IGFBP3	Approved	IBP3|BP-53	
IGFBP4	Approved	IBP4|BP-4|HT29-IGFBP|IGFBP-4	
IGFBP5	Approved		
IGFBP6	Approved		
IGFBP7	Approved	MAC25|IGFBP-7|PSF|FSTL2	
IGFBP7-AS1	Approved		
IGFBPL1	Approved	bA113O24.1	
IGFL1	Approved	UNQ644	
IGFL1P1	Approved	IGFL-5P	
IGFL1P2	Approved	IGFL-6P	
IGFL2	Approved	UNQ645	
IGFL2-AS1	Approved	AC006262.5	
IGFL3	Approved	UNQ483	
IGFL4	Approved		
IGFLR1	Approved	FLJ22573	U2AF1L4|TMEM149
IGFN1	Approved	DKFZp434B1231|EEF1A2BP1	
IGH	Approved		IGHDY1|IGH@
IGHA1	Approved	AL928768.3	
IGHA2	Approved		
IGHD	Approved	FLJ00382|FLJ46727|MGC29633	
IGHD1-1	Approved	IGHD11	
IGHD1-7	Approved	DM1|IGHD17	
IGHD1-14	Approved	IGHD114|DM2	
IGHD1-20	Approved	IGHD120	
IGHD1-26	Approved	IGHD126	
IGHD1OR15-1A	Approved	IGHD1/OR15-1A|IGHD1OR151A	
IGHD1OR15-1B	Approved	IGHD1/OR15-1B|IGHD1OR151B	
IGHD2-2	Approved	IGHD22	
IGHD2-8	Approved	IGHD28|DLR1	
IGHD2-15	Approved	IGHD215|D2	
IGHD2-21	Approved	IGHD221	
IGHD2OR15-2A	Approved	IGHD2/OR15-2A|IGHD2OR152A	
IGHD2OR15-2B	Approved	IGHD2/OR15-2B|IGHD2OR152B	
IGHD3-3	Approved	IGHD33|DXP4	
IGHD3-9	Approved	IGHD39|DXP1	
IGHD3-10	Approved	IGHD310|DXP'1	
IGHD3-16	Approved	IGHD316	
IGHD3-22	Approved	IGHD322	
IGHD3OR15-3A	Approved	IGHD3/OR15-3A|IGHD3OR153A	
IGHD3OR15-3B	Approved	IGHD3/OR15-3B|IGHD3OR153B	
IGHD4-4	Approved	IGHD44|DA4	
IGHD4-11	Approved	IGHD411|DA1	
IGHD4-17	Approved	IGHD417	
IGHD4-23	Approved	IGHD423	
IGHD4OR15-4A	Approved	IGHD4/OR15-4A|IGHD4OR154A	
IGHD4OR15-4B	Approved	IGHD4/OR15-4B|IGHD4OR154B	
IGHD5-5	Approved	IGHD55|DK4	
IGHD5-12	Approved	IGHD512|DK1	
IGHD5-18	Approved	IGHD518	
IGHD5-24	Approved	IGHD524	
IGHD5OR15-5A	Approved	IGHD5/OR15-5A|IGHD5OR155A	
IGHD5OR15-5B	Approved	IGHD5/OR15-5B|IGHD5OR155B	
IGHD6-6	Approved	IGHD66|D(N4)	
IGHD6-13	Approved	IGHD613|DN1	
IGHD6-19	Approved	IGHD619	
IGHD6-25	Approved	IGHD625	
IGHD7-27	Approved	IGHD727|DHQ52	
IGHE	Approved		
IGHEP1	Approved		
IGHEP2	Approved		
IGHG1	Approved		
IGHG2	Approved		
IGHG3	Approved		
IGHG4	Approved		
IGHGP	Approved		IGHGP1
IGHJ1	Approved		
IGHJ1P	Approved	Jpsi1	
IGHJ2	Approved		
IGHJ2P	Approved	Jpsi2	
IGHJ3	Approved		
IGHJ3P	Approved	Jpsi3	
IGHJ4	Approved		
IGHJ5	Approved		
IGHJ6	Approved		
IGHM	Approved		
IGHMBP2	Approved	ZFAND7|SMUBP2|CATF1|SMARD1|HCSA|HMN6|CMT2S	
IGHV1-2	Approved	V35	
IGHV1-3	Approved	VI-3B	
IGHV1-8	Approved		
IGHV1-12	Approved		
IGHV1-14	Approved		
IGHV1-17	Approved		
IGHV1-18	Approved		
IGHV1-24	Approved		
IGHV1-38-4	Approved	IGHV1-c	IGHV1-C
IGHV1-45	Approved		
IGHV1-46	Approved		
IGHV1-58	Approved		
IGHV1-67	Approved		
IGHV1-68	Approved		
IGHV1-69	Approved		IGHV1-E
IGHV1-69-2	Approved	IGHV1-f	IGHV1-F
IGHV1-69D	Approved		
IGHV1OR15-1	Approved	IGHV1/OR15-1	
IGHV1OR15-2	Approved	IGHV1/OR15-2	
IGHV1OR15-3	Approved	IGHV1/OR15-3	
IGHV1OR15-4	Approved	IGHV1/OR15-4	
IGHV1OR15-5	Approved	IGHV1/OR15-5	
IGHV1OR15-6	Approved	IGHV1/OR15-6	
IGHV1OR15-9	Approved	IGHV1/OR15-9|IGHV1OR159	VSIG7
IGHV1OR16-1	Approved	IGHV1/OR16-1	
IGHV1OR16-2	Approved	IGHV1/OR16-2	
IGHV1OR16-3	Approved	IGHV1/OR16-3	
IGHV1OR16-4	Approved	IGHV1/OR16-4	
IGHV1OR21-1	Approved	IGHV1/OR21-1	
IGHV2-5	Approved		
IGHV2-10	Approved		
IGHV2-26	Approved		
IGHV2-70	Approved		
IGHV2-70D	Approved		
IGHV2OR16-5	Approved	IGHV2/OR16-5	
IGHV3-6	Approved		
IGHV3-7	Approved		
IGHV3-9	Approved		
IGHV3-11	Approved		
IGHV3-13	Approved		
IGHV3-15	Approved		
IGHV3-16	Approved		
IGHV3-19	Approved		
IGHV3-20	Approved		
IGHV3-21	Approved		
IGHV3-22	Approved		
IGHV3-23	Approved		
IGHV3-25	Approved		
IGHV3-29	Approved		
IGHV3-30	Approved		
IGHV3-30-2	Approved		
IGHV3-30-3	Approved		
IGHV3-30-5	Approved		
IGHV3-32	Approved		
IGHV3-33	Approved		
IGHV3-33-2	Approved		
IGHV3-35	Approved		
IGHV3-36	Approved		
IGHV3-37	Approved		
IGHV3-38	Approved		
IGHV3-38-3	Approved	IGHV3-d	IGHV3-D
IGHV3-41	Approved		
IGHV3-42	Approved		
IGHV3-43	Approved		
IGHV3-43D	Approved		
IGHV3-47	Approved		
IGHV3-48	Approved		
IGHV3-49	Approved		
IGHV3-50	Approved		
IGHV3-52	Approved		
IGHV3-53	Approved		
IGHV3-54	Approved		
IGHV3-57	Approved		
IGHV3-60	Approved		
IGHV3-62	Approved		
IGHV3-63	Approved		
IGHV3-64	Approved		
IGHV3-64D	Approved		
IGHV3-65	Approved		
IGHV3-66	Approved		
IGHV3-69-1	Approved	IGHV3-h	IGHV3-H
IGHV3-71	Approved	IGHV3-g	IGHV3-G
IGHV3-72	Approved		
IGHV3-73	Approved		
IGHV3-74	Approved		
IGHV3-75	Approved		
IGHV3-76	Approved		
IGHV3-79	Approved		
IGHV3OR15-7	Approved	IGHV3/OR15-7	
IGHV3OR16-6	Approved	IGHV3/OR16-6	
IGHV3OR16-7	Approved	IGHV3/OR16-7	
IGHV3OR16-8	Approved	IGHV3/OR16-8	
IGHV3OR16-9	Approved	IGHV3/OR16-9	
IGHV3OR16-10	Approved	IGHV3/OR16-10	
IGHV3OR16-11	Approved	IGHV3/OR16-11	
IGHV3OR16-12	Approved	IGHV3/OR16-12	
IGHV3OR16-13	Approved	IGHV3/OR16-13	
IGHV3OR16-14	Approved	IGHV3/OR16-14	
IGHV3OR16-15	Approved	IGHV3/OR16-15	
IGHV3OR16-16	Approved	IGHV3/OR16-16	
IGHV3OR16-17	Approved	IGHV3/OR16-17	
IGHV4-4	Approved		
IGHV4-28	Approved		
IGHV4-30-1	Approved		
IGHV4-30-2	Approved	IGHV4-3|IGHV4302	
IGHV4-30-4	Approved	IGHV4-3|IGHV4304	
IGHV4-31	Approved		
IGHV4-34	Approved		
IGHV4-38-2	Approved		IGHV4-B
IGHV4-39	Approved		
IGHV4-55	Approved		
IGHV4-59	Approved		
IGHV4-61	Approved		
IGHV4-80	Approved		
IGHV4OR15-8	Approved	IGHV4/OR15-8|IGHV4OR158	VSIG6
IGHV5-10-1	Approved	IGHV5-a	IGHV5-A
IGHV5-51	Approved		
IGHV5-78	Approved		
IGHV6-1	Approved		
IGHV7-4-1	Approved		
IGHV7-27	Approved		
IGHV7-34-1	Approved		
IGHV7-40	Approved		
IGHV7-56	Approved		
IGHV7-81	Approved		
IGHV8-51-1	Approved	IGHV(III)-51-1	IGHVIII-51-1
IGHVII-1-1	Approved	IGHV(II)-1-1	
IGHVII-15-1	Approved	IGHV(II)-15-1	
IGHVII-20-1	Approved	IGHV(II)-20-1	
IGHVII-22-1	Approved	IGHV(II)-22-1	
IGHVII-26-2	Approved	IGHV(II)-26-2	
IGHVII-28-1	Approved	IGHV(II)-28-1	
IGHVII-30-1	Approved	IGHV(II)-30-1	
IGHVII-30-21	Approved	IGHV(II)-30-21	
IGHVII-31-1	Approved	IGHV(II)-31-1	
IGHVII-33-1	Approved	IGHV(II)-33-1	
IGHVII-40-1	Approved	IGHV(II)-40-1	
IGHVII-43-1	Approved	IGHV(II)-43-1	
IGHVII-44-2	Approved	IGHV(II)-44-2	
IGHVII-46-1	Approved	IGHV(II)-46-1	
IGHVII-49-1	Approved	IGHV(II)-49-1	
IGHVII-51-2	Approved	IGHV(II)-51-2	
IGHVII-53-1	Approved	IGHV(II)-53-1	
IGHVII-60-1	Approved	IGHV(II)-60-1	
IGHVII-62-1	Approved	IGHV(II)-62-1	
IGHVII-65-1	Approved	IGHV(II)-65-1	
IGHVII-67-1	Approved	IGHV(II)-67-1	
IGHVII-74-1	Approved	IGHV(II)-74-1	
IGHVII-78-1	Approved	IGHV(II)-78-1	
IGHVIII-2-1	Approved	IGHV(III)-2-1	
IGHVIII-5-1	Approved	IGHV(III)-5-1	
IGHVIII-5-2	Approved	IGHV(III)-5-2	
IGHVIII-11-1	Approved	IGHV(III)-11-1	
IGHVIII-13-1	Approved	IGHV(III)-13-1	
IGHVIII-16-1	Approved	IGHV(III)-16-1	
IGHVIII-22-2	Approved	IGHV(III)-22-2	
IGHVIII-25-1	Approved	IGHV(III)-25-1	
IGHVIII-26-1	Approved	IGHV(III)-26-1	
IGHVIII-38-1	Approved	IGHV(III)-38-1	
IGHVIII-44	Approved	IGHV(III)-44	
IGHVIII-47-1	Approved	IGHV(III)-47-1	
IGHVIII-67-2	Approved	IGHV(III)-67-2	
IGHVIII-67-3	Approved	IGHV(III)-67-3	
IGHVIII-67-4	Approved	IGHV(III)-67-4	
IGHVIII-76-1	Approved	IGHV(III)-76-1	
IGHVIII-82	Approved	IGHV(III)-82	
IGHVIV-44-1	Approved	IGHV(IV)-44-1	
IGIP	Approved	LOC492311	C5orf53
IGK	Approved		IGK@
IGKC	Approved	HCAK1	
IGKDEL	Approved		IGKDE
IGKJ1	Approved	J1	
IGKJ2	Approved	J2	
IGKJ3	Approved		
IGKJ4	Approved		
IGKJ5	Approved		
IGKV1-5	Approved		
IGKV1-6	Approved		
IGKV1-8	Approved	IGKV18|L9	
IGKV1-9	Approved	IGKV19|L8	
IGKV1-12	Approved	IGKV112|L19	
IGKV1-13	Approved		
IGKV1-16	Approved	IGKV116|L1	
IGKV1-17	Approved	IGKV117|A30	
IGKV1-22	Approved		
IGKV1-27	Approved	IGKV127|A20	
IGKV1-32	Approved		
IGKV1-33	Approved	IGKV133|O18	
IGKV1-35	Approved		
IGKV1-37	Approved	IGKV137|O14	
IGKV1-39	Approved		
IGKV1D-8	Approved		
IGKV1D-12	Approved		
IGKV1D-13	Approved		
IGKV1D-16	Approved		
IGKV1D-17	Approved		
IGKV1D-22	Approved		
IGKV1D-27	Approved		
IGKV1D-32	Approved		
IGKV1D-33	Approved		
IGKV1D-35	Approved		
IGKV1D-37	Approved	IGKV1D37|O4	
IGKV1D-39	Approved		
IGKV1D-42	Approved		
IGKV1D-43	Approved		
IGKV1OR-2	Approved	IGKV1/OR-2	IGKVPZ2
IGKV1OR-3	Approved	IGKV1/OR-3	IGKVPZ3
IGKV1OR-4	Approved	IGKV1/OR-4	IGKVPZ4
IGKV1OR1-1	Approved	IGKV1/OR1-1	IGKVP1
IGKV1OR2-0	Approved	IGKV1/OR2-0	
IGKV1OR2-1	Approved	IGKV1/OR-1|IGKV1/OR2-1	IGKVPZ1|IGKV1OR-1
IGKV1OR2-2	Approved	IGKV1/OR2-2	
IGKV1OR2-3	Approved	IGKV1/OR2-3	
IGKV1OR2-6	Approved	IGKV1/OR2-6	
IGKV1OR2-9	Approved	IGKV1/OR2-9	
IGKV1OR2-11	Approved	IGKV1/OR2-11	
IGKV1OR2-108	Approved	IGKV1/OR2-108|IGKV1OR2108|IGO1	
IGKV1OR2-118	Approved	IGKV1/OR2-118	
IGKV1OR9-1	Approved	IGKV1/OR9-1	
IGKV1OR9-2	Approved	IGKV1/OR9-2	
IGKV1OR10-1	Approved	IGKV1/OR10-1	
IGKV1OR15-118	Approved	IGKV1/OR-118|IGKV1/OR15-118	IGKVP2
IGKV1OR22-1	Approved	IGKV1/OR22-1	IGKVP5
IGKV1OR22-5	Approved	IGKV1/OR22-5|IGKV1/OR22-5A	IGKVP7|IGKV1OR22-5A
IGKV1ORY-1	Approved	IGKV1/ORY-1	
IGKV2-4	Approved		
IGKV2-10	Approved		
IGKV2-14	Approved		
IGKV2-18	Approved		
IGKV2-19	Approved		
IGKV2-23	Approved		
IGKV2-24	Approved		
IGKV2-26	Approved		
IGKV2-28	Approved		
IGKV2-29	Approved		
IGKV2-30	Approved		
IGKV2-36	Approved		
IGKV2-38	Approved		
IGKV2-40	Approved		
IGKV2D-10	Approved		
IGKV2D-14	Approved		
IGKV2D-18	Approved		
IGKV2D-19	Approved		
IGKV2D-23	Approved		
IGKV2D-24	Approved		
IGKV2D-26	Approved		
IGKV2D-28	Approved		
IGKV2D-29	Approved		
IGKV2D-30	Approved		
IGKV2D-36	Approved		
IGKV2D-38	Approved		
IGKV2D-40	Approved		
IGKV2OR2-1	Approved	IGKV2/OR2-1|IGKV2/OR2-1A	IGKV2OR2-1A
IGKV2OR2-2	Approved	IGKV2/OR2-2	
IGKV2OR2-4	Approved	IGKV2/OR2-4	
IGKV2OR2-7	Approved	IGKV2/OR2-7	
IGKV2OR2-7D	Approved	IGKV2/OR2-7D	
IGKV2OR2-8	Approved	IGKV2/OR2-8	
IGKV2OR2-10	Approved	IGKV2/OR2-10	
IGKV2OR22-3	Approved	IGKV2/OR22-3	IGKVP4
IGKV2OR22-4	Approved	IGKV2/OR22-4	IGKVP6
IGKV3-7	Approved		
IGKV3-11	Approved		
IGKV3-15	Approved		
IGKV3-20	Approved		
IGKV3-25	Approved		
IGKV3-31	Approved		
IGKV3-34	Approved		
IGKV3D-7	Approved		
IGKV3D-11	Approved		
IGKV3D-15	Approved		
IGKV3D-20	Approved		
IGKV3D-25	Approved		
IGKV3D-31	Approved		
IGKV3D-34	Approved		
IGKV3OR2-5	Approved	IGKV3/OR2-5	
IGKV3OR2-268	Approved	IGKV3/OR2-268|IGKV3/OR2-268A	IGKV268|IGKV3OR2-268A
IGKV3OR22-2	Approved	IGKV3/OR22-2	IGKVP3
IGKV4-1	Approved	IGKV41|B3	
IGKV5-2	Approved	IGKV52|B2	
IGKV6-21	Approved	IGKV621|A26	
IGKV6D-21	Approved	IGKV6D21|A10	
IGKV6D-41	Approved		
IGKV7-3	Approved		
IGL	Approved		IGL@
IGLC1	Approved		IGLC
IGLC2	Approved		IGLC
IGLC3	Approved		IGLC
IGLC4	Approved		IGLC
IGLC5	Approved		IGLC
IGLC6	Approved		IGLC
IGLC7	Approved		
IGLCOR22-1	Approved	IGLC/OR22-1	
IGLCOR22-2	Approved	IGLC/OR22-2	
IGLJ1	Approved		
IGLJ2	Approved		
IGLJ3	Approved		
IGLJ4	Approved		
IGLJ5	Approved		
IGLJ6	Approved		
IGLJ7	Approved		
IGLJCOR18	Approved	IGLJ-COR18|IGLJ-C/OR18	
IGLL1	Approved	IGVPB|IGL5|14.1|CD179B	IGLL
IGLL2P	Approved	FLAMBDA1|16.2|IGLL1P	IGLL2
IGLL3P	Approved	16.1	IGLL3
IGLL4P	Approved		IGLL4
IGLL5	Approved		
IGLON5	Approved	LOC402665	
IGLV1-36	Approved		
IGLV1-40	Approved		
IGLV1-41	Approved		
IGLV1-44	Approved		
IGLV1-47	Approved		
IGLV1-50	Approved		
IGLV1-51	Approved		
IGLV1-62	Approved		
IGLV2-5	Approved		
IGLV2-8	Approved		
IGLV2-11	Approved		
IGLV2-14	Approved		
IGLV2-18	Approved		
IGLV2-23	Approved		
IGLV2-28	Approved		
IGLV2-33	Approved		
IGLV2-34	Approved		
IGLV3-1	Approved		
IGLV3-2	Approved		
IGLV3-4	Approved		
IGLV3-6	Approved		
IGLV3-7	Approved		
IGLV3-9	Approved		
IGLV3-10	Approved		
IGLV3-12	Approved		
IGLV3-13	Approved		
IGLV3-15	Approved		
IGLV3-16	Approved		
IGLV3-17	Approved		
IGLV3-19	Approved		
IGLV3-21	Approved		
IGLV3-22	Approved		
IGLV3-24	Approved		
IGLV3-25	Approved		
IGLV3-26	Approved		
IGLV3-27	Approved		
IGLV3-29	Approved		
IGLV3-30	Approved		
IGLV3-31	Approved		
IGLV3-32	Approved		
IGLV4-3	Approved		
IGLV4-60	Approved		
IGLV4-69	Approved		
IGLV5-37	Approved		
IGLV5-39	Approved		
IGLV5-45	Approved		
IGLV5-48	Approved		
IGLV5-52	Approved		
IGLV6-57	Approved		
IGLV7-35	Approved		
IGLV7-43	Approved		
IGLV7-46	Approved		
IGLV8-61	Approved		
IGLV8OR8-1	Approved	IGLV8/OR8-1	
IGLV9-49	Approved		
IGLV10-54	Approved		
IGLV10-67	Approved		
IGLV11-55	Approved		
IGLVI-20	Approved	IGLV(I)-20	
IGLVI-38	Approved	IGLV(I)-38	
IGLVI-42	Approved	IGLV(I)-42	
IGLVI-56	Approved	IGLV(I)-56	
IGLVI-63	Approved	IGLV(I)-63	
IGLVI-68	Approved	IGLV(I)-68	
IGLVI-70	Approved	IGLV(I)-70	
IGLVIV-53	Approved	IGLV(IV)-53	
IGLVIV-59	Approved	IGLV(IV)-59	
IGLVIV-64	Approved	IGLV(IV)-64	
IGLVIV-65	Approved	IGLV(IV)-65	
IGLVIV-66-1	Approved	IGLV(IV)-66-1	
IGLVIVOR22-1	Approved	IGLV(IV)/OR22-1	
IGLVIVOR22-2	Approved	IGLV(IV)/OR22-2	
IGLVV-58	Approved	IGLV(V)-58	
IGLVV-66	Approved	IGLV(V)-66	
IGLVVI-22-1	Approved	IGLV(VI)-22-1	
IGLVVI-25-1	Approved	IGLV(VI)-25-1	
IGLVVII-41-1	Approved	IGLV(VII)-41-1	
IGSF1	Approved	KIAA0364|IGDC1|IGCD1|INHBP|MGC75490|PGSF2	
IGSF3	Approved	V8|EWI-3|MGC117164	
IGSF3P1	Approved		
IGSF3P2	Approved		
IGSF5	Approved	JAM4	
IGSF6	Approved	DORA	
IGSF8	Approved	CD81P3|EWI2|PGRL|CD316	
IGSF9	Approved	KIAA1355|Nrt1|IGSF9A	
IGSF9B	Approved	KIAA1030|LINC00947|LOC283174	MIR4697HG
IGSF10	Approved	FLJ25972|CMF608	
IGSF11	Approved	BT-IgSF|MGC35227|Igsf13|VSIG3|CT119	
IGSF11-AS1	Approved		
IGSF21	Approved	MGC15730|RP11-121A23.1	
IGSF21-AS1	Approved		
IGSF22	Approved	FLJ37794|IGFN2	
IGSF22-AS1	Approved		
IGSF23	Approved		
IHH	Approved	HHG2|BDA1	
IHO1	Approved	FLJ25320|CT74|LELA1	CCDC36
IK	Approved	RED|RER	
IKBIP	Approved	FLJ31051|IKIP	
IKBKB	Approved	IKK2|NFKBIKB|IKK-beta|IKKB	
IKBKB-DT	Approved	RP11-231D20.2|ALAL-1|IKBKBAS	
IKBKE	Approved	IKKE|IKK-i|KIAA0151	
IKBKE-AS1	Approved	FLJ32597	C1orf147
IKBKG	Approved	IKK-gamma|NEMO|Fip3p|FIP-3|FIP3|IKKAP1|IKKG	IP2|IP1
IKBKGP1	Approved	deltaNEMO	IKBKGP
IKZF1	Approved	hIk-1|LyF-1|Hs.54452|IKAROS|PPP1R92	ZNFN1A1
IKZF2	Approved	Helios	ZNFN1A2
